ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Comment	Source
Loudi_VOMIT_6	Loudi	loud1234	hsn	VOMIT	囗	xue⁴²	x u e ⁴ ²	xue⁴²	VOMIT_6		Liu2007
Loudi_VOMIT_6	Loudi	loud1234	hsn	VOMIT	帶囗	ta³⁵⁻⁵ xue⁴²	t a ³ ⁵ ⁻ ⁵   x u e ⁴ ²	ta³⁵⁻⁵ xue⁴²	VOMIT_6		Liu2007
Nanchang_VOMIT_3	Nanchang	nanc1254	gan	VOMIT	嘔	ŋiɛu²¹³	ŋ i ɛ u ² ¹ ³	ŋiɛu²¹³	VOMIT_3		Liu2007
Nanchang_VOMIT_1	Nanchang	nanc1254	gan	VOMIT	吐	tʰu²¹³	tʰ u ² ¹ ³	tʰu²¹³	VOMIT_1		Liu2007
Meixian_VOMIT_2	Meixian	yuet1238	hak	VOMIT	翻	pʰon³³	pʰ o n ³ ³	pʰon³³	VOMIT_2		Liu2007
Guilin_VOMIT_1	Guilin	guil1241	cnp	VOMIT	吐	tʰu²⁵	tʰ u ² ⁵	tʰu²⁵	VOMIT_1		Liu2007
Guangzhou_VOMIT_1	Guangzhou	guan1279	yue	VOMIT	嘔吐	ŋɐu³⁵ tʰou³³	ŋ ɐ u ³ ⁵   tʰ o u ³ ³	ŋɐu³⁵ tʰou³³	VOMIT_1		Liu2007
Fuzhou_VOMIT_1	Fuzhou	fuzh1239	cdo	VOMIT	吐	tʰou²¹²	tʰ o u ² ¹ ²	tʰou²¹²	VOMIT_1		Liu2007
Xiamen_VOMIT_1	Xiamen	xiam1236	cdo	VOMIT	吐	tʰo²¹	tʰ o ² ¹	tʰo²¹	VOMIT_1		Liu2007
Beijing_FEAR (BE AFRAID)_1	Beijing	beij1234	cmn	FEAR (BE AFRAID)	怕	pʰᴀ⁵¹	pʰ ᴀ ⁵ ¹	pʰᴀ⁵¹	FEAR (BE AFRAID)_1		Liu2007
Haerbin_FEAR (BE AFRAID)_1	Ha'erbin	haer1234	cmn	FEAR (BE AFRAID)	怕	pʰa⁵³	pʰ a ⁵ ³	pʰa⁵³	FEAR (BE AFRAID)_1		Liu2007
Jinan_FEAR (BE AFRAID)_1	Jinan	jina1245	cmn	FEAR (BE AFRAID)	怕	pʰa³¹	pʰ a ³ ¹	pʰa³¹	FEAR (BE AFRAID)_1		Liu2007
Rongcheng_FEAR (BE AFRAID)_1	Rongcheng	rong1271	cmn	FEAR (BE AFRAID)	怕	pʰa³³⁴	pʰ a ³ ³ ⁴	pʰa³³⁴	FEAR (BE AFRAID)_1		Liu2007
Taiyuan_FEAR (BE AFRAID)_1	Taiyuan	taiy1243	cjy	FEAR (BE AFRAID)	怕	pʰa⁴⁵	pʰ a ⁴ ⁵	pʰa⁴⁵	FEAR (BE AFRAID)_1		Liu2007
XiAn_FEAR (BE AFRAID)_1	Xi'an	xian1253	cmn	FEAR (BE AFRAID)	怕	pʰɑ⁴⁴	pʰ ɑ ⁴ ⁴	pʰɑ⁴⁴	FEAR (BE AFRAID)_1		Liu2007
Chengdu_FEAR (BE AFRAID)_1	Chengdu	chen1267	cmn	FEAR (BE AFRAID)	怕	pʰa²¹³	pʰ a ² ¹ ³	pʰa²¹³	FEAR (BE AFRAID)_1		Liu2007
Chengdu_FEAR (BE AFRAID)_2	Chengdu	chen1267	cmn	FEAR (BE AFRAID)	诧	tsʰa²¹³	t sʰ a ² ¹ ³	tsʰa²¹³	FEAR (BE AFRAID)_2		Liu2007
Nanjing_FEAR (BE AFRAID)_1	Nanjing	nanj1234	cmn	FEAR (BE AFRAID)	怕	pʰɑ⁴⁴	pʰ ɑ ⁴ ⁴	pʰɑ⁴⁴	FEAR (BE AFRAID)_1		Liu2007
Jixi_FEAR (BE AFRAID)_1	Jixi	jixi1238	czh	FEAR (BE AFRAID)	怕	pʰo³⁵	pʰ o ³ ⁵	pʰo³⁵	FEAR (BE AFRAID)_1		Liu2007
Suzhou_FEAR (BE AFRAID)_1	Suzhou	suzh1234	wuu	FEAR (BE AFRAID)	怕	pʰo⁴¹²	pʰ o ⁴ ¹ ²	pʰo⁴¹²	FEAR (BE AFRAID)_1		Liu2007
Wenzhou_FEAR (BE AFRAID)_3	Wenzhou	ouji1238	wuu	FEAR (BE AFRAID)	唬	ho⁴¹	h o ⁴ ¹	ho⁴¹	FEAR (BE AFRAID)_3		Liu2007
Changsha_FEAR (BE AFRAID)_1	Changsha	chan1326	hsn	FEAR (BE AFRAID)	怕	pʰa⁵⁵	pʰ a ⁵ ⁵	pʰa⁵⁵	FEAR (BE AFRAID)_1		Liu2007
Loudi_FEAR (BE AFRAID)_1	Loudi	loud1234	hsn	FEAR (BE AFRAID)	怕	pʰɔ³⁵	pʰ ɔ ³ ⁵	pʰɔ³⁵	FEAR (BE AFRAID)_1		Liu2007
Nanchang_FEAR (BE AFRAID)_1	Nanchang	nanc1254	gan	FEAR (BE AFRAID)	怕	pʰa²¹³	pʰ a ² ¹ ³	pʰa²¹³	FEAR (BE AFRAID)_1		Liu2007
Meixian_FEAR (BE AFRAID)_1	Meixian	yuet1238	hak	FEAR (BE AFRAID)	怕	pʰa⁵³	pʰ a ⁵ ³	pʰa⁵³	FEAR (BE AFRAID)_1		Liu2007
Meixian_FEAR (BE AFRAID)_4	Meixian	yuet1238	hak	FEAR (BE AFRAID)	畏	vi⁵³	v i ⁵ ³	vi⁵³	FEAR (BE AFRAID)_4		Liu2007
Meixian_FEAR (BE AFRAID)_5	Meixian	yuet1238	hak	FEAR (BE AFRAID)	驚	kiaŋ⁴⁴	k i a ŋ ⁴ ⁴	kiaŋ⁴⁴	FEAR (BE AFRAID)_5		Liu2007
Guilin_FEAR (BE AFRAID)_1	Guilin	guil1241	cnp	FEAR (BE AFRAID)	怕	pʰᴀ²⁵	pʰ ᴀ ² ⁵	pʰᴀ²⁵	FEAR (BE AFRAID)_1		Liu2007
Guangzhou_FEAR (BE AFRAID)_1	Guangzhou	guan1279	yue	FEAR (BE AFRAID)	怕	pʰa³³	pʰ a ³ ³	pʰa³³	FEAR (BE AFRAID)_1		Liu2007
Fuzhou_FEAR (BE AFRAID)_5	Fuzhou	fuzh1239	cdo	FEAR (BE AFRAID)	驚	kiaŋ⁵⁵	k i a ŋ ⁵ ⁵	kiaŋ⁵⁵	FEAR (BE AFRAID)_5		Liu2007
Xiamen_FEAR (BE AFRAID)_5	Xiamen	xiam1236	cdo	FEAR (BE AFRAID)	驚	kiã⁵⁵	k i ã ⁵ ⁵	kiã⁵⁵	FEAR (BE AFRAID)_5		Liu2007
Beijing_SKIN_2	Beijing	beij1234	cmn	SKIN	皮膚	pʰi³⁵ fu⁰	pʰ i ³ ⁵   f u ⁰	pʰi³⁵ fu⁰	SKIN_2		Liu2007
Haerbin_SKIN_1	Ha'erbin	haer1234	cmn	SKIN	肉皮	ʐou⁵³ pʰiər²⁴	ʐ o u ⁵ ³   pʰ i ə r ² ⁴	ʐou⁵³ pʰiər²⁴	SKIN_1		Liu2007
Jinan_SKIN_2	Jinan	jina1245	cmn	SKIN	皮膚	pʰi⁵³ fu²¹⁴	pʰ i ⁵ ³   f u ² ¹ ⁴	pʰi⁵³ fu²¹⁴	SKIN_2		Liu2007
Rongcheng_SKIN_2	Rongcheng	rong1271	cmn	SKIN	皮膚	pʰi³⁵ fu⁵²	pʰ i ³ ⁵   f u ⁵ ²	pʰi³⁵ fu⁵²	SKIN_2		Liu2007
Taiyuan_SKIN_2	Taiyuan	taiy1243	cjy	SKIN	皮膚	pʰi²¹ fu²¹	pʰ i ² ¹   f u ² ¹	pʰi²¹ fu²¹	SKIN_2		Liu2007
XiAn_SKIN_1	Xi'an	xian1253	cmn	SKIN	皮	pʰi²⁴	pʰ i ² ⁴	pʰi²⁴	SKIN_1		Liu2007
Chengdu_SKIN_4	Chengdu	chen1267	cmn	SKIN	皮皮	pʰi²¹⁻⁵⁵ pʰi²¹⁻⁵⁵	pʰ i ² ¹ ⁻ ⁵ ⁵   pʰ i ² ¹ ⁻ ⁵ ⁵	pʰi²¹⁻⁵⁵ pʰi²¹⁻⁵⁵	SKIN_4		Liu2007
Chengdu_SKIN_3	Chengdu	chen1267	cmn	SKIN	皮子	pʰi²¹⁻⁵⁵ tsz̩⁵³	pʰ i ² ¹ ⁻ ⁵ ⁵   t s z̩ ⁵ ³	pʰi²¹⁻⁵⁵ tsɿ⁵³	SKIN_3		Liu2007
Nanjing_SKIN_2	Nanjing	nanj1234	cmn	SKIN	皮膚	pʰi¹³ fu³¹	pʰ i ¹ ³   f u ³ ¹	pʰi¹³ fu³¹	SKIN_2		Liu2007
Jixi_SKIN_1	Jixi	jixi1238	czh	SKIN	皮	pʰz̩⁴⁴	pʰ z̩ ⁴ ⁴	pʰɿ⁴⁴	SKIN_1		Liu2007
Suzhou_SKIN_2	Suzhou	suzh1234	wuu	SKIN	皮膚	bi¹³⁻²² fu⁴⁴⁻³¹	b i ¹ ³ ⁻ ² ²   f u ⁴ ⁴ ⁻ ³ ¹	bi¹³⁻²² fu⁴⁴⁻³¹	SKIN_2		Liu2007
Wenzhou_SKIN_2	Wenzhou	ouji1238	wuu	SKIN	皮膚	bei³⁴¹⁻³³ fu⁴⁴⁻²²	b e i ³ ⁴ ¹ ⁻ ³ ³   f u ⁴ ⁴ ⁻ ² ²	bei³⁴¹⁻³³ fu⁴⁴⁻²²	SKIN_2		Liu2007
Changsha_SKIN_2	Changsha	chan1326	hsn	SKIN	皮膚	pi¹³ fu³³	p i ¹ ³   f u ³ ³	pi¹³ fu³³	SKIN_2		Liu2007
Loudi_SKIN_1	Loudi	loud1234	hsn	SKIN	皮	pʰi¹³	pʰ i ¹ ³	pʰi¹³	SKIN_1		Liu2007
Nanchang_SKIN_2	Nanchang	nanc1254	gan	SKIN	皮膚	pʰi²⁴ fu⁰	pʰ i ² ⁴   f u ⁰	pʰi²⁴ fu⁰	SKIN_2		Liu2007
Meixian_SKIN_1	Meixian	yuet1238	hak	SKIN	皮	pʰi¹¹	pʰ i ¹ ¹	pʰi¹¹	SKIN_1		Liu2007
Guilin_SKIN_2	Guilin	guil1241	cnp	SKIN	皮膚	pi²² fu⁴²⁻²²	p i ² ²   f u ⁴ ² ⁻ ² ²	pi²² fu⁴²⁻²²	SKIN_2		Liu2007
Guangzhou_SKIN_2	Guangzhou	guan1279	yue	SKIN	皮膚	pʰei²¹ fu⁵³	pʰ e i ² ¹   f u ⁵ ³	pʰei²¹ fu⁵³	SKIN_2		Liu2007
Fuzhou_SKIN_2	Fuzhou	fuzh1239	cdo	SKIN	皮膚	pʰuoi⁵³⁻⁵⁵ u⁵⁵	pʰ u o i ⁵ ³ ⁻ ⁵ ⁵   u ⁵ ⁵	pʰuoi⁵³⁻⁵⁵ u⁵⁵	SKIN_2		Liu2007
Fuzhou_SKIN_1	Fuzhou	fuzh1239	cdo	SKIN	皮	pʰuoi⁵³	pʰ u o i ⁵ ³	pʰuoi⁵³	SKIN_1		Liu2007
Xiamen_SKIN_1	Xiamen	xiam1236	cdo	SKIN	皮	pʰe²¹	pʰ e ² ¹	pʰe²¹	SKIN_1		Liu2007
Beijing_FLOAT_2	Beijing	beij1234	cmn	FLOAT	漂浮	pʰiɑu⁵⁵ fu³⁵	pʰ i ɑ u ⁵ ⁵   f u ³ ⁵	pʰiɑu⁵⁵ fu³⁵	FLOAT_2		Liu2007
Haerbin_FLOAT_2	Ha'erbin	haer1234	cmn	FLOAT	漂浮	pʰiau⁴⁴ fu²⁴	pʰ i a u ⁴ ⁴   f u ² ⁴	pʰiau⁴⁴ fu²⁴	FLOAT_2		Liu2007
Jinan_FLOAT_2	Jinan	jina1245	cmn	FLOAT	漂浮	pʰiɔ²¹⁴ fu⁵³	pʰ i ɔ ² ¹ ⁴   f u ⁵ ³	pʰiɔ²¹⁴ fu⁵³	FLOAT_2		Liu2007
Rongcheng_FLOAT_2	Rongcheng	rong1271	cmn	FLOAT	漂浮	pʰiau⁵² fu³⁵	pʰ i a u ⁵ ²   f u ³ ⁵	pʰiau⁵² fu³⁵	FLOAT_2		Liu2007
Taiyuan_FLOAT_1	Taiyuan	taiy1243	cjy	FLOAT	漂	pʰiɑu²¹	pʰ i ɑ u ² ¹	pʰiɑu²¹	FLOAT_1		Liu2007
XiAn_FLOAT_1	Xi'an	xian1253	cmn	FLOAT	漂	pʰiau²¹	pʰ i a u ² ¹	pʰiau²¹	FLOAT_1		Liu2007
XiAn_FLOAT_2	Xi'an	xian1253	cmn	FLOAT	浮	fu²⁴	f u ² ⁴	fu²⁴	FLOAT_2		Liu2007
Chengdu_FLOAT_1	Chengdu	chen1267	cmn	FLOAT	漂	pʰiau⁴⁵	pʰ i a u ⁴ ⁵	pʰiau⁴⁵	FLOAT_1		Liu2007
Nanjing_FLOAT_2	Nanjing	nanj1234	cmn	FLOAT	漂浮	pʰiɔ³¹ fu¹³	pʰ i ɔ ³ ¹   f u ¹ ³	pʰiɔ³¹ fu¹³	FLOAT_2		Liu2007
Nanjing_FLOAT_2	Nanjing	nanj1234	cmn	FLOAT	浮	fu¹³	f u ¹ ³	fu¹³	FLOAT_2		Liu2007
Nanjing_FLOAT_1	Nanjing	nanj1234	cmn	FLOAT	漂	piɔ³¹	p i ɔ ³ ¹	piɔ³¹	FLOAT_1		Liu2007
Jixi_FLOAT_2	Jixi	jixi1238	czh	FLOAT	浮	fu⁴⁴	f u ⁴ ⁴	fu⁴⁴	FLOAT_2		Liu2007
Jixi_FLOAT_2	Jixi	jixi1238	czh	FLOAT	漂浮	pʰie⁵⁵ fu⁴⁴	pʰ i e ⁵ ⁵   f u ⁴ ⁴	pʰie⁵⁵ fu⁴⁴	FLOAT_2		Liu2007
Suzhou_FLOAT_3	Suzhou	suzh1234	wuu	FLOAT	氽	tʰən⁵²	tʰ ə n ⁵ ²	tʰən⁵²	FLOAT_3		Liu2007
Wenzhou_FLOAT_2	Wenzhou	ouji1238	wuu	FLOAT	浮	və³⁴¹	v ə ³ ⁴ ¹	və³⁴¹	FLOAT_2		Liu2007
Wenzhou_FLOAT_3	Wenzhou	ouji1238	wuu	FLOAT	氽	taŋ⁵¹	t a ŋ ⁵ ¹	taŋ⁵¹	FLOAT_3		Liu2007
Changsha_FLOAT_2	Changsha	chan1326	hsn	FLOAT	漂浮	pʰiau³³ fu⁰	pʰ i a u ³ ³   f u ⁰	pʰiau³³ fu⁰	FLOAT_2		Liu2007
Loudi_FLOAT_1	Loudi	loud1234	hsn	FLOAT	漂	bɤ¹³	b ɤ ¹ ³	bɤ¹³	FLOAT_1		Liu2007
Nanchang_FLOAT_1	Nanchang	nanc1254	gan	FLOAT	漂	pʰiɛu⁴²	pʰ i ɛ u ⁴ ²	pʰiɛu⁴²	FLOAT_1		Liu2007
Nanchang_FLOAT_2	Nanchang	nanc1254	gan	FLOAT	浮	fəu⁴⁵	f ə u ⁴ ⁵	fəu⁴⁵	FLOAT_2		Liu2007
Nanchang_FLOAT_2	Nanchang	nanc1254	gan	FLOAT	漂浮	pʰiɛu⁴² fɛu⁴⁵	pʰ i ɛ u ⁴ ²   f ɛ u ⁴ ⁵	pʰiɛu⁴² fɛu⁴⁵	FLOAT_2		Liu2007
Meixian_FLOAT_2	Meixian	yuet1238	hak	FLOAT	浮	feu¹¹	f e u ¹ ¹	feu¹¹	FLOAT_2		Liu2007
Guilin_FLOAT_4	Guilin	guil1241	cnp	FLOAT	浮倒	fu²² tɑu²³⁻³³	f u ² ²   t ɑ u ² ³ ⁻ ³ ³	fu²² tɑu²³⁻³³	FLOAT_4		Liu2007
Guangzhou_FLOAT_2	Guangzhou	guan1279	yue	FLOAT	漂浮	pʰiu⁵³ fɐu²¹	pʰ i u ⁵ ³   f ɐ u ² ¹	pʰiu⁵³ fɐu²¹	FLOAT_2		Liu2007
Fuzhou_FLOAT_5	Fuzhou	fuzh1239	cdo	FLOAT	漂𡅏	pʰieu⁵⁵ lɛ³²	pʰ i e u ⁵ ⁵   l ɛ ³ ²	pʰieu⁵⁵ lɛ³²	FLOAT_5		Liu2007
Fuzhou_FLOAT_5	Fuzhou	fuzh1239	cdo	FLOAT	浮𡅏	pʰu⁵³ lɛ³²	pʰ u ⁵ ³   l ɛ ³ ²	pʰu⁵³ lɛ³²	FLOAT_5		Liu2007
Xiamen_FLOAT_2	Xiamen	xiam1236	cdo	FLOAT	浮	pʰu²⁴	pʰ u ² ⁴	pʰu²⁴	FLOAT_2		Liu2007
Beijing_SMOOTH_1	Beijing	beij1234	cmn	SMOOTH	平	pʰiŋ³⁵	pʰ i ŋ ³ ⁵	pʰiŋ³⁵	SMOOTH_1		Liu2007
Haerbin_SMOOTH_1	Ha'erbin	haer1234	cmn	SMOOTH	平	pʰiŋ²⁴	pʰ i ŋ ² ⁴	pʰiŋ²⁴	SMOOTH_1		Liu2007
Jinan_SMOOTH_1	Jinan	jina1245	cmn	SMOOTH	平	pʰiŋ⁵³	pʰ i ŋ ⁵ ³	pʰiŋ⁵³	SMOOTH_1		Liu2007
Rongcheng_SMOOTH_1	Rongcheng	rong1271	cmn	SMOOTH	平	pʰiŋ³⁵	pʰ i ŋ ³ ⁵	pʰiŋ³⁵	SMOOTH_1		Liu2007
Taiyuan_SMOOTH_1	Taiyuan	taiy1243	cjy	SMOOTH	平	pʰiŋ²¹	pʰ i ŋ ² ¹	pʰiŋ²¹	SMOOTH_1		Liu2007
XiAn_SMOOTH_1	Xi'an	xian1253	cmn	SMOOTH	平	pʰiŋ²⁴	pʰ i ŋ ² ⁴	pʰiŋ²⁴	SMOOTH_1		Liu2007
Chengdu_SMOOTH_1	Chengdu	chen1267	cmn	SMOOTH	平	pʰin²¹	pʰ i n ² ¹	pʰin²¹	SMOOTH_1		Liu2007
Nanjing_SMOOTH_1	Nanjing	nanj1234	cmn	SMOOTH	平	pʰin¹³	pʰ i n ¹ ³	pʰin¹³	SMOOTH_1		Liu2007
Jixi_SMOOTH_1	Jixi	jixi1238	czh	SMOOTH	平	pʰiɑ̃⁴⁴	pʰ i ɑ̃ ⁴ ⁴	pʰiɑ̃⁴⁴	SMOOTH_1		Liu2007
Suzhou_SMOOTH_1	Suzhou	suzh1234	wuu	SMOOTH	平	bin¹³	b i n ¹ ³	bin¹³	SMOOTH_1		Liu2007
Wenzhou_SMOOTH_1	Wenzhou	ouji1238	wuu	SMOOTH	平	beŋ³⁴¹	b e ŋ ³ ⁴ ¹	beŋ³⁴¹	SMOOTH_1		Liu2007
Changsha_SMOOTH_1	Changsha	chan1326	hsn	SMOOTH	平	pin¹³	p i n ¹ ³	pin¹³	SMOOTH_1		Liu2007
Loudi_SMOOTH_1	Loudi	loud1234	hsn	SMOOTH	平	pʰiɔ¹³	pʰ i ɔ ¹ ³	pʰiɔ¹³	SMOOTH_1		Liu2007
Nanchang_SMOOTH_1	Nanchang	nanc1254	gan	SMOOTH	平	pʰin²⁴	pʰ i n ² ⁴	pʰin²⁴	SMOOTH_1		Liu2007
Meixian_SMOOTH_1	Meixian	yuet1238	hak	SMOOTH	平	pʰiaŋ¹¹	pʰ i a ŋ ¹ ¹	pʰiaŋ¹¹	SMOOTH_1		Liu2007
Guilin_SMOOTH_1	Guilin	guil1241	cnp	SMOOTH	平	pei²²	p e i ² ²	pei²²	SMOOTH_1		Liu2007
Guangzhou_SMOOTH_1	Guangzhou	guan1279	yue	SMOOTH	平	pʰɛŋ²¹	pʰ ɛ ŋ ² ¹	pʰɛŋ²¹	SMOOTH_1		Liu2007
Fuzhou_SMOOTH_1	Fuzhou	fuzh1239	cdo	SMOOTH	平	paŋ⁵³	p a ŋ ⁵ ³	paŋ⁵³	SMOOTH_1		Liu2007
Xiamen_SMOOTH_1	Xiamen	xiam1236	cdo	SMOOTH	平	piæ²⁴	p i æ ² ⁴	piæ²⁴	SMOOTH_1		Liu2007
Beijing_WIFE_1	Beijing	beij1234	cmn	WIFE	妻子	tɕʰi⁵⁵ tsz̩⁰	t ɕʰ i ⁵ ⁵   t s z̩ ⁰	tɕʰi⁵⁵ tsɿ⁰	WIFE_1		Liu2007
Haerbin_WIFE_3	Ha'erbin	haer1234	cmn	WIFE	老婆	lau²¹³⁻²¹ pʰɤ⁰	l a u ² ¹ ³ ⁻ ² ¹   pʰ ɤ ⁰	lau²¹³⁻²¹ pʰɤ⁰	WIFE_3		Liu2007
Haerbin_WIFE_4	Ha'erbin	haer1234	cmn	WIFE	媳婦	ɕi²¹³⁻²¹ fur⁰	ɕ i ² ¹ ³ ⁻ ² ¹   f u r ⁰	ɕi²¹³⁻²¹ fur⁰	WIFE_4		Liu2007
Haerbin_WIFE_2	Ha'erbin	haer1234	cmn	WIFE	老娘們	lau²¹³⁻²¹ niaŋ²⁴ mər⁰	l a u ² ¹ ³ ⁻ ² ¹   n i a ŋ ² ⁴   m ə r ⁰	lau²¹³⁻²¹ niaŋ²⁴ mər⁰	WIFE_2		Liu2007
Jinan_WIFE_1	Jinan	jina1245	cmn	WIFE	妻子	tɕʰi²¹³⁻²¹ tsz̩⁰	t ɕʰ i ² ¹ ³ ⁻ ² ¹   t s z̩ ⁰	tɕʰi²¹³⁻²¹ tsɿ⁰	WIFE_1		Liu2007
Rongcheng_WIFE_3	Rongcheng	rong1271	cmn	WIFE	老婆	lau²¹³ pʰə⁰	l a u ² ¹ ³   pʰ ə ⁰	lau²¹³ pʰə⁰	WIFE_3		Liu2007
Taiyuan_WIFE_3	Taiyuan	taiy1243	cjy	WIFE	老婆	lau⁵³ pʰɤ²¹	l a u ⁵ ³   pʰ ɤ ² ¹	lau⁵³ pʰɤ²¹	WIFE_3		Liu2007
XiAn_WIFE_4	Xi'an	xian1253	cmn	WIFE	媳婦	ɕi²¹ fur⁰	ɕ i ² ¹   f u r ⁰	ɕi²¹ fur⁰	WIFE_4		Liu2007
XiAn_WIFE_5	Xi'an	xian1253	cmn	WIFE	婆娘	pʰo²⁴ niɑŋ⁰	pʰ o ² ⁴   n i ɑ ŋ ⁰	pʰo²⁴ niɑŋ⁰	WIFE_5		Liu2007
XiAn_WIFE_13	Xi'an	xian1253	cmn	WIFE	娃大妈	uɑ⁴⁴ tʰɑ²⁴ mɑ²¹	u ɑ ⁴ ⁴   tʰ ɑ ² ⁴   m ɑ ² ¹	uɑ⁴⁴ tʰɑ²⁴ mɑ²¹	WIFE_13		Liu2007
XiAn_WIFE_6	Xi'an	xian1253	cmn	WIFE	屋裡人	u²¹ ni⁰ ʐẽ²⁴	u ² ¹   n i ⁰   ʐ ẽ ² ⁴	u²¹ ni⁰ ʐẽ²⁴	WIFE_6		Liu2007
Chengdu_WIFE_3	Chengdu	chen1267	cmn	WIFE	老婆	lau⁵³⁻⁴⁵ pʰo²¹	l a u ⁵ ³ ⁻ ⁴ ⁵   pʰ o ² ¹	lau⁵³⁻⁴⁵ pʰo²¹	WIFE_3		Liu2007
Chengdu_WIFE_5	Chengdu	chen1267	cmn	WIFE	老娘	lau⁵³⁻⁴⁵ ȵiər²¹	l a u ⁵ ³ ⁻ ⁴ ⁵   ȵ i ə r ² ¹	lau⁵³⁻⁴⁵ ȵiər²¹	WIFE_5		Liu2007
Chengdu_WIFE_7	Chengdu	chen1267	cmn	WIFE	女的	ȵy⁵³⁻⁴⁵ li⁵⁵	ȵ y ⁵ ³ ⁻ ⁴ ⁵   l i ⁵ ⁵	ȵy⁵³⁻⁴⁵ li⁵⁵	WIFE_7		Liu2007
Nanjing_WIFE_3	Nanjing	nanj1234	cmn	WIFE	老婆	lɔ¹¹ pʰo¹³	l ɔ ¹ ¹   pʰ o ¹ ³	lɔ¹¹ pʰo¹³	WIFE_3		Liu2007
Jixi_WIFE_8	Jixi	jixi1238	czh	WIFE	老妪	nɤ²¹³⁻³² y³¹⁻²¹	n ɤ ² ¹ ³ ⁻ ³ ²   y ³ ¹ ⁻ ² ¹	nɤ²¹³⁻³² y³¹⁻²¹	WIFE_8		Liu2007
Jixi_WIFE_6	Jixi	jixi1238	czh	WIFE	女人	ȵy²¹³ iɑ̃⁴⁴	ȵ y ² ¹ ³   i ɑ̃ ⁴ ⁴	ȵy²¹³ iɑ̃⁴⁴	WIFE_6		Liu2007
