ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Comment	Source
Wenzhou_BREATHE_2	Wenzhou	ouji1238	wuu	BREATHE	𢻕氣	tʰau²⁴²⁻² tsʰz̩⁵¹	tʰ a u ² ⁴ ² ⁻ ²   t sʰ z̩ ⁵ ¹	tʰau²⁴²⁻² tsʰɿ⁵¹	BREATHE_2		Liu2007
Wenzhou_BREATHE_1	Wenzhou	ouji1238	wuu	BREATHE	呼吸	fu⁴⁴ ɕiai⁴¹	f u ⁴ ⁴   ɕ i a i ⁴ ¹	fu⁴⁴ ɕiai⁴¹	BREATHE_1		Liu2007
Changsha_BREATHE_1	Changsha	chan1326	hsn	BREATHE	呼吸	fu³³ tɕi²⁴	f u ³ ³   t ɕ i ² ⁴	fu³³ tɕi²⁴	BREATHE_1		Liu2007
Changsha_BREATHE_2	Changsha	chan1326	hsn	BREATHE	出氣	tɕʰy²⁴⁻⁴⁴ tɕʰi⁵⁵	t ɕʰ y ² ⁴ ⁻ ⁴ ⁴   t ɕʰ i ⁵ ⁵	tɕʰy²⁴⁻⁴⁴ tɕʰi⁵⁵	BREATHE_2		Liu2007
Loudi_BREATHE_2	Loudi	loud1234	hsn	BREATHE	出氣	tɕʰy¹³ tɕʰi³⁵	t ɕʰ y ¹ ³   t ɕʰ i ³ ⁵	tɕʰy¹³ tɕʰi³⁵	BREATHE_2		Liu2007
Nanchang_BREATHE_1	Nanchang	nanc1254	gan	BREATHE	呼吸	fu⁴² ɕit⁵	f u ⁴ ²   ɕ i t ⁵	fu⁴² ɕit⁵	BREATHE_1		Liu2007
Nanchang_BREATHE_2	Nanchang	nanc1254	gan	BREATHE	吸氣	ɕit⁵ tɕʰi²⁴	ɕ i t ⁵   t ɕʰ i ² ⁴	ɕit⁵ tɕʰi²⁴	BREATHE_2		Liu2007
Meixian_BREATHE_2	Meixian	yuet1238	hak	BREATHE	透氣	tʰeu⁵³⁻⁵⁵ çi⁵³	tʰ e u ⁵ ³ ⁻ ⁵ ⁵   ç i ⁵ ³	tʰeu⁵³⁻⁵⁵ çi⁵³	BREATHE_2		Liu2007
Guilin_BREATHE_2	Guilin	guil1241	cnp	BREATHE	喘氣	tsʰuã²³⁻²¹ tɕʰi²⁵	t sʰ u ã ² ³ ⁻ ² ¹   t ɕʰ i ² ⁵	tsʰuã²³⁻²¹ tɕʰi²⁵	BREATHE_2		Liu2007
Guangzhou_BREATHE_1	Guangzhou	guan1279	yue	BREATHE	呼吸	fu⁵⁵ kʰɐp⁵	f u ⁵ ⁵   kʰ ɐ p ⁵	fu⁵⁵ kʰɐp⁵	BREATHE_1		Liu2007
Fuzhou_BREATHE_1	Fuzhou	fuzh1239	cdo	BREATHE	呼吸	hu⁵⁵⁻⁵³ hɛiʔ²⁴*	h u ⁵ ⁵ ⁻ ⁵ ³   h ɛ i ʔ ² ⁴ *	hu⁵⁵⁻⁵³ hɛiʔ²⁴*	BREATHE_1		Liu2007
Xiamen_BREATHE_2	Xiamen	xiam1236	cdo	BREATHE	呼氣	hɔ⁵⁵⁻²² kʰi⁵³	h ɔ ⁵ ⁵ ⁻ ² ²   kʰ i ⁵ ³	hɔ⁵⁵⁻²² kʰi⁵³	BREATHE_2		Liu2007
Beijing_LAKE_1	Beijing	beij1234	cmn	LAKE	湖	xu³⁵	x u ³ ⁵	xu³⁵	LAKE_1		Liu2007
Haerbin_LAKE_1	Ha'erbin	haer1234	cmn	LAKE	湖	xu²⁴	x u ² ⁴	xu²⁴	LAKE_1		Liu2007
Jinan_LAKE_1	Jinan	jina1245	cmn	LAKE	湖	xu⁵³	x u ⁵ ³	xu⁵³	LAKE_1		Liu2007
Rongcheng_LAKE_1	Rongcheng	rong1271	cmn	LAKE	湖	xu³⁵	x u ³ ⁵	xu³⁵	LAKE_1		Liu2007
Taiyuan_LAKE_1	Taiyuan	taiy1243	cjy	LAKE	湖	xu²¹	x u ² ¹	xu²¹	LAKE_1		Liu2007
XiAn_LAKE_1	Xi'an	xian1253	cmn	LAKE	湖	xu²⁴	x u ² ⁴	xu²⁴	LAKE_1		Liu2007
Chengdu_LAKE_1	Chengdu	chen1267	cmn	LAKE	湖	fu²¹	f u ² ¹	fu²¹	LAKE_1		Liu2007
Nanjing_LAKE_1	Nanjing	nanj1234	cmn	LAKE	湖	xu¹³	x u ¹ ³	xu¹³	LAKE_1		Liu2007
Jixi_LAKE_1	Jixi	jixi1238	czh	LAKE	湖	fu⁴⁴	f u ⁴ ⁴	fu⁴⁴	LAKE_1		Liu2007
Suzhou_LAKE_1	Suzhou	suzh1234	wuu	LAKE	湖	ɦəu¹³	ɦ ə u ¹ ³	ɦəu¹³	LAKE_1		Liu2007
Wenzhou_LAKE_1	Wenzhou	ouji1238	wuu	LAKE	湖	vu³⁴¹	v u ³ ⁴ ¹	vu³⁴¹	LAKE_1		Liu2007
Changsha_LAKE_1	Changsha	chan1326	hsn	LAKE	湖	fu¹³	f u ¹ ³	fu¹³	LAKE_1		Liu2007
Loudi_LAKE_1	Loudi	loud1234	hsn	LAKE	湖	xu¹³	x u ¹ ³	xu¹³	LAKE_1		Liu2007
Nanchang_LAKE_1	Nanchang	nanc1254	gan	LAKE	湖	fu⁴⁵	f u ⁴ ⁵	fu⁴⁵	LAKE_1		Liu2007
Meixian_LAKE_1	Meixian	yuet1238	hak	LAKE	湖	fu¹¹	f u ¹ ¹	fu¹¹	LAKE_1		Liu2007
Guilin_LAKE_1	Guilin	guil1241	cnp	LAKE	湖	fu²²	f u ² ²	fu²²	LAKE_1		Liu2007
Guangzhou_LAKE_1	Guangzhou	guan1279	yue	LAKE	湖	u²¹	u ² ¹	u²¹	LAKE_1		Liu2007
Fuzhou_LAKE_1	Fuzhou	fuzh1239	cdo	LAKE	湖	hu⁵³	h u ⁵ ³	hu⁵³	LAKE_1		Liu2007
Xiamen_LAKE_1	Xiamen	xiam1236	cdo	LAKE	湖	ɔ²⁴	ɔ ² ⁴	ɔ²⁴	LAKE_1		Liu2007
Beijing_FLOWER_1	Beijing	beij1234	cmn	FLOWER	花	xuɐr⁵⁵	x u ɐ r ⁵ ⁵	xuɐr⁵⁵	FLOWER_1		Liu2007
Haerbin_FLOWER_1	Ha'erbin	haer1234	cmn	FLOWER	花	xuar⁴⁴	x u a r ⁴ ⁴	xuar⁴⁴	FLOWER_1		Liu2007
Jinan_FLOWER_1	Jinan	jina1245	cmn	FLOWER	花	xuar²¹⁴	x u a r ² ¹ ⁴	xuar²¹⁴	FLOWER_1		Liu2007
Rongcheng_FLOWER_1	Rongcheng	rong1271	cmn	FLOWER	花	xuar⁵²	x u a r ⁵ ²	xuar⁵²	FLOWER_1		Liu2007
Taiyuan_FLOWER_1	Taiyuan	taiy1243	cjy	FLOWER	花	xua²¹	x u a ² ¹	xua²¹	FLOWER_1		Liu2007
XiAn_FLOWER_1	Xi'an	xian1253	cmn	FLOWER	花	xuɑr²¹	x u ɑ r ² ¹	xuɑr²¹	FLOWER_1		Liu2007
Chengdu_FLOWER_1	Chengdu	chen1267	cmn	FLOWER	花	xua⁴⁵	x u a ⁴ ⁵	xua⁴⁵	FLOWER_1		Liu2007
Nanjing_FLOWER_1	Nanjing	nanj1234	cmn	FLOWER	花	xuɑ³¹	x u ɑ ³ ¹	xuɑ³¹	FLOWER_1		Liu2007
Jixi_FLOWER_3	Jixi	jixi1238	czh	FLOWER	花?	xo⁵⁵ n̩⁰	x o ⁵ ⁵   n̩ ⁰	xo⁵⁵ n̩⁰	FLOWER_3		Liu2007
Suzhou_FLOWER_1	Suzhou	suzh1234	wuu	FLOWER	花	ho⁴⁴	h o ⁴ ⁴	ho⁴⁴	FLOWER_1		Liu2007
Wenzhou_FLOWER_1	Wenzhou	ouji1238	wuu	FLOWER	花	ho⁴⁴	h o ⁴ ⁴	ho⁴⁴	FLOWER_1		Liu2007
Changsha_FLOWER_1	Changsha	chan1326	hsn	FLOWER	花	fa³³	f a ³ ³	fa³³	FLOWER_1		Liu2007
Loudi_FLOWER_1	Loudi	loud1234	hsn	FLOWER	花	xɔ⁴⁴	x ɔ ⁴ ⁴	xɔ⁴⁴	FLOWER_1		Liu2007
Nanchang_FLOWER_1	Nanchang	nanc1254	gan	FLOWER	花	fa⁴⁵	f a ⁴ ⁵	fa⁴⁵	FLOWER_1		Liu2007
Meixian_FLOWER_4	Meixian	yuet1238	hak	FLOWER	花?	fa³³⁻³⁵ ve⁰	f a ³ ³ ⁻ ³ ⁵   v e ⁰	fa³³⁻³⁵ ve⁰	FLOWER_4		Liu2007
Guilin_FLOWER_1	Guilin	guil1241	cnp	FLOWER	花	fᴀ⁴²	f ᴀ ⁴ ²	fᴀ⁴²	FLOWER_1		Liu2007
Guangzhou_FLOWER_1	Guangzhou	guan1279	yue	FLOWER	花	fa⁵⁵	f a ⁵ ⁵	fa⁵⁵	FLOWER_1		Liu2007
Fuzhou_FLOWER_1	Fuzhou	fuzh1239	cdo	FLOWER	花	hua⁵⁵	h u a ⁵ ⁵	hua⁵⁵	FLOWER_1		Liu2007
Xiamen_FLOWER_2	Xiamen	xiam1236	cdo	FLOWER	花仔	hue⁵⁵⁻²² ia⁵³	h u e ⁵ ⁵ ⁻ ² ²   i a ⁵ ³	hue⁵⁵⁻²² ia⁵³	FLOWER_2		Liu2007
Xiamen_FLOWER_1	Xiamen	xiam1236	cdo	FLOWER	花	hue⁵⁵	h u e ⁵ ⁵	hue⁵⁵	FLOWER_1		Liu2007
Beijing_BAD_3	Beijing	beij1234	cmn	BAD	壞	xai⁵¹	x a i ⁵ ¹	xai⁵¹	BAD_3		Liu2007
Haerbin_BAD_3	Ha'erbin	haer1234	cmn	BAD	壞	xuai⁵³	x u a i ⁵ ³	xuai⁵³	BAD_3		Liu2007
Jinan_BAD_3	Jinan	jina1245	cmn	BAD	壞	xuɛ³¹	x u ɛ ³ ¹	xuɛ³¹	BAD_3		Liu2007
Rongcheng_BAD_3	Rongcheng	rong1271	cmn	BAD	壞	xuai³³⁴	x u a i ³ ³ ⁴	xuai³³⁴	BAD_3		Liu2007
Taiyuan_BAD_3	Taiyuan	taiy1243	cjy	BAD	壞	xuai⁴⁵	x u a i ⁴ ⁵	xuai⁴⁵	BAD_3		Liu2007
XiAn_BAD_3	Xi'an	xian1253	cmn	BAD	壞	xuɛ⁴⁴	x u ɛ ⁴ ⁴	xuɛ⁴⁴	BAD_3		Liu2007
Chengdu_BAD_3	Chengdu	chen1267	cmn	BAD	壞	xuai²¹³	x u a i ² ¹ ³	xuai²¹³	BAD_3		Liu2007
Nanjing_BAD_3	Nanjing	nanj1234	cmn	BAD	壞	xuɛ⁴⁴	x u ɛ ⁴ ⁴	xuɛ⁴⁴	BAD_3		Liu2007
Jixi_BAD_3	Jixi	jixi1238	czh	BAD	壞	vɔ³¹	v ɔ ³ ¹	vɔ³¹	BAD_3		Liu2007
Suzhou_BAD_4	Suzhou	suzh1234	wuu	BAD	恘	tɕʰiʏ⁴⁴	t ɕʰ i ʏ ⁴ ⁴	tɕʰiʏ⁴⁴	BAD_4		Liu2007
Suzhou_BAD_3	Suzhou	suzh1234	wuu	BAD	壞	uɑ⁴¹²	u ɑ ⁴ ¹ ²	uɑ⁴¹²	BAD_3		Liu2007
Wenzhou_BAD_8	Wenzhou	ouji1238	wuu	BAD	毛	mə³⁴¹	m ə ³ ⁴ ¹	mə³⁴¹	BAD_8		Liu2007
Changsha_BAD_3	Changsha	chan1326	hsn	BAD	壞	fai¹¹	f a i ¹ ¹	fai¹¹	BAD_3		Liu2007
Changsha_BAD_5	Changsha	chan1326	hsn	BAD	拐	kuai⁴¹	k u a i ⁴ ¹	kuai⁴¹	BAD_5		Liu2007
Loudi_BAD_3	Loudi	loud1234	hsn	BAD	壞	ɣua¹¹	ɣ u a ¹ ¹	ɣua¹¹	BAD_3		Liu2007
Nanchang_BAD_3	Nanchang	nanc1254	gan	BAD	壞	fai²¹	f a i ² ¹	fai²¹	BAD_3		Liu2007
Meixian_BAD_3	Meixian	yuet1238	hak	BAD	壞	fai⁵³	f a i ⁵ ³	fai⁵³	BAD_3		Liu2007
Meixian_BAD_6	Meixian	yuet1238	hak	BAD	鄙	pe³¹	p e ³ ¹	pe³¹	BAD_6		Liu2007
Guilin_BAD_3	Guilin	guil1241	cnp	BAD	壞	fai²¹	f a i ² ¹	fai²¹	BAD_3		Liu2007
Guangzhou_BAD_3	Guangzhou	guan1279	yue	BAD	壞	uai²²	u a i ² ²	uai²²	BAD_3		Liu2007
Fuzhou_BAD_7	Fuzhou	fuzh1239	cdo	BAD	痞	pʰai³²	pʰ a i ³ ²	pʰai³²	BAD_7		Liu2007
Fuzhou_BAD_2	Fuzhou	fuzh1239	cdo	BAD	呆	ŋai⁵³	ŋ a i ⁵ ³	ŋai⁵³	BAD_2		Liu2007
Xiamen_BAD_1	Xiamen	xiam1236	cdo	BAD	否	pʰai⁵³	pʰ a i ⁵ ³	pʰai⁵³	BAD_1		Liu2007
Beijing_YELLOW_1	Beijing	beij1234	cmn	YELLOW	黃	xuɑŋ³⁵	x u ɑ ŋ ³ ⁵	xuɑŋ³⁵	YELLOW_1		Liu2007
Haerbin_YELLOW_1	Ha'erbin	haer1234	cmn	YELLOW	黃	xuaŋ²⁴	x u a ŋ ² ⁴	xuaŋ²⁴	YELLOW_1		Liu2007
Jinan_YELLOW_1	Jinan	jina1245	cmn	YELLOW	黃	xuɑŋ⁵³	x u ɑ ŋ ⁵ ³	xuɑŋ⁵³	YELLOW_1		Liu2007
Rongcheng_YELLOW_1	Rongcheng	rong1271	cmn	YELLOW	黃	xuaŋ³⁵	x u a ŋ ³ ⁵	xuaŋ³⁵	YELLOW_1		Liu2007
Taiyuan_YELLOW_1	Taiyuan	taiy1243	cjy	YELLOW	黃	xuɒ̃²¹	x u ɒ̃ ² ¹	xuɒ̃²¹	YELLOW_1		Liu2007
XiAn_YELLOW_1	Xi'an	xian1253	cmn	YELLOW	黃	xuɑŋ²⁴	x u ɑ ŋ ² ⁴	xuɑŋ²⁴	YELLOW_1		Liu2007
Chengdu_YELLOW_1	Chengdu	chen1267	cmn	YELLOW	黃	xuaŋ²¹	x u a ŋ ² ¹	xuaŋ²¹	YELLOW_1		Liu2007
Nanjing_YELLOW_1	Nanjing	nanj1234	cmn	YELLOW	黃	xuɑ̃¹³	x u ɑ̃ ¹ ³	xuɑ̃¹³	YELLOW_1		Liu2007
Jixi_YELLOW_1	Jixi	jixi1238	czh	YELLOW	黃	õ⁴⁴	õ ⁴ ⁴	õ⁴⁴	YELLOW_1		Liu2007
Suzhou_YELLOW_1	Suzhou	suzh1234	wuu	YELLOW	黃	ɦuɑ̃¹³	ɦ u ɑ̃ ¹ ³	ɦuɑ̃¹³	YELLOW_1		Liu2007
Wenzhou_YELLOW_1	Wenzhou	ouji1238	wuu	YELLOW	黃	ɦuɔ³⁴¹	ɦ u ɔ ³ ⁴ ¹	ɦuɔ³⁴¹	YELLOW_1		Liu2007
Changsha_YELLOW_1	Changsha	chan1326	hsn	YELLOW	黃	uan¹³	u a n ¹ ³	uan¹³	YELLOW_1		Liu2007
Loudi_YELLOW_1	Loudi	loud1234	hsn	YELLOW	黃	ɣɔŋ¹³	ɣ ɔ ŋ ¹ ³	ɣɔŋ¹³	YELLOW_1		Liu2007
Nanchang_YELLOW_1	Nanchang	nanc1254	gan	YELLOW	黃	uɔŋ⁴⁵	u ɔ ŋ ⁴ ⁵	uɔŋ⁴⁵	YELLOW_1		Liu2007
Meixian_YELLOW_1	Meixian	yuet1238	hak	YELLOW	黃	voŋ¹¹	v o ŋ ¹ ¹	voŋ¹¹	YELLOW_1		Liu2007
Guilin_YELLOW_1	Guilin	guil1241	cnp	YELLOW	黃	uɑŋ²²	u ɑ ŋ ² ²	uɑŋ²²	YELLOW_1		Liu2007
Guangzhou_YELLOW_1	Guangzhou	guan1279	yue	YELLOW	黃	uɔŋ²¹	u ɔ ŋ ² ¹	uɔŋ²¹	YELLOW_1		Liu2007
Fuzhou_YELLOW_1	Fuzhou	fuzh1239	cdo	YELLOW	黃	uoŋ⁵³	u o ŋ ⁵ ³	uoŋ⁵³	YELLOW_1		Liu2007
Xiamen_YELLOW_1	Xiamen	xiam1236	cdo	YELLOW	黃	ŋ̍²⁴	ŋ̍ ² ⁴	ŋ̍²⁴	YELLOW_1		Liu2007
Beijing_ASH_1	Beijing	beij1234	cmn	ASH	灰	xuei⁵⁵	x u e i ⁵ ⁵	xuei⁵⁵	ASH_1		Liu2007
Haerbin_ASH_1	Ha'erbin	haer1234	cmn	ASH	灰	xuei⁴⁴	x u e i ⁴ ⁴	xuei⁴⁴	ASH_1		Liu2007
Jinan_ASH_1	Jinan	jina1245	cmn	ASH	灰	xuei²¹³	x u e i ² ¹ ³	xuei²¹³	ASH_1		Liu2007
Rongcheng_ASH_1	Rongcheng	rong1271	cmn	ASH	灰	xuei⁵²	x u e i ⁵ ²	xuei⁵²	ASH_1		Liu2007
Taiyuan_ASH_1	Taiyuan	taiy1243	cjy	ASH	灰	xuei²¹	x u e i ² ¹	xuei²¹	ASH_1		Liu2007
XiAn_ASH_1	Xi'an	xian1253	cmn	ASH	灰	xuei²¹	x u e i ² ¹	xuei²¹	ASH_1		Liu2007
Chengdu_ASH_1	Chengdu	chen1267	cmn	ASH	灰	xuei⁴⁵	x u e i ⁴ ⁵	xuei⁴⁵	ASH_1		Liu2007
Nanjing_ASH_1	Nanjing	nanj1234	cmn	ASH	灰	xuei³¹	x u e i ³ ¹	xuei³¹	ASH_1		Liu2007
Jixi_ASH_1	Jixi	jixi1238	czh	ASH	灰	fa⁵⁵	f a ⁵ ⁵	fa⁵⁵	ASH_1		Liu2007
Suzhou_ASH_1	Suzhou	suzh1234	wuu	ASH	灰	huᴇ⁴⁴	h u ᴇ ⁴ ⁴	huᴇ⁴⁴	ASH_1		Liu2007
Wenzhou_ASH_1	Wenzhou	ouji1238	wuu	ASH	灰	fai⁴⁴	f a i ⁴ ⁴	fai⁴⁴	ASH_1		Liu2007
Changsha_ASH_1	Changsha	chan1326	hsn	ASH	灰	fei³³	f e i ³ ³	fei³³	ASH_1		Liu2007
Loudi_ASH_1	Loudi	loud1234	hsn	ASH	灰	xue⁴⁴	x u e ⁴ ⁴	xue⁴⁴	ASH_1		Liu2007
Nanchang_ASH_1	Nanchang	nanc1254	gan	ASH	灰	fɨi⁴²	f ɨ i ⁴ ²	fɨi⁴²	ASH_1		Liu2007
Meixian_ASH_1	Meixian	yuet1238	hak	ASH	灰	foi³³	f o i ³ ³	foi³³	ASH_1		Liu2007
Guilin_ASH_1	Guilin	guil1241	cnp	ASH	灰	fei⁴²	f e i ⁴ ²	fei⁴²	ASH_1		Liu2007
Guangzhou_ASH_1	Guangzhou	guan1279	yue	ASH	灰	fui⁵³	f u i ⁵ ³	fui⁵³	ASH_1		Liu2007
Fuzhou_ASH_2	Fuzhou	fuzh1239	cdo	ASH	灰灰	huoi⁵⁵⁻⁴⁴ huoi⁵⁵	h u o i ⁵ ⁵ ⁻ ⁴ ⁴   h u o i ⁵ ⁵	huoi⁵⁵⁻⁴⁴ huoi⁵⁵	ASH_2		Liu2007
Fuzhou_ASH_1	Fuzhou	fuzh1239	cdo	ASH	灰	huoi⁵⁵	h u o i ⁵ ⁵	huoi⁵⁵	ASH_1		Liu2007
Xiamen_ASH_1	Xiamen	xiam1236	cdo	ASH	灰	he⁵⁵	h e ⁵ ⁵	he⁵⁵	ASH_1		Liu2007
Beijing_BE ALIVE_1	Beijing	beij1234	cmn	BE ALIVE	活着	xuo³⁵ tɤ⁰	x u o ³ ⁵   t ɤ ⁰	xuo³⁵ tɤ⁰	BE ALIVE_1		Liu2007
Haerbin_BE ALIVE_1	Ha'erbin	haer1234	cmn	BE ALIVE	活着	xuo²⁴ ty⁰	x u o ² ⁴   t y ⁰	xuo²⁴ ty⁰	BE ALIVE_1		Liu2007
Jinan_BE ALIVE_1	Jinan	jina1245	cmn	BE ALIVE	活着	xuɤ⁵³⁻⁴⁵ ti⁰	x u ɤ ⁵ ³ ⁻ ⁴ ⁵   t i ⁰	xuɤ⁵³⁻⁴⁵ ti⁰	BE ALIVE_1		Liu2007
Rongcheng_BE ALIVE_1	Rongcheng	rong1271	cmn	BE ALIVE	活着	xuɔ³⁵ tə⁰	x u ɔ ³ ⁵   t ə ⁰	xuɔ³⁵ tə⁰	BE ALIVE_1		Liu2007
Taiyuan_BE ALIVE_1	Taiyuan	taiy1243	cjy	BE ALIVE	活着	xuəʔ⁵⁴* təʔ⁰	x u ə ʔ ⁵ ⁴ *   t ə ʔ ⁰	xuəʔ⁵⁴* təʔ⁰	BE ALIVE_1		Liu2007
XiAn_BE ALIVE_1	Xi'an	xian1253	cmn	BE ALIVE	活着	xuo²⁴ ti⁰	x u o ² ⁴   t i ⁰	xuo²⁴ ti⁰	BE ALIVE_1		Liu2007
Chengdu_BE ALIVE_1	Chengdu	chen1267	cmn	BE ALIVE	活着	xo²¹⁻⁵⁵ li⁵⁵	x o ² ¹ ⁻ ⁵ ⁵   l i ⁵ ⁵	xo²¹⁻⁵⁵ li⁵⁵	BE ALIVE_1		Liu2007
Nanjing_BE ALIVE_1	Nanjing	nanj1234	cmn	BE ALIVE	活着	xoʔ⁵ ti⁰	x o ʔ ⁵   t i ⁰	xoʔ⁵ ti⁰	BE ALIVE_1		Liu2007
Jixi_BE ALIVE_5	Jixi	jixi1238	czh	BE ALIVE	活絡	voʔ³²* noʔ³²*	v o ʔ ³ ² *   n o ʔ ³ ² *	voʔ³²* noʔ³²*	BE ALIVE_5		Liu2007
Suzhou_BE ALIVE_6	Suzhou	suzh1234	wuu	BE ALIVE	活葛	ɦuə²³* kəʔ⁴	ɦ u ə ² ³ *   k ə ʔ ⁴	ɦuə²³* kəʔ⁴	BE ALIVE_6		Liu2007
Wenzhou_BE ALIVE_4	Wenzhou	ouji1238	wuu	BE ALIVE	健個	dʑi²²⁻³³ ɡi⁰	d ʑ i ² ² ⁻ ³ ³   ɡ i ⁰	dʑi²²⁻³³ gi⁰	BE ALIVE_4		Liu2007
Changsha_BE ALIVE_2	Changsha	chan1326	hsn	BE ALIVE	活的	xo²⁴ ti⁰	x o ² ⁴   t i ⁰	xo²⁴ ti⁰	BE ALIVE_2		Liu2007
Loudi_BE ALIVE_2	Loudi	loud1234	hsn	BE ALIVE	活的	xue³⁵ kɤ⁰	x u e ³ ⁵   k ɤ ⁰	xue³⁵ kɤ⁰	BE ALIVE_2		Liu2007
Nanchang_BE ALIVE_4	Nanchang	nanc1254	gan	BE ALIVE	活個	uot²¹* ko⁴²	u o t ² ¹ *   k o ⁴ ²	uot²¹* ko⁴²	BE ALIVE_4		Liu2007
Meixian_BE ALIVE_4	Meixian	yuet1238	hak	BE ALIVE	生個	saŋ³³⁻³⁵ ŋe⁵³	s a ŋ ³ ³ ⁻ ³ ⁵   ŋ e ⁵ ³	saŋ³³⁻³⁵ ŋe⁵³	BE ALIVE_4		Liu2007
Guilin_BE ALIVE_8	Guilin	guil1241	cnp	BE ALIVE	活個囗	xuo²² kɤ⁰ te³³	x u o ² ²   k ɤ ⁰   t e ³ ³	xuo²² kɤ⁰ te³³	BE ALIVE_8		Liu2007
Guangzhou_BE ALIVE_7	Guangzhou	guan1279	yue	BE ALIVE	生嘅	saŋ⁵³ kɛ³³	s a ŋ ⁵ ³   k ɛ ³ ³	saŋ⁵³ kɛ³³	BE ALIVE_7		Liu2007
Fuzhou_BE ALIVE_3	Fuzhou	fuzh1239	cdo	BE ALIVE	活其	uaʔ⁵ ki⁵³	u a ʔ ⁵   k i ⁵ ³	uaʔ⁵ ki⁵³	BE ALIVE_3		Liu2007
Xiamen_BE ALIVE_2	Xiamen	xiam1236	cdo	BE ALIVE	活的	uaʔ⁵⁻³²* e⁰	u a ʔ ⁵ ⁻ ³ ² *   e ⁰	uaʔ⁵⁻³²* e⁰	BE ALIVE_2		Liu2007
Beijing_FIRE_1	Beijing	beij1234	cmn	FIRE	火	xuo²¹⁴	x u o ² ¹ ⁴	xuo²¹⁴	FIRE_1		Liu2007
Haerbin_FIRE_1	Ha'erbin	haer1234	cmn	FIRE	火	xuo²¹³	x u o ² ¹ ³	xuo²¹³	FIRE_1		Liu2007
Jinan_FIRE_1	Jinan	jina1245	cmn	FIRE	火	xuɤ⁴⁵	x u ɤ ⁴ ⁵	xuɤ⁴⁵	FIRE_1		Liu2007
Rongcheng_FIRE_1	Rongcheng	rong1271	cmn	FIRE	火	xuɔ²¹⁴	x u ɔ ² ¹ ⁴	xuɔ²¹⁴	FIRE_1		Liu2007
Taiyuan_FIRE_1	Taiyuan	taiy1243	cjy	FIRE	火	xuɤ⁵³	x u ɤ ⁵ ³	xuɤ⁵³	FIRE_1		Liu2007
XiAn_FIRE_1	Xi'an	xian1253	cmn	FIRE	火	xuo⁵³	x u o ⁵ ³	xuo⁵³	FIRE_1		Liu2007
Chengdu_FIRE_1	Chengdu	chen1267	cmn	FIRE	火	xo⁵³	x o ⁵ ³	xo⁵³	FIRE_1		Liu2007
Nanjing_FIRE_1	Nanjing	nanj1234	cmn	FIRE	火	xo¹¹	x o ¹ ¹	xo¹¹	FIRE_1		Liu2007
Jixi_FIRE_1	Jixi	jixi1238	czh	FIRE	火	xɵ²¹³	x ɵ ² ¹ ³	xɵ²¹³	FIRE_1		Liu2007
Suzhou_FIRE_1	Suzhou	suzh1234	wuu	FIRE	火	həu⁵²	h ə u ⁵ ²	həu⁵²	FIRE_1		Liu2007
Wenzhou_FIRE_1	Wenzhou	ouji1238	wuu	FIRE	火	fu²⁴²	f u ² ⁴ ²	fu²⁴²	FIRE_1		Liu2007
Changsha_FIRE_1	Changsha	chan1326	hsn	FIRE	火	xo⁴¹	x o ⁴ ¹	xo⁴¹	FIRE_1		Liu2007
Loudi_FIRE_1	Loudi	loud1234	hsn	FIRE	火	xo⁴²	x o ⁴ ²	xo⁴²	FIRE_1		Liu2007
Nanchang_FIRE_1	Nanchang	nanc1254	gan	FIRE	火	fo²¹³	f o ² ¹ ³	fo²¹³	FIRE_1		Liu2007
Meixian_FIRE_1	Meixian	yuet1238	hak	FIRE	火	fo³¹	f o ³ ¹	fo³¹	FIRE_1		Liu2007
Guilin_FIRE_1	Guilin	guil1241	cnp	FIRE	火	xuo²³	x u o ² ³	xuo²³	FIRE_1		Liu2007
Guangzhou_FIRE_1	Guangzhou	guan1279	yue	FIRE	火	fɔ³⁵	f ɔ ³ ⁵	fɔ³⁵	FIRE_1		Liu2007
Fuzhou_FIRE_1	Fuzhou	fuzh1239	cdo	FIRE	火	huoi³²	h u o i ³ ²	huoi³²	FIRE_1		Liu2007
Xiamen_FIRE_1	Xiamen	xiam1236	cdo	FIRE	火	he⁵³	h e ⁵ ³	he⁵³	FIRE_1		Liu2007
Beijing_EGG_2	Beijing	beij1234	cmn	EGG	雞蛋	tɕi⁵⁵ tan⁵¹	t ɕ i ⁵ ⁵   t a n ⁵ ¹	tɕi⁵⁵ tan⁵¹	EGG_2		Liu2007
Haerbin_EGG_2	Ha'erbin	haer1234	cmn	EGG	雞蛋	tɕi⁴⁴ tan⁵³	t ɕ i ⁴ ⁴   t a n ⁵ ³	tɕi⁴⁴ tan⁵³	EGG_2		Liu2007
Jinan_EGG_2	Jinan	jina1245	cmn	EGG	雞蛋	tɕi²¹⁴⁻²³ tæ̃⁴¹	t ɕ i ² ¹ ⁴ ⁻ ² ³   t æ̃ ⁴ ¹	tɕi²¹⁴⁻²³ tæ̃⁴¹	EGG_2		Liu2007
Rongcheng_EGG_2	Rongcheng	rong1271	cmn	EGG	雞蛋	ci⁵² tɐn²¹⁴	c i ⁵ ²   t ɐ n ² ¹ ⁴	ci⁵² tɐn²¹⁴	EGG_2		Liu2007
