Gloss	Beijing	Changsha	Chengdu	Fuzhou	Guangzhou	Guilin	Ha'erbin	Jinan	Jixi	Loudi	Meixian	Nanchang	Nanjing	Rongcheng	Suzhou	Taiyuan	Wenzhou	Xi'an	Xiamen
TWO_1	ə⁵¹	ə¹¹	ə²¹³		i²²	i²¹	ə⁵³	ə³¹	ẽ³¹	ɤ¹¹			ə⁴⁴	ə³³⁴		ə⁴⁵		ə⁴⁴	
TWO_2	ljɑŋ²¹⁴	ljan⁴¹	ljaŋ⁵³					ljɑŋ⁴⁵	ɲjõ²¹³	njɔŋ⁴²	ljoŋ³¹	ljɔŋ²¹³	ɲjɑ̃¹¹		ljã²³¹	lja⁵³	ljə²¹	ljɑŋ⁵³	
TWO_3				nɛi²⁴²							ŋi⁵³				ɲi²³¹		ŋ²²		
TWO_4				laŋ²⁴²	lœŋ³⁵														lŋ²²
TWO_5												ɵ²¹							
TWO_6															əl²³¹				
VOMIT_1	tʰu⁵¹	tʰu⁵⁵		tʰou²¹²		tʰu²⁵	tʰu⁵³	tʰu³¹				tʰu²¹³	tʰu⁴⁴				tʰøy⁵¹		tʰo²¹
VOMIT_2			fa²¹tʰu⁵³lo²¹~tʰu⁵³lo²¹													tʰu⁵³lə⁰			
VOMIT_3			ŋəu⁵³lo²¹									ŋjɛu²¹³							
VOMIT_4					ŋɐu³⁵tʰou³³								əɯ¹¹tʰu⁴⁴	ou²¹³tʰu²¹⁴				ŋou²¹tʰu⁵³	
VOMIT_5									fɔ⁵⁵ŋoʔ³²										
VOMIT_6										xwe⁴²~ta³⁵xwe⁴²									
VOMIT_7											pʰon³³								
VOMIT_8															ʏ⁵²				
WALK_1	ʦou²¹³	ʦəu⁴¹	ʦəu⁵³		ʦɐu³⁵		ʦou²¹³	ʦou⁴⁵		ʨio⁴²		ʦɛu²¹³	ʦəɯ¹¹	ʦou²¹⁴		ʦəu⁵³	ʦau²⁴	ʦou⁵³	
WALK_2				kjaŋ⁵³															kjã²⁴
WALK_3						xei²²			xẽ⁴⁴										
WALK_4											hin¹¹								
WALK_5															bæ¹³				
WASH_1	ɕi²¹³	ɕi⁴¹	ɕi⁵³	sɛ³²	sɐi³⁵	ɕi²³	ɕi²¹³	ɕi⁴⁵	si²¹³	ɕi⁴²	se³¹	ɕi²¹³	ɕi¹¹	si²¹⁴		ɕi⁵³	sei²⁴²	ɕi⁵³	swe⁵³
WASH_2															dɑ²³¹				
WATER_1	ʂwei²¹³	ɕɥei⁴¹	swei⁵³	ʦwoi³²	søy³⁵	swei²³	ʂwei²¹³	ʂwei⁴⁵	ɕy²¹³	ɕy⁴²	swi³¹	swi²¹³	swei¹¹	ʂwei²¹³		swei⁵³			ʦwi⁵³
WATER_2															sɻʷ⁵²		sɹ²⁴		
WATER_3																		fei⁵³	
WE_1	wo²¹³mən³⁵	ŋo⁴¹mən⁰					wo²¹³mən⁰	vɔ⁴⁵mẽ⁰				ŋo²¹³mɨn⁰	o¹¹mən¹³	wɔ²¹⁴mən³⁵		ɣɤ⁵³mɤ⁰			
WE_2			ŋo⁵³mm⁵⁵																
WE_3				naŋ⁵³ŋa⁵⁵						ŋ⁴²ŋa⁴⁴									
WE_4				naŋ⁵³ŋa⁵⁵koʔ²⁴nøyŋ⁵³~nu⁵³koʔ²⁴nøyŋ⁵³															
WE_5					ŋɔ²³tei²²													ŋɛ²¹	
WE_6						wo²³te²³lei⁴²kɤ²¹													
WE_7									ɔ²¹³jɑ̃⁰										
WE_8											ŋai¹¹ten³³ŋin¹¹								
WE_9												ŋo²¹³ko⁰li⁰							
WE_10															ŋəu²³¹ɲi⁰				
WE_11																	ŋ²⁴ljɛ³⁴¹		
WE_12																			lan⁵³
WET_1	ʂɻ⁵⁵	sɹ²⁴	sɹ²¹				ʂɻ⁴⁴	ʂɻ²¹⁴											
WET_2				laŋ²⁴²															
WET_3					sɐp⁵	ɕi⁵⁵				ɕi¹³	səp¹	sɨt⁵		ʃi²¹⁴	səʔ⁴	səʔ²			
WET_4									tʰi³⁵ni⁴⁴										
WET_5													ʦʰɔ¹³						
WET_6																	sai⁴¹		
WET_7																		ʈ͡ʂɑu²⁴	
WET_8																			sip³²
WHAT_1	ʂən³⁵mə⁰	sən²⁴mo⁰				sɤn²²ma²²	ʂən²⁴mɤ⁰	ʂẽ⁵³mə⁰	ɕjeʔ³²mɤ²¹³				ʂən¹³moʔ⁵	ʂən³⁵mə⁰					sim⁵³mjæʔ⁵
WHAT_2		mo²⁴ʦɹ⁰								mɤ⁴²ʦɹ⁰									
WHAT_3			sa²¹³ʦɹ⁵³												sɑ⁴¹²			sɑ⁴⁴	
WHAT_4				sjeʔ²⁴noʔ²⁴															
WHAT_5					mɐt⁵jɛ²³														
WHAT_6							ʂa²⁴												
WHAT_7											mak¹ke⁵³								
WHAT_8												ɕit⁵li²¹							
WHAT_9																səŋ⁴⁵ləʔ²			
WHAT_10																	a⁴¹ɲi³⁴¹		
WHERE_1	na²¹⁴li²¹⁴	la⁴¹li⁰					na²⁴li²¹³			la⁴²li⁰		la²¹³li⁰		na³⁵li²¹⁴		na⁵³lɛ⁰			
WHERE_2		o¹³ʦɹ⁰																	
WHERE_3			nə⁵³				na²¹³~na²¹³ka⁴⁴												
WHERE_4			nə⁵³kən⁵⁵ʨʰjɛn²¹																
WHERE_5				tje³²nœ³²															
WHERE_6					pin⁵⁵tou²²														
WHERE_7						la²³xɑŋ³³			na²¹³xɑ̃³⁵										
WHERE_8								na²¹³ɲjẽ⁰											
WHERE_9											ŋai⁵³je⁰								
WHERE_10													lɑ¹¹kʰwɛ⁴⁴						
WHERE_11															no¹³taʔ⁰				
WHERE_12																	ɲjau²¹dwɔ²⁴		
WHERE_13																		ɑ⁵³tɑ²¹	
WHERE_14																			to⁵⁵loʔ⁵
WHITE_1	pɛ³⁵	pə²⁴	pe²¹	paʔ⁵	pak²	pja²²			pʰaʔ³²	pʰɔ³⁵	pʰak⁵	pʰaʔ⁵	pəʔ⁵	pɛ³³⁴	bɑʔ²³	pjə⁵⁴	ba²¹		peʔ⁵
WHITE_2							pai²⁴	pei⁵³								pai²¹		pei²⁴	
WHO_1	ʂəi³⁵	sei¹³			søy²¹		ʂwei²⁴	ʂei⁵³		swi¹³				ʃwɛ³⁵		swei²¹		sei²⁴	
WHO_2		o¹³ʦɹ⁵⁵ko⁵⁵																	
WHO_3			na⁵³ko²¹³			la²³kwo³³			na²¹³kɵ³⁵			lai²¹³ko²¹	lɑ¹¹ko⁴⁴						
WHO_4				tje³²ʒjeʔ²⁴															
WHO_5				tje³²nøyŋ⁵³															
WHO_6											man³¹ŋin¹¹				sɑ⁴¹²ɲin¹³				sjã⁵³laŋ²⁴
WHO_7																	a⁴¹ɲi³⁴¹naŋ³⁴¹		
WIDE_1	kʰwan⁵⁵		kʰwan⁴⁵	kʰwaʔ²⁴~kʰwaŋ⁵⁵		kʰwã⁴²	kʰwan⁴⁴	kʰwæ̃²¹⁴	kʰwɔ⁵⁵	kʰwẽ⁴⁴		kʰwon⁴²	kʰwɑ̃³¹	kʰwɐn⁵²	kʰwəʔ⁴	kʰwæ̃²¹		kʰwæ̃²¹	kʰwaʔ³²
WIDE_2		kʰõ³³															kʰo⁴¹		
WIDE_3					fun⁵⁵														
WIDE_4											fat¹								
WIFE_1	ʨʰi⁵⁵ʦɹ⁰	ʨʰi³³ʦɹ⁰						ʨʰi²¹³ʦɹ⁰				ʨʰi⁴²ʦɹ⁰			kɑ⁴⁴ʦɻʷ⁵²bu¹³				
WIFE_2		tan¹³kʰə⁰								tʰɔŋ¹³ke¹³									
WIFE_3		lei¹¹tan³³ʨja³³																	
WIFE_4		po¹³po⁰ʦɹ⁰																	
WIFE_5			lau⁵³pʰo²¹	lau²⁴²pʰo⁵³		lɑu²³pwo²²	lau²¹³pʰɤ⁰				lau³¹pʰo¹¹	lau²¹³pʰo⁰	lɔ¹¹pʰo¹³	lau²¹³pʰə⁰		lau⁵³pʰɤ²¹			
WIFE_6			lau⁵³ɲjə²¹				lau²¹³njaŋ²⁴mə⁰												
WIFE_7			ɲy⁵³li⁵⁵						ɲy²¹³jɑ̃⁴⁴										
WIFE_8				lo³²ljeu³²															
WIFE_9				lau²⁴²ma³²															
WIFE_10				ʦʰwo²¹²lje³²															
WIFE_11					ʦʰɐi⁵³ʦi³⁵														
WIFE_12							ɕi²¹³fu⁰											ɕi²¹fu⁰	
WIFE_13									nɤ²¹³y³¹										
WIFE_14																	lə²⁴y⁴⁴		
WIFE_15																		pʰo²⁴njɑŋ⁰	
WIFE_16																		wɑ⁴⁴tʰɑ²⁴mɑ²¹	
WIFE_17																		u²¹ni⁰ʐẽ²⁴	
WIFE_18																			bɔ⁵³
WIND_1	fəŋ⁵⁵	xən³³	foŋ⁴⁵		foŋ⁵³	fɤn⁴²	fəŋ⁴⁴	fɛn²¹⁴	fɑ̃⁵⁵	xɤn⁴⁴	fuŋ³³	fuŋ⁴²	fən³¹	fəŋ⁵²	foŋ⁴⁴	fəŋ²¹		fəŋ²¹	
WIND_2				huŋ⁵⁵													hoŋ⁴⁴		hɔŋ⁵⁵
WING_1	ʈ͡ʂʰɻ⁵¹pɑ²¹⁴	ʦʰɹ⁵⁵pan¹³	ʦɹ²¹³paŋ⁵³				sɹ⁵³paŋ²¹³		ʦʰɹ³⁵põ²¹³			ʦʰɹ²¹³paŋ⁰~ʦʰɹ²¹³kwaŋ⁰	ʈ͡ʂʰɻ⁴⁴pɑ⁰	ʈ͡ʂʰɹ³³⁴pə⁰		ʦʰɹ⁴⁵pɒ̃⁵³		tʰɹ⁴⁴~ʦʰɹ⁴⁴pɑŋ⁰	
WING_2		i⁵⁵ka¹³ʦɹ⁰				ʨi²⁵kwã²²ʦe²³													
WING_3				siʔ⁵															sit⁵la⁵³
WING_4					ʦʰi³³														
WING_5								ʈ͡ʂʰɻ²¹ʦɹ⁰											
WING_6									jɑʔ³²sɵ⁵⁵										
WING_7										je³⁵ka³⁵		jɛt²¹kwaŋ⁰							
WING_8											it⁵kap¹								
WING_9															ʨi⁴⁴kaʔ⁴				
WING_10																	jai²¹pʰwɔ²⁴²		
WOMAN_1	ny²¹⁴ʐɛn³⁵	ɲy⁴¹ʐən⁰	ɲy⁵³zən²¹		nøy²³jɐn²¹			ɲy⁴⁵ʐẽ⁵³		ny⁴²nin¹³ka⁰			li³¹ʐən¹³	ny²¹³in⁵²	ɲy²³¹ɲin¹³	ny⁵³zəŋ²¹		ny⁵³ʐẽ⁰	
WOMAN_2		ɲy⁴¹ti⁰																	
WOMAN_3			ɲy⁵³li⁵⁵			ly²³liŋ²³			ɲy²¹³nɤ⁰										
WOMAN_4				i⁵⁵ʦja³²															
WOMAN_5				ny³²ɛ²¹²															
WOMAN_6				ʦy⁵⁵nøyŋ⁵³nøyŋ⁵³															ʦa⁵⁵bɔ⁵³laŋ²⁴
WOMAN_7							njaŋ²⁴mə⁰												
WOMAN_8											moi⁵³je⁰ŋin¹¹								
WOMAN_9												ɲy²¹³kʰaʔ⁵							
WOMAN_10																	lə²⁴ɲjaŋ³⁴¹kʰa⁴¹		
WORM_1	ʈ͡ʂʰuŋ³⁵	ʦən¹³	ʦʰoŋ²¹	tʰøyŋ⁵³	ʦʰoŋ²¹	ʦwɤŋ²²	ʈ͡ʂuŋ²¹	ʈ͡ʂʰuŋ⁵³		ʥjɤŋ¹³	ʦʰuŋ¹¹	ʦʰuŋ²⁴	ʦʰoŋ¹³	ʈ͡ʂoŋ³⁵	zoŋ¹³	ʦʰuŋ²¹	ʥɥoŋ³⁴¹		
WORM_2									ʦʰɑ̃⁴⁴										
WORM_3																		p͡fʰəŋ²⁴	
WORM_4																			tʰaŋ²⁴hja²²
YEAR_1	njɛn³⁵	ɲjẽ¹³	ɲjɛn²¹~ɲjɛn²¹fən²¹³		nin²¹	ljã²²	njan²⁴~njan²⁴fən⁵³	njæ̃⁵³	ɲje⁴⁴	njæ¹³		ɲjɛn⁴⁵	ljen¹³	njɐn⁵²	ɲjɪ¹³	nje²¹	ɲi³⁴¹	njæ̃²⁴	
YEAR_2				ʦai³²															
YEAR_3				hwoi²¹²															
YEAR_4											se⁵³								
YEAR_5																			he²²tʰau²⁴
YELLOW_1	xwɑŋ³⁵	wan¹³	xwaŋ²¹	woŋ⁵³	wɔŋ²¹	wɑŋ²²	xwaŋ²⁴	xwɑŋ⁵³		ɣɔŋ¹³	voŋ¹¹	wɔŋ⁴⁵	xwɑ̃¹³	xwaŋ³⁵	ɦwɑ̃¹³	xwɒ̃²¹	ɦwɔ³⁴¹	xwɑŋ²⁴	
YELLOW_2									õ⁴⁴										
YELLOW_3																			ŋ²⁴
