Gloss	Beijing	Changsha	Chengdu	Fuzhou	Guangzhou	Guilin	Ha'erbin	Jinan	Jixi	Loudi	Meixian	Nanchang	Nanjing	Rongcheng	Suzhou	Taiyuan	Wenzhou	Xi'an	Xiamen
FAT (ORGANIC SUBSTANCE)_8										ɣwi¹³nio³⁵ʦɹ⁰									
FAT (ORGANIC SUBSTANCE)_9															ʦɑ̃⁴¹²ɲjoʔ²³				
FATHER_1	pa⁵¹pa⁰		pa²¹³pa²¹³				pa⁵³		paʔ³²paʔ⁰							pa⁴⁵pa⁰		pɑ⁴⁴	
FATHER_2	fu⁵¹				fu²³			fu³¹ʨʰjẽ⁰	fu³¹ʨʰjɑ̃⁵⁵			fu²¹	fu⁴⁴ʨʰin⁴⁴			fu⁴⁵~fu⁴⁵ʨʰiŋ²¹		fu⁴⁴~fu⁴⁴ʨʰiŋ	
FATHER_3		ja¹³ja⁰								jɔ¹³		ja⁴⁵			ɦjɑ¹³				
FATHER_4		ja¹³lau⁴¹kõ³³								jɔ¹³lɤ⁴²kwẽ⁰									
FATHER_5		tje³³tje⁰					tjɛ⁴⁴			te⁴⁴te⁰			tje³¹	tjɛ⁵²	tjɑ⁴⁴tjɑ⁴⁴				
FATHER_6				i⁵⁵pa⁵⁵							a³³pa³³						a⁴¹pa⁴⁴		
FATHER_7				i⁵⁵tje⁵⁵~i⁵⁵je⁵³															
FATHER_8				louŋ⁵³ma²⁴²															
FATHER_9						mã⁵⁵													
FATHER_10																lau⁵³ʦəʔ⁰			
FATHER_11																		tɑ²⁴	
FATHER_12																			lau²²pe²²
FEAR (BE AFRAID)_1	pʰa⁵¹	pʰa⁵⁵	pʰa²¹³		pʰa³³	pʰa²⁵	pʰa⁵³	pʰa³¹	pʰo³⁵	pʰɔ³⁵	pʰa⁵³	pʰa²¹³	pʰɑ⁴⁴	pʰa³³⁴	pʰo⁴¹²	pʰa⁴⁵		pʰɑ⁴⁴	
FEAR (BE AFRAID)_2			ʦʰa²¹³																
FEAR (BE AFRAID)_3				kjaŋ⁵⁵							kjaŋ⁴⁴								kjã⁵⁵
FEAR (BE AFRAID)_4											vi⁵³								
FEAR (BE AFRAID)_5																	ho⁴¹		
FEATHER_1	y²¹³mɑu³⁵	y⁴¹mau¹³	y⁵³mau²¹		y²³mou²¹	mɑu²²	y²¹³mau²⁴	y⁴⁵mɔ⁵³~mɔ⁵³	y²¹³mɤ⁴⁴~mɤ⁴⁴	y⁴²mɤ¹³		y²¹³mau⁴⁵	i¹¹mɔ¹³	y²¹³mɔ⁵²	y⁴⁴mæ¹³~mæ¹³	y⁵³mau²¹	vu²⁴mə³⁴¹~mə³⁴¹	mɑu²⁴	
FEATHER_2				y³²mau⁵³~mau⁵³mau⁵³															
FEATHER_3											i³³mau³³								
FEATHER_4																			sit⁵mŋ²⁴
FEW_1	ʂɑu⁵¹	sau⁴¹	sau⁵³		sju³⁵	sɑu²³	ʂau²¹³	ʂɔ⁴⁵	ɕje²¹³	ɕjɤ⁴²	sau³¹	sɛu²¹³	sɔ¹¹	ʂau³³⁴	sæ⁵²	sau⁵³	ɕjɛ²⁴²	ʂɑu⁵³	
FEW_2			kwa⁵³																
FEW_3				ʦjeu³²															ʦjo⁵³
FIGHT_1	tɑ²¹⁴ʨjɑ⁵¹	ta⁴¹ʨja⁵⁵	ta⁵³ʨja²¹³				ta²¹³ʨja⁵³~ta²¹³ʈ͡ʂaŋ⁵³	ta⁴⁵ʨja²¹		ta⁴²ʨjɔ³⁵			tɑ¹¹ʨjɑ⁴⁴	ta²¹⁴ʈ͡ʂaŋ³³⁴	tã⁵²sjã⁴⁴tã⁵²	ta⁵³ʨja⁴⁵			
FIGHT_2			ta⁵³ʦʰwei²¹															tɑ⁵³p͡fʰei²⁴	
FIGHT_3			ko²¹ɲje²¹																
FIGHT_4				souŋ⁵⁵pʰaʔ²¹															sio⁵⁵pʰaʔ³²
FIGHT_5					ta³⁵kau⁵⁵	tɑ²³kɑ²⁵			tɔ²¹³ko³⁵		ta³¹kau³³e⁰	ta²¹³ka⁴⁵							
FIGHT_6							kan⁵³ʈ͡ʂaŋ⁵³												
FIGHT_7																	tjə²⁴²ʦʰɹ⁰		
FIGHT_8																	tøy²⁴²tjɛ²⁴²		
FIRE_1	xwo²¹⁴	xo⁴¹	xo⁵³			xwo²³	xwo²¹³	xwɤ⁴⁵	xɵ²¹³	xo⁴²			xo¹¹	xwɔ²¹⁴		xwɤ⁵³		xwo⁵³	
FIRE_2				hwoi³²															he⁵³
FIRE_3					fɔ³⁵						fo³¹	fo²¹³					fu²⁴²		
FIRE_4															həu⁵²				
FISH_1	y³⁵	y¹³	y²¹		y²¹		y²⁴	y⁵³		y¹³				y⁵²		y²¹		y²⁴	
FISH_2				ŋy⁵³					ɲy⁴⁴			ɲje⁴⁵			ŋ¹³		ŋøy³⁴¹		
FISH_3						ŋt²³sɹ⁰te³³													
FISH_4											nn¹¹								
FISH_5													ɥi¹³						hi²⁴
FIVE_1	u²¹³	u⁴¹	u⁵³				u²¹³	u⁴⁵	vu²¹³	u⁴²			u¹¹	u²¹⁴		u⁵³		u⁵³	
FIVE_2				ŋou²⁴²															
FIVE_3					ŋ²³	ŋ²³					n³¹	ŋ²¹³			ŋ²³¹		ŋ²⁴		
FIVE_4																			ɡɔ²²
FLESH_1	ʐou⁵¹	ʐəu²⁴	zəu²¹³				ʐou⁵³	ʐou³¹					ʐəɯ⁴⁴			zəu⁴⁵		ʐou⁴⁴	
FLESH_2				nyʔ⁵					ɲɥoʔ³²		ŋjuk¹	ɲjuʔ⁵			ɲjoʔ²³				
FLESH_3					ik²														
FLESH_4						jou⁵⁵								jou³³⁴					
FLESH_5										nio³⁵							ɲjeu²¹		
FLESH_6																			baʔ³²
FLOAT_1	pʰjɑu⁵⁵fu³⁵	pʰjau³³fu⁰	pʰjau⁴⁵		pʰju⁵³fɐu²¹		pʰjau⁴⁴fu²⁴	pʰjɔ²¹⁴fu⁵³	pʰje⁵⁵fu⁴⁴			pʰjɛu⁴²~pʰjɛu⁴²fɛu⁴⁵	pʰjɔ³¹fu¹³~pjɔ³¹	pʰjau⁵²fu³⁵		pʰjɑu²¹		pʰjau²¹	
FLOAT_2				pʰjeu⁵⁵lɛ³²~pʰu⁵³lɛ³²															
FLOAT_3						fu²²tɑu²³			fu⁴⁴	bɤ¹³	feu¹¹	fəu⁴⁵	fu¹³				və³⁴¹	fu²⁴	pʰu²⁴
FLOAT_4															tʰən⁵²		taŋ⁵¹		
FLOW_1	ljou³⁵	ljəu¹³	ljəu²¹	lau⁵³	lɐu²¹	ljou²²	ljou²⁴	ljou⁵³		ljo¹³	lju¹¹	lju⁴⁵	ɲjəɯ¹³	ljou³⁵		ljəu²¹	lɤu³⁴¹	ljou²⁴	lau²⁴
FLOW_2									ni⁴⁴										
FLOW_3													tʰɑ̃¹¹		tʰɑ̃⁵²				
FLOWER_1	xwa⁵⁵		xwa⁴⁵	hwa⁵⁵			xwa⁴⁴	xwa²¹⁴		xɔ⁴⁴			xwɑ³¹	xwa⁵²	ho⁴⁴	xwa²¹	ho⁴⁴	xwɑ²¹	hwe⁵⁵ja⁵³~hwe⁵⁵
FLOWER_2		fa³³			fa⁵⁵	fa⁴²					fa³³ve⁰	fa⁴⁵							
FLOWER_3									xo⁵⁵nn⁰										
FLOWING BODY OF WATER_1	xɤ³⁵	xo¹³	xo²¹		hɔ²¹	xwo²²	xɤ²⁴	xɤ⁵³	xɵ⁴⁴	ɣo¹³	ho¹¹	ho²⁴	xo¹³	xwɔ³⁵		xɤ²¹		xwo²⁴	
FLOWING BODY OF WATER_2				o⁵³															
FLOWING BODY OF WATER_3															ɦəu¹³				
FLOWING BODY OF WATER_4																	vu³⁴¹		
FLOWING BODY OF WATER_5																			kʰwe⁵⁵
FLY (MOVE THROUGH AIR)_1	fei⁵⁵	fei³³	fei⁴⁵		fei⁵³	fei⁴²	fei⁴⁴	fei²¹⁴	fi⁵⁵		fi³³	fɨi⁴²	fei³¹	fe⁵²	fi⁴⁴	fei²¹	fei⁴⁴	fei²¹	
FLY (MOVE THROUGH AIR)_2				pwoi⁵⁵															pe⁵⁵
FLY (MOVE THROUGH AIR)_3										xwi⁴⁴									
FOG_1	u⁵¹		u²¹³				u⁵³	u³¹	vu³¹	u¹¹		u²¹	u⁴⁴	u³³⁴		u⁴⁵		vu⁴⁴	bu²²
FOG_2		ʦau⁵⁵ʦɹ⁰																	
FOG_3				mwo⁵³															
FOG_4					mou²²												mø²²		
FOG_5						u²¹ʨʰi⁴²													
FOG_6											muŋ¹¹sa³³								
FOG_7															mi¹³ləu²³¹				
FOOT_1	ʨjɑu²¹⁴						ʨjau²¹³~ʨjau²¹³ja⁴⁴ʦɹ⁰									ʨjau⁵³			
FOOT_2		ʨjo²⁴	ʨɥo²¹pə⁵³		kœk³			ʨɥɤ²¹⁴	ʨɥoʔ³²	djo¹³	kjok¹	ʨjoʔ⁵	ʨjoʔ⁵	cɥɔ²¹⁴	ʨjɑʔ⁴		ʨja⁴¹	ʨɥo²¹	
FOOT_3				kʰa⁵⁵															kʰa⁵⁵
FOOT_4						ɕy⁵⁵te²²													
FOREST_1	sən⁵⁵lin³⁵	sən³³lin¹³	sən⁴⁵ɲin²¹		sɐm⁵³lɐm²¹	ɕy²¹liŋ²²	sən⁴⁴lin²⁴			sẽ⁴⁴lin¹³	sem³³lim¹¹	sɛn⁴²lin⁴⁵~su²¹lin⁴⁵	su⁴⁴lin¹³~sən³¹nin¹³		zɻʷ²³¹lin¹³	səŋ²¹liŋ²¹	saŋ⁴⁴leŋ³⁴¹~zɹ²²leŋ³⁴¹		
FOREST_2				ʦʰjeu²¹²liŋ⁵³															ʦʰju²²lim²⁴
FOREST_3								ʂu²¹³ljẽ⁵³ʦɹ⁰	sɑ̃⁴⁴njɑ̃⁴⁴~ɕy³¹njɑ̃⁴⁴									sẽ²¹ljẽ²⁴	
FOREST_4														lin³⁵sɹ⁰					
FOUR_1	sɹ⁵¹	sɹ⁵⁵	sɹ²¹³			sɹ²⁵	sɹ⁵³	sɹ³¹	sɹ³⁵	sɹ³⁵		sɹ⁴⁵	sɹ⁴⁴	sɹ³³⁴	sɹ⁴¹²	sɹ⁴⁵	sɹ⁵¹	sɹ⁴⁴	
FOUR_2				sɛi²¹²	sei³³						si⁵³								si²¹
FREEZE_1	ʨjɛ³⁵piŋ⁵⁵	ʨje²⁴pin³³	ʨje²¹pin⁴⁵	kjeʔ⁵piŋ⁵⁵	kit³eŋ⁵⁵	ʨje⁵⁵pi⁴²		ʨjə²¹⁴piŋ²¹⁴	ʨjaʔ³²pjɑ̃⁵⁵		ket¹pen³³	ʨjɛt⁵pin⁴²	ʨjeʔ⁵pin³¹	cjɛ²¹⁴piŋ⁵²	ʨjəʔ⁴pin⁴⁴	ʨjəʔ²piŋ²¹	ʨi⁴¹peŋ⁴⁴	ʨjɛ²¹piŋ²¹	kjat³²piŋ⁵⁵
FREEZE_2		ɕja¹¹lin¹³																	
FREEZE_3		kəu⁵⁵lin¹³																	
FREEZE_4							tuŋ⁵³piŋ⁴⁴												
FREEZE_5										ʨʰjɔ⁴²kɤ³⁵									
FRUIT_1	ʂwei²¹⁴kwo²¹³	ɕɥei⁴¹ko⁴¹	swei⁵³ko⁵³		søy³⁵kɥɔ³⁵	swei²³kwo²³	ʂwei²¹³kwo²¹³	ʂwei⁴⁵kwɤ⁴⁵	ɕy²¹³kɵ²¹³		swi³¹kwo³¹	swi²¹³kwo²¹³	swei¹¹ko¹¹			swei⁵³kwo⁵³		fei⁵³kwo⁰	ʦwi⁵³ko⁵³
FRUIT_2				kwo³²ʒi³²															
FRUIT_3										ko⁴²ʦɹ⁰									
FRUIT_4														kɔ²¹³mən⁰					
FRUIT_5															sɻʷ⁵²kəu⁵²		sɹ²⁴ku²⁴²		
FULL_1	man²¹⁴	mõ⁴¹	man⁵³	mwaŋ³²	mun²³	mã²³	man²¹³	mæ̃⁴⁵	mɑ̃²¹³	mẽ⁴²	man³³	mon²¹³	mɑ̃¹¹	mɐn²¹⁴	mø²³¹	mæ̃⁵³	mø²⁴²	mæ̃⁵³	mwã⁵³
FULL_2			pau²¹³																
FULL_3				ko²¹²louŋ⁵³															
GIVE_1	kei²¹⁴		ke⁴⁵				kei²¹³					kei²¹³		kei²¹⁴		kei⁵³		kei⁵³	
GIVE_2		pa⁴¹										pa²¹³			pəʔ⁴				
GIVE_3				kʰøyʔ²⁴	kʰɐp⁵						kip¹								
GIVE_4				kɔyŋ⁵⁵															
GIVE_5						tja⁵⁵													
GIVE_6								ʨi⁵³					ʨi¹¹						
GIVE_7									xɑ̃³⁵								ha⁵¹		
GIVE_8										nɔ⁴⁴sɹ³⁵									
GIVE_9																			ho²²
GOOD_1	xɑu²¹⁴	xau⁴¹	xau⁵³		hou³⁵	xɑu²³	xau²¹³	xɔ⁴⁵	xɤ²¹³	xɤ³⁵	hau³¹	hau²¹³	xɔ¹¹			xau⁵³		xɑu⁵³	
GOOD_2				ho³²											hæ⁵²		hə²⁴		ho⁵³
GOOD_3							tai⁵³ʨiŋ⁵³												
GOOD_4							pu⁵³lai⁵³												
GOOD_5														pu²¹⁴ʦʰau³³⁴					
GRASS_1	ʦʰau²¹⁴	ʦʰau⁴¹	ʦʰau⁵³	ʦʰau³²	ʦʰou³⁵	ʦʰɑu²³	ʦʰau²¹³	ʦʰɔ⁴⁵	ʦʰɤ²¹³	ʦʰɤ⁴²	ʦʰau³¹	ʦʰau²¹³	ʦʰɔ¹¹	ʦʰau²¹⁴	ʦʰæ⁵²	ʦʰau⁵³	ʦʰə²⁴²	ʦʰɑu⁵³	ʦʰau⁵³
GREEN_1	ly⁵¹	ləu²⁴			lok²	ljou⁵⁵	ly⁵³	ly³¹		lɤu³⁵	ljuk⁵	ljuʔ⁵	luʔ⁵	ly²¹⁴		ly⁴⁵	lo²¹	ljou²¹	
GREEN_2			nu²¹																
GREEN_3				lwoʔ⁵					nɤʔ²³						loʔ²³				
GREEN_4																			lik⁵
GUTS_1	ʈ͡ʂʰɑŋ³⁵ʦɹ⁰	ʦan¹³ʦɹ⁰	ʦʰaŋ²¹ʦɹ⁵³		ʦʰœŋ²¹	ʦɑŋ²²ʦe²³	ʈ͡ʂʰaŋ²⁴ʦɹ⁰	ʈ͡ʂʰɑŋ⁵³ʦɹ⁰		tʰɔŋ¹³	ʦʰoŋ¹¹ŋe⁰	ʦʰɔŋ²⁴ʦɹ⁰	ʦʰɑ̃¹³ʦɹ⁰	ʈ͡ʂaŋ³⁵ʦɹ⁰		ʦʰɒ̃²¹ʦəʔ⁰		ʈ͡ʂʰɑŋ²⁴~ʈ͡ʂʰɑŋ²⁴ʦɹ⁰	
GUTS_2				twoŋ⁵³															
GUTS_3									ʨʰjõ⁵⁵										
GUTS_4															dəu²³¹ã¹³		døy²⁴ʥi³⁴¹		
GUTS_5																			tŋ²⁴ŋa⁵³
HAIR (HEAD)_1	tʰou³⁵fa⁵¹	təu¹³fa²⁴	tʰəu²¹fa²¹	tʰau⁵³woʔ²⁴	tʰɐu²¹fat³		tʰou²⁴fa⁰	tʰou⁵³fa⁰	tʰi⁴⁴faʔ³²			tʰɛu²⁴fat⁰	tʰəɯ¹³fɑʔ⁵	tou³⁵fa⁰	dʏ¹³faʔ⁴	tʰəu²¹faʔ²	dɤu³⁴¹ho⁴¹	tʰou²⁴fɑ⁰	
HAIR (HEAD)_2						tai²²mau²²			tʰi⁴⁴mɤ⁴⁴										tʰau²⁴mŋ²⁴
HAIR (HEAD)_3										djɤ¹³xɔ⁰									
HAIR (HEAD)_4											tʰeu¹¹na¹¹mau³³								
HAND_1	ʂou²¹³	səu⁴¹	səu⁵³		sɐu³⁵	sou²³	ʂou²¹³	ʂou⁴⁵	si²¹³	ɕio⁴²	su³¹		səɯ¹¹	ʂou²¹⁴	sʏ⁵²	səu⁵³	ɕjeu²⁴	ʂou⁵³	
HAND_2		səu⁴¹pa⁵⁵ʦɹ⁰																	
HAND_3				ʦʰjeu³²								ɕju²¹³							ʦʰju⁵³
HE_1	tʰa⁵⁵	tʰa³³	tʰa⁴⁵			tʰa⁴²	tʰa⁴⁴	tʰa⁴⁵		tʰɔ⁴⁴			tʰɑ³¹	tʰa⁵²		tʰa²¹		tʰɑ²¹	
HE_2				i⁵⁵															i⁵⁵
HE_3				i⁵⁵nøyŋ⁵³															
HE_4					kʰøy²³														
HE_5									ki⁴⁴		ki¹¹						ɡei³⁴¹		
HE_6												ʨje²⁴							
HE_7															li⁴⁴				
HEAD_1	tʰou³⁵	təu¹³	tʰəu²¹	tʰau⁵³	tʰɐu²¹	tai²²	tʰou²⁴	tʰou⁵³	tʰi⁴⁴	djɤ¹³	tʰeu¹¹na¹¹	tʰɛu²⁴	tʰəɯ¹³	tou³⁵	dʏ¹³	tʰəu²¹	dɤu³⁴¹	tʰou²⁴	
HEAD_2		lau⁴¹kʰo⁰																	
HEAD_3																təʔ²lau⁵³			
HEAD_4																		sɑ²⁴	
HEAD_5																			tʰau²⁴kʰak³²
HEAR_1	tʰiŋ⁵⁵ʨjɛn⁵¹	tʰin³³ʨjẽ⁵⁵			tʰɛŋ⁵³kin³³	tʰei⁴²ʨjã²⁵	tʰiŋ⁴⁴ʨjan⁵³	tʰiŋ²¹³ʨjæ̃⁰	tʰjɑ̃³⁵ʨjẽ³⁵	tʰjɔ̃⁴⁴ʨjæ³⁵		tʰjaŋ⁴²ʨjɛn⁴⁵	tʰin⁴⁴ʨjen⁴⁴	tʰiŋ⁵²cjɐn³³⁴	tʰin⁴⁴ʨjɪ⁴¹²	tʰiŋ²¹ʨje⁴⁵		tʰiŋ²¹ʨjæ̃⁰	
HEAR_2			tʰin⁴⁵tau⁵³								tʰaŋ³³								
HEAR_3				tʰjaŋ⁵⁵ŋjeŋ²¹²															tʰjã⁵⁵tjo⁰
HEAR_4																	tʰeŋʥja²¹		
HEART_1	ɕin⁵⁵~ɕin⁵⁵ʦɑŋ⁵¹	ɕin³³~ɕin³³ʦan¹¹	ɕin⁴⁵	siŋ⁵⁵~siŋ⁵⁵ŋouŋ²⁴²	sɐm⁵⁵~sɐm⁵³ʦɔŋ²²	ɕiŋ⁴²~ɕiŋ⁴²ʦɑŋ²¹	ɕin⁴⁴~ɕin⁴⁴ʦaŋ⁵³			ɕin⁴⁴	sim³³~sim³³ʦʰoŋ⁵³	ɕin⁴²~ɕin⁴²ʦɔŋ⁴²	ɕin³¹~ɕin³¹ʦɑ̃⁴⁴	sin⁵²~sin⁵²ʦaŋ³³⁴	sin⁴⁴~sin⁴⁴zɑ̃⁴⁴	ɕin²¹~ɕin²¹ʦɒ̃⁴⁵	saŋ⁴⁴~saŋ⁴⁴zwɔ²²		sim⁵⁵~sim⁵⁵ʦɔŋ²²
HEART_2								ɕjẽ²¹⁴~ɕjẽ²¹³ʦɑŋ²¹	ɕjɑ̃⁵⁵~ɕjɑ̃⁵⁵ʦʰɔ³¹									ɕjẽ²¹~ɕjẽ²¹ʦɑŋ⁴⁴	
HEART_3										ɣwẽ¹³ɕin⁴⁴									
HEAVY_1	ʈ͡ʂuŋ⁵¹	ʦən¹¹	ʦoŋ²¹³	tɔyŋ²⁴²	ʦoŋ²²		ʦuŋ⁵³	ʈ͡ʂuŋ³¹		dɤn¹¹	ʦʰuŋ⁵³	ʦʰuŋ²¹	ʦoŋ⁴⁴	ʈ͡ʂoŋ³³⁴	zoŋ²³¹	ʦuŋ⁴⁵		p͡fəŋ⁴⁴	taŋ²²
HEAVY_2						ʦwɤŋ²³			ʦʰɑ̃²¹³								ʥɥɔ²⁴		
HERE_1	ʈ͡ʂɤ⁵¹li²¹³	ko²⁴li⁰					ʈ͡ʂɤ⁵³li⁰	ʈ͡ʂɤ³¹li⁰				ko²¹³li⁰		ʧɛ³³⁴li²¹⁴		ʦəʔ²li⁵³			
HERE_2			ʦə²¹³				ʈ͡ʂɤ⁵³ka⁴⁴~ʈ͡ʂɤ⁵³						ʈ͡ʂe⁴⁴kʰwɛ⁴⁴						
HERE_3			ʦe²¹³kə⁵⁵ti²¹³fa			i²⁵kwo⁵⁵ti²¹fɑŋ²²													
HERE_4				ʦi³²lje³²															
HERE_5					li⁵³tou³³														
HERE_6									nn²¹³taʔ³²										
HERE_7										ʦɹ³⁵ta³⁵li⁰ɣɔ¹									
HERE_8											e³¹je⁰								
HERE_9															ke̞⁴⁴taʔ⁰				
HERE_10																	ki⁴¹lei⁴⁴		
HERE_11																		ʈ͡ʂɤ⁵³	
HERE_12																			ʦit³²te²¹
HOLD OR TAKE_1	na³⁵	la¹³					na²⁴	na⁵³				la⁴⁵	lɑ¹³	na⁵²	no¹³	na²¹		nɑ²⁴	
HOLD OR TAKE_2			tai²¹	to⁵³					tɔ⁵⁵								to²⁴²		
HOLD OR TAKE_3				njeŋ⁵⁵															
HOLD OR TAKE_4					lɔ³⁵														
HOLD OR TAKE_5						kei²²													
HOLD OR TAKE_6										nɔ⁴⁴	na³³								
HOLD OR TAKE_7												laʔ⁵							tʰeʔ⁵
HORN (ANATOMY)_1	ʨjɑu²¹⁴	ʨjo²⁴	ʨɥo²¹ʨɥo²¹				ʨjau²¹³	ʨɥɤ²¹⁴						cɥɔ²¹⁴		ʨɥəʔ²		ʨɥo²¹	
HORN (ANATOMY)_2				køyʔ²⁴koyʔ²⁴															
HORN (ANATOMY)_3					kɔk³	kɑu⁵⁵			koʔ³²	ko¹³	kok¹ve⁰	kɔʔ⁵	koʔ⁵		koʔ⁴		ko⁴¹		kak³²
HORN (ANATOMY)_4									ʨɥoʔ³²nn⁰										
HOT_1	ʐɤ⁵¹		ze²¹										ʐeʔ⁵			zəʔ²		ʐɤ²¹	
HOT_2		ɥe²⁴								je¹³				jɛ²¹⁴					
HOT_3				jeʔ⁵															
HOT_4					it²							lɛt⁵							ljat⁵
HOT_5						lje⁵⁵			ɲjaʔ³²						ɲjɛʔ²³				
HOT_6							ʐy⁵³	ʐy³¹											
HOT_7											sau³³								
HOT_8																	ɲi²¹		
HOW_1	ʦən²¹³mə⁰	ʦən⁴¹mo²⁴					ʦən²¹³mɤ⁰	ʦẽ⁴⁵mə⁰						ʦən²¹³mə⁰					
HOW_2		o¹³sɹ⁰																	
HOW_3			laŋ⁴⁵ko²¹³																
HOW_4			ʦa²¹ko²¹³						ʦʰa²¹³ʨʰje³⁵										
HOW_5				ʦwoŋ⁵⁵ŋɥoŋ²⁴²~ʦwoŋ⁵⁵ŋi⁵³															
HOW_6					tim³⁵jœŋ³⁵														
HOW_7						y²²xwo²²													
HOW_8							ʦa²¹³~ʦa²¹³t⁰												
HOW_9										mɔ¹³kɔ⁰									
HOW_10											ŋjoŋ⁵³pan³³								
HOW_11												ʦən⁴⁵jɔŋ⁴²	ʦən¹¹jɑ̃⁴⁴					ʦɑ⁵³jɑŋ⁴⁴	
HOW_12															nəʔ²³hã⁴⁴				
HOW_13																ʦaʔ²ti⁴⁵			
HOW_14																	ʦɹ²⁴²na²⁴		
HOW_15																			ʦãi⁵³jũ²²
HUNT_1	ta²¹³ljɛ⁵¹	ta⁴¹ljẽ²⁴	ta⁵³lje²¹	ta³²laʔ⁵	ta³⁵lip²	tɑ²³lje²³	ta²¹³ljɛ⁵³	ta⁴⁵ljə²¹	tɔ²¹³ɲjaʔ³²		ta³¹ljap⁵	ta²¹³ljɛt⁵	tɑ¹¹ljeʔ⁵	ta²¹⁴ljɛ³³⁴	tã⁵²laʔ²³	ta⁵³ljəʔ²	tjɛ²⁴²ljɛ²¹	tɑ⁵³ljɛ²¹	
HUNT_2										kwã⁴²sã⁴⁴									
HUNT_3																			pʰaʔ³²laʔ³²
HUSBAND_1	ai⁵¹ʐən³⁵																		
HUSBAND_2	lɑu²¹³kuŋ⁵⁵	lau⁴¹kõ³³ʦɹ⁰			ou²³koŋ⁵³	lɑu²³kɤn⁴²					lau³¹kuŋ³³	lau²¹³kuŋ⁰					lə²⁴koŋ⁴⁴		
HUSBAND_3		ʦan¹¹fu					ʈ͡ʂaŋ⁵³fu⁰	ʈ͡ʂɑŋ³¹fu⁰					ʦɑ̃⁴⁴fu⁰			ʦɒ̃⁴⁵fu⁰			
HUSBAND_4			nan²¹ɲi⁵⁵							nã¹³nin¹³					nø¹³ɲin¹³				
HUSBAND_5				la²⁴²uŋ⁵⁵															
HUSBAND_6				touŋ⁵³mwo⁵⁵															
HUSBAND_7					sin⁵⁵saŋ⁵³														
HUSBAND_8							ʈ͡ʂaŋ²¹³kwei⁵³tɤ⁰												
HUSBAND_9							lau²¹³jɛ²⁴mə⁰												
HUSBAND_10									nɤ²¹³kwɔ⁵⁵										
HUSBAND_11									nɔ⁴⁴jɑ̃⁴⁴									næ̃²⁴ʐẽ⁰	
HUSBAND_12												lan⁴⁵kʰaʔ⁵							
HUSBAND_13														xɐn³³⁴ʦi⁰		xæ̃⁴⁵ʦəʔ⁰			
HUSBAND_14																lau⁵³xæ̃⁴⁵			
HUSBAND_15																		wɑ⁴⁴tʰɑ²¹pɑ⁴⁴	
HUSBAND_16																		ny⁵³ɕi⁰	
HUSBAND_17																		wɛ⁴⁴tʰou⁰ʐẽ⁰	
HUSBAND_18																			ta²²pɔ⁵⁵laŋ²⁴
I_1	wo²¹³					wo²³	wo²¹³	vɔ⁴⁵	ɔ²¹³				o¹¹	wɔ²¹⁴					
I_2		ŋo⁴¹	ŋo⁵³		ŋɔ²³							ŋo²¹³				ɣɤ⁵³		ŋɤ⁵³	
I_3				ŋwai³²							ŋai¹¹								ŋwa⁵³
I_4										ŋ⁴²							ŋ²⁴		
I_5															ŋəu²³¹				
ICE_1	piŋ⁵⁵	pin³³	pin⁴⁵	piŋ⁵⁵	peŋ⁵⁵	piŋ⁴²	piŋ⁴⁴	piŋ²¹⁴	pjɑ̃⁵⁵		pen³³	pin⁴²	pin³¹	piŋ⁵²	pin⁴⁴	piŋ²¹	pəŋ⁴⁴	piŋ²¹	piŋ⁵⁵
ICE_2		lin¹³pin³³																	
ICE_3										kɤ³⁵njɔ̃¹³ʦɹ⁰									
ICE_4																			sŋ⁵⁵
IF_1	ʐu³⁵kwo²¹⁴	y¹³ko⁰		ny⁵³kwo³²	y²¹kwɔ³⁵	y²²kwo²³	ʐu²⁴kwo²¹³	lu⁵³kwɤ⁴⁵	y⁴⁴kɵ²¹³	y¹³ko⁴²		lu⁴⁵kwo²¹³	ʐu¹³ko¹¹	y³⁵kwɔ²¹⁴		zu²¹kwɤ⁵³		vu²⁴kwo⁵³	
IF_2		jau⁵⁵sɹ⁰																	
IF_3			ta⁵³pi⁵³so²¹																
IF_4				ɥoʔ⁵hwaŋ⁵³~ɥoʔ⁵kwo³²															
IF_5											ka³¹he⁵³								
IF_6												tʰɔŋ²¹³ɲwo⁴⁵							
IF_7															ʨjɑ⁵²sɹ⁵²		ʥja²¹zɹ²⁴		
IF_8																			nã⁵⁵si²²
IN_1	ʦai⁵¹	ʦai¹¹	ʦai²¹³		ʦɔi²²	ʦai²³	ʦai⁵³	ʦɛ³¹	ʦʰa³⁵	ʦʰe¹¹		ʦʰai²¹	ʦɛ⁴⁴	ʦai³³⁴		ʦai⁴⁵		ʦɛ⁴⁴	ti²²
IN_2				twoʔ⁵															
IN_3											hoi⁵³								
IN_4															ləʔ²³				
IN_5																	zɹ²⁴²		
IN_6																	ɕɥo⁴¹		
KILL_1	ʂa⁵⁵	sa²⁴	sa²¹		sat³	sa⁵⁵	ʂa⁴⁴	ʂa²¹⁴	saʔ³²	sa¹³	sat¹	sat⁵	sɑʔ⁵	ʂa²¹⁴	saʔ⁴	saʔ²	sa⁴¹	sɑ²¹	
KILL_2			ʦai⁵³	tʰai⁵³															tʰai²⁴
