Gloss	Aichi	Akita	Aomori	Chiba	Ehime	Fukui	Fukuoka	Fukushima	Gifu	Gunma	Hachijō	Hateruma	Hirara	Hiroshima	Hokkaidō	Hyōgo	Ibaraki	Ikema	Irafu	Ishigaki	Ishikawa	Iwate	Kagawa	Kagoshima	Kanagawa	Kumamoto	Kyōto	Kōchi	Mie	Miyagi	Miyazaki	Nagano	Nagasaki	Nara	Naze	Niigata	Okayama	Okinawa	Old Japanese	Saga	Saitama	Shiga	Shimane	Shizuoka	Taketomi	Tarama	Tochigi	Tokushima	Tottori	Toyama	Tōkyō	Wakayama	Yamagata	Yamaguchi	Yamanashi	Yonaguni	Ōita	Ōsaka
HUNT_7																																		seʔʃoː																								
HUNT_8																																								ʤuː																		
HUSBAND_1	ʃuʤiɴ				ʃuʤiɴ																		ʃuʤiɴ					ʃuʤiɴ			uʧi		ʃuʤiɴ				ʃuʤiɴ												ʃuʤiɴ			ʃuʤiɴ		ʃuʤiɴ				
HUSBAND_2		odo						oʔto			oʔto	budu	butu	otoko	oʔto	otoː		butu	butu	budu		oʔto												oʔto	utu			utu							butu	butu					oʔto				oʔto	butu		
HUSBAND_3			dada	daɴna																																																						
HUSBAND_4						ojaʔsama																																		uʧinoːjaʤisaɴ																		
HUSBAND_5							otoːsaɴ										odoʔʧaɴ								otoʔʧaɴ		mukohaɴ		otoːsaɴ														oʃinoːtoʔʦaɴ	otoːsaɴ			toːʧaɴ			aːhaɴ								mukohaɴ
HUSBAND_6									oʔto																																																	
HUSBAND_7										ʦureai																															ʦureai																	
HUSBAND_8																					ojaʤi																																ojaʤi				ojakata	
HUSBAND_9																								tonoʤo																																		
HUSBAND_10																														ɡote		teːʃo				tɛːʃu																						
HUSBAND_11																																							wo																			
HUSBAND_12																																										oʔto																
HUSBAND_13																																																oʔto										
I_1	waʃi		wa	wataʃi	wataʃi		ataʃi		waʔʧi	wataʃi	wai			waʃi	wataʃi	wataʃi					wate		otaʃi	atai	wataʃi	wataʃi	wataʃi	wataʃi	waʃi	wadasu	waʃi	waʃi	wataʃi	waʃi	waɴ	wataʃi	wataʃi	waɴ	ware	wataʃi	waʃi	wataʃi	wataʃi	waʃi			wataʃi	wataʃi	waʃi	waʃi	wataʃi	wataʃi		wataʃi	wataʃi		waʃi	wataʃi
I_2		ore						ore									ore					ora																															ore					
I_3						ura																																																				
I_4													baɴ					baɴ	baɴ																										baɴ	baɴ												
IF_1																																							moʃi																			
IN_1	naka	naɡa	naɡa	naka	naka	maɴnaɡa	naka	naka	naka	naka	naka	naɡa	naka	naka	naka	naka	naka	naka	naka	naka	naka	naɡa	naka	naka	naka	naka	naka	naka	naka	maɴnaɡa	maɴnaka	naka	naka	naka	naː	maɴnaɡa	naka	naha	naka	naka	naka	naka	naka	naka	naka	naka	naɡa	naka	naka	naka	naka	naka	naʔka	naka	naka	naɡa	naka	naka
INTESTINES_1	harawata	harawada	harawata		harawata		ʣoːbata	harawada	harawata	wata		bata		harawata	harawata	harawata	harawada			bada		harawada	harawata	ʣoʣowata	harabata	harawata	harawata	harawata		harawada	harawata	harawata	harawata	harawata		ɡwaːta	harawata	watamuɴ	wata		harawata	harawata	harawata	harabata	bata		harawada	harawata	harawata		harawata	harawata	harawada	harawata	harabata	bata	harawata	harawata
INTESTINES_2				çakuçiro																																																						
INTESTINES_3						ʣoːmoʦu																							ʣoːmoʦu																													
INTESTINES_4											βuɡi																																															
INTESTINES_5													nakami					nakami	nakami																nakami											nakami												
INTESTINES_6																					dadami																													dadami								
INTESTINES_7																																								ʤiɡo																		
KILL_1	korosu	koroʃi	korosu	korosu	korosu	korosu	korosu	korosu	korosu	korosu	korosu	kurasuɴ	kurusɨ	konosu	korosu	korosu	korosu	kurasɨ	kurusɨ	kurasuɴ	korosu	korosu	korosu	korosu̥	korosu	korosu	korosu	korosu	korosu	korosu	korosu	korosu	korosu	korosu		korosu	korosu	kurusuɴ	kørøsu	korosu	korosu	korosu	koroʃi	korosu	kurasuɴ	kurusɨ	korosu	korosu	korosu	korosu	korosu	korosu	koroʃi	korosu	korosu	kuruɴ	korosu	korosu
KILL_2																																			kuʔʧuɴ																							
KNOW (SOMETHING)_1	ʃiru			ʃiru	ʃiru	ʃiru	ʃiru	ʃiru	ʃiru	ʃiru				ʃiru	ʃiru	ʃiru	ʃiru	sɨː	sɨː	ʃiɴ	ʃiru		ʃiru	ʃiʔ	ʃiru	ʃiru	ʃiru	ʃiru	ʃiru	suru	ʃiru	ʃiru	ʃiru	ʃiru	sɨʔʧuri	ʃiru	ʃiru		ʃiru	ʃiʔ	ʃiru	ʃiru	ʃiː	ʃiru		sɨː	ʃiru	ʃiru	ʃiru	ʃiru	ʃiru	ʃiru		ʃiru	ʃiru		ʃiru	ʃiru
KNOW (SOMETHING)_2		oɴberu	oɴberu																			oɴberu																															oberu					
KNOW (SOMETHING)_3											ʃokja																																															
KNOW (SOMETHING)_4												baɡaruɴ																										wakaiɴ																				
KNOW (SOMETHING)_5													ʔsɨ																																													
KNOW (SOMETHING)_6																																													ʔʃeːɴ													
KNOW (SOMETHING)_7																																																								ʔatiʔaɴ		
LAKE_1																																							umi																			
LAUGH_1	warau	warau	wararu	warau	warau	warau	ʔwarau	waraː	warau	warau	waroːwa	baːruɴ		warau	wawarau	warau	waraː	baraiː	baraɨ	baːroː	waroː	warau	warau	waru	warau	warau	warau	warau	warau	warau	warau	warau	waroː	warau	warajuri	waroː	warau	warajuɴ	wataβu	warau	warau	warau	waraː	warau	barauɴ	baruː	waraː	warau	warau	warau	warau	warau	waraː	warau	warau	baruɴ	waroː	warau
LAUGH_2													amaiɨ																																													
LEAF_1	ha	fa	ha	ha	ha	haː	ha	haʔpa	ha	haʔpa	haʔpa	paː	paː	ha	ha	haː	haoːa	haː	paː	paː	haː	haʔpa	ha	ha	haʔpa	ha	haː	ha	haː	haʔpa	ha	ha	ha	ha	haː	haʔpa	haʔpa	faː	ha	ha	haʔpa	haː	ha	haʔpa	paː	paː	ha	haː	haʔpa	haː	ha	haː	fa	ha	ha	ha	ha	haː
LEFT_1	çidari	ʃiɴdari	çiɴdari	çidari	çidari	çidari	çidari	çidari	çidari	çidari	çidari	psɨnarɨ	piɨdaɨ	çidari	çidari	çidari	çidari	çidai	piɨdal	psɨdarɨ	çidari	çiɴdari	çidari	çidai	çidari	çidari	çidari	çiɴdari	çidari	çiɴdari	çidari	ʃidari	çidari	çiɴdari	çiʤari	çidari	çidari		çidari	çidariɴboː	çidari	çidari	βudaː	çidari	pidari	piɨdaːl	çidari	çidari	çidari	çidari	çidari	çidari	çiɴdari	çidari	çidari		çidari	çidari
LEFT_2																																						piːɡeː																				
LEFT_3																																																								ɴdai		
LIE DOWN_1	neru	neru	neru	neru	neru	neru	neru	neru	neru	neru	neru			neru	neru	neru	nemuru	ɲuː			neru	neru	neru	neʔ	neru	nuru	neru	neru	neru	neru	ɲeru	neru	nuru	neru		neru	neru			nuʔ	neru	neru	neː	neru			neru	neru	neru	neru	neru	neru		neru	neru		neru	neru
LIE DOWN_2												nuʔβuɴ	nivu̥						nivu̥	nibuɴ															nɨburjuɴ			niɴbuɴ							nibuɴ											niɴduɴ		
LIE DOWN_3																																							køjaru																			
LIE DOWN_4																																														ninil												
LIE DOWN_5																																																					joɡorobu					
LIGHTNING_1	inabikari			inabikari	inabikari	inabikari	inabikari	inabikari	inabikari		inabikari		mnapsɨkaɨ	çikari	inabikari	inabikari		ɴnabikai	mnapsɨkal			enaɴbikari	inabikari	inabikai		inabikari	inabikari	inabikari	inabikari	enabikari		enabikari		inabikari	çikjara	enabikari	inabikari		inabikari	inabkai	inabikari	inabikari	enabikaː			mnapsɨkal	oçikari	inabikari	inabikari	inabikari		inabikari	enaɴbikari	inabikari			inabikari	inabikari
LIGHTNING_2		enaɴʤima	enaɴʣuma							inaʣuma							enʣuma				inaʣuma				inaʣuma						inaʣuma		inaʣuma											inaʣuma							inaʣuma				inaʣuma			
LIGHTNING_3												puʧiri								puturɨ																		βuriː							puturu											βuti		
LIVER_1																																							kimo																			
LONG_1	naŋɛː	naŋɛ	naŋɛ	naɡɛː	naɡai	naŋeː	naɴka	naŋɛ	naŋɛː	naɡai	naɴɡakja	naːhaɴ	naɡakaɨ	naɡaː	naŋai	naŋai	naŋae	naɡakai	naɡakal	naːsaːɴ	naŋai	naŋɛ	naɡai	naɡe	naŋeː	naɴka	naŋai	naɴɡai	naɡai	naŋɛː	naɡe	naŋeː	naɡaka	naɴɡaː	naɡasaɴ	naːɡɛː	naŋɛː	naɡaʃeɴ	naɡaʃi	naɴka	naɡeː	naŋai	naɡae	naŋeː	naːɴ	naɡaʃaːl	naŋai	naɡai	naɡai	naŋai	naŋai	naɴɡai	naɴŋɛ	naŋɛː	naŋai	nasaɴ	naɡeː	naŋai
LOUSE_1	ʃirami	ʃirami	surame	ʃirami	ʃirami	ʃirami	ʃirami	ʃirami	ʃirami	ʃirami				ʃirame	ʃirami	ʃirame	ʃirami				ʃirami	surame	ʃirami	ʃirame	ʃirami	ʃirame	ʃirame	ʃirami	ʃirami	surame	ʃirame	ʃirami	ʃirami	ʃirame	sɨraɴ	ʃirami	ʃirami	ʃiraɴ	ʃirami	ʃirami	ʃirami	ʃirame	ʃirami	ʃirami			ʃirami	ʃirame	ʃirami	ʃirami	ʃirami	ʃirame	ʃirami	ʃirami	ʃirami		ʃirame	ʃirame
LOUSE_2											ʃaɴme	saːɴ	ʔsam					ʔsam	ʔsam	ʔsaɴ																									ʔsaɴ	ʔsam										ʦaɴ		
MALE PERSON_1	otoko	odoko	odoko	otoː	otoko	otoko	otoko	odoɡo	otoko	otoko	onokoɡo			otoko	otoko	otoko	otoko				otoko	odoɡo	otoko	otoko	otoko	otoko	otoko	otoko	otoko	odoɡo	otoko	otoko	otoko	otoko		otoko	otoko			otoko	otoko	otoko	otoko	otoko			otoko	otoko	otoko	otoko	otoko	otoko	odoɡo	otoko	otoko		otoko	otoko
MALE PERSON_2												bidumu	bikidum					bikidul	bikidum	biɡiduɴ																									bikidumu	bikidum												
MALE PERSON_3																																			iɴɡa																					biɴɡa		
MALE PERSON_4																																						ikiːɡa																				
MALE PERSON_5																																							wo																			
MOON_1	ʦuki	ʧiki	ʦuki	oʦukisama	ʦuki	ʦuki	ʦuki	ʦuki	ʦuki	ʦuki	ʦuki	sɨkəɴ	ʦɨkiɨ	oʔʦukisaɴ	ʦuki	oʦukisaɴ	oʦukisama			ʦɨksɨ	oʦukisaɴ	ʦuɡi	oʦukisaɴ		oʦukisaɴ	ʦuki	oʦukisaɴ	tuki	oʦukisaɴ	ʦuɡi		oʦukisaɴ	ʦuki	ʦuki	ʦɨki	ʦuki	oʦukisama		tukɨ	ʦuki	oʦukisama	oʦukisaɴ	ʧiki	ʦuki	ʃiki	ʦɨksɨ	oʦukisaɴ	ʦuki	ʦuki	ʦuki	ʦuki	oʦukisaɴ	ʧiɡi	ʦuki	ʦuki		otukisaɴ	oʔʦukisaɴ
MOON_2																		ʦɨʔʧu	ʦɨʔʧu																			tiʔʧoː																				
MOON_3																								oʦuʔsama																																		
MOON_4																															ɡwaʔteɴsama																											
MOON_5																																																								ubuta		
MOSQUITO_1	kaɴsu			ka	ka	kaː	ka	ka	ka	ka		ɡaɴʣaɴ	ɡaʣam	ka	ka	kaː	kaɴme	ɡaʤaɴ	kaʣam	ɡaʣaɴ	kaː	ka	ka	kaː	ka	ka	kaː	ka	kaː	ka	ka	ka	ka	ka	ɡaʤaɴ	ka	ka	ɡaʤaɴ	ka	ka	ka	kaː	ka	ka	ɡaʣaɴ	ɡaʤam	ka	kaː	ka	kaː	ka	kaː	kaː	ka	ka	kadaɴku	ka	kaː
MOSQUITO_2		joŋa	joŋa																																																							
MOSQUITO_3											kabume																																															
MOTHER_1	haha				haha				haha					haha	haha	hahaoja							haha					haha				haha					haha		haha			haha						haha			haha				haha			
MOTHER_2		aba	aʔpa																																																							
MOTHER_3				kaʔka																				kaka																			kaʔka	kaːkaː									ɡaɡa					
MOTHER_4						oʔka	kaːsaɴ	oʔkaː		oʔkasaɴ	oʔka										okaːsaɴ	oɡasaɴ			oʔka	kakusaɴ	okaːʧaɴ		okaːsaɴ	oɡaʔʧaɴ	kakajaɴ		kaːsaɴ	kaːsaɴ		oʔkaʧaɴ				okajaɴ	oʔkajaɴ						kaːʧaɴ		okaːsaɴ	oʔkahaɴ		okaːsaɴ		kaːʧaɴ			kakasaɴ	okaːʧaɴ
MOTHER_5												abuwḁ																																														
MOTHER_6													aɴna						aɴna																																							
MOTHER_7																		ɴma																	ʔaɴma			ʔaɴmaː								ɴma												
MOTHER_8																				aʔpa																																						
MOTHER_9																																													abu											abuta		
MOUTH_1	kuʧi	kuʤi	kuʣu	kuʧi	kuʧi	kuʧi	kuʧi	kuʤi	kuʧi	kuʧi	kuʧi	βuʦɨ	kuʦɨ	kuʧi	kuʧi	kuʧi	kuʧi	kuʦɨ	kuʦɨ	βuʧi	kuʧi	kuʣu	kuʧi	kuʔ	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	kuʦu	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	kuti	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	βuʧi	kuʦɨ	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi		kuʧi	kuʧi
MOUTH_2																																																								tʔi		
NAME_1	namɛː	namae	namɛː	namɛː	namae	namae	namae	namae	namae	namae	nameː	naɴ	naː	namae	namae	namae	namae	naː	naː	naː	namae	namɛ	namae	namae	nameː	na	namae	namae	naː	namɛː	na	namae	namaje	namae	naː	namae	nameː	naː	na	na	nameː	namae	namae	namae	naː	naː	name	namae	namae	naː	namae	naː	namɛ	namɛː	namae	na	na	namae
NARROW_1	sebɛː	hemɛ	semɛ	sebɛː	semai	ʃemai	ʃemaka	semɛ	sebɛː	semai	semakja			sebaː	semai	sebai	semae				semai	semɛ	semai	sebe	semeː	ʃemaka	semai	semai	semai	semɛ	ʃebe	sebeː	ʃemaka	sebaː		sebɛː	semɛː		sebaʃi	ʃebaka	semeː	sebɛː	ʃemae	semeː			semai	sebai	semai	sebai	semai	sebai	çiɴbe	semɛː	semai		ʃemeː	ʃemai
NARROW_2												sɨpahan	ʃibakaɨ						ʃibakal	ʔibasaːɴ															ʔibaʃaɴ			ʔibaʃeɴ							ʃibaːɴ	ʃibaʃaːl										ʃibaɴ		
NARROW_3																		imakai																																								
NEAR_1	ʧikɛː	ʧikɛ	ʦukɛ	ʧikɛː	ʧikai	ʧikeː	ʧikaka	ʧikɛ	ʧikɛː	ʧikai	ʧikakja	sɨkahaɴ	ʦɨkakaiɨ	ʧikaː	ʧikai	ʧikai	ʧikae		ʦɨkakaru	ʦɨkasaːɴ	ʧikai	ʦukɛ	ʧikai	ʧike	ʧikɛː	ʧikaka	ʧikai	ʧikai	ʧikai	ʦukae	ʧike	ʧikeː	ʧikaka	ʧikaː	ʦɨkjaʃaɴ	ʧike	ʧikɛː	ʃikjaʃeɴ	tikaʃi	ʧikaka	ʧikeː	ʧikai	ʧikae	ʧikeː	ʃikaːɴ		ʧikai	ʧikai	ʧikai	ʧikai	ʧikai	ʧikai	ʧiʔkɛː	ʧikɛː	ʧikai		ʧikeː	ʧikai
NEAR_2																		maikai																												umaɡama												
NEAR_3																																																								tʔaɴ		
NECK_1	kubi	kuɴbi	kuɴpita	kubi	kubi	kubi	kubi	kubi	kubi	kubi	kubi			kubi	kubi	kubi	kubi				kubi	kubi	kubi	kuʔ	kubi	kubi	kubi	kubi	kubi	kuɴpita	kubi	kubi	kubi	kubi	kʔubi	kubi	kubi	kubi	kubi	kubi	kubi	kubi	kubi	kubi			kubi	kubi	kubi	kubi	kubi	kubi	kuɴbi	kubi	kubi		kubi	kubi
NECK_2												mansɨɴ																																														
NECK_3													nubui						nubui	nubi																									nubi											nubi		
NECK_4																		nudu																																								
NECK_5																																														βuʤɨbuni												
NEEDLE (FOR SEWING)_1	hari	hari	hari	hari	hari	hari	hari	hari	hari	hari	hari	parɨ		hari	hari	hari	hari	hai	pal	parɨ	hari	hari	hari	hai	hari	hari	hari	hari	hari	hari	hari	hari	hari	hari	hari	hari	hari	βai	hari	hai	hari	hari	hari	hari	paru	pal	hari	hari	hari	haru	hari	hari	hari	hari	hari	hai	hari	hari
NEEDLE (FOR SEWING)_2													piɨ																																													
NEW_1	ataraʃiː	ataraʃi	atarasu	ataraʃiː	ataraʃiː	ataraʃiː	ataraʃika	adaraʃiː	ataraʃiː	ataraʃiː	adaraʃikja				ataraʃiː		adaraʃie				ataraʃiː	adarasu	ataraʃiː		ataraʃiː	ataraʃika			ataraʃiː	atarasuː		ataraʃiː	ataraʃika			ataraʃi	ataraʃiː		ataraʃi	ataraʃika	ataraʃiː			ataraʃiː			ataraʃiː		ataraʃiː	aʔtaraʃiː	ataraʃiː		aʔdaraʃie	ataraʃiː	ataraʃiː	atarasaɴ	ataraʃiː	
NEW_2												meːsahaɴ	miɨkaɨ					miːkai	mɨːkal	miːʃaɴ															miːʃaɴ			miːʃeɴ							miːsaɴ	mɨːʃaːl												
NEW_3														ɲiːna																	ɲiɴtona																											
NEW_4																sara											sara	sara						saraː								sara	sarana					sara				sara						sara
NEW_5																								ɲike																																		
NIGHT_1	joru	joma		joru	joru	joːsa	josari	joru	josari	joru		juru	juɨ	joru	joru		joru	jui	junai	juːrɨ	joru	joma	joru	joi	joru	josari	joru	joru	joru	joma	joru		joru	joru	juru	joru		juruː	jo	joru			joː	josari	juːru		joru		joːsari	juːsa	joru		joɴma		joːsare	duru	joru	
NIGHT_2			baɴŋe								baɴ					baɴ																baɴ					baɴ				baɴɡe	baɴ						baɴ				baɴ		baɴ				baɴ
NIGHT_3																																														junaɡatu												
NINE_1	kokonoʦu	koɡonoʔʧi	koɡonoʔʦu	kokonoʦu	kokonoʦu	kokonoʦu	kokonoʦu	kokonoʦu	kokonoʦu	kokonoʦu	kokonoʦu	hakonuʦɨ	kukunuʦɨ	kokonoʦu	kokonoʦu	kokonoʦu	kokonoʦu	kʔunuʦɨ	kukunuʦɨ	kukunuʦɨ	kokonoʦu	koɡonoʔʦu	kokonoʦu	kokonoʔ	kokonoʦu	kokonoʦu	kokonoʦu	kokonotu	kokonoʦu	koɡonoʣu	kokonoʦu	kokonoʦu	kokonoʦu	kokonoʦu	kunuʦɨ	kokonoʦu	kokonoʦu	kukunuʧiː	kokono	kokonoʦu	kokonoʦu	kokonoʦu	koɡonoʧi	kokonoʦu	kukunuʧi	kukunuʦɨ	kokonoʦu	kokonoʦu	kokonoʦu	kokonoʦu	kokonoʦu	kokonoʦu	koɡonoʧi	kokonoʦu	kokonoʦu	kuɡunuʧi	kokonotu	kokonoʦu
NO OR NOT_1	nɛː	nɛ	nɛ	nɛː	nai	neː	naka	nai	nɛː	nai	naʔkja	nu	ɲaːɴ	naː	nai		nae	ɲaːɴ	ɲaːɴ	nu	nai	nɛ	nai	ne	neː	naka	nai	nai	nai	nɛ	ne	neː	naka	naː	nəɴ	nɛː	nɛː	neːɴ	nu	naka	neː	nai	ne	ne	naːnu	neːɴ	neː	nai	nai	nai	nai	nai	nɛ	nɛː	nai	nuɴ	neː	nai
NO OR NOT_2																araheɴ																																										
NOSE_1	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	pana	pana	hana	hana	hana	hana	hana	pana	pana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	βana	hana	hana	hana	hana	hana	hana	pana	pana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hanaburu	hana	hana
OLD_1	βurjuː	βuruʃi	βurusu	βuriː	βurui	βurui	βuruka	βurui	βurjuː	βurui	βuruʃikja		βuɨkaɨ	βurui	βurui	βurui	βurue			βurusaːɴ	βurui	βuru	βurui	βuri	βuriː	βuruka	βurui	βurui	βurui	βurue	βuri	βuruʃiː	βuruka	βurui	βuruʃaɴ	βuːre	βuriː	βuruʃeɴ	βuruʃi	βuʔka	βurui	βurui	βuri	βurui			βurui	βurui	βurui	βuruʃiː	βurui	βurui	βurue	βurwiː	βurui		βuriː	βurui
OLD_2																		jarikai	jarikal																																							
OLD_3																																													ʔfumuɴ											βurumunu		
OLD_4																																														ɡabaʃaːl												
ONE_1	çitoʦu	ʃitoʔʧi	sutoʔʦu	çitoʦu	çitoʦu	çitoʦu	çitoʦu	çitoʦu	çitoʦu	çitoʦu	teʦu	psɨʦɨʦɨ	psɨtiːʦɨ	çitoʦu	çitoʦu	çitoʦu	çitoʦu	psɨtiːʦɨ	psɨtiːʦɨ	psɨtiːʣɨ	çitoʦu	çitoʔʦu	çitoʦu	çitoʔ	ʃitoʦu	çitoʦu	ʃitoʦu	çitotu	çitoʦu	çitoʦu	ʃitoʦu	ʃitoʦu	çitoʦu	çitoʦu	tʔɨːʦɨ	çioʦu	çitoʦu	tiːʧi	çitø	çitoʦu	ʃitoʦu	çitoʦu	βutoʧi	çitoʦu	piːʧi	psɨtiːʦɨ	çitoʦu	çitoʦu	çitoʦu	çitoʦu	çitoʦu	çitoʦu	çitoʧi	çitoʦu	çitoʦu	tuʧi	çitotu	ʃitoʦu
OPEN_1	çiraku	ʃiraɡu					çiraku		çiraku	çiraku	çiraku	puraɡuɴ	puraksɨ		çiraku		çiraku	βuraβu	puraβu	puraɡzɨ	çiraku	çiraɡu				çiraku		çiraku				ʃiraku	çiraku	çiraku		çiraku			çiraku		çiraku		βiraku	çiraku	puraʔkuɴ	psɨraksɨ	çiraɡu	çiraku			çiraku			çiraku	çiraku		çiraku	
OPEN_2			aɡeru	akeru	akeru	akeru		aɡeru						akeru		akeru							akeru	akuʔ	akeru		akeru		akeru	aŋeru	akuru						akeru			akuʔ		akeru							akeru	akeru		akeru	aɡeru			aɡiruɴ		akeru
OPEN_3																																			hakjuɴ			ʔakjuɴ																				
OTHER_1	hokano	hoɡa	hoɡa	hokaɴ	hoka	hokano	hokaɴto		hokano	hokano	hokano	βuka	puka	hoka	hoka			βuka	puka	βuka	hoka	hoɡa	hokano	hoka	hokano	hokaɴto	hoka	hokano	hokano	hoɡano	hokaɴmoɴ	hokano	hokano	hoka	βukanu		hokano	βukaːnu			hokano	hoka	hokano	hoka	βukanu	puka	hoɡano	hokano	hokano	hoka	hoka	hokano	hoɡano	hokano	hokano	βuɡa	hokano	hokanoɴ
OTHER_2								beʦu									beʦuna																			beʦuno																						
OTHER_3																jonomoɴ																																										
OTHER_4																																							ataʃi																			
OTHER_5																																								ʧiɡoːto																		
PAINFUL OR SICK_1		jamu								jameru		jamuɴ	jam					jam	jam	jamuɴ																										jam										damuɴ		
PAINFUL OR SICK_2			edamu		itamu	itamu	itamu	idamu						itamu	itamu						itai	edamu		itaɴ			itamu	itamu						itamu			itamu		itamu		itamu	itamu								itamu	itamu							
PATH OR ROAD_1	miʧi	miʤi		miʧi	miʧi	miʧi	miʧi	miʧi	miʧi	miʧi	miʧi	mɨʦɨ	mʦɨ	miʧi	miʧi	miʧi	miʧi		mʦɨ	mɨʦɨ	miʧi	miʣu	miʧi	miʔ	miʧi	miʧi	miʧi	miʧi	miʧi		miʧi	miʧi	miʧi	miʧi	mɨʦɨ	miʧi	miʧi	miʧi	miti	miʧi	miʧi	miʧi	meʧi	miʧi	miʧi	mʦɨ	miʤi	miʧi	miʧi	miʧi	miʧi	miʧi	miʤi	miʧi	miʧi	amiti	miʧi	miʧi
PATH OR ROAD_2			kɛɴdo																																																							
PATH OR ROAD_3																		ɴʦɨ																																								
PATH OR ROAD_4																														doːro																												
PERSON_1	çito	βuto	suto	çito	çito	çito	çito	ʃito	çito	ʃito	ʃito	psɨtu	psɨtu	çito	çito	çito	çito	sɨtu	psɨtu	psɨtu	çito	çito	çito	çito	çito	çito	ʃito	çito	çito	çito		ʃito	çito	çito		ʃito	çito		çitø	çito	ʃito	çito	βuto	çito		psɨtu	çito	çito	çito	ʃito	çito	çito	çito	çito	çito		çito	çito
PERSON_2																																			ʧʔu			ʧuː																		tʔu		
PERSON_3																																													pusu													
PLANT (SOMETHING)_1	ieru	ueru	ueru	ueru	ueru	ueru	ujuru	ueru	ieru	ueru	naberu			ueru	ueru	ueru	uweru				ueru	ueru	ueru	ujuʔ	ueru	ujuru	ueru	ueru	ieru	ueru	ujuru	ueru	ueru	ueru		ueru	ueru			ujuʔ	ueru	ueru		ueru			ueru	ueru	ueru		ueru	ueru	ueru	ueru	ueru		ujuru	ueru
PLANT (SOMETHING)_2												ʔibiru	ibiɨ					ibiː	ibil	ʔibiruɴ															ʔwɨrjuɴ										ibiruɴ					eberu						biruɴ		
PLANT (SOMETHING)_3																																						ʔuijuɴ																				
PLANT (SOMETHING)_4																																							uː																			
PLANT (SOMETHING)_5																																											oeː			uil												
POUND_1	tataku	tadaɡu	tadaɡu	çiʔpadaku	tataku	tataku	tataku	buʔpadaɡu	tataku	tataku				tataku	tataku	tataku	hadaku		tataβu	tataɡuɴ	tataku	hadaɡu	tataku	tataʔ	tataku	tataku	tataku	tataku	tataku	hadaɡu	tataku	tataku	tataku	tataku		hataku	tataku	tatakuɴ		tataku	tataku	tataku	tataku	tataku	tataʔkuɴ		hadaɡu	tataku	tataku	tataku	tataku	tataku	tadaɡu	tataku	tataku		tataku	tataku
POUND_2											buʦu		vu̥ʦɨ																										uʦu																			
POUND_3												kurasuɴ																																														
POUND_4																		tʔaβu																																								
POUND_5																																			ʔuʧuɴ																					ʔutʔuɴ		
POUND_6																																														sɨtuɡzɨ												
RAIN (PRECIPITATION)_1	ame	ame	ame	ame	ame	ame	ame	ame	ame	ame	ame	ami	ami	ame	ame	ame	ame	ami	ami	aːmi	ame	ame	ame	ame	ame	ame	ame	ame	ame	ame	ame	ame	ame	ame	ʔamɨ	ame	ame	ʔamiː	amə	ameame	ame	ame	ame	ame	ami	ami	ame	ame	ame	ame	ame	ame	ame	ame	ame	ami	ame	ame
RAT_1	neʣumi	neɴʤimi	neɴʣumi	neʣumi	neʣumi	neʣumi	neʣumi	neɴʤumi	neʣumi	neʣumi	neʣumime			neʣumi	neʣumi	neʣumi	neʣumi				neʣumi	neɴʣumi	neʣumi	neʣuɴ	neʣumi	neʣumi	neʣumi	neʣumi	neʣumi	neʣumi	ɲeʣumi	neʣumi	neʣumi	neʣumi	nɨːʤɨɴ	neʣumi	neʣumi		neʣumi	neʣumi	neʣumi	neʣumi	neʤiɴ	neʣumi			neʣumi	neʣumi	neʣumi	neʣumi	neʣumi	neʣumi	neɴʤimi	neʣumi	neʣumi		neʣumi	neʣumi
RAT_2												ʔujaɴʧu								ʔujaɴʧu																		ʔeɴʧu							ujaʣa											ujaɴtu		
RAT_3													jumunu					jumunu	jumunu																																							
RAT_4																																														weːda												
RED_1	akɛː	aɡɛ	aɡɛ	akɛː	akai	akeː	akaka	aɡɛ	akɛː	akai	akakja	aɡahaɴ	akakaɨ	akaː	akai	akai	akae	akakai	akakam	akasaːɴ	akai	aɡɛ	akai	ake	akɛ	aʔka	akai	akai	akai	aɡɛː	ake	akeː	akaka	akaː		akɛː	akɛː	akaʃeɴ	akaʃi	aʔka	akeː	akai	akae	akai	aɡaːɴ	akaʃaːl	aɡai	akai	akai	akai	akai	akai	aɡɛ	akɛː	akai	aɡaɴtai	akeː	akai
RED_2																																			haːʃaɴ																							
