Gloss	Aichi	Akita	Aomori	Chiba	Ehime	Fukui	Fukuoka	Fukushima	Gifu	Gunma	Hachijō	Hateruma	Hirara	Hiroshima	Hokkaidō	Hyōgo	Ibaraki	Ikema	Irafu	Ishigaki	Ishikawa	Iwate	Kagawa	Kagoshima	Kanagawa	Kumamoto	Kyōto	Kōchi	Mie	Miyagi	Miyazaki	Nagano	Nagasaki	Nara	Naze	Niigata	Okayama	Okinawa	Old Japanese	Saga	Saitama	Shiga	Shimane	Shizuoka	Taketomi	Tarama	Tochigi	Tokushima	Tottori	Toyama	Tōkyō	Wakayama	Yamagata	Yamaguchi	Yamanashi	Yonaguni	Ōita	Ōsaka
THIN_1	uʃuː	uʃie	usue	usuː	usui	usui	usuka	usui	uʃuː	usui	usukja		usɨkaɨ	usui	usui	usui	usue				usui	usu	usui	uʃi	uʃiː	usuka	usui	usui	usui	usue	usi	usue	usuka	usui		uːse	uʃiː	ʔusuʃeɴ	usuʃi	usuka	usue	usui	oʃiː	usui			usui	usui	usui	uʔsui	usui	usui	uʔʃi	uʃiː	usui		usiː	usui
THIN_2												psɨʃahaɴ							psɨsɨkal	psɨʃi̥saːɴ															çiʃiːʃaɴ										pisaɴ	piʔsaːl										çiʦaɴ		
THIN_3																		ʔsukai																																								
THINK_1	omoː	omou	omoru	omou	omou	omou	omou	omou	omoː	omoː	omoːwa	muɴ	umuː	omoː	omou	omou	omoː	umuː	umuː	ʔumuiɴ	omoː	omou	omou	omoː	omoː	omou	omou	omou	omou	omou	omuː	omoː	omoː	omou	omojuri	omoː	omoː	ʔumuiɴ	ømøβu	omoː	omoː	omou	omoː	omoː	umuːɴ	umuː	omoː	omou	omoː	omoː	omoː	omou	omou	omoː	omoː	ʔumuɴ	omuː	omou
THIS_1	køːʦu	kore	koe	kore	kore	kore	kore	kore	køːʦu	kore	koi		kui	kore	kore	koe	kore	kui	kuri		kore	kore	kore	koi	kore	koru	kore	kore	kore	koeʣu	kore	kore	koi	kore	kurɨ	kore	kore		køre	koi	kore	kore	keː	kore	kuri	kul	kore	kore	kore	koru	kore	kore	kore	kore	kore		koitu	kore
THIS_2																																						βuri																				
THOU_1																																							nare																			
THOUSAND_1																																							ʧi																			
THREE_1	miʔʦu	miʔʧi	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miːʦu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	mɨːʦɨ	mɨːʦɨ	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miːʦɨ	mɨːʦɨ	miːʦɨ	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miʔtu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miʔʦu	miːʦɨ	miʔʦu	miʔʦu	miːʧi	mi	miʔʦu	miʔʦu	miʔʦu	meʔʧi	miʔʦu	miːʧi	mɨːʦɨ	miʔʦu	miʔʦu	miʔʦu	meʔʦu	miʔʦu	miʔʦu	miʔʧi	miʔʦu	miʔʦu	miʧi	miʔtu	miʔʦu
THROW_1	naɡeru	naŋeru	naŋeru	naɡeru	naɡeru		naɡuru	naŋeru	naŋeru	naɡeru	naŋeru	naɴɡiruɴ			naŋeru		buɴnaŋeru			naɴɡiruɴ	naŋeru	naŋeru		naɡuʔ		naɡuru				naŋeru	naɡuru	naŋeru	naɡuru		naɡjuɴ	hoɴnaɡeru		naɡiːɴ	naɡu	naɡuʔ	naɡeru		naɡeː	naŋeru	naɴɡuɴ		naŋeru		naɡeru	naŋeru	naŋeru		naŋeru	naɡeru	naŋeru	naŋi	naɡuru	
THROW_2						hoːru								hoːru		horu							hoːru		hoʔpoːru		horu	hoːru	horu					hoːru			hoːru					hokoru						hoːru				horu						horu
THROW_3													tɨ																																													
THROW_4																		jai																												jal												
THROW_5																			teivu̥																																							
THUNDER_1	kaminari			kaminari	kaminarisama	kaminari	kaminari			kaminari	kaminari	kaɴnaːrɨ			kaminari	kaminari		kamnai	kamnal	kaɴnariː	kaɴnari		kaminarisaɴ	kaɴnaresaː		kaminari	kaminari	kaminari	kaminari			kaminari	kaminari	kaminari	kaɴnari	kaminarisama	kaminari	kaɴnai				kaminari	kaɴnari	kaminarisaɴ	kaɴnaːru	kamnal		kaminari	kaminari	kaɴnari	kaminari	kaminari	kaminari	kaminari	okaɴnari	kaɴnari	kaminari	kaminari
THUNDER_2		rɛsaɴ	rɛsama					raisama									raesama					rɛsaɴ								orɛsama											raisama						raisama											
THUNDER_3									juːdaʔʦama																																																	
THUNDER_4													kamtujum																																													
THUNDER_5														doɴdoro																																												
THUNDER_6																									ɡoroɡorosaɴ																																	
THUNDER_7																															ereki								narukami	narakami																		
TONGUE_1	ʃita	ʃita	suta	ʃita			ʃita				ʃita	sɨta	sɨda			ʃita			sɨta	sɨta		suda	ʃita	ʃita	ʃita	ʃita	ʃita	ʃita	ʃita							ʃiʔta		ʃiʧaː	ʃita	ʃita		ʃita	ʃita		ʃita	sɨta			ʃita		ʃita	çita	ʃita	ʃita	ʃita		ʃita	ʃita
TONGUE_2					bero			bero	bero	bero				bero	bero		bero													bero	bero		bero	ʃitabero			bero				bero			bero			bero	bero		bero								
TONGUE_3						heta															heta											hera																										
TONGUE_4																		tʔa																																						tʔa		
TONGUE_5																																			sɨba																							
TOOTH_1	ha	ha	ha	ha	haː	haː	ha	ha	ha	ha			paː	ha	ha	haː	ha	haː	paː	haː	haː	ha	haː	ha	ha	ha	haː	ha	haː	ha	ha	ha	ha	ha	ha	ha	ha	βaː	ha	ha	ha	haː	ha	ha	paː	paː	ha	haː	ha	haː	ha	haː	ha	ha	ha	ha	ha	haː
TOOTH_2											nukaba																																															
TOOTH_3												βuʦɨnupaɴ																																														
TURN_1	maɡaru	maŋaru	maŋaru	maɡaru	maɡaru	maŋaru	maɡaru	maŋaru	maŋaru	maɡaru	maɡaru	maːruɴ	maɡaɨ	maɡaru	maŋaru	maŋaru	maŋaru	maɡai	maɡal	maɡaruɴ	maŋaru	maŋaru	maɡaru	maɡaʔ	maŋaru	maɡaru	maŋaru	maɴɡaru	maɡaru	maŋaru	maɡaru	maŋaru	maɡaru	maɴɡaru	maɡarjuɴ	maɡaru	maɡaru	maɡaiɴ	maɡaru	maɡaː	maɡaru	maŋaru	maɡaː	maŋaru	maɡaruɴ	maɡal	maŋaru	maɡaru	maɡaru	maŋaru	maŋaru	maɴɡaru	maŋaru	maɡaru	maŋaru		maɡaru	maŋaru
TURN_2																																																								ɡaɴmai		
TWENTY_1																																							hata																			
TWO_1	βutaʦu	βutaʔʧi	βutaʔʦu	βutaʔʦu	βutaːʦu	βutaʦu	βutaʦu	βutaʦu	βutaʦu	βutaʔʦu	βutaʦu	βutaːʦɨ	βutaːʦɨ	βutaʦu	βutaʦu	βutaʦu	βutaʦu	βutaːʦɨ	βutaːʦɨ	βutaːʣɨ	βutaʦu	βutaʔʦu	βutaʦu	βutaʔ	βutaːʦu	βutaʦu	βutaʦu	βutaːtu	βutaʦu	βutaʦu	βutaʦu	βutaʦu	βutaʦu	βutaʦu	tʔaːʦɨ	βutaʔʦu	βutaʦu	taːʧi	βuta	βutaʦu	βutaʦu	βutaʦu	βutaʧi	βutaʦu	βutaːʧi	βutaːʦɨ	βutaʔʦu	βutaːʦu	βutaʦu	βutaʦu	βutaʦu	βutaʦu	βutaʔʧi	βutaːʦu	βutaʔʦu	taʧi	βutaʦu	βutaʦuː
VOMIT_1	haku	haɡu	haɡu	hau	haku	haku	haku	haɡu	haku	haku	haku		paksɨ	haku	haku	haku	haku	haβu			haku	haɡu	haku	aɡuʔ	haku	haku	haku	haku	haku	haɡu	haku	haku		haku	hakjuɴ	haku	haku	βakuɴ	haku	haku	haku	haku	haku	haku	pakuɴ	paksɨ	haɡu	haku	haku	haku	haku	haku	haɡu	haku	haku	haɡuɴ	haku	haku
VOMIT_2												muduʃiɴ																					tosu																									
VOMIT_3																			paʔtil																																							
VOMIT_4																				aɡiruɴ																																						
WALK_1	aruku	ariɡu	ariɡu	aruɡu	aruku	aruku		aruku	aruku	aruɡu		aruɡuɴ	aɨksɨ	aruku	aruku	aruku	aruku	aiʦɨ	aruβu	araɡuɴ	aruku	aruɡu	aruku		aruku		aruku	aruku	aruku	aruɡu			aruku	aruku			aruku				aruku	aruku	ariku		arakuɴ	alksɨ	aruku	aruku	aruku	araku	aruɡu	aruku	ariɡu	aruku	aruku	aiɡuɴ		aruku
WALK_2							ajumu																	ajuɴ		ajubu					ajumu								ajume	ajubu																	ajumu	
WALK_3											eːmu																					eːbu				aebu																						
WALK_4																																			ʔaʔkjuɴ			ʔaʔkuɴ																				
WALK_5																																												eːku														
WARM_1	nukuʧeː	nuɡue			nukui		nuʔka		nukutø		nukuokja		nufukaɨ	nukui		nukui		nufukai	nufukam	nuβusaɴ	nukui		nukui	nuki		nuʔka		nukui	nukutai		nukuiː			nukui	nukuʃaɴ		nukiː	nukuʃeɴ		nuʔka		nukui	nokui		nuʔsaɴ	nufuʃaːl		nukui	nukui	nukui		nukui		nukui		nukusaɴ	nukui	nukui
WARM_2			aʔtaɡɛ					aʔtaɡe		aʔtakeː					aʔtakai		aʔtaɡɛː					aʔtaɡɛ			aʔtakeː		aʔtakai			aʔtaɡɛː		aʔtakeː	atataka			aʔtakɛ			atatakeʃi		aʔtakeː			aʔtakɛː			aʔtaɡai				atatakai		aʔtako		aʔtakai			
WARM_3				aʔʦuː																																																						
WARM_4						ɲikutɛ																																																				
WARM_5												noːsahaɴ																																														
WATER_1	miʣu	miɴʤi	miɴʣu	miʣu	miʣu	miʣu	miʣu	miʣu	miʣu	miʣu	miʣu	miʣɨ	miʣɨ	miʣu	miʣu	miʣu	miʣu	miʣɨ	miʣɨ	miʣɨ	miʣu	miɴʣu	miʣu	miʔ	miʣu	miʣu	miʣu	miɴdu	miʣu	miɴʣu	miʣu	miʣu	miʣu	miʣu	mɨʣɨ	miʣu	miʣu	miʤi	midu	miʣu	miʣu	miʣu	meʤi	miʣu	miʤi	miʣɨ	miʣu	miʣu	miʣu	miʣu	miʣu	miʣu	miɴʤi	miʣu	miʣu	miɴ	miʣu	miʣu
WE_1	waʃiraː			wataʃidomo	wataʃira		ataʃidaʧi		waʃira	wataʃitaʧi	waira			waʃira	wataʃidomo	wataʃira					watera		otaʃira	ataitaʔ		wataʃidoɴ	wataʃira	wataʃiraː	wataʃira	wadasudaʦu	waʃitaʧi	waʃidomo	wataʃidomo	waʃira			wataʃiraː	waʔtaː		wataʃidomo	waʃira	wataʃira	wataʃidomo	waʃira			wataʃira	wataʃira	waʃiraː	waʃitaʧi	wataʃitaʧi	wataʃira	wadaʃida	wataʃitaʧi	wataʃidomo		waʃidoː	watera
WE_2		oreadaʤi						oredaʧi									oretaʧi					oredaʣu			oretaʧi																																	
WE_3			waɴdo										baɴta					baɴti	baɴti																										baɴtaː	aɴta												
WE_4						urara																																																				
WE_5																																			wakja																							
WE_6																																				ʤibuɴtaʧi																						
WE_7																																							ware																			
WET_1	nureru	joŋoreru	nureru	nureru	nureru	nureru	nururu	nureru	nureru	nureru	peːru			nureru	nureru	nureru	nureru				nureru	nureru	nureru	nuruʔ	nureru	nururu	nureru	nureru	nureru	nureru	nururu	noreru	nuruʔ	nureru	nərjuɴ	joɡoreru	nureru	ɴriːɴ	nuru	nuruʔ	nureru	nureru	noreː	nureru			nureru	nureru	nureru	nureru	nureru	nureru	joŋoreru	nureru	nureru	ɴɡaruɴ	nururu	nureru
WET_2												doʔfariruɴ								ʣoʔβiɴ																									ʣoʔβuɴ													
WET_3													ɴmiɨ					ɴmiː	ɴmil																											ɴmil												
WHAT_1	dono	dono	dono	dono	dono	dono	dono	dono	dono	dono	dono			dono	dono	dono	dono				dono	dono	dono	doɴ	dono	doɴ	dono	ɴdono	dono	dono	doɴ	dono	doɴ	dono		dono	deːno			dono	dono	dono	dono	dono			dono	dono	dono	doɴ	dono	dono	dono	dono	dono		doɴ	dono
WHAT_2												nuːjabaɴ																																														
WHAT_3													ɴʤi																																													
WHAT_4																		inu	iʤinu	noː																		nuːnu	nani						nuːnu											nuɴ		
WHAT_5																																			dɨɴ											ɴdənu												
WHEN_1	iʦu	eʤi	iʣu	iʦu	iʦu	iʦu	iʦu	iʣu	iʦu	iʦu	iʦu	ʔiʦɨ	iʦɨ	iʦu	iʦu	iʦu	eʣu	iʦɨ	iʦɨ	ʔiʦɨ	iʦu	eʣu	iʦu	iʔ	iʦu	iʦu	iʦu	ituiʦu	iʦu	eʣu	iʦu	eʦu	iʦu	iʦuʤibuɴ	iʦɨ	eʦu	iʦu	iʧi	itu	iʦu	iʦu	iʦu	eʧi	iʦu	iʧi	iʦɨ	iʦu	iʦu	iʦu	iʦu	iʦu	iʦu	eʤi	iʦu	iʦu	ʔiʧi	itu	iʦu
WHERE_1	doko	doɡo	doɡo	doː	doko	doko	doko	doko	doko	doko	doko			doko	doko	doko	doko				doko	doɡo	doko	doko	doko	doko	doko	ɴdoko	doko	doɡo	doko	doko	doko	doko		doko	doko			doko	doko	doko	doko	doko			doɡo	doko	doko	doko	doko	doko	doko	doko	doko		doko	doko
WHERE_2													ɴʣa																																	ɴda												
WHERE_3																		iʤa	iʣa																																							
WHERE_4																																			daː			raː							maː													
WHERE_5																																							iduku																			
WHITE_1	ʃirøː	ʃire	sure	ʃireː	ʃiroi	ʃiroi	ʃiroka	maʔʃiro	ʃirøː	ʃiroi	ʃirokja			ʃiroi	ʃiroi	ʃiroi	ʃiroe			sɨsɨsaːɴ	ʃiroi	sure	ʃiroi	ʃire	ʃireː	ʃiroka	ʃiroi	ʃiroi	ʃiroi		maʔʃiri		ʃiroka	ʃiroi	sɨruʃaɴ	ʃireː	ʃireː	ʃiruʃeɴ	ʃiroʃi	ʃiroka	ʃire	ʃirøe	ʃiroe	ʃiroi			ʃiroi	ʃiroi	ʃiroi	ʃiroi	ʃiroi	ʃiroi	ʃiroe	ʃirøː	ʃiroi		ʃiriː	ʃiroi
WHITE_2												ʔsoːʃahaɴ	ʔsukaɨ					ʔsukai	ʔsukam																										ʔsoːɴ	ʔsuʃaːl												
WHITE_3																														ʔʃoe																												
WHITE_4																																ʃireːnamaʔʧireː																										
WHITE_5																																																								ʦudari		
WHO_1	døːʦu								døːʦu														doiʦu												duɴʦʔu		deːʦu	tanʧuː															doeʤi				doitu	
WHO_2		donoβutp																																																								
WHO_3			donoβuto	doɴçito	donoʃito	donoçito		donoʃito		donoʃito			ɴʤipsɨtu		donoçito	donoʃito	donoçito	inusɨtu	talnupsɨtu		donoçito	donoçito		doɴʃi	donoçito	donoçito	donoçito	ɴdonoçito	donoçito	donoçito	doɴʃito	donoʃito	donoçito	donoçito		donoʃito				donoçito	donoʃito	donoçito	donofuto	donoçito		ɴdinupsɨtu		donoçito	donomoɴ	donoçito	donoçito	donoçito		donoçito	donoçito			donoçito
WHO_4							dai				dai																												ta																			
WHO_5														dore																																												
WHO_6																																													taʔtaː													
WIDE_1	çirøː	ʃire	sure	çireː	çiroi	çiroi	çiroka	çiroi	çirøː	çiroi	çirokja			çiroi	çiroi	çiroi	çiroe				çiroi	çire	çiroi	çire	çireː	çiroka	çiroi	çiroi	çiroi	çiroe	çiri	ʃireː	çiroka	çiroi	çiruʃaɴ	çireː	çireː	çiruʃeɴ	çirøʃi	çiroka	βireː	çiroi	βuroe	çireː			çiroi	çiroi	çiroi	heroi	çiroi	çiroi	βiːre	çirøː	çiroi		çiriː	çiroi
WIDE_2												psɨsuhaɴ	psɨsukaɨ						psɨsukal																											psɨsuʃaːl												
WIDE_3																		βuikai																																								
WIDE_4																				maiʃaːɴ																																				maisaɴ		
WIDE_5																																													piʣoːɴ													
WIFE_1	kaneː		kaɡa		kanai	kakaː	kakaː										kakaː						kanai					kanai		ɡaɡa				kanai		kaka																	kaɡa	kaneː			kaka	kanai
WIFE_2		oɡa									oʔka					okaː									oʔkaʧaɴ							okata									oʔka								okaː	oʔka								
WIFE_3				ɲoːbo						ɲoːbo				ɲoːbo																			ɲoːboː																									
WIFE_4								ʦuma	ʦuma						ʦuma						ʤaːma	ʦuma																	tuma			ʦuma						ʦuma			ʦuma				ʦuma			
WIFE_5												tuɴ	tuʣɨ					tuʣɨ	tuʣɨ	tuʣɨ															tuʣɨ			tuʤi							tuʤi	tuʣɨ										tuɴ		
WIFE_6																								uʔkata																																		
WIFE_7																											jomehaɴ																															
WIFE_8																													uʧinokanai		uʧiɴkakaː									uʧinokaka			oʧinoːkaka									uʧinoɴɡa						
WIFE_9																																					kamisaɴ							kaːsaɴ			kaːʧaɴ											
WIND_1	kaʣe	kaɴje	kaɴʣe	kade	kaʣe	kaje	kaje	kaʣe	kaʣe	kaʣe	kaʣe	kaʤi	kaʤi	kade	kaʣe	kaʣe	kaʣe	kadi	kaʤi	kaʤi	kaʣe	kaɴʣe	kaʣe	kaʣe	kaʣe	kaje	kaʣe	kaʣe	kaʣe	kaɴje	kaje	kaʣe	kaje	kaʣe	kaʤə	kaʣe	kaʣe	haʤi	kaʣe	kaje	kaʣe	kaʣe	kaʣe	kaʣe	kaʤi	kadi	kaʣe	kaʣe	kaʣe	kaʣe	kaʣe	kaʣe	kaɴʣe	kaje	kaʣe	kadi	kaje	kaʣe
WING_1	hane	hane	hane	hane	hane	hane	hane	hane	hane	hane	hane	pani	pani	hane	hane	hane	hane	hani	pani	pani	hane	hane	hane	hane	hane	hane	hane	hane	hane	hane	hane	hane	hane	haneɡeta	hanə	hane	hane	βani	hane	hane	hane	hane	hane	hane	pani	pani	hane	hane	hane	hane	hane	hane	hane	hane	hane	pani	hane	hane
WORK (ACTIVITY)_1	hataraku	hadaraɡu		hadaraɡu	hataraku	hataraku	hataraku		hataraku		hataraku	pataraɡuɴ	pataraksɨ	hataraku		hataraku	hadaraɡu	pataraʦɨ	pataraʦɨ	pataraɡuɴ	hataraku	hadaraɡu	hataraku	hataraʔ		hataraku		hataraku	hataraku		hataraku	hataraku	hataraku	hataraku	hatarakjuɴ		hataraku	βatarakuɴ						hataraku	patarakuɴ	pataraksɨ	hataraɡu	hataraku	hataraku	hataraku	hatarau	hataraku		hataraku		hatarati	hataraku	hataraku
WORK (ACTIVITY)_2			kaseɡu					kaseŋu		kaseɡu					kaseɡu															kaʃeŋu						kaseɡu					kaseɡu												kaʃeɡu		kaseŋu			
WORK (ACTIVITY)_3																									iɡoku																																	
WORK (ACTIVITY)_4																											kibaru															kibaru																
WORK (ACTIVITY)_5																																								ʃiɡotosuʔ																		
WORK (ACTIVITY)_6																																											ʃewajaku															
WORM_1	memeʣo	mimiɴʤi	memeɴʣu	mimiʣu	mimiʣu	mimiʣu	mimiʣu	mimiʣu	memeʣu	memeʣu	memeʣume	mimiʤɨ	mimiʤɨ	mimiʣu	mimiʣu	mimiʣu	memeʣume	ʤɨmiʤɨ	ʤɨmiʤɨ	mimiʤɨ	mimiʣu	mimiɴʣu	mimiʣu	mimiʣu̥	memeʣu	mimiʣu	memeʣu	mimiʣu	mimiʣu	mimiɴʣu	mimiʣu	memeʣu	mimiʣu	memeʣu	meːʤa	memeʣu	mimiʣu	mimiʤi		mimiʣu	memeʣu	memeʣu	memeʤi	memeʣu	miːmaʤi	miːmiʤɨ	mimiʣu	memeʣu	mimiʣu	memeʣu	mimiʣu	memeʣu	memeɴʤi	mimiʣu	memeʣu	timimi	mimiʣu	memeʣu
YAWN_1	akubi	aɡuɴbi	aɡuɴbi	akubi	akubi	akubi	akubi	aɡubi	akubi	akubi	akobi	uːbzɨ		akubi	akubi	akubi	akubi			akubi	akubi	aɡubi	akubi	akuʔ	akubi	akubi	akubi	akubi	akubi	aɡubi	akubi	akubi	akubi	akubi	akubi	akubi	akubi	akuːbi		akubi	akubi	akubi	akubi	akubi	nubi		aɡubi	akubi	akubi	akubi	akubi	akubi	akubi	akubi	akubi	aɡu	akubi	akubi
YAWN_2													afuksɨ					afuʣɨ	afuʣɨ																																							
YAWN_3																																														aːm												
YEAR_1	toʃi	toʃi	tosu	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	tusɨ	tusɨ	toʃi	toʃi	toʃi	toʃi	tusɨ	tusɨ	tusɨ	toʃi	tosu	toʃi	toʃi̥	toʃi	toʃi	toʃi	toʃi	toʃi	tosu	toʃi	toʃi	toʃi	toʃi	tuʃi	toʃi	toʃi	tuʃiː	tøʃi	toʃi	toʃi	toʃi	toʃi	toʃi	tuʃi	tusɨ	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	tuʧi	toʃi	toʃi
YELLOW_1	kiː	kiːro	kiːro	kiːro	kiːro			kjuːro	kiːro	kiːro	kiːro		ksɨːru	kiː	kiːro	kiː	kiːro	ʦɨːru	kiːru		kiːro	ukoɴero	kiː	kinairo	kiːro		kiːro	kiː	kiːro	kiːro	kiːro	kiːro	kiːro	kiːro	kʔiʔiro	kiero	kiːro	kiːru	ki		kiːro	kiːro	kiːro	kiːro	kiːru	kiːru	kiːro	kiːro	kiːro	okoɴiro	kiːro	kiːro		kiː	kiːro	kirui		kiː
YELLOW_2						ukoɴ																																															ukoɴ					
YELLOW_3							kina																			kina														kiɴnaka																	kina	
YELLOW_4												ksɨɴksɨʃahaɴ								ksɨɴksɨɴ																																						
YOU_1	aɴta			aɴta		aɴta	anata							aɴta	anata	aɴtahaɴ	anata						aɴta		aɴta	aːta							anata			aɴta	aɴta			aɴta				aɴta			aɴta	anata		aɴta	anatasama	anata	anada	anata	anata		aɴta	aɴta
YOU_2		ɴmɛ	omɛ					omesaɴ	omahaɴ	omeː	omeː										omasaɴ	omɛ		omaʔsaː				omasaɴ			omae	omesaɴ											omaesaɴ						omaesaɴ									
YOU_3													ʔva					ʔva	ʔva																																							
YOU_4																											otaku		otaku					otaku								otaku																
YOU_5																																			naɴ			naɴ	na																			
YOU_6																																													waː													
YOU_7																																														ɴʤu												
