Gloss	Azerbaijani	Bashkir	Chulym	Chuvash	Crimean Tatar	Cuman	Dolgan	Gagauz	Kara-Kalpak	Karachay-Balkar	Karaim	Kazakh	Khakas	Khalaj	Kumyk	Kyrgyz	Nogai	Northern Altai	Old Turkic	Salar	Shor	Siberian Tatar	Southern Altai	Tatar	Tofa	Turkish	Turkmen	Tuvan	Uyghur	Uzbek	West Yugur	Yakut
EARTH (SOIL)_2	torpɑɡ	tuprɑq	toβrɑq	tøprɑ	toprɑq			toprɑk	topɯrɑq	toprɑq	toprɑq	topɯrɑq	tobɯrɑχ	turpɑq	topurɑq	topurɑq	topɯrɑq	toprɑq	toprɑq		tobrɑq		tobrɑq	tufrɑq	toˤprɑq	toprɑk	toprɑq	dovurɑq	toprɑq	tuprɔq	torvɑq~tɯrvɑq	
EARTH (SOIL)_3							buor																									buor
EAR_1	ɡulɑɡ	qolɑq	qulɑq	χølɣɑ	qulɑq	kulɑɡ	kulɡɑːk	kulɑk	qulɑq	qulɑq	kulɑk~kulɑχ~qulɑq	qulɑq	χulɑχ	qulɑːq	qulɑq	qulɑq	qulɑq	qɯlɑq~qulɑq	qulqɑq	qulɑχ	qulɑq	qolɑq~qulɑq	qulɑq	qolɑq	qulɑq	kuɫɑk	ɡulɑq	qulɑq	qulɑq	qulɔq	qulɑq	kulɡɑːχ
EAT_1		ɑʃɑ			ɑʃɑ	ɑʃɑ	ɑhɑː			ɑʃɑ	ɑsɑ~ɑʃɑ				ɑʃɑ		ɑʃɑ		ɑʃɑ			ɑʃɑ	ɑʒɑn	ɑʃɑ								ɑhɑː
EAT_2	je		ʧi	ɕi			hie	i	ʒe			ʒe	ʧɘ	jeːe		ʤe	je	ci	je	je~ji	ʧiː	jë	ɟi		ʧi~nemne	je	ij	ʧemne~ʧi	ji	je	je~ji~ʤi	sie
EDGE_1		sit			ʧet	sete			ʃet			ʃet				ʧet	ʃet					ʦit~ʧët		ʧit			ʧet		ʧɛt	ʧet		
EDGE_2	ɡɯrɑɡ						kɯrɯː				kɯrɯj		χɯri~χɯrɯɣ		qɯrɯj					qɯrɣɯ	qɯrɯj		qɯrɯ	qɯrɯj					qirɣɑk	qirɣɔq		
EDGE_3		qɯr	qɯr	χɘrɘ																	qɯr								qir			
EDGE_4										qɯjɯr								qɯj~quj	qɯdɯɣ						qɯdɯɣ			qɯdɯɣ			qɯzɯɣ	kɯtɯː
EDGE_5																				qɑʃ	qɑʃ								qɑʃjɑr			
EDGE_6											jɑɣɑ				jɑɣɑ							jɑɣɑ							jɑqɑ			
EGG_1	jumurtɑ	jomortqɑ	ʧumurtqɑ	ɕømɑrdɑ	jɯmɯrtɑ	jumurtkɑ	hɯmɯːt	jɯmɯrtɑ			jumurtχɑ	ʒʊmɯrtqɑ	nɯmɯrχɑ	jumurqɑ	jɯmɯrtqɑ	ʤumurtqɑ	jumɯrtqɑ	ɲurtqɑ~ɲɯmɯrtqɑ	jumurɣɑ	jomurtɑ~jumotor	nɯbɯrtqɑ	jomɯrtqɑ	ɟɯmɯrtχɑ	jomɯrqɑ	ɲumurhɑ	jumurtɑ	jumurtɡɑ	ʧuurɣɑ				sɯmɯːt
EGG_2																															ojɑ~ujɑ	
EYE_1	cøz	kyð		kuɕ	køz	køʃ		ɡøz	køz	køz	køz~kez	køz		køz	ɡøz	køz	køz	køs	køz	koz		køz	køs	kyz		ɟøz	ɡøð		køz	koz	kyz~køz	
EYE_2			qɑrɑq				kɑrɑk						χɑrɑχ								qɑrɑq				qɑrɑq			qɑrɑq				χɑrɑχ
FALL_1		jɯɣɯl			jɯqɯl				ʒɯɣɯl	ʤɯɣɯl	jɯɣɯl	ʒɯɣɯl			jɯɣɯl	ʤɯɣɯl	jɯɣɯl			jɯχɯl	ʧɯɣɯl	jɯɣɑl		jɯɣɯl			jɯqɯl		ʒiqil	jiqil		
FALL_2	dyʃ					tuʃ	tys	dyʃ		tyʃ	ʧyʃ~kis tyʃ	tys	tys	tiʃ		tyʃ		tyʃ	tyʃ	ʤyʤ		tyʃ	tyʃ		tyˤʃ	dyʃ		dyʃ	ʧyʃ			tys
FALL_3				yk																												
FALL_4			ɑŋnɑl										ɑŋdɑrɯl																			
FALL_5																														tokil	toqrɑ	
FALL_6												qulɑ								ʃɑŋkulɑ~ʃøŋ kol												
FAR_1	uzɑɡ				uzɑq			uzɑk	uzɑq	uzɑq							uzɑq	uzɑq					uzɑq			uzɑk	uðɑq		uzɑq	uzoq	uzɑq	
FAR_2		jɯrɑq	ərɑq			yrɑk~yrɑh	ɯrɑːk	jɯrɑk			irɑχ~jɯrɑq		ɯrɑχ	hɯrɑɑq	jɯrɑq	ɯrɑɑq		rɑq~ɯrɑɑq	jɯrɑq	jɯrɑχɑr	ɯrɑq	jɯrɑq	ɯrɑɑq	jɯrɑq	ɯrɑq			ɯrɑq	ʒirɑq			ɯrɑːχ
FAR_3				inʑe																												
FAR_4									qɑʃɯq			qɑʃɯq																				
FAT (ORGANIC SUBSTANCE)_1		mɑj							mɑj			mɑj			mɑj	mɑj	mɑj					mɑj		mɑj					mɑj			
FAT (ORGANIC SUBSTANCE)_2	jɑɣ		ʧɑɣ	ɕu	jɑɣ	jɑv	hɯɑ	jɑː		ʤɑw	jɑv		ʧɑɣ	jɑːɑɣ				jɯɣ	jɑɣ	jɑɣ	ʧɑɣ		ɟu		ʧɑɣ	jɑː	jɑɣ		jɑɣ	jɔɣ		sɯɑ
FAT (ORGANIC SUBSTANCE)_3													ys															ys				
FAT (ORGANIC SUBSTANCE)_4																															tønɑχ	
FATHER_1	ɑtɑ	ɑtɑ	ɑdɑ	ɑtte		ɑtɑ			ɑtɑ	ɑtɑ	ɑtɑ				ɑtɑ	ɑtɑ	ɑtɑ	ɑdɑ			ɑdɑ	ɑtɑ	ɑdɑ	ɑtɑ	ɑtɑ		ɑtɑ	ɑdɑ	ɑtɑ	ɔtɑ		
FATHER_2																				ɑpɑ	ɑbɑ											
FATHER_3							ɑɡɑ					ɛke																				ɑɣɑ
FATHER_4																															ɑʧɑ	
FATHER_5					bɑbɑ			bobɑ					pɑbɑ	bɔːbɑ												bɑbɑ						
FATHER_6																			qɑŋ													
FEAR (BE AFRAID)_1	ɡorχ	qurq	qoːruq	χørɑ	qorq	kork			qorq	qorq	qorq	qorq	χorɯχ	qorq	qorq	qorq	qorq	qoruq~qorɯq	qorq	χorɣɑ	qoruq	qorq	qorχɯ	qurqu	qoˤrt	kork	ɡorq	qort	qorq	qorq	qorq	
FEAR (BE AFRAID)_2							kuttɑn																									kuttɑn
FEATHER_1	tyc		tyk	tɘ̆ʷk			tyː	tyj		qɑnɑtlɯ tyk	tik				tyk			tyk	tysi						tyk	tyj						tyː
FEATHER_2													ʧyɡ								ʧyɡ							ʧyɡ				
FEATHER_3					qɑnɑt					qɑnɑtlɯ tyk													qɑnɑt									
FEATHER_4	lælæc																			mimiluχ							jelek					
FEATHER_5						junɡ																										
FEMALE (OF AN ANIMAL) (N.)_1					ɯrɣɑʧɯ				urɣɑʃɯ		ɯrɣɑʧɯ	ʊrɣɑʃɯ				urɣɑɑʧɯ	urɣɑʃɯ										urqɑʧɯ			urɣɔʧi		
FEMALE (OF AN ANIMAL) (N.)_2	diʃi		tɘzɘ		diʃi	tusi	tɯhɯ	diʃi		tiʃi	tiʃi		tɘzɘ	tiʃi	tiʃi			tiʒi	tiʃi	tiʧi	tiʒi		tɯʃɯ	teʃe		diʃi		diʒi	ʧiʃi		tise	tɯhɯ
FEMALE (OF AN ANIMAL) (N.)_3				ɑmɑ																												
FEMALE (OF AN ANIMAL) (N.)_4		inɛ											ine							ɑːneʃ				ɑnɑ								
FEMALE (OF AN ANIMAL) (N.)_5																									eˤpʃɘ							
FIGHT_1		huɣɯʃ	soːɣus														soɣɯs	soɣɯʃ				soɣɯʃ	soɣuʃ	suɣɯʃ	soˤqʃɯr~soˤqɯʃ				soquʃ			
FIGHT_10					køtekleʃ																											
FIGHT_11											tutuʃ		tudɯs																			
FIGHT_12																												sodɑːlɑʃ				
FIGHT_13																			syŋyʃ													
FIGHT_2									tøbeles			tøbeles			tøbeleʃ	tøbøløʃ	tøbeles									døvyʃ						
FIGHT_3	vuruʃ								urɯs				urus	vuruʃ		uruʃ		uruʃ		vuruʃ	uruʃ					vuruʃ	uruʃ		uruʃ	uriʃ		
FIGHT_4																																oχsus
FIGHT_5							ølørys																									
FIGHT_6				ɕɑbɤ̆ʷɕ																												
FIGHT_7										ʤɑɣɑlɑʃ														jɑqɑlɑʃ					jɑqilɑʃ	jɔqɑlɑʃ		
FIGHT_8																															perɯs	
FIGHT_9								dokuʃ							toqɑlɑʃ																	
FIND_1	tɑp	tɑp	tɑp	tup	tɑp	tɑp			tɑp	tɑb	tɑp	tɑp	tɑp		tɑp	tɑp	tɑp	tɑp	tɑp	tɑpf	tɑp	tɑp	tɑp	tɑp	tɯˤp		tɑp	tɯp	tɑp	tɔp	tɑp	
FIND_2					bul		bul	bul						bul					bul							buɫ						bul
FINGERNAIL_1	dɯrnɑɡ	tɯrnɑq	tərɣɑq	ʧɘrne	tɯrnɑq		tɯŋɯrɑk	tɯrnɑk	tɯrnɑq	tɯrnɑq	tɯrnɑk	tɯrnɑq	tɯrɣɑχ	tɯrnɑq	tɯrnɑq		tɯrnɑq	tɯrɣɑq	tɯrŋɑq~tɯŋrɑq	tɯrnɑχ				tɯrnɑq		tɯrnɑk	dɯrnɑq	dɯrɣɑq		tirnɔq		tɯŋɯrɑχ
FINGERNAIL_2						termɑk										tɯrmɑq		tɯrbɑq			tɯrbɑq		tɯrmɑχ		dɯrbɑq				tirmɑq		tɑrmɑq~tɯrmɑq~tɯrvɑq	
FIREWOOD_1	odun	utɯn	oːduŋ	vudɤ̆ʷ	odun	odim		odun	otɯn	otun	otun	otɯn	odɯŋ	huːotun		otun	otɯn		otuŋ	otɯn~oʦɯn~uʦɯn	oduŋ	otɯn	odɯn	utɯn		odun	odun		otun	otin	otun~otɯn	
FIREWOOD_2						ɑɡɑʧ	mɑstɑr								ɑɣɑʧ		ɑɣɑʃ								neʃ			ɯjɑʃ				mɑs
FIRE_1	od	ut	ot	vut		ot	uot		ot	ot	ot	ot	ot	huːot	ot	ot	ot	ot	ot	ot	ot	ot	ot	ut	ot		oːt	ot	ot		ot	uot
FISH_1	bɑlɯɡ	bɑlɯq	pɑːləq	pulɤ̆ʷ	bɑlɯq	bɑlik~bɑluk	bɑlɯk	bɑlɯk	bɑlɯq		bɑlɯk~bɑlɯq	bɑlɯq	pɑlɯχ		bɑlɯq	bɑlɯq	bɑlɯq	bɑlɯq	bɑlɯq	bɑluχ	pɑlɯq	bɑlɯq	bɑlɯq	bɑlɯq	bɑlɯq	bɑɫɯk	bɑlɯq	bɑlɯq	beliq	bɑliq		bɑlɯk
FISH_2										ʧɑbɑq																						
FIVE_1	beʃ	beʃ	pɛs	pilɘk	beʃ	bes	bies	bulɑʃɯq	bes	beʃ	beʃ	bes	pis	biːeʃ~beːeʃ	beʃ	beʃ	bes	peʃ	beʃ	peʃ	peʃ	pëʃ	beʃ	biʃ	beʃ	beʃ	bɛʃ	beʃ	bɛʃ	beʃ	pis~pes	bies
FLOWER_1	ʧiʧæc	sɛskɛ			ʧiʧek	ʧiʧek		ʧiʧek			ʧeʧɛɡi				ʧeʧek		ʃeʃekej	ʧeʤek	ʧeʧek	ʧiʧeχ		ʧiʧɛk	ʧeʧek	ʧɛʧɛk~ʧɛʧkɛ		ʧiʧec		ʧeʧek	ʧeʧɛk		ʧyʧyɡ	
FLOWER_2													ʧɑχɑjɑχ								ʧɑqkijek											
FLOWER_3							ot																									
FLOWER_4																									ɑqɑʃ							
FLOW_1	ɑχ	ɑq	ɑq	juχ	ɑq	ɑɡ		ɑk	ɑq	ɑq	ɑk	ɑq	ɑq		ɑq	ɑq	ɑk	ɑq	ɑq		ɑq	ɑq	ɑq	ɑq	ɑˤq	ɑk	ɑq	ɑq	ɑq	ɔq	ɑq	
FLOW_2																																syːr
FLOW_3							tehin~testiː																									
FLOW_4														vɑr																		
FLOW_5																				fyr												
FLY (INSECT)_1		seben			ʧibin	ʧibin			ʃɯbɯn	ʧibin	ʦibin~ʧibin	ʃɯbɯn			ʤibin	ʧɯmɯn	ʃɯbɯn			pohʧyin			ʧɯmɯn	ʧeben					ʧivin		ʧivin	
FLY (INSECT)_2							hɑksɯrɡɑ															ʧerɡɛj~ʦerɡɛj										sɑχsɯrɣɑ
FLY (INSECT)_3				ʃɤ̆ʷnɑ				sinek					seek												seek	sinec	θiŋek	seek				
FLY (INSECT)_4																		køɡen														
FLY (INSECT)_5														ɡudɣu					kodɣu													
FLY (MOVE THROUGH AIR)_1	uʧ	os	uʧ	vɘ̆ʷɕ	uʧ	uʧ		uʧ	uʃ	uʧ	uʧ~uʦ	ʊʃ	uʧuχ	uʧ	uʧ	uʧ	uʃ	uʧ~uʃ	uʧ	uʧ~uʃ~yʧ	uʧuq	oʧ~uʦ	uʧ	oʧ	uˤʃ	uʧ	uʧ	uʃ	uʧ	uʧ	uʃ~uʧ~yʧ	
FLY (MOVE THROUGH AIR)_2							køt																									køt
FOAM_1	cøpyc	kybek	koːβʲyk	købøk	køpyk	kobelek		køpyk	købik	kømyk	købyk	købɘk	købɘk		ɡøbyk	købyk	købik	købyk			købyk		købyk	kybek	køˤpyk	cøpyc	køpyr		køpyk~køvyk	kopik	kivek	
FOG_1	dumɑn	tomɑn			tumɑn	toumɑn	tumɑn	dumɑn	dumɑn	tubɑn	tumɑn	tʊmɑn	tubɑn		tumɑn	tumɑn	tumɑn	tubɑn	tumɑn	tumɑn	tubɑn	tomɑn	tumɑn	tomɑn	tumɑn		dumɑn	tumɑn	tumɑn	tumɑn		tumɑn
FOG_2				tɘtre																												
FOG_3																															mɑnɑn	
FOG_4																										sis						
FOOT OR LEG_1	ɑjɑɡ	ɑjɑq	ɑzɑq	orɑ	ɑjɑq	ɑjɑk	ɑtɑk	ɑjɑk	ɑjɑq	ɑjɑq	ɑjɑk	ɑjɑq	ɑzɑχ	hɑdɑq	ɑjɑq	ɑjɑq	ɑjɑq		ɑdɑq	ɑjɑχ	ɑzɑq	ɑjɑq		ɑjɑq		ɑjɑk	ɑjɑq		ɑjɑq	ɔjɔq	ɑzɑq	ɑtɑχ
FOOT OR LEG_2										but					but	but		but	but				but		but			but				
FOREHEAD_1			qɑmɑq										χɑmɑχ					qɑbɑq~qɑqpɑɣɑ			qɑbɑq							χɑvɑq				
FOREHEAD_2	ɑlɯn					ɑlni		ɑnnɯ						hɑːɑnl~hɑːll					ɑlɯn							ɑɫɯn	ɑlɯn				ɑl	
FOREHEAD_3							hyːs																									syːs
FOREHEAD_4				ɕɑmɡɑ																												
FOREHEAD_5																ʧeke																
FOREHEAD_6																									dostɑq							
FOREHEAD_7																				menzi												
FOREST_1		urmɑn		vørmɑn	ormɑn	ormɑn					ormɑn	ormɑn			ormɑn		ormɑn					ormɑn		urmɑn		ormɑn			ormɑn	ormɔn		
FOREST_2	ɑɣɑʧ		ɑɑʧ				mɑs			ɑɣɑʧ			ɑɣɑs		ɑɣɑʧlɯq		ɑɣɑʃlɯq	ɑɣɑʃ ɑrɑzɯ			ɑɣɑʃ		ɑɣɑʃ		neʃ qɑˤtɯndɑ			ɯjɑʃ				
FOREST_3					dɑɣ			dɑɑ																								tɯɑ
FOREST_4			ɑɑʧ															ɑɣɑʃ ɑrɑzɯ														
FOREST_5																			ɑrɯɣ	ɑrɯɣ					ɑrɯɣ			ɑrɯɣ				
FOUR_1	dørd	dyrt	tørt	tøvɑttɤ̆ʷ~tøvɑdɤ̆ʷ~tøvɑt	dørt	tort	tyørt	dørt	tørt	tørt	dørt	tørt	tørt	tøːørt~tyːørt	dørt	tørt	dørt	tørt	tørt		tørt	tørt	tørt	dyrt	dørt	dørt	dørt	dørt	tørt	tort	dyrt~tyrt~tørt	tyørt
FREEZE_1					buzlɑ		buːhur		muzlɑ	buzlɑ	buzlɑ	qɑt		buːzɑːq vɑːɑ	buzlɑ		buzlɑ					pustɑn								muzlɑ		
FREEZE_2	don	tuŋ	toŋ					don	toŋ				toŋ			toŋ		toŋdɯr	toŋ	toŋ	toŋ		toŋ	tuŋ	doŋ	don	doŋ	doŋ	toŋ		toŋ	toŋ
FREEZE_3				ʃɤ̆ʷn																												
FRUIT_1		jemeʃ		ɕimɘɕ		jemis		jemiʃ	ʒemis		jemis	ʒemɘs			jemiʃ	ʤemiʃ	jemis		jemiʃ			jëmiʃ		ʤimeʃ			ijmiʃ	ʧimis	jimiʃ		ʤimis	
FRUIT_2										køɡet																						
FULL_1	dolu	tulɯ	toldərɑ	tulli	tolu	tolu	toloru	dolu	tolɣɑn~tolɯq	tolu	tolu	tolɯ	toldɯrɑ	tuolɑ	tolu	tolturɑ	tolɯ	toltɯrɑ	tolu	tolu	toldurɑ	tol	tolo	tulɯ	dolu	doɫu	dolɯ	dolu	toluq~tolɑ	tolɑ	tolo~tolu	toloru
GIVE_1	ver	bir	pɛr	pɑr	ber	ber	bier	ver	ber	ber	ber~ver	ber	pir	vier	ber	ber	ber	per~ber	ber	per~ver~ber	per	ber~bɛr	ber	bir	ber	ver	ber	ber	bɛr	ber	per	bier
GOOD_1	jɑχʃɯ	jɑqʃɯ	ʧɑqsə		jɑχʃɯ	jɑksi			ʒɑqsɯ	ɑʃχɯ	jɑχʃɯ~jɑχsɯ	ʒɑqsɯ	ʧɑχsɯ		jɑχʃɯ	ʤɑqʃɯ	jɑχʃɯ	cɑqʃɯ~ɟɑqʃɯ		jɑχʃi~jɑχʃɑrɑ	ʧɑqʃɯ	jɑqʃɯ	ɟɑχʃɯ	jɑχʃɯ			jɑɡʃɯ		jɑχʃɯ	jɑχʃi	jɑχʃɯ	
GOOD_2					eji	ejɡi		iji		iɡi							ijɡi		edɡy						eˤkkɘ	iji		eki				
GOOD_3							yʧyɡej																									yʧyɡej
GO_1		bɑr	pɑr	pɯr	bɑr	bɑr	bɑr		bɑr	bɑr	bɑr	bɑr	pɑr	vɑr	bɑr	bɑr	bɑr	pɑr~bɑr	bɑr	bɑr	pɑr	bɑr	bɑr	bɑr	bɑr		bɑr	bɑr	bɑr	bɔr	pɑr	bɑr
GO_2																ʤyr						jør						ʧoru		jur		
GO_3	ɟet	kit			ket			ɡit	ket		ket	ket														ɟit	ɡit					
GRASP_1	tut	tot	tut	tɯt	tut	tut	tut	tut	tut	sermeb tut	tut		tut	tut	tut	tut	tut	tut	tut	tut~tuʦ	tut	tot	tut	tot	tuˤt	tut	tut	tut	tut	tut	tut	tut
GRASP_2								kɑp			kɑp		χɑp								qɑp					kɑp						kɑp
GRASP_3																qɑrmɑ													qɑrmɑ			
GRASP_4												ʊstɑ																				
GRASS_1		ylɛn			ølen												ølen	øløŋ			øleŋ	ylɛŋ	øløŋ	ylɛn								
GRASS_2						kukel																			køk							
GRASS_3	ot		ot		ot		ot	ot			ot~jɑʃot		ot	oot	ot						ot					ot	ot	oˤt	ot	ot	oht	ot
GRASS_4				kurɤ̆ʷk																												
GRASS_5									ʃøp			ʃøp				ʧøp				ʧøp~ʧyp									ʧøp			
GRASS_6																												siɡen				
GREEN_1	jɑʃɯl	jɛʃel			jeʃil	jɑs		jeʃil		ʤɑʃɯl	jesil	ʒɑsɯl			jɑʃɯl	ʤɑʃɯl	jɑsɯl	cɑʒɯl	jɑʃɯl	jɑːʃɯl	ʧɑʒɯl	jiʃil	ɟɑʒɯl	jɛʃel		jeʃilʲ	jɑʃɯl		jeʃil	jɑʃil	jɑsɯl	
GREEN_2			kok				kyøk		køk				køk	kyøk~kiek											køk				køk			kyøχ
GREEN_3				simɘs																												
GRIND_1		tɑrt							tɑrt	tɑrt	tɑrt	tɑrt	tɑrt		tɑrt	tɑrt	tɑrt				tɑrt	tɑrt		tɑrt					tɑrt	tɔrt		tɑrt
GRIND_2	yjyt																									øvyt	ywe					
GRIND_3																		teerbenne					teermende		teermele			deerbele				
GRIND_4																															uɣ	
GRIND_5							ilbirit																									
GRIND_6				ɑvɤ̆ʷr																												
GRIND_7					ʧek																											
GRIND_8																			jɑnʧ											jɑnʧ		
GROW_1		yθ	øs	ys	øs	os			øs	øs	øs~es	øs	øs		øs	øs	øs	øs			øs	øs	øs	ys	øˤs		øθ	øs	øs	os		
GROW_2							yːn																		yn				yn		yn	yːn
GROW_3						ulɡɑj	ulɑːt																									ulɑːt
GROW_4	bøjy							byː						bidi												byjy						
GROW_5														kiːekɛr																		
GROW_6																				ʧɑŋnɑ~ʧɯŋnɑ												
GUTS_1		esɛk	iʤiː		iʧek	iʧɑɡ		iʧ	iʃek	ʧeɡi	iʦiɡi	ɘʃek	ɘʧeɡe		iʧek	iʧeɡi	iʃek	iʤeɡe~iʒe			iʃte	ɛʧɛw	iʧeɡe	eʧɛk			iʧeɡe	iʒin	yʧɛj	iʧɑk	eʧikɯ~iʧeki	
GUTS_2						suʃuɡ																										ohoɣos
GUTS_3	bɑɣɯrsɑɡ			pɯrʒɤ̆ʷ																pɑɣsuχ					bɑːrsɯq	bɑːɯrsɑk						
HAIR (HEAD)_1	sɑʧ	sɛs	ʧɑʧ	ɕyɕ	sɑʧ	zɑk	ɑs	sɑʧ	ʃɑʃ	ʧɑʧ	sɑʧ~seʧ~ʦɑʦ~ʧɑʧ	ʃɑʃ	sɑs	sɑʧ	ʧɑʧ	ʧɑʧ	ʃɑʃ	ʧɑʧ~ʃɑʃ	sɑʧ	sɑʧ	ʃɑʃ	ʦɑʦ	ʧɑʧ	ʧɛʧ	ʧeˤʃ	sɑʧ	θɑʧ		ʧɑʧ	sɔʧ	sɛʤ~ʃɑʤ~sɑʧ	ɑs
HAIR (HEAD)_2															tyk													dyk				
HARD_1		qɑtɯ	qɑːdəɣ	χɯdɤ̆ʷ	qɑttɯ	kɑti	kɯtɑːnɑk		qɑttɯ	qɑtɯ	qɑtɯ	qɑttɯ	χɑtɯɣ		qɑttɯ	qɑtuː	qɑtɯ	qɑdu~qɑdɯɣ	qɑtɯɣ	χɯti~χɯʤi	qɑdɯɣ	qɑttɯ	qɑtu	qɑtɯ	qɑˤtɯɣ	kɑtɯ	ɡɑtɯ	qɑdɯɣ	qɑttiq	qɑttiq	qɑtɯɣ	kɯtɑːnɑχ
HARD_2	bærc																															
HARD_3								ʧetin																								
HE OR SHE OR IT_1	o	ul	ol	vøl	o	ol		o	ol	ol	ol	ol	ol	oː	o	ɑl	ol	ol	ol	vu	ol	ol	ol	ul	ol~oŋ	o	ol	ol	u	u	qol	
HE OR SHE OR IT_2							ɡini																									kini
HEAD_1	bɑʃ	bɑʃ	pɑs	puɕ	bɑʃ	bɑs	bɑs	bɑʃ		bɑʃ	bɑʃ~bɑs	bɑs	pɑs	bɑːʃ	bɑʃ	bɑʃ	bɑs	bɑʃ~pɑʃ	bɑʃ	pɑʃ~bɑʃ	pɑʃ	pɑʃ~bɑʃ	bɑʃ	bɑʃ	bɑˤʃ	bɑʃ		bɑʃ	bɑʃ	bɔʃ	pɑʃ	bɑs
HEART_1	yræc	jørɛk	ʧyrek	ʧɘre	jyrek		hyrek	yrek	ʒyrek	ʤyrek	jirek	ʒyrek	ʧyrek	jirɛk	jyrek	ʤyrek	jyrek	dyrek	jyrek	jiriɡ	ʧyrek	jorɛk	ɟyrek	jørɛk	ʧyrek		jyrek	ʧyrek	ʒyrɛk~jyrɛk	jurɑk	jyrek~jørek	syreχ
HEAR_1	eʃit	iʃet	ɛs	ilt	eʃit	esit~eʃit	ihit	iʃit	esit	eʃit	esit~eʃit	esɘt	is	iʃyt	eʃit		esit		eʃit	iʃti		iʃit~eʃit		iʃet		iʃit	eʃit		iʃit	eʃit		ihit
HEAR_2																uq		uq			uq	uq~oq	uq									
HEAR_3																									dɯŋnɑ			dɯŋnɑ			tinnɑ	
HEAVY_1	ɑɣɯr	ɑwɯr	ɑɑr	jɯvɤ̆ʷr	ɑɣɯr	ɑɡer	ɯɑr	ɑɑr	ɑwɯr	ɑwur	ɑvur	ɑwɯr	ɑɑr	ɑɣir	ɑwur	oor	ɑwɯr	ɑɑr	ɑɣɯr	ɑɣɯr	ɑːr	ɑwɯr	uur	ɑwɯr	ɑɑr	ɑːɯr	ɑɣɯr	ɑɑr	eɣir	ɔɣir	ɑɣɯr	ɯɑrɑχɑn
HERE_1	burɑdɑ	bɯndɑ	məndɑ		mɯndɑ	mondɑ	mɑnnɑ	bɯrdɑ	bundɑ	bɯlɑjdɑ~mɯndɑ	munɑ	mʊndɑ	mɯndɑ	buoːrɑ	mundɑ	mɯndɑ	mundɑ	mɯndɑ	buntɑ	mɯntɑ	mɯndɑ	mɯndɑ	mɯndɑ	mondɑ	mɯndɑ	burɑdɑ~burɑsɯ	bu jerde	mɯndɑ	bu jɛrdɛ~bu jɑqtɑ	bu jerdɑ	mɯndɑ	mɑnnɑ
HERE_2				kundɑ																												
HIDE (CONCEAL)_1		jɛʃer	ʧɑːzər			jɑzirj~iɑsir			ʒɑsɯr	ʤɑʃɯr	jɑʃɯr		ʧɑzɯr		jɑʃɯr	ʤɑʃɯr	jɑsɯr		jɑʃur	jɑʃir	ʧɑʒɯr	jɛʃɛr	ɟɑʒɯr	jɑʃɯr	ʧɑˤhir		jɯɣʃɯr	ʧɑʒɯr	joʃur	jɑʃir	jɑʃɯr	sɑhɯɑr
HIDE (CONCEAL)_2					sɑqlɑ			sɑklɑ																		sɑkɫɑ						
HIDE (CONCEAL)_3	ɟizlæn						kisteː												kizle								ɡiðle					kisteː
HIDE (CONCEAL)_4																		suq					suq									
HIDE (CONCEAL)_5				pɯdɑr																												
HIDE (CONCEAL)_6														kyːøʃy																		
HIDE (CONCEAL)_7												tɯq																				
HOLE_1	deʃic	tiʃek			teʃik				tesik	teʃik	teʃik	tesɘk	tizɘk		teʃik	teʃik	tesik	teʒik			teʒik	tëʃik		tiʃek			deʃik	deʒik	tøʃyk	teʃik		
HOLE_2	dælic							delik																	delɘk	delʲic					telɯq~telʲɯq	
HOLE_3			ydyk				yːt						yt						yt		yt		yjt		yt			yt				
HOLE_4																																χɑjɑɣɑs
HOLE_5				ʃɤ̆ʷdɤ̆ʷk																												
HOLE_6			toptuq											teplyk																		
HORN (ANATOMY)_1	bujnuz	møɡøð	myys	møjrɑɡɑ	bojnuz	munɡus	muos	bujnuz	myjiz	myjyz	myŋyz~miviz	myjɘz	myys		myjyz	myjyz	myjiz	myys	myjyz	moŋus	myːs		myys	møɡez	miis	bojnuz		mɯjɯs	myŋɡyz		moŋus	muos
HOT_1	isti	eθe	izɘɣ		sɯʤɑq	issi	itiː	sɯʤɑk	ɯssɯ	issi	issi	ɯstɯq	ɘzɘɡ		issi	ɯsɯq	issi	iziɡ~yzyɡ	isiɡ	ɯssɯ	iziɡ	isy	izy	esse	iˤsɘɣ	sɯʤɑk		iziɡ	issiq	issiq	issɯɡ	itiː
HOT_2				vɘri																												
HOT_3																				qɯzɯɡu							ɡɯðɡɯn		qiziq			
HOUSE_1	ev	oj	ɛp		ev	øw~eu		ev	yj	yj	yv~yj	yj		hɛv	yj	yj	yj	em~uɣ~yj	ev	øj	em	y		øj	øɣ	ev			øj	uj	y~yj	
HOUSE_2		jort		ɕurt																				jort								
HOUSE_3													turɑ					turɑ					turɑ									
HOW_1		qɑlɑj	qɑjnɑr				kɑjtɑk		qɑlɑj	qɑlɑj		qɑlɑj	χɑjdi			qɑndɑj	qɑlɑj	qɑnɑjɯp~qɑjɯp	qɑltɯ		qɑjde		qɑndɯj~qɑnɑjdɑ~qɑnɑjɯp		qɑɲʧɑ			qɑnʧɑp~ɑɑr	qɑndɑq	qɑndɑj~qɑlɑj		χɑjdɑχ
