Gloss	Cahuilla	Central Tarahumara	Chemehuevi	Classical Nahuatl	Comanche	Cupeño	El Nayar Cora	Eudeve	Highland Puebla Nahuatl	Hopi	Huarijío	Huichol	Kawaiisu	Luiseño	Mayo	Mono	Northern Paiute	Northern Tepehuan	Panamint	Pima Bajo	Pipil	Pochutec	Serrano	Shoshoni	Southeastern Tepehuan	Southern Paiute	Teguima	Tetelcingo Nahuatl	Tohono O'odham	Tongva	Tubar	Tübatulabal	Ute	Yaqui
VOMIT_11															bisata					vihota					biotaʔ									bisata
VOMIT_12																		biosːe											wihos					
VOMIT_13																			motoʔi					wɨtːoi̯̯										
VOMIT_14																					mcuta							sut͡ɬa~jesut͡ɬa						
WALK_1	nem																						nɨm						him					
WALK_2		eʔyena																																
WALK_3			utu̯a																															
WALK_4				nenemi					nehnemi												nehnemi						nenemia	nehnemiː		nuŋino				
WALK_5					miʔa												mia~miʔa		miʔa					miʔa								mij~iːmiː		
WALK_6						nɨnɨwi										nɨwi																		
WALK_7							jeʔi																											
WALK_8								dion																										
WALK_9								vacon																										
WALK_10										waːi̯̯nɨma					werama																			
WALK_11											oi̯̯																							
WALK_12												uwi~uwa																			ona			
WALK_13													paɡi													pakin							pkai̯̯	
WALK_14														wukala																				
WALK_15															wei̯̯je																			weje~weeje
WALK_16																		ojumure		oi̯̯moːr														
WALK_17																									oi̯̯rɨ									
WALK_18																											ʦudakæi							
WALK_19																											ʦudadadai̯̯							
WATER_1	pal		paː		paː	pal		ba~bat						paala		paja	paː		paː				paːt	paː		paː	vat			par	vata~bata	paːl	paa	
WATER_2		baʔwi				paw					paʔwi			paaw																				
WATER_3				aːt͡ɬ					aːt												at	at												
WATER_4							hah					ha																						
WATER_5										paahɨ			poʔo		baːʔa																			baaʔa
WATER_6																		zudːaɡi		ʂuːdaɡ					suːdai̯̯ʔ				ʂuːdaɡi					
WATER_7																												øcint͡ɬi						
WATER_8																															wota			
WE_1	ʦem~ʦe̠mem					ʦəm								ʦɑ̠ʔɑm~ʦɑ̠ʔɑm~ʦɑmʔ~ʦɑ̠ʔum									ɑʦɑm~iʦɑm						aːʦim					
WE_2		tɑmi̠~tɑ̠mu	tɑmːi		tɑnɯ			tɑmi̠de				tɑme	tɑmi~tɑwɑ			tɑ	tːɑmːi		tɑmːɯ					tɑmːɯn		tɑmɑ	tɑmido						tɑmi~tɑwi	
WE_3			nɯmːi								reme		nɯmi																				nɯmɯ	
WE_4				teʔwɑːn																								tehwɑnte~tehwɑ						
WE_5							i̠teːn								itɑpo			ɑːtɯ		aːti											iti̠~ite̠			itepo
WE_6										itɑm																					ete̠			
WE_7																					tehemet													
WE_8																														ijoːmo				
WE_9																																iŋilɑʔɑn~iŋiluːʦ~iŋilɑ		
WHAT_1	hi̠ʦʔɑ																																	
WHAT_2	hi̠ʦɑxɑ~hi̠ʦeʔɑ									hiːtɑ	ihtɑ̠			hiːʦɑ	hi̠tɑsɑ~hitɑ															hitɑ				hitɑ
WHAT_3		mɑ̠																tuma																
WHAT_4			hɑnːiɑ		hiːni~hini								hiniʔipi											hinɑ		inːi							ʔini	
WHAT_5			himpɯ							himɯ																								
WHAT_6				t͡ɬei̯̯n					te												taː	te						t͡ɬiːn~t͡ɬiː						
WHAT_7						hiʃ								hiʃ			hiː		hiː				hiːt	hiːn										
WHAT_8							titɑne̠																											
WHAT_9								ha				hai̯̯				hɑ																		
WHAT_10																				iktu~hɯɡ														
WHAT_11																				kʷɑn														
WHAT_12																					tɑj													
WHAT_13																									tuʔ									
WHAT_14																													hɑb					
WHAT_15																															hɑte̠k~hɑtep			
WHAT_16																																haːi̯̯ntɑ		
WHITE_1	teviʃnek																																	
WHITE_2		rosakame									tosaname																							
WHITE_3			tosaka												tosali		toha	toxa		stoha						toʃa~toʃæ	tosːai		stoha		tosar			tosaʔi
WHITE_4				istak					istaːk												istak							istøk						
WHITE_5					tosapihtɨn														tosapihtɨ					tosapihtɨn										
WHITE_6						xwajɨ																												
WHITE_7							kʷei̯na																											
WHITE_8								sutei̯̯					seːɡidɨ																				sakatɨ	
WHITE_9										qøycaːwasaʔ																								
WHITE_10												turame~putura																						
WHITE_11														xwai̯̯a																				
WHITE_12																toʦːipono																		
WHITE_13																							jaraːraʔn											
WHITE_14																									ʧu̯a									
WHITE_15																														rawatai̯̯				
WHITE_16																																poːʃɨɨt~oːboːʃɨ		
WHO_1	hɑ̠xʔi																																	
WHO_2		mɑ̠pu									abu̯aː																							
WHO_3			hinːi										hini		hɑ̠βesu~hɑβːe												hawe		hɯðɑi̯̯					hɑβe
WHO_4			hɑŋɑ		hɑkɑtɯ	hɑx				hɑk			hɑnɑ			haɡʱe	hɑkɑ		hɑkːɑ~hɑkɑtɯn					hɑkːe~hɑkːɑi̯̯						hakiː	hɑki̠		ʔaː	
WHO_5				aːkin					aːkoni																			aːki						
WHO_6							hatɑne̠																											
WHO_7								hebeː												hɯri														
WHO_8												qeː									kɑh~kaː													
WHO_9												titɑ																						
WHO_10														hɑx								ak												
WHO_11																		voːr																
WHO_12																				hɯli														
WHO_13																							hɑmiʔ											
WHO_14																										anɡa								
WHO_15																																ɑkitin~ɑki		
WIND_1	jaʔi																																	
WIND_2		eka					eeka~aːka				eɡa	eka			heeka																			heeka
WIND_3			nɨkatɨ		nɨepi								neːdɨ						nɨe					nɨai̯		nɨa							nɨatɨ~nɨai̯̯	
WIND_4				ekat͡ɬ					ehekat												ahakat							jehjekat͡ɬ						
WIND_5						sɨvɨl														hɨvɨl														
WIND_6								raheca																			ɡeca							
WIND_7										hɨːkaŋwɨ				huŋla																				
WIND_8																hɨkːwa	kɨkːwapːa																	
WIND_9																		jubuli							jɨbɨl̥				hɨwɨl					
WIND_10																							ʂɨvɨt											
WIND_11																														axikaŋ				
WIND_12																															honit			
WIND_13																																xkahwal		
WOMAN_1	ɲiʧily																														tuli			
WOMAN_2		muki						huhuɡu̯a																										
WOMAN_3			mamaʔuː										mamaʔo~mumoʔo													mamaʔu							mamaci	
WOMAN_4				siwaːt͡ɬ					siwaːt												siwat							sowat͡ɬ						
WOMAN_5					waʔipːɨ											hɨːpːiʔ			waʔipːɨ					waʔipːɨ										
WOMAN_6						nawikat																												
WOMAN_7							hɨi̯̯taʔa																											
WOMAN_8								hokis									mokoʔni																	
WOMAN_9										wɨːti																								
WOMAN_10											oerume																							
WOMAN_11												uka								oks							oqui̯̯							
WOMAN_12														ʂuŋaal																				
WOMAN_13															hamːut																			hamut
WOMAN_14																		ubi							ubiː				uwi					
WOMAN_15																							nɨːht											
WOMAN_16																														tokor				
WOMAN_17																																koi̯̯mi		
YEAR_1	tawpaxiʃ					tawpa							tiːpɨ	tawpaʃ																				
YEAR_2		bamibali									pamibame																							
YEAR_3			tomo		tomːo											toː	tomːo		tomːo				tamoaʔ	tomːo		tomːo							tomotːɨ	
YEAR_4				ʃiwit͡ɬ					ʃiwit												ʃiwit							ʃiːbit͡ɬ~ʃiːhpa						
YEAR_5							nyinʲeʔira																											
YEAR_6								betaraːwa																										
YEAR_7										jaːsaŋwɨ																								
YEAR_8												witari~wijari																						
YEAR_9															wasuktiria																			wasuktia~wasuktia
YEAR_10																		jumiɡui̯̯																
YEAR_11																		oi̯̯diɡui̯̯																
YEAR_12																				macohu̯aba														
YEAR_13																				hunai̯̯b														
YEAR_14																									oi̯̯dʱaʔ									
YEAR_15																											veta							
YEAR_16																													ahidaɡ					
YEAR_17																														tameːvŋei̯̯				
YEAR_18																															asak			
YEAR_19																																ʃuwaːl		
YELLOW_1	tesnekiʃ																																	
YELLOW_2		sawaroame						savei̯̯			saʔwatome				sawari~sawali												saɡu̯ai							sawai̯̯
YELLOW_3			oasiakka																															
YELLOW_4				kost͡ɬi					kostik																			kostiːk						
YELLOW_5					oha												oha		oa					oa		oæ								
YELLOW_6						kɨnɨkɨnɨʔɨʃ																												
YELLOW_7							tjau̯̯mwa																											
YELLOW_8										sikaŋpɨ																								
YELLOW_9												taraɨ̯̯je																						
YELLOW_10													hɨvɨɡidɨ																				oakːatɨ	
YELLOW_11														aʂoʔʂuʃ																				
YELLOW_12																ohapono																		
YELLOW_13																		oama		soam					u̯am				soam			u̯am		
YELLOW_14																					tultik													
YELLOW_15																							ʂaʈ͡ʂiːʈ͡ʂiʔn											
YELLOW_16																														pajuːwit				
YELLOW_17																															kisarakar~mokʷasakara			
YELLOW_18																																		huːsai̯̯
