	Beijing	Changsha	Chengdu	Fuzhou	Guangzhou	Guilin	Ha'erbin	Jinan	Jixi	Loudi	Meixian	Nanchang	Nanjing	Rongcheng	Suzhou	Taiyuan	Wenzhou	Xi'an	Xiamen
WE_1				naŋ⁵³ŋa⁵⁵koʔ²⁴nøyŋ⁵³~nu⁵³koʔ²⁴nøyŋ⁵³															
WE_2											ŋai¹¹ten³³ŋin¹¹								
WE_3						wo²³te²³lei⁴²kɤ²¹													
WE_4												ŋo²¹³ko⁰li⁰							
WE_5				naŋ⁵³ŋa⁵⁵						ŋ̍⁴²ŋa⁴⁴								ŋɛ²¹	
WE_6					ŋɔ²³tei²²										ŋəu²³¹ɲi⁰				
WE_7	wo²¹³mən³⁵	ŋo⁴¹mən⁰	ŋo⁵³mm̩⁵⁵				wo²¹³mən⁰	vɔ⁴⁵mẽ⁰				ŋo²¹³mɨn⁰	o¹¹mən¹³	wɔ²¹⁴mən³⁵		ɣɤ⁵³mɤ⁰			
WE_8									ɔ²¹³jɑ̃⁰										
WE_9																	ŋ̍²⁴ljɛ³⁴¹		
WE_10																			lan⁵³
WHAT_1											mak¹ke⁵³								
WHAT_2																	a⁴¹ɲi³⁴¹		
WHAT_3					mɐt⁵jɛ²³														
WHAT_4												ɕit⁵li²¹							
WHAT_5				sjeʔ²⁴noʔ²⁴															
WHAT_6									ɕjeʔ³²mɤ²¹³										
WHAT_7							ʂa²⁴								sɑ⁴¹²			sɑ⁴⁴	
WHAT_8			sa²¹³ʦɹ̩⁵³																
WHAT_9		mo²⁴ʦɹ̩⁰								mɤ⁴²ʦɹ̩⁰									
WHAT_10	ʂən³⁵mə⁰	sən²⁴mo⁰				sɤn²²ma²²	ʂən²⁴mɤ⁰	ʂẽ⁵³mə⁰					ʂən¹³moʔ⁵	ʂən³⁵mə⁰					
WHAT_11																səŋ⁴⁵ləʔ²			
WHAT_12																			sim⁵³mjæʔ⁵
WHITE_1	pɛ³⁵	pə²⁴	pe²¹	paʔ⁵	pak²	pja²²	pai²⁴	pei⁵³	pʰaʔ³²	pʰɔ³⁵	pʰak⁵	pʰaʔ⁵	pəʔ⁵	pɛ³³⁴	bɑʔ²³	pai²¹~pjə⁵⁴	ba²¹	pei²⁴	peʔ⁵
WHO_1			na⁵³ko²¹³			la²³kwo³³			na²¹³kɵ³⁵			lai²¹³ko²¹	lɑ¹¹ko⁴⁴						
WHO_2				tje³²ʒjeʔ²⁴															
WHO_3		o¹³ʦɹ̩⁵⁵ko⁵⁵																	
WHO_4	ʂəi³⁵	sei¹³			søy²¹		ʂwei²⁴	ʂei⁵³		swi¹³				ʃwɛ³⁵		swei²¹		sei²⁴	
WHO_5											man³¹ŋin¹¹				sɑ⁴¹²ɲin¹³				
WHO_6																			sjã⁵³laŋ²⁴
WHO_7				tje³²nøyŋ⁵³															
WHO_8																	a⁴¹ɲi³⁴¹naŋ³⁴¹		
WIND_1	fəŋ⁵⁵	xən³³	foŋ⁴⁵	huŋ⁵⁵	foŋ⁵³	fɤn⁴²	fəŋ⁴⁴	fɛn²¹⁴	fɑ̃⁵⁵	xɤn⁴⁴	fuŋ³³	fuŋ⁴²	fən³¹	fəŋ⁵²	foŋ⁴⁴	fəŋ²¹	hoŋ⁴⁴	fəŋ²¹	hɔŋ⁵⁵
WOMAN_1				ʦy⁵⁵nøyŋ⁵³nøyŋ⁵³															
WOMAN_2																			ʦa⁵⁵bɔ⁵³laŋ²⁴
WOMAN_3										ny⁴²nin¹³ka⁰							lə²⁴ɲjaŋ³⁴¹kʰa⁴¹		
WOMAN_4	ny²¹⁴ʐɛn³⁵	ɲy⁴¹ʐən⁰~ɲy⁴¹ti⁰	ɲy⁵³zən²¹~ɲy⁵³li⁵⁵			ly²³liŋ²³		ɲy⁴⁵ʐẽ⁵³	ɲy²¹³nɤ⁰				li³¹ʐən¹³	ny²¹³in⁵²	ɲy²³¹ɲin¹³	ny⁵³zəŋ²¹		ny⁵³ʐẽ⁰	
WOMAN_5					nøy²³jɐn²¹														
WOMAN_6												ɲy²¹³kʰaʔ⁵							
WOMAN_7				ny³²ɛ²¹²															
WOMAN_8							njaŋ²⁴mə⁰												
WOMAN_9											moi⁵³je⁰ŋin¹¹								
WOMAN_10				i⁵⁵ʦja³²															
YEAR_1			ɲjɛn²¹fən²¹³				njan²⁴fən⁵³												
YEAR_2	njɛn³⁵	ɲjẽ¹³	ɲjɛn²¹		nin²¹	ljã²²	njan²⁴	njæ̃⁵³	ɲje⁴⁴	njæ¹³		ɲjɛn⁴⁵	ljen¹³	njɐn⁵²	ɲjɪ¹³	nje²¹	ɲi³⁴¹	njæ̃²⁴	
YEAR_3				hwoi²¹²															
YEAR_4											se⁵³								
YEAR_5				ʦai³²															
YEAR_6																			he²²tʰau²⁴
YELLOW_1	xwɑŋ³⁵	wan¹³	xwaŋ²¹	woŋ⁵³	wɔŋ²¹	wɑŋ²²	xwaŋ²⁴	xwɑŋ⁵³	õ⁴⁴	ɣɔŋ¹³	voŋ¹¹	wɔŋ⁴⁵	xwɑ̃¹³	xwaŋ³⁵	ɦwɑ̃¹³	xwɒ̃²¹	ɦwɔ³⁴¹	xwɑŋ²⁴	ŋ̍²⁴
