Gloss	Azerbaijani	Bashkir	Chulym	Chuvash	Crimean Tatar	Cuman	Dolgan	Gagauz	Kara-Kalpak	Karachay-Balkar	Karaim	Kazakh	Khakas	Khalaj	Kumyk	Kyrgyz	Nogai	Northern Altai	Old Turkic	Salar	Shor	Siberian Tatar	Southern Altai	Tatar	Tofa	Turkish	Turkmen	Tuvan	Uyghur	Uzbek	West Yugur	Yakut
EARTH (SOIL)_1	jer	jer	ʧɛr	ɕɘr	jer	ier~jer	hir	jer	ʒer	ʤer	jer	ʒer	ʧir	jer	jer	ʤer	jer	cer~ɟer~jer	jer		ʧer	jer	ɟer	ʤir	ʧer	jer	jer		jɛr	jer	jer	sir
EARTH (SOIL)_2	torpɑɡ	tuprɑq	toβrɑq	tøprɑ	toprɑq			toprɑk	topɯrɑq	toprɑq	toprɑq	topɯrɑq	tobɯrɑχ	turpɑq	topurɑq	topurɑq	topɯrɑq	toprɑq	toprɑq		tobrɑq		tobrɑq	tufrɑq	toˤprɑq	toprɑk	toprɑq	dovurɑq	toprɑq	tuprɔq	torvɑq~tɯrvɑq	
EARTH (SOIL)_3							buor																									buor
EAT_1	je		ʧi	ɕi			hie		ʒe			ʒe	ʧɘ	jeːe		ʤe	je	ci	je	je~ji	ʧiː	jë	ɟi		ʧi	je		ʧi	ji	je	je~ji	sie
EAT_2		ɑʃɑ			ɑʃɑ	ɑʃɑ	ɑhɑː			ɑʃɑ	ɑsɑ~ɑʃɑ				ɑʃɑ		ɑʃɑ		ɑʃɑ			ɑʃɑ	ɑʒɑn	ɑʃɑ							ʤi	ɑhɑː
EAT_3								i																			ij					
EAT_4																									nemne			ʧemne				
EDGE_1	ɡɯrɑɡ	qɯr	qɯr	χɘrɘ			kɯrɯː			qɯjɯr	kɯrɯj		χɯri~χɯrɯɣ		qɯrɯj			qɯj~quj	qɯdɯɣ	qɯrɣɯ	qɯrɯj~qɯr		qɯrɯ	qɯrɯj	qɯdɯɣ			qɯdɯɣ	qirɣɑk~qir	qirɣɔq	qɯzɯɣ	kɯtɯː
EDGE_2		sit			ʧet	sete			ʃet			ʃet				ʧet	ʃet					ʦit~ʧët		ʧit			ʧet		ʧɛt	ʧet		
EDGE_3											jɑɣɑ				jɑɣɑ							jɑɣɑ							jɑqɑ			
EDGE_4																				qɑʃ	qɑʃ								qɑʃjɑr			
EGG_1	jumurtɑ	jomortqɑ	ʧumurtqɑ	ɕømɑrdɑ	jɯmɯrtɑ	jumurtkɑ		jɯmɯrtɑ			jumurtχɑ	ʒʊmɯrtqɑ	nɯmɯrχɑ	jumurqɑ	jɯmɯrtqɑ	ʤumurtqɑ	jumɯrtqɑ	ɲurtqɑ~ɲɯmɯrtqɑ	jumurɣɑ	jomurtɑ	nɯbɯrtqɑ	jomɯrtqɑ	ɟɯmɯrtχɑ	jomɯrqɑ	ɲumurhɑ	jumurtɑ	jumurtɡɑ	ʧuurɣɑ				
EGG_2							hɯmɯːt													jumotor												sɯmɯːt
EGG_3																															ojɑ~ujɑ	
EYE_1	cøz	kyð		kuɕ	køz	køʃ		ɡøz	køz	køz	køz~kez	køz		køz	ɡøz	køz	køz	køs	køz	koz		køz	køs	kyz		ɟøz	ɡøð		køz	koz	kyz~køz	
EYE_2			qɑrɑq				kɑrɑk						χɑrɑχ								qɑrɑq				qɑrɑq			qɑrɑq				χɑrɑχ
FALL_1	dyʃ					tuʃ	tys	dyʃ		tyʃ	ʧyʃ~kistyʃ	tys	tys	tiʃ		tyʃ		tyʃ	tyʃ	ʤyʤ		tyʃ	tyʃ		tyˤʃ	dyʃ		dyʃ	ʧyʃ			tys
FALL_2		jɯɣɯl			jɯqɯl				ʒɯɣɯl	ʤɯɣɯl	jɯɣɯl	ʒɯɣɯl			jɯɣɯl	ʤɯɣɯl	jɯɣɯl			jɯχɯl	ʧɯɣɯl	jɯɣɑl		jɯɣɯl			jɯqɯl		ʒiqil	jiqil		
FALL_3			ɑŋnɑl										ɑŋdɑrɯl																	tokil		
FALL_4				yk																												
FALL_5												qulɑ								ʃɑŋkulɑ												
FALL_6																				ʃøŋkol												
FALL_7																															toqrɑ	
FAR_1	uzɑɡ				uzɑq			uzɑk	uzɑq	uzɑq							uzɑq	uzɑq					uzɑq			uzɑk	uðɑq		uzɑq	uzoq	uzɑq	
FAR_2		jɯrɑq	ərɑq			yrɑk	ɯrɑːk	jɯrɑk			irɑχ~jɯrɑq		ɯrɑχ	hɯrɑɑq	jɯrɑq	ɯrɑɑq		rɑq~ɯrɑɑq	jɯrɑq	jɯrɑχɑr	ɯrɑq	jɯrɑq	ɯrɑɑq	jɯrɑq	ɯrɑq			ɯrɑq	ʒirɑq			ɯrɑːχ
FAR_3				inʑe																												
FAR_4						yrɑh																										
FAR_5									qɑʃɯq			qɑʃɯq																				
FAT (ORGANIC SUBSTANCE)_1	jɑɣ		ʧɑɣ		jɑɣ	jɑv		jɑː			jɑv		ʧɑɣ	jɑːɑɣ				jɯɣ	jɑɣ	jɑɣ	ʧɑɣ				ʧɑɣ	jɑː	jɑɣ		jɑɣ	jɔɣ		
FAT (ORGANIC SUBSTANCE)_2		mɑj							mɑj			mɑj			mɑj	mɑj	mɑj					mɑj		mɑj					mɑj			
FAT (ORGANIC SUBSTANCE)_3				ɕu																			ɟu									
FAT (ORGANIC SUBSTANCE)_4							hɯɑ																									sɯɑ
FAT (ORGANIC SUBSTANCE)_5										ʤɑw																						
FAT (ORGANIC SUBSTANCE)_6													ys															ys				
FAT (ORGANIC SUBSTANCE)_7																															tønɑχ	
FATHER_1	ɑtɑ	ɑtɑ	ɑdɑ			ɑtɑ			ɑtɑ	ɑtɑ	ɑtɑ				ɑtɑ	ɑtɑ	ɑtɑ	ɑdɑ			ɑdɑ	ɑtɑ	ɑdɑ	ɑtɑ	ɑtɑ		ɑtɑ	ɑdɑ	ɑtɑ	ɔtɑ	ɑʧɑ	
FATHER_2				ɑtte																												
FATHER_3					bɑbɑ			bobɑ					pɑbɑ	bɔːbɑ						ɑpɑ	ɑbɑ					bɑbɑ						
FATHER_4							ɑɡɑ												qɑŋ													ɑɣɑ
FATHER_5												ɛke																				
FEAR (BE AFRAID)_1	ɡorχ	qurq	qoːruq	χørɑ	qorq	kork			qorq	qorq	qorq	qorq	χorɯχ	qorq	qorq	qorq	qorq	qoruq~qorɯq	qorq	χorɣɑ	qoruq	qorq	qorχɯ	qurqu	qoˤrt	kork	ɡorq	qort	qorq	qorq	qorq	
FEAR (BE AFRAID)_2							kuttɑn																									kuttɑn
FEATHER_1	tyc		tyk	tɘʷk			tyː				tik				tyk			tyk	tysi						tyk							tyː
FEATHER_2	lælæc																			mimiluχ							jelek					
FEATHER_3					qɑnɑt					qɑnɑtlɯtyk													qɑnɑt									
FEATHER_4						junɡ							ʧyɡ								ʧyɡ							ʧyɡ				
FEATHER_5								tyj																		tyj						
FEMALE (OF AN ANIMAL) (N.)_1	diʃi		tɘzɘ		diʃi	tusi	tɯhɯ	diʃi		tiʃi	tiʃi		tɘzɘ	tiʃi	tiʃi			tiʒi	tiʃi	tiʧi	tiʒi		tɯʃɯ	teʃe		diʃi		diʒi	ʧiʃi		tise	tɯhɯ
FEMALE (OF AN ANIMAL) (N.)_2		inɛ											ine							ɑːneʃ				ɑnɑ								
FEMALE (OF AN ANIMAL) (N.)_3				ɑmɑ																												
FEMALE (OF AN ANIMAL) (N.)_4					ɯrɣɑʧɯ				urɣɑʃɯ		ɯrɣɑʧɯ	ʊrɣɑʃɯ				urɣɑɑʧɯ	urɣɑʃɯ										urqɑʧɯ			urɣɔʧi		
FEMALE (OF AN ANIMAL) (N.)_5																									eˤpʃɘ							
FIGHT_1	vuruʃ						ølørys		urɯs				urus	vuruʃ		uruʃ		uruʃ		vuruʃ	uruʃ					vuruʃ	uruʃ		uruʃ	uriʃ		
FIGHT_2		huɣɯʃ	soːɣus														soɣɯs	soɣɯʃ	syŋyʃ			soɣɯʃ	soɣuʃ	suɣɯʃ	soˤqʃɯr~soˤqɯʃ				soquʃ			
FIGHT_3				ɕɑbɤʷɕ																												
FIGHT_4					køtekleʃ				tøbeles			tøbeles			tøbeleʃ	tøbøløʃ	tøbeles															
FIGHT_5								dokuʃ			tutuʃ		tudɯs													døvyʃ						
FIGHT_6										ʤɑɣɑlɑʃ					toqɑlɑʃ									jɑqɑlɑʃ				sodɑːlɑʃ	jɑqilɑʃ	jɔqɑlɑʃ		
FIGHT_7																															perɯs	oχsus
FIND_1	tɑp	tɑp	tɑp	tup	tɑp	tɑp			tɑp	tɑb	tɑp	tɑp	tɑp		tɑp	tɑp	tɑp	tɑp	tɑp		tɑp	tɑp	tɑp	tɑp	tɯˤp		tɑp	tɯp	tɑp	tɔp	tɑp	
FIND_2					bul		bul	bul						bul					bul							buɫ						bul
FIND_3																				tɑpf												
FINGERNAIL_1	dɯrnɑɡ	tɯrnɑq	tərɣɑq		tɯrnɑq	termɑk	tɯŋɯrɑk	tɯrnɑk	tɯrnɑq	tɯrnɑq	tɯrnɑk	tɯrnɑq	tɯrɣɑχ	tɯrnɑq	tɯrnɑq	tɯrmɑq	tɯrnɑq	tɯrɣɑq~tɯrbɑq	tɯrŋɑq~tɯŋrɑq	tɯrnɑχ	tɯrbɑq		tɯrmɑχ	tɯrnɑq	dɯrbɑq	tɯrnɑk	dɯrnɑq	dɯrɣɑq	tirmɑq	tirnɔq	tɑrmɑq~tɯrmɑq~tɯrvɑq	tɯŋɯrɑχ
FINGERNAIL_2				ʧɘrne																												
FIRE_1	od	ut	ot	vut		ot	uot		ot	ot	ot	ot	ot	huːot	ot	ot	ot	ot	ot	ot	ot	ot	ot	ut	ot		oːt	ot	ot		ot	uot
FIREWOOD_1	odun	utɯn	oːduŋ	vudɤʷ	odun	odim		odun	otɯn	otun	otun	otɯn	odɯŋ	huːotun		otun	otɯn		otuŋ	otɯn~oʦɯn~uʦɯn	oduŋ	otɯn	odɯn	utɯn		odun	odun		otun	otin	otun~otɯn	
FIREWOOD_2						ɑɡɑʧ																			neʃ							
FIREWOOD_3							mɑstɑr																									mɑs
FIREWOOD_4															ɑɣɑʧ		ɑɣɑʃ											ɯjɑʃ				
FISH_1	bɑlɯɡ	bɑlɯq	pɑːləq	pulɤʷ	bɑlɯq	bɑlik~bɑluk	bɑlɯk	bɑlɯk	bɑlɯq	ʧɑbɑq	bɑlɯk~bɑlɯq	bɑlɯq	pɑlɯχ		bɑlɯq	bɑlɯq	bɑlɯq	bɑlɯq	bɑlɯq	bɑluχ	pɑlɯq	bɑlɯq	bɑlɯq	bɑlɯq	bɑlɯq	bɑɫɯk	bɑlɯq	bɑlɯq	beliq	bɑliq		bɑlɯk
FIVE_1	beʃ	beʃ	pɛs		beʃ	bes	bies		bes	beʃ	beʃ	bes	pis	biːeʃ~beːeʃ	beʃ	beʃ	bes	peʃ	beʃ	peʃ	peʃ	pëʃ	beʃ	biʃ	beʃ	beʃ	bɛʃ	beʃ	bɛʃ	beʃ	pis~pes	bies
FIVE_2				pilɘk				bulɑʃɯq																								
FLOW_1	ɑχ			juχ																												
FLOW_2		ɑq	ɑq		ɑq	ɑɡ		ɑk	ɑq	ɑq	ɑk	ɑq	ɑq		ɑq	ɑq	ɑk	ɑq	ɑq		ɑq	ɑq	ɑq	ɑq	ɑˤq	ɑk	ɑq	ɑq	ɑq	ɔq	ɑq	
FLOW_3							tehin~testiː																									
FLOW_4														vɑr						fyr												
FLOW_5																																syːr
FLOWER_1	ʧiʧæc	sɛskɛ			ʧiʧek	ʧiʧek		ʧiʧek			ʧeʧɛɡi				ʧeʧek		ʃeʃekej	ʧeʤek	ʧeʧek	ʧiʧeχ		ʧiʧɛk	ʧeʧek	ʧɛʧɛk~ʧɛʧkɛ		ʧiʧec		ʧeʧek	ʧeʧɛk		ʧyʧyɡ	
FLOWER_2							ot																									
FLOWER_3													ʧɑχɑjɑχ								ʧɑqkijek											
FLOWER_4																									ɑqɑʃ							
FLY (INSECT)_1		seben			ʧibin	ʧibin			ʃɯbɯn	ʧibin	ʦibin~ʧibin	ʃɯbɯn			ʤibin	ʧɯmɯn	ʃɯbɯn						ʧɯmɯn	ʧeben					ʧivin		ʧivin	
FLY (INSECT)_2				ʃɤʷnɑ				sinek					seek												seek	sinec	θiŋek	seek				
FLY (INSECT)_3							hɑksɯrɡɑ																									sɑχsɯrɣɑ
FLY (INSECT)_4														ɡudɣu					kodɣu													
FLY (INSECT)_5																		køɡen				ʧerɡɛj~ʦerɡɛj										
FLY (INSECT)_6																				pohʧyin												
FLY (MOVE THROUGH AIR)_1	uʧ	os	uʧ	vɘʷɕ	uʧ	uʧ		uʧ	uʃ	uʧ	uʧ~uʦ	ʊʃ		uʧ	uʧ	uʧ	uʃ	uʧ~uʃ	uʧ	uʧ~uʃ~yʧ		oʧ~uʦ	uʧ	oʧ	uˤʃ	uʧ	uʧ	uʃ	uʧ	uʧ	uʃ~uʧ~yʧ	
FLY (MOVE THROUGH AIR)_2							køt																									køt
FLY (MOVE THROUGH AIR)_3													uʧuχ								uʧuq											
FOAM_1	cøpyc	kybek	koːβʲyk	købøk	køpyk	kobelek		køpyk	købik	kømyk	købyk	købɘk	købɘk		ɡøbyk	købyk	købik	købyk			købyk		købyk	kybek	køˤpyk	cøpyc	køpyr		køpyk~køvyk	kopik	kivek	
FOG_1	dumɑn	tomɑn			tumɑn	toumɑn	tumɑn	dumɑn	dumɑn	tubɑn	tumɑn	tʊmɑn	tubɑn		tumɑn	tumɑn	tumɑn	tubɑn	tumɑn	tumɑn	tubɑn	tomɑn	tumɑn	tomɑn	tumɑn		dumɑn	tumɑn	tumɑn	tumɑn	mɑnɑn	tumɑn
FOG_2				tɘtre																												
FOG_3																										sis						
FOOT OR LEG_1	ɑjɑɡ	ɑjɑq	ɑzɑq		ɑjɑq	ɑjɑk~ɑjɑk~ɑjɑk	ɑtɑk	ɑjɑk	ɑjɑq	ɑjɑq	ɑjɑk	ɑjɑq	ɑzɑχ	hɑdɑq	ɑjɑq	ɑjɑq	ɑjɑq		ɑdɑq	ɑjɑχ	ɑzɑq	ɑjɑq		ɑjɑq		ɑjɑk	ɑjɑq		ɑjɑq	ɔjɔq	ɑzɑq	ɑtɑχ
FOOT OR LEG_2				orɑ																												
FOOT OR LEG_3										but					but	but		but	but				but		but			but				
FOREHEAD_1	ɑlɯn																		ɑlɯn							ɑɫɯn	ɑlɯn					
FOREHEAD_2			qɑmɑq										χɑmɑχ					qɑbɑq~qɑqpɑɣɑ			qɑbɑq							χɑvɑq				
FOREHEAD_3				ɕɑmɡɑ																												
FOREHEAD_4						ɑlni								hɑːɑnl																		
FOREHEAD_5							hyːs																									syːs
FOREHEAD_6								ɑnnɯ																								
FOREHEAD_7														hɑːll																	ɑl	
FOREHEAD_8																ʧeke																
FOREHEAD_9																				menzi												
FOREHEAD_10																									dostɑq							
FOREST_1	ɑɣɑʧ		ɑɑʧ							ɑɣɑʧ			ɑɣɑs		ɑɣɑʧlɯq		ɑɣɑʃlɯq	ɑɣɑʃɑrɑzɯ			ɑɣɑʃ		ɑɣɑʃ									
FOREST_2		urmɑn		vørmɑn	ormɑn	ormɑn					ormɑn	ormɑn			ormɑn		ormɑn					ormɑn~ormɑn		urmɑn		ormɑn			ormɑn	ormɔn		
FOREST_3					dɑɣ														ɑrɯɣ	ɑrɯɣ					ɑrɯɣ			ɑrɯɣ				
FOREST_4							mɑs																					ɯjɑʃ				
FOREST_5								dɑɑ																								tɯɑ
FOREST_6																									neʃqɑˤtɯndɑ							
FOUR_1	dørd	dyrt	tørt	tøvɑttɤʷ~tøvɑdɤʷ~tøvɑt	dørt	tort	tyørt	dørt	tørt	tørt	dørt	tørt	tørt	tøːørt~tyːørt	dørt	tørt	dørt	tørt	tørt		tørt	tørt	tørt	dyrt	dørt	dørt	dørt	dørt	tørt	tort	dyrt~tyrt~tørt	tyørt
FREEZE_1	don	tuŋ	toŋ					don	toŋ				toŋ			toŋ		toŋdɯr	toŋ	toŋ	toŋ		toŋ	tuŋ	doŋ	don	doŋ	doŋ	toŋ		toŋ	toŋ
FREEZE_2				ʃɤʷn																												
FREEZE_3					buzlɑ				muzlɑ	buzlɑ	buzlɑ			buːzɑːqvɑːɑ	buzlɑ		buzlɑ													muzlɑ		
FREEZE_4							buːhur																									
FREEZE_5												qɑt																				
FREEZE_6																						pustɑn										
FRUIT_1		jemeʃ		ɕimɘɕ		jemis		jemiʃ	ʒemis		jemis	ʒemɘs			jemiʃ	ʤemiʃ	jemis		jemiʃ			jëmiʃ		ʤimeʃ			ijmiʃ	ʧimis	jimiʃ		ʤimis	
FRUIT_2										køɡet																						
FULL_1	dolu	tulɯ		tulli	tolu	tolu	toloru	dolu	tolɯq	tolu	tolu	tolɯ		tuolɑ	tolu		tolɯ		tolu	tolu		tol	tolo	tulɯ	dolu	doɫu	dolɯ	dolu	toluq~tolɑ	tolɑ	tolo~tolu	toloru
FULL_2			toldərɑ						tolɣɑn				toldɯrɑ			tolturɑ		toltɯrɑ			toldurɑ											
GIVE_1	ver	bir	pɛr	pɑr	ber	ber	bier	ver	ber	ber	ber~ver	ber	pir	vier	ber	ber	ber	per~ber	ber	per~ver~ber	per	ber~bɛr	ber	bir	ber	ver	ber	ber	bɛr	ber	per	bier
GO_1	ɟet	kit			ket			ɡit	ket		ket	ket														ɟit	ɡit					
GO_2		bɑr	pɑr	pɯr	bɑr	bɑr	bɑr		bɑr	bɑr	bɑr	bɑr	pɑr	vɑr	bɑr	bɑr	bɑr	pɑr~bɑr	bɑr	bɑr	pɑr	bɑr	bɑr	bɑr	bɑr		bɑr	bɑr	bɑr	bɔr	pɑr	bɑr
GO_3																ʤyr						jør								jur		
GO_4																												ʧoru				
GOOD_1	jɑχʃɯ	jɑqʃɯ	ʧɑqsə		jɑχʃɯ	jɑksi			ʒɑqsɯ		jɑχʃɯ~jɑχsɯ	ʒɑqsɯ	ʧɑχsɯ		jɑχʃɯ	ʤɑqʃɯ	jɑχʃɯ	cɑqʃɯ~ɟɑqʃɯ		jɑχʃi~jɑχʃɑrɑ	ʧɑqʃɯ	jɑqʃɯ	ɟɑχʃɯ	jɑχʃɯ			jɑɡʃɯ		jɑχʃɯ	jɑχʃi	jɑχʃɯ	
GOOD_2					eji			iji																		iji						
GOOD_3						ejɡi				iɡi							ijɡi		edɡy									eki				
GOOD_4							yʧyɡej																									yʧyɡej
GOOD_5										ɑʃχɯ															eˤkkɘ							
GRASP_1	tut	tot	tut	tɯt	tut	tut	tut	tut	tut		tut		tut	tut	tut	tut	tut	tut	tut	tut~tuʦ	tut	tot	tut	tot	tuˤt	tut	tut	tut	tut	tut	tut	tut
GRASP_2								kɑp			kɑp		χɑp								qɑp					kɑp						kɑp
GRASP_3										sermebtut																						
GRASP_4												ʊstɑ																				
GRASP_5																qɑrmɑ													qɑrmɑ			
GRASS_1	ot		ot		ot		ot	ot			ot~jɑʃot		ot	oot	ot						ot					ot	ot	oˤt	ot	ot	oht	ot
GRASS_2		ylɛn			ølen												ølen	øløŋ			øleŋ	ylɛŋ	øløŋ	ylɛn								
GRASS_3				kurɤʷk																					køk							
GRASS_4						kukel																										
GRASS_5									ʃøp			ʃøp				ʧøp				ʧøp~ʧyp									ʧøp			
GRASS_6																												siɡen				
GREEN_1	jɑʃɯl	jɛʃel			jeʃil	jɑs		jeʃil		ʤɑʃɯl	jesil	ʒɑsɯl			jɑʃɯl	ʤɑʃɯl	jɑsɯl	cɑʒɯl	jɑʃɯl	jɑːʃɯl	ʧɑʒɯl	jiʃil	ɟɑʒɯl	jɛʃel		jeʃilʲ	jɑʃɯl		jeʃil	jɑʃil	jɑsɯl	
GREEN_2			kok				kyøk		køk				køk	kyøk~kiek											køk				køk			kyøχ
GREEN_3				simɘs																												
GRIND_1	yjyt																															
GRIND_2		tɑrt							tɑrt	tɑrt	tɑrt	tɑrt	tɑrt		tɑrt	tɑrt	tɑrt				tɑrt	tɑrt		tɑrt					tɑrt	tɔrt		tɑrt
GRIND_3				ɑvɤʷr																												
GRIND_4					ʧek																											
GRIND_5							ilbirit																									
GRIND_6																		teerbenne					teermende		teermele			deerbele				
GRIND_7																			jɑnʧ											jɑnʧ		
GRIND_8																										øvyt						
GRIND_9																											ywe					
GRIND_10																															uɣ	
GROW_1	bøjy							byː						bidi												byjy						
GROW_2		yθ	øs	ys	øs	os			øs	øs	øs~es	øs	øs		øs	øs	øs	øs			øs	øs	øs	ys	øˤs		øθ	øs	øs	os		
GROW_3						ulɡɑj	ulɑːt																									ulɑːt
GROW_4							yːn																		yn				yn		yn	yːn
GROW_5														kiːekɛr																		
GROW_6																				ʧɑŋnɑ~ʧɯŋnɑ												
GUTS_1	bɑɣɯrsɑɡ			pɯrʒɤʷ																pɑɣsuχ					bɑːrsɯq	bɑːɯrsɑk						
GUTS_2		esɛk	iʤiː		iʧek				iʃek	ʧeɡi	iʦiɡi	ɘʃek	ɘʧeɡe		iʧek	iʧeɡi	iʃek	iʤeɡe~iʒe					iʧeɡe	eʧɛk			iʧeɡe	iʒin		iʧɑk	eʧikɯ~iʧeki	
GUTS_3						iʧɑɡ																ɛʧɛw										
GUTS_4						suʃuɡ																										
GUTS_5								iʧ													iʃte											
GUTS_6																													yʧɛj			
GUTS_7																																ohoɣos
HAIR (HEAD)_1	sɑʧ	sɛs	ʧɑʧ	ɕyɕ	sɑʧ	zɑk	ɑs	sɑʧ	ʃɑʃ	ʧɑʧ	sɑʧ~seʧ~ʦɑʦ~ʧɑʧ	ʃɑʃ	sɑs	sɑʧ	ʧɑʧ	ʧɑʧ	ʃɑʃ	ʧɑʧ~ʃɑʃ	sɑʧ	sɑʧ	ʃɑʃ	ʦɑʦ	ʧɑʧ	ʧɛʧ	ʧeˤʃ	sɑʧ	θɑʧ		ʧɑʧ	sɔʧ	sɛʤ~ʃɑʤ~sɑʧ	ɑs
HAIR (HEAD)_2															tyk													dyk				
HARD_1	bærc																															
HARD_2		qɑtɯ	qɑːdəɣ	χɯdɤʷ	qɑttɯ	kɑti			qɑttɯ	qɑtɯ	qɑtɯ	qɑttɯ	χɑtɯɣ		qɑttɯ	qɑtuː	qɑtɯ	qɑdu~qɑdɯɣ	qɑtɯɣ	χɯti~χɯʤi	qɑdɯɣ	qɑttɯ	qɑtu	qɑtɯ	qɑˤtɯɣ	kɑtɯ	ɡɑtɯ	qɑdɯɣ	qɑttiq	qɑttiq	qɑtɯɣ	
HARD_3							kɯtɑːnɑk	ʧetin																								kɯtɑːnɑχ
HE OR SHE OR IT_1	o	ul	ol	vøl	o	ol		o	ol	ol	ol	ol	ol	oː	o	ɑl	ol	ol	ol		ol	ol	ol	ul	ol~oŋ	o	ol	ol			qol	
HE OR SHE OR IT_2							ɡini																									kini
HE OR SHE OR IT_3																				vu									u	u		
HEAD_1	bɑʃ	bɑʃ	pɑs	puɕ	bɑʃ	bɑs	bɑs	bɑʃ		bɑʃ	bɑʃ~bɑs	bɑs	pɑs	bɑːʃ	bɑʃ	bɑʃ	bɑs	bɑʃ~pɑʃ	bɑʃ	pɑʃ~bɑʃ	pɑʃ	pɑʃ~bɑʃ	bɑʃ	bɑʃ	bɑˤʃ	bɑʃ		bɑʃ	bɑʃ	bɔʃ	pɑʃ	bɑs
HEAR_1	eʃit	iʃet			eʃit	esit~eʃit	ihit	iʃit	esit	eʃit	esit~eʃit	esɘt		iʃyt	eʃit		esit		eʃit			iʃit~eʃit		iʃet		iʃit	eʃit		iʃit	eʃit		ihit
HEAR_2			ɛs										is							iʃti												
HEAR_3				ilt																												
HEAR_4																uq		uq			uq	uq~oq	uq									
HEAR_5																									dɯŋnɑ			dɯŋnɑ			tinnɑ	
HEART_1	yræc	jørɛk	ʧyrek		jyrek		hyrek	yrek	ʒyrek	ʤyrek	jirek	ʒyrek	ʧyrek	jirɛk	jyrek	ʤyrek	jyrek	dyrek	jyrek	jiriɡ	ʧyrek	jorɛk	ɟyrek	jørɛk	ʧyrek		jyrek	ʧyrek	ʒyrɛk~jyrɛk	jurɑk	jyrek~jørek	syreχ
HEART_2				ʧɘre																												
HEAVY_1	ɑɣɯr	ɑwɯr	ɑɑr	jɯvɤʷr	ɑɣɯr	ɑɡer	ɯɑr	ɑɑr	ɑwɯr	ɑwur	ɑvur	ɑwɯr	ɑɑr	ɑɣir	ɑwur		ɑwɯr	ɑɑr	ɑɣɯr	ɑɣɯr	ɑːr	ɑwɯr	uur	ɑwɯr	ɑɑr	ɑːɯr	ɑɣɯr	ɑɑr	eɣir	ɔɣir	ɑɣɯr	
HEAVY_2																oor																
HEAVY_3																																ɯɑrɑχɑn
HERE_1	burɑdɑ	bɯndɑ						bɯrdɑ						buoːrɑ					buntɑ							burɑdɑ~burɑsɯ	bujerde		bujɛrdɛ~bujɑqtɑ	bujerdɑ		
HERE_2			məndɑ		mɯndɑ	mondɑ	mɑnnɑ		bundɑ	mɯndɑ	munɑ	mʊndɑ	mɯndɑ		mundɑ	mɯndɑ	mundɑ	mɯndɑ		mɯntɑ	mɯndɑ	mɯndɑ	mɯndɑ	mondɑ	mɯndɑ			mɯndɑ			mɯndɑ	mɑnnɑ
HERE_3				kundɑ																												
HERE_4										bɯlɑjdɑ																						
HIDE (CONCEAL)_1	ɟizlæn						kisteː												kizle								ɡiðle					kisteː
HIDE (CONCEAL)_2		jɛʃer	ʧɑːzər			jɑzirj~iɑsir			ʒɑsɯr	ʤɑʃɯr	jɑʃɯr		ʧɑzɯr		jɑʃɯr	ʤɑʃɯr	jɑsɯr		jɑʃur	jɑʃir	ʧɑʒɯr	jɛʃɛr	ɟɑʒɯr	jɑʃɯr	ʧɑˤhir		jɯɣʃɯr	ʧɑʒɯr	joʃur	jɑʃir	jɑʃɯr	sɑhɯɑr
HIDE (CONCEAL)_3				pɯdɑr																												
HIDE (CONCEAL)_4					sɑqlɑ			sɑklɑ																		sɑkɫɑ						
HIDE (CONCEAL)_5												tɯq																				
HIDE (CONCEAL)_6														kyːøʃy																		
HIDE (CONCEAL)_7																		suq					suq									
HOLE_1	deʃic~dælic	tiʃek			teʃik			delik	tesik	teʃik	teʃik	tesɘk	tizɘk	teplyk	teʃik	teʃik	tesik	teʒik			teʒik	tëʃik		tiʃek	delɘk	delʲic	deʃik	deʒik	tøʃyk	teʃik	telɯq~telʲɯq	
HOLE_2			ydyk	ʃɤʷdɤʷk																												
HOLE_3			toptuq																													
HOLE_4							yːt						yt						yt		yt		yjt		yt			yt				
HOLE_5																																χɑjɑɣɑs
HORN (ANATOMY)_1	bujnuz				bojnuz			bujnuz																		bojnuz						
HORN (ANATOMY)_2		møɡøð	myys			munɡus	muos		myjiz	myjyz	myŋyz~miviz	myjɘz	myys		myjyz	myjyz	myjiz	myys	myjyz	moŋus	myːs		myys	møɡez	miis			mɯjɯs	myŋɡyz		moŋus	muos
HORN (ANATOMY)_3				møjrɑɡɑ																												
HOT_1	isti	eθe	izɘɣ			issi			ɯssɯ	issi	issi	ɯstɯq	ɘzɘɡ		issi	ɯsɯq	issi	iziɡ~yzyɡ	isiɡ	ɯssɯ	iziɡ	isy	izy	esse	iˤsɘɣ			iziɡ	issiq~qiziq	issiq	issɯɡ	
HOT_2				vɘri																												
HOT_3					sɯʤɑq			sɯʤɑk																		sɯʤɑk						
HOT_4							itiː																									itiː
HOT_5																				qɯzɯɡu							ɡɯðɡɯn					
HOUSE_1	ev																															
HOUSE_2		oj							yj	yj	yj	yj			yj	yj	yj	yj		øj				øj					øj	uj	yj	
HOUSE_3		jort		ɕurt																				jort								
HOUSE_4			ɛp																													
HOUSE_5					ev						yv								ev													
HOUSE_6						øw																										
HOUSE_7						eu																										
HOUSE_8								ev																								
HOUSE_9													turɑ					turɑ					turɑ									
HOUSE_10														hɛv																		
HOUSE_11																		em			em											
HOUSE_12																		uɣ							øɣ							
