Gloss	Azerbaijani	Bashkir	Chulym	Chuvash	Crimean Tatar	Cuman	Dolgan	Gagauz	Kara-Kalpak	Karachay-Balkar	Karaim	Kazakh	Khakas	Khalaj	Kumyk	Kyrgyz	Nogai	Northern Altai	Old Turkic	Salar	Shor	Siberian Tatar	Southern Altai	Tatar	Tofa	Turkish	Turkmen	Tuvan	Uyghur	Uzbek	West Yugur	Yakut
TIE_2				ɕɯχ																												
TIE_3												bu						poɣ													poɣ~poq	
TIE_4																tɑŋ											dɑŋ					
TOMORROW_1		irtɛɡɛ							erteŋ			erteŋ				erteŋ	erten			eːtɛ		ɛrtɛn	erten	irtɛɡɛ			ertir		ɛtɛ~ɛtiɡɛ~ɛrtɛ	ertɑ		
TOMORROW_2			tɑŋnɑ			tɑndɑ					tɑndɑ		tɑŋdɑ		tɑŋɑlɑ			tɑŋdɑ			tɑŋdɑ								tɑŋlɑ		tɑɣɯn	
TOMORROW_3			tɑmnə																													
TOMORROW_4				ɯrɑn																												
TOMORROW_5					jɑrɯn		hɑrsɯn	jɑrɯn											jɑrɯn							jɑrɯn						sɑrsɯn
TOMORROW_6										tɑmblɑ																						
TOMORROW_7																									turɑj							
TOMORROW_8																												dɑɑrtɑ				
TONGUE_1	dil	tel	tɘl	ʧɘlɣe	til	til	tɯl	dil	til	til	til	tɘl	tɘl	til	til	til	til	til	tɯl	ʦil	til	til	til	tel	dɯl	dilʲ	dil	dɯl	til	til	tel	tɯl
TOOTH_1	diʃ	teʃ	tɘs		tiʃ	tis	tiːs	diʃ	tis	tiʃ	tis~tiʃ~diʃ	tɘs	tɘs	tiːiʃ	tiʃ	tiʃ	tis	tiʃ	tiʃ	tiʧ	tiʃ		tiʃ	teʃ	dɘʃ	diʃ	diʃ		ʧiʃ	tiʃ	tɯs~tes	tiːs
TOOTH_2				ʃɤʷl																												
TREE_1	ɑɣɑʤ	ɑɣɑs	ɑɑʧ					ɑːʧ	ɑɣɑʃ			ɑɣɑʃ	ɑɣɑs	hɑɣɑʧ		ʤɯɣɑʧ		ɑɣɑʃ	ɯɣɑʧ	ɑɣɑʧ	ɑɣɑʃ	ɑɣɑʦ	ɑɣɑʃ	ɑɣɑʧ		ɑːɑʧ	ɑɣɑʧ		jɑɣɑʧ			
TREE_2				jɯvɤʷɕ																												
TREE_3					terek	terɑk				terek	tørɛk				terek		terek														terek	
TREE_4							mɑs																					ɯjɑʃ				mɑs
TREE_5																			søɡyt													
TREE_6																									neʃ							
TRUE_1	doɣru				doɣru			doːru			doɣru			toɣrɯ								turɯ					doɣrɯ					
TRUE_2			sən	ʧɤʷn		ʧin			ʃɯn			ʃɯn	sɯn			ʧɯn	uʃɯn	ʧɯn	ʧɯn	ʧeŋ	ʃɯn	ʧɯn	ʧɯn	ʧɯn	ʃɯn		ʧɯn	ʃɯn	ʧin		ʧɯn	
TRUE_3						kerti	kirdik			kerti					ɡerti				kertø							ɟerʧec						kɯrʤɯk
TURN (SOMETHING)_1	døndær							døndyr					ɑjlɑndɯr					ɑjlɑndɯr								døndyr			ɑjlɑndur			
TURN (SOMETHING)_2	ʧevir										ʦivir			ʧɛvir					evir													
TURN (SOMETHING)_3		bor		pør					bur	bur		bʊr			bur	bur	bur				pur		buru	bor					bur	burɑ		
TURN (SOMETHING)_4							tuorɑ																									
TURN (SOMETHING)_5																											øwyr					
TURN (SOMETHING)_6																												erɡildir				erɡit
TWO_1	ici	ike	iɡɘ	ikkɘ~iɡɘ	eki	eki	ikki	iki	eki	eki	eki	ekɘ	ɘkɘ	ɛkki	eki	eki	eki	eki~ekki	eki~iki	iʃki~iʧki	ijɡi	ëki~eki	eki	ike		ici	iki		ikki	ikki	iʃke	ikki
TWO_2				ik																												
TWO_3																									iˤhi			iji				
UPPER LEG (THIGH)_1	bud	bot	put		but	buth	buːt	but		bɑzɯqbut	but		put	buːut	bɑzɯqbut		but	but						bot	but		but				put	buːt
UPPER LEG (THIGH)_2			ʧɑn		sɑn				sɑn			sɑn				sɑn	sɑn	ɲɑn											sɑn	sɔn		
UPPER LEG (THIGH)_3											tijme																					
UPPER LEG (THIGH)_4																	jɑnbɑs					jɑnbɑʃ										
UPPER LEG (THIGH)_5																			udluq		ustuq					ujɫuk						ulluk
UPPER LEG (THIGH)_6																							ɟɑlmɑʃ					døŋmek				
VOMIT_1	ɡus	qoθ	qus	χøs	qus	kus		kus	qus	qus	kus	qʊs	χus	qus	qus	qus	qus	qus	qus				qus	qos	quˤs	kus	ɡuθ	qus	qus	qus	qus	
VOMIT_2																																χotuolɑː
WALK_1	jeri			ɕyre			hɯrɯt							jorɯ					jorɯ								jøre					
WALK_2	ɟæz							ɡez																								
WALK_3		jør	ʧør		jyr	jur			ʒyr	ʤyry	jyry	ʒyr	ʧør		jyry	ʤyr	jyr	cor		jyr	ʧør	jør		jør	ʧoru	jyry		ʧoru	ʒyr	jur		
WALK_4							bɑr											pɑs~bɑs					bɑs								pɑr	
WALK_5																				jer											vɑr	
WALK_6																																χɑːmp
WARM_1		jɯlɯ	ʧələɣ						ʒɯllɯ	ʤɯlɯ	jɯlɯ	ʒɯlɯ	ʧɯlɯɣ		jɯlɯ	ʤɯluu	jɯlɯ	jɯlɯɣ	jɯlɯɣ		ʧɯlɯɣ		ɟɯlu	ʤɯlɯ	ʧɯlɯɣ	ɯɫɯk	jɯlɯ	ʧɯlɯɣ	illiq	iliq	jilɯɣ	sɯlɑːs
WARM_2				ɤʷʒɤʷ																												
WARM_3					sɯʤɑq		iciɡes	sɯʤɑk																								
WARM_4						issi					issi			hissiː	issi					ɯssɯ										issiq		
WARM_5							itiː																									
WASH_1	ju		ʧun			juu						ʒu		juːu		ʤuu			ju	ju~jy	ʧun	ju	ɟun		ʧu						ju	
WASH_2		jɯw			juv				ʒuw	ʤuw	juv		ʧuɣ		ʤuw		juw							juw			juw	ʧuɣ		juv		
WASH_3				ɕu																												
WASH_4							huːj																						ʒuj			suːj
WASH_5								jɯkɑ										jɑjqɑ								jɯkɑ						
WATER_1	su		suɣ		suw	su		su	suw	suw	suv	su	suɣ		suw	suu	suw	suɣ	suv	su	suɣ	su	suː	su	suɣ	su	θuw	suɣ	su	suv	su	
WATER_2		hɯw		ʃɯv																												
WATER_3							uu																									uu
WATER_4														suw																		
WE_1	biz	beð	pɘs		biz	biz		biz	biz	biz	biz	bɘz	pɘs	biz	biz	biz	biz	pis	biz	piser	pis	biz	bis	bez	bister	biz	bið	bis	biz	biz	mɯs~mɯster	
WE_2				ebir																												
WE_3							bihiɡi																									bihiɡi
WEAVE_1	toχu	tuqɯ			toqu			doku	toqɯ		tuχu~toχu	toqu		toqu		toqu	toqɯ		toqɯ					tuqu		doku	doqɑ		toqu	toqi		
WEAVE_2		huq								soq	soχ		soq		soq	soq	soq					soq	soq	suq							soq	
WEAVE_3				tɘrt																												
WEAVE_4																												ɑrɣɯ				
WEAVE_5																																ør
WET_1	jɑʃ							jɑʃ			jɑʃ~jivis~jyvyʃ													jyjeʃ								
WET_2		eweʃ																		uːʃ												
WET_3			suɣluɣ							suu		su			suw	suu	suw	suɣ					suulu							suv		
WET_4					sɯlɑq																					ɯsɫɑk					ʃɯdɯq~ʃidɯk~ʃɯtɯq	
WET_5							nʲɯlʧɑɡɑj																									
WET_6									høl				øl	heːl~hiːel							øl				øl		øl	øl	høl	hol		
WET_7										ʤibiɡen								jibiɡ														
WET_8																				ojʃi												
WET_9																				uːse												
WET_10																								sulɯ								
WET_11																																inʧeɣej
WHAT_1	næ	ni~nimɛ	nøme		ne	ne		ne	ne	ne	ne	ne	nime	nɛːsɛ	ne	emne	ne	ne~ɲime~nime	ne	nɛ	noː	nemɛ	neme	ni		ne	nɛme		nimɛ	nimɑ	ni~ne	
WHAT_2				mɘn																												
WHAT_3								nɑʃej																								
WHAT_4																									ʧy			ʧy				
WHAT_5																																tuoχ
WHEN_1	hɑʧɑn	qɑsɑn	qɑʤɑn	χøʑɑn		kɑʃɑn	kɑhɑn	ɑʧɑn	qɑʃɑn	qɑʧɑn	kɑʦɑn	qɑʃɑn	χɑʤɑn	qɑʲʧɑːn	qɑʧɑn	qɑʧɑn	qɑʃɑn	qɑʤɑn~qɑʒɑn	qɑʧɑn	qɑʤɑn	qɑʧɑn	qɑʧɑn	qɑʧɑn	qɑjʧɑn	qɑˤhin		hɑʧɑn	qɑʒɑn	qɑʧɑn	qɑʧɔn	qɑʧɑn	χɑhɑn
WHEN_2					nevɑqɯt																											
WHEN_3								nezɑmɑn																		nezɑmɑn						
WHERE_1	hɑrɑdɑ																															
WHERE_2		qɑjðɑ	qɑjdɑ		qɑjdɑ	kɑjdɑ			qɑjdɑ	qɑjdɑ~qɑlɑjdɑ	kɑjdɑ	qɑjdɑ	χɑjdɑ		qɑjdɑ	qɑjdɑ	qɑjdɑ	qɑjt~qɑjdɑ	qɑjudɑ~qɑndɑ	qɑjdɑ~qɑjtɑ	qɑjdɑ	qɑjdɑ	qɑjdɑ	qɑjdɑ	qɑjdɑ			qɑjdɑ~qɑjɑː			qɑjtɑ	
WHERE_3				ɤʷɕtɑ																												
WHERE_4					nejerde				qɑjʒerde						nejerde		qɑjerde												qɑjsijerde~qɛjɛrdɛ	qɑjerdɑ		
WHERE_5						kɑni	kɑnnɑ							qɑː															qeni		qɑn	χɑnnɑ
WHERE_6								neredi						nieːdɛ												nerede	nirede					
WHICH_1	hɑnsɯ	qɑjhɯ		χɤʷʒɘ	qɑjsɯ	kɑjm			qɑjsɯsɯ	qɑjsɯ	qɑjsɯ	qɑj	χɑjzɯ		qɑjsɯ	qɑjsɯ	qɑysɯ	qɑjɑzɯ~qɑjɯ	qɑɲ	qɑjsɯ~qɑjsɑre	qɑjzɯ	qɑjsɯ	kɑʒɯ	qɑjsɯ	qɑjsɯ		hɑjθɯ	qɑjɯ	qɑjsi	qɑj	qɑjsɯ	
WHICH_2					ɑnɡi			ɑnɡɯsɯ																		hɑnɟi						
WHICH_3							kɑhɯs																									χɑhɯs
WHICH_4																																χɑyɑ
WHICH_5																																χɑnnɯk
WHITE_1	ɑɣ	ɑq			ɑq	ɑk		ɑk	ɑq	ɑq	ɑk	ɑq	ɑχ		ɑq	ɑq	ɑq	ɑq		ɑχ	ɑq	ɑq	ɑq	ɑq	ɑq		ɑq	ɑq	ɑq	ɔq	ɑq	
WHITE_2			ɑqβus																													
WHITE_3				ʃurɤʷ																												
WHITE_4														hyryn					yryŋ													yryŋ
WHO_1	cim	kem	kɘm	kɑm	kim	kym~kim	kim	kim	kim	kim	kim	kɘm	kem	kim	kim	kim	kim	kem	kem	kem	kem	kim	kem	kem	qum	cim	kim	qɯm	kim	kim	kim	kim
WIDE_1	ɟeniʃ	kiŋ			keŋ~keniʃ			ɡeniʃ	keŋ	keŋ	ken	keŋ		kiːeŋ	ɡeŋ	keŋ	keŋ	keŋ	keŋ			kɛŋ	keŋ	kiŋ		ɟeniʃ	ɡiŋ		kɛŋ	keŋ	keŋ	kieŋ
WIDE_2			ʧɑlβɑq										ʧɑlbɑχ								ʧɑlbɑq	jɑlbɯrsɑq	ɟɑlbɑχ									
WIDE_3				sɑrlɑɡɑ																												
WIDE_4							ketit																									
WIDE_5													ɑllɯɣ												ɑˤlhɯɣ							
WIND_1	jel	jel	ʧɛl	ɕil	jel	jel			ʒel	ʤel	jel	ʒel	ʧil	jel	jel		jel		jel	jel		yël		ʤil			jel				jil~jɯl	
WIND_2							tɯɑl																									tɯɑl
WIND_3																									qɑt			χɑt				
WING_1	ɡɑnɑd	qɑnɑt	qɑnɑt	ɕunɑt	qɑnɑt	hɑnɑt	kɯnɑt	kɑnɑt	qɑnɑt	qɑnɑt	kɑnɑt	qɑnɑt	χɑnɑt		qɑnɑt	qɑnɑt	qɑnɑt	qɑnɑt	qɑnɑt	qɑnɑt	qɑnɑt	qɑnɑt	qɑnɑt	qɑnɑt	hɑnɑt	kɑnɑt	ɡɑnɑt		qɑnɑt	qɑnɔt	qɑnɑt~qɯjnɑt	kɯnɑt
WING_2																												ʧɑlɣɯn				
WITH_1	ilæ~lɑ~læ			bɑlɑ	ile	birlɑ				blɑ	bɯlɑ			lɑ	bulɑn			vlɑ	birle	lɑ	pɯlɑ~bɯlɑ~mɯlɑ	pilen	lɑ	belɛn	ble	ilʲe	bilen	bile	bilɛn	bilɑn	pilin	
WITH_2		menɛn	nɑŋ		lɑ~nen		nɑn	nɑn	menen~benen~penen			men	dɑŋ~tɑŋ~nɑŋ			menen						mɯnɑ~minɛ										nɑn~nen
WITH_3				bɑ													pɑn				pɑ~bɑ											
WITH_4																	mɑn				mɑ											
WOMAN_1	ɡɑdɯn	qɑtɯn			qɑdɯn	kɑtu~kɑtun		kɑrɯ	qɑtɯn		qɑtɯn				qɑtɯnɡiʃi		χɑtɯnqɯz~χɑtɯn			qɑːtɯnkeːʃ		qɑtɯn		χɑtɯnqɯz~χɑtɯn		kɑdɯn				χɔtin~χɔtin		
WOMAN_2			qɑtkɘzɘ															qɑt														
WOMAN_3				χɘrɑrɤʷm																												
WOMAN_4					qɯsqɑjɑqlɯ												qɯsqɑjɑqlɯ															
WOMAN_5						tusi							ipʧɘkɘzɘ	kiʃi				tiʒikiʒi	tiʃi		tiʒikiʒi		yjkiʒi									
WOMAN_6										tiʃirɯw																						
WOMAN_7																		epʧi			epʧi											
WOMAN_8																			evʧi													
WOMAN_9																									qoˤrhɯɲɑq							
WOMAN_10																												χereeʒen				
WOMAN_11																															sɛʤdɯɣ	
WOOD_1	ɑɣɑʧ	ɑɣɑs	ɑɑʧ		ɑɣɑʧ	ɑɡɑʧ		ɑɑʧ	ɑɣɑʃ	ɑɣɑʧ	ɑɣɑʦ~ɑɣɑʧ	ɑɣɑʃ	ɑɣɑs	hɑɣɑʧ	ɑɣɑʧ	ʤɯɣɑʧ	ɑɣɑʃ	ɑɣɑʃ	ɯɣɑʧ	ɑɣɑʧ	ɑɣɑʃ	ɑɣɑʧ	ɑɣɑʃ	ɑɣɑʧ			ɑɣɑʧ		jɑɣɑʧ	jɔɣɔʧ	jɯɣɑʃ	
WOOD_2				jɯvɤʷɕ																												
WOOD_3							mɑs																					ɯjɑʃ				mɑs
WOOD_4																									neʃ							
WOOD_5																										odun						
WORM_1	ɡurd		qurt	χurt	qurt	kurt		kurt	qurt	qurt	kurt	qʊrt	χurt	quːrt	χurt	qurt	qurt	qurt	qurt		qurt	qort	qurt	qort	quˤrt	kurt	ɡurʧuq	qurt	qurut			
WORM_2	soχulʧɑn				sɯvɑlʧɑn											søølʤɑn				suɡulʤɯŋ				suɑlʧɑn					ʧuvɑlʧɑŋ	ʧuvɑlʧɑŋ		
WORM_3		selɛwsen															ʃɯlɑwʃɑn									soɫuʤɑn						
WORM_4			søøskæj																		ʃoːʃqɑn		ʧojloʃqon		ʃojlɑʃqɑn							
WORM_5				ømɑn																												
YEAR_1	il	jɯl	ʧɯl	ɕul	jɯl	ɡil~jil		jɯl	ʒɯl	ʤɯl	jɯl~il			jil	jɯl	ʤɯl	jɯl	cɯl	jɯl	jel~jɯl~jil	ʧɯl	jɯl	ɟɯl		ʧɯl	jɯɫ	jɯl	ʧɯl	ʒil	jil	jɯl	sɯl
YELLOW_1	sɑrɯ	hɑrɯ	sɑːrəɣ		sɑrɯ	sɑri		sɑrɯ	sɑrɯ	sɑrɯ	sɑrɯ	sɑrɯ	sɑrɯɣ			sɑrɯ	sɑrɯ	sɑrɯ	sɑrɯɣ	sɑrɯ	sɑrɯɣ	sɑrɯ	sɑrɯ	sɑrɯ	sɑrɯɣ	sɑrɯ	θɑrɯ	sɑrɯɣ	seriq	sɑriq	sɑrɯɣ	
YELLOW_2							hɑhɑrkɑj																									sɑhɑrχɑj
YELLOW_3							hɑhɯl																									
YELLOW_4														ʧɑqɯr																		
YELLOW_5																																ɑrɑɣɑs
YESTERDAY_1	dynæn				tynevin	tunɑkun~tunɑkun~tunekun		dyn		tynene	tyneɡyn~kineɡin				tyneɡyn		tyneɡyn								dyyn	dyn	dyjn	dyːn	tynyɡyn		tuɣɯn	
YESTERDAY_2		kisɛ	kæʤeː				beɡeheː		keʃe			keʃe	kiʤee			keʧee		keʤe~keʒen		keːʤe	keʧe		keʧe	kiʧɛ						keʧɑ		beɣeheː
YESTERDAY_3				ɘner																												
YESTERDAY_4														ɛŋɡyr																		
YOU_1	siz	heð			siz	siz		siz	siz	siz	siz	sɘzder		siz	siz		siz		siz			sis		sez		siz	θið		siz			
YOU_2			slɛr	ezir									sɘrer			siler		sler		seler	siler	silɛr	sler		sler			siler		sizlɑr	siler	
YOU_3							en																									
YOU_4																																ehiɡi
