	Beijing	Changsha	Chengdu	Fuzhou	Guangzhou	Guilin	Ha'erbin	Jinan	Jixi	Loudi	Meixian	Nanchang	Nanjing	Rongcheng	Suzhou	Taiyuan	Wenzhou	Xi'an	Xiamen
WATER_2	ʂwei²¹³	ɕɥei⁴¹	swei⁵³	ʦwoi³²	søy³⁵	swei²³	ʂwei²¹³	ʂwei⁴⁵	ɕy²¹³	ɕy⁴²	swi³¹	swi²¹³	swei¹¹	ʂwei²¹³		swei⁵³		fei⁵³	ʦwi⁵³
WE_1	wo²¹³mən³⁵	ŋo⁴¹mən⁰	ŋo⁵³mm̩⁵⁵				wo²¹³mən⁰					ŋo²¹³mɨn⁰	o¹¹mən¹³	wɔ²¹⁴mən³⁵		ɣɤ⁵³mɤ⁰			
WE_2								vɔ⁴⁵mẽ⁰	ɔ²¹³jɑ̃⁰										
WE_3				naŋ⁵³ŋa⁵⁵koʔ²⁴nøyŋ⁵³~nu⁵³koʔ²⁴nøyŋ⁵³															
WE_4					ŋɔ²³tei²²	wo²³te²³lei⁴²kɤ²¹						ŋo²¹³ko⁰li⁰							
WE_5											ŋai¹¹ten³³ŋin¹¹								
WE_6															ŋəu²³¹ɲi⁰				
WE_7				naŋ⁵³ŋa⁵⁵						ŋ̍⁴²ŋa⁴⁴									
WE_8																	ŋ̍²⁴ljɛ³⁴¹	ŋɛ²¹	
WE_9																			lan⁵³
WHAT_1					mɐt⁵jɛ²³						mak¹ke⁵³								
WHAT_2							ʂa²⁴												
WHAT_3												ɕit⁵li²¹							
WHAT_4																	a⁴¹ɲi³⁴¹		
WHAT_5															sɑ⁴¹²			sɑ⁴⁴	
WHAT_6		mo²⁴ʦɹ̩⁰	sa²¹³ʦɹ̩⁵³							mɤ⁴²ʦɹ̩⁰									
WHAT_7																səŋ⁴⁵ləʔ²			
WHAT_8																			sim⁵³mjæʔ⁵
WHAT_9				sjeʔ²⁴noʔ²⁴					ɕjeʔ³²mɤ²¹³										
WHAT_10	ʂən³⁵mə⁰	sən²⁴mo⁰				sɤn²²ma²²	ʂən²⁴mɤ⁰	ʂẽ⁵³mə⁰					ʂən¹³moʔ⁵	ʂən³⁵mə⁰					
WHITE_1	pɛ³⁵	pə²⁴	pe²¹	paʔ⁵	pak²	pja²²	pai²⁴	pei⁵³	pʰaʔ³²	pʰɔ³⁵	pʰak⁵	pʰaʔ⁵	pəʔ⁵	pɛ³³⁴		pai²¹~pjə⁵⁴		pei²⁴	peʔ⁵
WHITE_2															bɑʔ²³		ba²¹		
WHO_1		o¹³ʦɹ̩⁵⁵ko⁵⁵	na⁵³ko²¹³			la²³kwo³³			na²¹³kɵ³⁵			lai²¹³ko²¹	lɑ¹¹ko⁴⁴						
WHO_2				tje³²ʒjeʔ²⁴~tje³²nøyŋ⁵³															
WHO_3																			sjã⁵³laŋ²⁴
WHO_4															sɑ⁴¹²ɲin¹³		a⁴¹ɲi³⁴¹naŋ³⁴¹		
WHO_5											man³¹ŋin¹¹								
WHO_6	ʂəi³⁵	sei¹³			søy²¹		ʂwei²⁴	ʂei⁵³		swi¹³						swei²¹		sei²⁴	
WHO_7														ʃwɛ³⁵					
WIND_1		xən³³				fɤn⁴²		fɛn²¹⁴		xɤn⁴⁴			fən³¹						
WIND_2	fəŋ⁵⁵		foŋ⁴⁵	huŋ⁵⁵	foŋ⁵³		fəŋ⁴⁴		fɑ̃⁵⁵		fuŋ³³	fuŋ⁴²		fəŋ⁵²	foŋ⁴⁴	fəŋ²¹	hoŋ⁴⁴	fəŋ²¹	hɔŋ⁵⁵
WOMAN_1							njaŋ²⁴mə⁰										lə²⁴ɲjaŋ³⁴¹kʰa⁴¹		
WOMAN_2				i⁵⁵ʦja³²								ɲy²¹³kʰaʔ⁵							
WOMAN_3				ʦy⁵⁵nøyŋ⁵³nøyŋ⁵³															
WOMAN_4											moi⁵³je⁰ŋin¹¹								
WOMAN_5		ɲy⁴¹ti⁰	ɲy⁵³li⁵⁵			ly²³liŋ²³			ɲy²¹³nɤ⁰						ɲy²³¹ɲin¹³				
WOMAN_6	ny²¹⁴ʐɛn³⁵	ɲy⁴¹ʐən⁰	ɲy⁵³zən²¹	ny³²ɛ²¹²	nøy²³jɐn²¹			ɲy⁴⁵ʐẽ⁵³		ny⁴²nin¹³ka⁰			li³¹ʐən¹³	ny²¹³in⁵²		ny⁵³zəŋ²¹		ny⁵³ʐẽ⁰	
WOMAN_7																			ʦa⁵⁵bɔ⁵³laŋ²⁴
YEAR_1											se⁵³								
YEAR_2																			he²²tʰau²⁴
YEAR_3	njɛn³⁵	ɲjẽ¹³	ɲjɛn²¹~ɲjɛn²¹fən²¹³			ljã²²	njan²⁴~njan²⁴fən⁵³	njæ̃⁵³	ɲje⁴⁴	njæ¹³		ɲjɛn⁴⁵	ljen¹³	njɐn⁵²		nje²¹		njæ̃²⁴	
YEAR_4					nin²¹														
YEAR_5				ʦai³²											ɲjɪ¹³		ɲi³⁴¹		
YEAR_6				hwoi²¹²															
YELLOW_1	xwɑŋ³⁵		xwaŋ²¹	woŋ⁵³	wɔŋ²¹	wɑŋ²²	xwaŋ²⁴	xwɑŋ⁵³		ɣɔŋ¹³	voŋ¹¹	wɔŋ⁴⁵	xwɑ̃¹³	xwaŋ³⁵	ɦwɑ̃¹³	xwɒ̃²¹	ɦwɔ³⁴¹	xwɑŋ²⁴	
YELLOW_2		wan¹³																	
YELLOW_3									õ⁴⁴										
YELLOW_4																			ŋ̍²⁴
