	Cahuilla	Central Tarahumara	Chemehuevi	Classical Nahuatl	Comanche	Cupeño	El Nayar Cora	Eudeve	Highland Puebla Nahuatl	Hopi	Huarijío	Huichol	Kawaiisu	Luiseño	Mayo	Mono	Northern Paiute	Northern Tepehuan	Panamint	Pima Bajo	Pipil	Pochutec	Serrano	Shoshoni	Southeastern Tepehuan	Southern Paiute	Teguima	Tetelcingo Nahuatl	Tohono O'odham	Tongva	Tubar	Tübatulabal	Ute	Yaqui
BARK_8							kucapeʔe																								ulapet			
BARK_9																					juwajo~ijewaju							jewajut͡ɬ						
BARK_10				eʔwaːt͡ɬ				beɡu̯at	eːwat						beewa												bewat							bea
BARK_11																		hilidaɡa		ɨlidaɡ									ɨldaɡ					
BARK_12	taʧal					ʧalal																												
BARK_13	taʃʔa													taaʧi																				
BARK_14			asiaʔa										asiavi													asiaː							siʔaːpi	
BARK_15					poʔa											woʔaɡːapɨ	puʔa		poʔa					poʔan										
BELLY_1	teʔily													teeʔla																				
BELLY_2				iʔtet͡ɬ																	ihti							hte						
BELLY_3								siɡu̯at									siː										siɡu̯a							
BELLY_4			sapːɨ		sapːɨh								sapɨi̯̯vɨ											sapːɨh		sapːɨ							sakoi̯pi	
BELLY_5						ʂaʔi	ʃai̯̯e																											
BELLY_6																																ʃapuʃt		
BELLY_7							huka					huka																						
BELLY_8												ijamuja																						
BELLY_9								panza											punu															
BELLY_10									poʃ	pono																				xoːnen~xoːnon				
BELLY_11																ɡohi	kohi																	
BELLY_12																															njolir			
BELLY_13								boa												voːk					bok				woːk					
BELLY_14		ropa									tohpa				topːa			voca					toːʔ											toʔona
BIG_1					pia							epɨpa				papa	papa		pia					pia		pia								
BIG_2												epɨnena																						
BIG_3	amnaʔa																						atiɨ̯̯ʔaʦ											
BIG_4						ai̯̯ʔaniʃ																												
BIG_5																																	apatːɨ	
BIG_6			hokːo										woko																					
BIG_7										wɨːjoqa				jot								wjom												
BIG_8																														jooi̯ʧ				
BIG_9				weːi̯̯~weʔ					weːji						bweʔuru~bweere						wei̯̯							bi̯ejiː			wee			bweʔu
BIG_10							veʔe																											
BIG_11											weruma																							
BIG_12																				ɡɨʔɨd					ɡəʔ				ɡɨʔɨ					
BIG_13		waʔlu																																buːʔu
BIG_14																		ɡu~aɡu																
BIG_15								huei̯̯																			ɡue							
BIG_16																																eɡeːwan		
BIRD_1		ʧuluɡi									ʦuʔruki							uːɡːui̯̯~uruɡui̯̯		uʔuviɡ									uʔuw̥iɡ					
BIRD_2					kuʦːuː																			hui̯̯ʦːu										
BIRD_3																	hucipa																	
BIRD_4	wikikmal					mukikmal								iheŋmal																				
BIRD_5			wiciʔici									wiki~wi	wizikizi		wiːkit								wicit			wicɨ						ʧikiːt	wicici	wiikit
BIRD_6								viqui̯̯tz																										
BIRD_7																									ui̯ʔ		ʧi			ʧiʔuː				
BIRD_8							pinaʔa									ʦiːpːaʔ																		
BIRD_9										ʦiro																								
BIRD_10				toːtoːt͡ɬ					toːtoːciːn												totoʧ	tutut						tutut͡ɬ						
BIRD_11																															kolo			
BIRD_12																			kasakantin															
BITE_1																		ʦuui̯̯~ʦujanta~ʦujui̯̯																
BITE_2								nequen~queen																										
BITE_3																											qui̯̯quja							
BITE_4		iʔki									kiʔcu																							
BITE_5				kecuma~kehcuma	kɨccia				keːhcoma										kɨcciʔa					kɨcciʔa				kecoma						
BITE_6	keʔ						ʧeʔe					ke~kei̯			keʔeje																ke			keʔe
BITE_7			kɨʔi			qɨʔɨ				kɨːki			kiʔi	koʔi		kɨhjɨ	kɨʔi~kɨi̯̯			kɨʔɨ			kɨːʔ		kɨjaʔ	kɨʔi			kɨʔi			kɨi̯̯ʔɨt	kɨʔi	
BITE_8																																ɨːɡɨ		
BITE_9																					tankʷa													
BLACK_1								sovei̯̯																			sovai̯̯							
BLACK_2		ʧokame									ohconame																							
BLACK_3					tuhupihtɨ								tuhukʷidɨ						tuːppihtɨ					tuːppihtɨn									tuukːwatɨ	
BLACK_4												juwi~pujuwi			ʧukuli																			ʧukui̯̯~ʧukuli
BLACK_5							ʃuʔumwa																											
BLACK_6																tumːu	tu	tuco~tucu								tuy					tokur	tuːɡu		
BLACK_7																																uːduːɡu		
BLACK_8																				stuk					ʧuk				sʧuk					
BLACK_9	tulnek			t͡ɬiltik		tula			tiːltik																			t͡ɬiltiːk						
BLACK_10																														jupiːxaʔ~jopiːxaʔ				
BLACK_11			tupːaka											juvatai̯̯							puʃawak													
BLACK_12																							tɨnaːraʔn											
BLACK_13										qøymviwsaʔ																								
BLOOD_1															ohbo																			ohbo
BLOOD_2						ɨw				ɨŋwa																						ɨkʷa		
BLOOD_3																				ɨːʔɨr					ɨɨr				ɨːʔɨɖ					
BLOOD_4																							ɨːʈ͡ʂʈ͡ʂ											
BLOOD_5			paɨ̯̯pːi		pɨːppin								pɨːpi				pɨːpːi		pau̯̯ppin					pɨːppin										
BLOOD_6																paː										paɨ̯̯							paapːɨ	
BLOOD_7																														xai̯̯n				
BLOOD_8							ʃuureʔe											vure																
BLOOD_9	eu̯̯ily																																	
BLOOD_10												zurija																						
BLOOD_11				est͡ɬi					esti												ehti	est						jest͡ɬiː						
BLOOD_12								erat										iːrai̯̯									herat				arat			
BLOOD_13		la									ela			ou̯̯la																				
BLOOD_14																															ava			
BONE_1					ʦuhni														ʦuhmi					ʦuhni										
BONE_2	teʔily					tiʔil																								ʔeːʔin				
BONE_3				omit͡ɬ					oːmit												umit							miːmiːtet͡ɬ						
BONE_4												ume																						
BONE_5							kari																											
BONE_6														kulaawut																				
BONE_7																									aoː									
BONE_8																											ramohudura~ramoɡui̯̯tzura							
BONE_9								hoɡu̯a							otːa							ot					oɡu̯a				hotarak~ola			ota
BONE_10																							oːʦ								o	on		
BONE_11			ohopi								oʔa		ohovɨ			oho	oho	oo		oːʔo						oho			oːʔo				oopɨ	
BONE_12		oʔʧi																																
BONE_13										øːqa																								
BREAST_1												ʦicu																			wimur			
BREAST_2				ʧiʧiwalli					ʧiʧiwaːl		piʔwa										ʧiʧihwal							ʧiʧiːwal						
BREAST_3	pily		pihi		pici	pi				piihɨ			pihivɨ	pit	pipːim	piciʔ	piciʔi~pica	vipːi	pici	vipi			piʔ	pici	βipiː	piːci			wipi	pin		piːl	piipɨ	pipːim
BREAST_4							ʦiʔime																											
BREAST_5								viːt																										
BREAST_6																									tor									
BREAST_7		kaso																																
BURN (SOMETHING)_1															beete																			beete
BURN (SOMETHING)_2									toːneːwi																									
BURN (SOMETHING)_3																														vireːk				
BURN (SOMETHING)_4																		mui̯̯		mɨhɨ					mɨi̯̯m				mɨhi					
BURN (SOMETHING)_5		i																																
BURN (SOMETHING)_6										ɨwi																								
BURN (SOMETHING)_7	kina					kiʔni																												
BURN (SOMETHING)_8			kucikːi																															
BURN (SOMETHING)_9																										kuʦːɨa								
BURN (SOMETHING)_10														ʧujai̯									huʔai̯̯											
BURN (SOMETHING)_11	naʔ		naʔi										neʔe	naʔ			nai̯̯~naʔi									naʔai̯̯n							naʔai̯̯	
BURN (SOMETHING)_12																																ʦama~anʒama		
BURN (SOMETHING)_13					weha														wai̯̯ja					wai̯̯hja										
BURN (SOMETHING)_14																pita												ʃut͡ɬa						
BURN (SOMETHING)_15		raha		t͡ɬat͡ɬa			taː	tahan			tahai̯̯	ta~tai̯̯									tati~tatia	tati					tʰa	bt͡ɬatɪa			taha~tasa			
CLAW_1										soki																								
CLAW_2																																	wəkːuci	
CLAW_3																										ʃɨcu								
CLAW_4			tasicoʔo										taʃtoʔobi																					
CLAW_5															sutukoʧoʔo																			
CLAW_6																															alapor			
CLAW_7						ʂulʔa								ʂulat																		ʃulunt		
CLAW_8																				hutː~huht									huːʧ					
CLAW_9																														ʧur				
CLAW_10				isteːt͡ɬ																	istit									esʧut				
CLAW_11							sɨtʲe		sti			zate~zɨte																ste						
CLAW_12		sutu			sito			sutut			suhtu					situ	sasito	jutud	masitu					sitoːn	jut		xutu~sutu							sutu
CLAW_13																							waʈ͡ʂ											
CLAW_14	salul																																	
CLOUD_1															naːmu																			naamu~naamuːk
CLOUD_2			pakɨnapɨ																pakɨnapːɨh					pakɨnapːɨh		pakɨnapɨ								
CLOUD_3													kɨnavi							tɨvaːɡ					tɨbaːʔ				ʧɨwaɡi					
CLOUD_4																														akʷaːkin				
CLOUD_5																																	uwatːipːɨ	
CLOUD_6																toø																		
CLOUD_7																		jicome																
CLOUD_8	wewniʃ																																	
CLOUD_9														tuviiʃ																				
CLOUD_10						temin											kumi																	
CLOUD_11																																paːʃuːmist		
CLOUD_12							ai̯̯tɨri					hai̯̯witɨri																						
CLOUD_13																											ryruɡæi							
CLOUD_14					tomːoakatːɨ					oomawɨ	tomoari																							
CLOUD_15				miʃt͡ɬi					miʃti												mistil							meʃt͡ɬ						
CLOUD_16		nori						mosit															woːŋt								mosit			
COLD_1									seseːk						sebːe						sesek										seve			sebe~seebe
COLD_2								uteen																			utːe							
COLD_3												haɨ̯̯tɨze																						
COLD_4		rula									tula																							
COLD_5	jui̯̯ma					jui̯̯												jupidi																
COLD_6																														ʂuvoʔ				
COLD_7														pituptuʃ																				
COLD_8			sɨjaʔi~sɨtːuʔi										situʔwidɨ																				sijaʔi	
COLD_9				ictik																								ictiːk						
COLD_10					ɨi̯̯cɨʔi											ɨcɨʔɨ	ɨcɨʦːɨ		ɨi̯̯cɨi̯̯				ɨcɨ	ɨi̯̯cɨʔi								ɨʃɨi̯̯p		
COLD_11																										ʃɨppɨta						ʃɨːbt		
COLD_12																				shɨːp					xɨp				shɨːpid					
COLD_13										sɨːsɨŋwa																								
COLD_14							kɨmwahraraʔa																											
COME_1						nɨqɨ																												
COME_2							nʲe																											
COME_3	nek																														heko			
COME_4								hueren																										
COME_5																				abhim					bʱajim				abhim			iŋɡim		
COME_6															aʔabowei̯je																			
COME_7					kimːa											kimːa	kimːa		kimːa				kimai̯̯	kimːa						kimaː	komu	kim		
COME_8			pipːicɨ										pidɨ													piʧɨ							pici	
COME_9																		duduvia		divia									jiwia					
COME_10				wiːʧ					wiːʧa												wiʦ~wiːʧ	wiʧ						biʧ						
COME_11									wiːcawiʦ																			ibiʦ						
COME_12										peewiʔ																								
COME_13				waːllau̯̯~waːlːaː					waːlaː											dada	waːlaːh	wala						wøla	dada					
COME_14											ena																vena							
COME_15		nolina																																
COME_16												nu̯a																						
COME_17																															hase			kaate
COME_18														haqwaaʧi																				
DIE_1																															hoː~huː			
DIE_2							mɨʔɨ					mɨ											mɨmɨʔq											
DIE_3										mook				mokan																mojoːk				
DIE_4	muk	muku		miki				mucuni	miki		muɡui̯				muːke			mumuke		muːk	miki				mukiaʔ		myʦ	miːkiː	muːk			muːɡ		muuke~muke
DIE_5																etaː																		
DIE_6																		mu̯anta																
DIE_7			jaʔikːwaʔi		tɨjai̯̯												jai̯~jaʔi		tiai̯̯					tiai̯̯		jaʔai̯̯							jaʔai̯̯	
DIE_8													ʔanaːʔikʷeː~tupakikʷeː~juweʔekʷeː																					
DIE_9						qaawɨ																												
DIRTY_1																					ʦil													
DIRTY_2																										polvo								
DIRTY_3																										barːo								
DIRTY_4																																		oʧoko
DIRTY_5										iceheʔe	ohcorewae̯me																							
DIRTY_6																							coːqav											
DIRTY_7																									ikoraʔ									
DIRTY_8							ʧu̯aːmwa																											
DIRTY_9															ʧiʔiʧa																			
DIRTY_10				kacaːwak									tocaːɡadɨ																					
DIRTY_11	seljaxama																																	
DIRTY_12																																	paasana	
DIRTY_13																				sivaɡui̯̯di									sbiːtaɡim					
DIRTY_14														kʷilali																				
DIRTY_15						silyɲinɨ																												
DIRTY_16																														tyhovit				
DIRTY_17																										ti̯eːra	sutepora~surevura							
DIRTY_18								isnariteri																										
DIRTY_19			tuca		tuːcaː~tuʦːai̯̯											toʦabi	tuʦːaː		tuʦːai̯̯~tuːʦːaːpːɨh					tuːʦːaːpːɨh			usa							
DIRTY_20		suɡu																								sucio								
DIRTY_21																		duburi														tuɡuːbiʃɨt~utuɡuːbiʃ		
DOG_1	awal					awal								awaal																				
DOG_2																		ɡoɡosci		ɡoɡs					ɡaɡoːx				ɡoɡs					
DOG_3				ʧiːʧiː					iʧwiːnti																		ʧitːa	ʧiːʧiːtu						
DOG_4																			isa															
DOG_5					sariː												satɨʔɨ							satiː		satiː							satici	
DOG_6		koʧi																					kuciʔ											
DOG_7								ʧutzi																						wuʃi				
DOG_8							ʦɨʔɨ					ʦɨka																						
DOG_9											ʦuhcuri				ʧuːʔu																ʦucu			ʧuuʔu
DOG_10			punkuːci										puɡuzɨ			pukːu			isapunku		pelu											punku		
DOG_11			waʔacuku														sokopukːu~sokopːukːu																	
DOG_12										pooko																								
DRINK_1	pa					paʔ								paaʔi									paːʔ							paa				
DRINK_2							jeʔe								heʔeje																			heʔe
DRINK_3												je																			he~ihe			
DRINK_4																		iu̯t																
DRINK_5																					kit													
DRINK_6				aːt͡ɬiː					aːtiː																			øt͡ɬi						
DRINK_7																		janta																
DRINK_8																													wasib					
DRINK_9																												koni						
DRINK_10							ʔi					i								iʔi												iːʔɨː~iːʔɨt		
DRINK_11		bahi	hipi		hivi			hi~hian~hiahi			ihi	hare~hari	hivi			hipi	hipi~hipːi	iːbi	hipi					hipi		ipi	hi						ipi	
DRINK_12										hiiko																								
DRINK_13																									ija									
DRY_1																														ahoːkin				
DRY_2																															moronir			
DRY_3			tapasɨ		pasa								tavasteːd			pasahkɨʔ	pasːa		pasa					pasa		tapaʃu							tapasɨpːɨ	
DRY_4																				sɡak					ɡak				sɡaki					
DRY_5	wax	waki		iːʃwaːkki		waxɨ	waʧi		waːjik		waɡi	waki		awaxve	wakia						waki	wak	awaːkiʔ					wahkiː				waːɡɨt~awak		wakia
DRY_6								hu̯aqui̯̯		laaqu																								
DRY_7																		ɡaqui̯̯dade																
EAR_1	naqal	naka	naŋka	nakaːst͡ɬi	naki	naqʔa	naʃai̯̯	nakat	nakas	naqvɨ	nahka	naka		naqla	nakːam	naqːa	nakːa	naːka	naŋki	naːk	nakas	nekest			nak	naŋkapa	naca	nakas	naːk	nanax	nakar	naŋhal	nɨkːapɨ	naka
EAR_2													naɡavivi																					
EAR_3																							qavaʦ											
EAR_4																								nenkih										
EAR_5								quei̯siven																										
EAR_6																		tucai̯̯daraɡa																
EARTH (SOIL)_1					sokovi														sokopi					sokopːɨh										
EARTH (SOIL)_2																				dɨvɨi̯̯r					dɨbɨr				jɨwɨɖ					
EARTH (SOIL)_3			tɨpipːi										tɨbiʧɨ			tɨpi	tɨi̯̯pːɨ~tiːpɨ									tɨpɨ							tɨpɨpːɨ	
EARTH (SOIL)_4										tɨckʷa																								
EARTH (SOIL)_5														exla																øxar~oːxar				
EARTH (SOIL)_6								tevat															tiɨ̯̯vaʈ͡ʂ				tevet			tuvar				
EARTH (SOIL)_7	temal			t͡ɬaːlli		tɨmal			taːl												tal	tal						t͡ɬøliː						
EARTH (SOIL)_8																																ʃuwaːl		
EARTH (SOIL)_9		wee									weʔe																							
EARTH (SOIL)_10															bwija																			bwia
EARTH (SOIL)_11							ʧwe					kʷi̯e																						
EARTH (SOIL)_12																															kvirat			
EARTH (SOIL)_13																		dubure																
EAT_1																				huɡ														
EAT_2																									juɡiaʔ									
EAT_3																											ɡuæ							
EAT_4														naaʧuxun																				
EAT_5																		aneancoai̯̯																
EAT_6								hibaːn~ba																										
EAT_7	kʷaʔ	ɡoʔa		kʷa		kʷa	kʷaʔa			sowa	koʔa	kʷa	kaʔa		bwaʔaje					koʔa	kʷa	kʷa	kʷaʔi					kʷa	koʔa	ikʷaa	koa			bwaʔa
EAT_8			tɨkːa		tɨkːa				takʷaː							tɨkːa	tɨkːa~tɨka		tɨkːa				raːkʷ	tɨkːa		tɨkːa						tɨk~ɨtɨk	tɨkːa	
EAT_9												kɨme																						
EGG_1				tet͡ɬ					piotet																			tutoltet͡ɬ						
EGG_2																																pompt		
EGG_3	weevuʔ																														netelur			
EGG_4																					tesis													
EGG_5			nopːapi									tawari	nopavi																				napːaapi	
EGG_6					nojo											nojo	noho	nono	nojo	nonːo				nojo	nanoː	noːʔ			nonha					
EGG_7										nøhɨ																								
EGG_8																										nupːu								
EGG_9																														xaːxen~xaːxin				
EGG_10														paanil									pan											
EGG_11		kaʔwa									kaʔwa				kabːa																			kaba
EGG_12							taʔu																											
EGG_13						paɲiʔat																												
EGG_14								acavora																										
EYE_1							hɨʔɨ~hɨʔɨsi					hɨzi																					pɨʔipɨ	
EYE_2	puʧily	busila	puʔipi		pui̯̯	puʃ		vusit			pusi		puʔivi	puʃla	puːsim	pusi	pui̯̯	bui̯̯	pui̯̯h	vuhi				pui̯̯h	bui̯̯	puʔi	busi		wuhi			punʒil		puusi
EYE_3										poosi																								
EYE_4																											vubu							
EYE_5																							huvaːʈ͡ʂ											
EYE_6																														ʦotron~coːcon				
EYE_7				iːʃtelolot͡ɬ					iːʃtoːloːlo																			ʃtelolo						
EYE_8																															telar~tilur			
EYE_9																					iʃ													
FAT (ORGANIC SUBSTANCE)_1			juhi		juhu								juhuvɨ			juhu	juhu		juhu					juhu		juː							jɨu̯̯pi	
FAT (ORGANIC SUBSTANCE)_2	wily	wiʔi	wiːwapi			wily				wihɨ	wiʔi	wija		wiʔ									wipt							witaː		wipt		
FAT (ORGANIC SUBSTANCE)_3																		ɡui̯̯		ɡui̯̯							ɡui̯̯da		ɡiːɡi					
FAT (ORGANIC SUBSTANCE)_4																									ɡiodaʔ									
FAT (ORGANIC SUBSTANCE)_5															manteːka																			manteːka
FAT (ORGANIC SUBSTANCE)_6									ʧaːwak																									
FAT (ORGANIC SUBSTANCE)_7																												ʧijøwa						
FAT (ORGANIC SUBSTANCE)_8				sejot͡ɬ																	ʃepo													
FAT (ORGANIC SUBSTANCE)_9							asei̯ːti																											
FAT (ORGANIC SUBSTANCE)_10								tuspeɡu̯a																										
FEATHER_1																	pɨhɨ																pɨtːɨpɨ	
FEATHER_2								hunsa						humsat													usat							
FEATHER_3		maʔsa					ana				maʔsa	ana~anɨː~aːnːa			masa	qasa	kasːa	aːne	kasa	aʔanaɡ			mahaːt		anaʔ				aʔan	maːsan	masat	aŋaː		masa
FEATHER_4										nakʷa																								
FEATHER_5				iʔwit͡ɬ					ihwit												iu̯hmiju							tohmiːt͡ɬ						
FEATHER_6	wikily		wisiapi		sia	wikily							wiʃiʔaːvi											siapi		wɨsia								
FIRE_1	kut		kuna			kut							kuna	kut					kuna				kut	kuna		kunæ						kut		
FIRE_2					kotːoːpːɨh											qoso	kosːo																	
FIRE_3				t͡ɬet͡ɬ				te	tit												tit	tet						t͡ɬecint͡ɬi						
FIRE_4		naʔi									naʔi																		naːda				naʔai̯̯tːɨ	
FIRE_5							tai̯̯h					tai̯̯			tahːi			tai̯̯~tai̯		tai̯̯					tai̯̯		tʰai̯̯			ʈ͡ʂaːvut	tahamet			tahi
FIRE_6										ɨːwiŋwɨ																								
FISH_1				miʧin					miʧi												miʧin	miʧom						miːʧiː						
FISH_2	kijul					qɨjul																	kihuːʦ								kicut	kujuːl		
FISH_3								ʦuʧut							kuʧːu												ʦũʧu			kui̯̯r				kuʧu
FISH_4		roʔci					weʔi				soʔci																							
FISH_5												kecɨ																						
FISH_6																		vatːosa~vatːopa		vatoːp					batop				watopi					
FISH_7			pakɨci		pekʷi					paakiw			paɡɨːvɨ			pakːwi	pakːwi		paŋwi					penkʷi		pakɨu̯̯							pakɨ	
FISH_8														anaamal																				
FIVE_1					moʔobeʔ																													
FIVE_2										ʦivot																								
FIVE_3				ʧkʷa		nemakʷa																												
FIVE_4	axnamekʷanaŋnemakʷanaŋ																																	
FIVE_5							ansɨbi~ansɨʔ																											
FIVE_6				maːkʷiːlliʧiko					maːkʷil												makʷil	makʷil						mɔkʷilːɪ						
FIVE_7		mari	manɨɡ		manekihtʲʔ			marki			mariki		manɨɡi	mahaːr	mamni	maniɡii	maniɡiju		manɨki~manaki				mahæt	nanai̯̯kːih		manːiki	mariki			mahar	mamunir	maːhai̯̯jija	manɨɡiini	mamni
FIVE_8						nanɡ																												
FIVE_9																				utaspo									hɨtasp					
FIVE_10																		taːma							hiʃʧamaːm									
FIVE_11																tu																		
FLY (MOVE THROUGH AIR)_1													jozi			joʦːi	joʦːi~joʦːi																	
FLY (MOVE THROUGH AIR)_2					jɨcɨ	jalɨ													jɨcɨ					jɨcɨ									jɨci	
FLY (MOVE THROUGH AIR)_3							raʔa											daːi̯̯~daːnta		daʔa					dai̯̯jaʔ				daʔa		hanʲa			
FLY (MOVE THROUGH AIR)_4				pat͡ɬaːni					pataːni	masai̯̯~pɨːjalti											patani	patan						pat͡ɬøniː						
FLY (MOVE THROUGH AIR)_5															neʔeje																			neʔe
FLY (MOVE THROUGH AIR)_6								meen																										
FLY (MOVE THROUGH AIR)_7		iʔni									niʔni															nonci	ni							niʔi
FLY (MOVE THROUGH AIR)_8			wici									wi̯e		wiila																				
FLY (MOVE THROUGH AIR)_9	hiŋ																						hiːɲʔk~hiːɲiʔk											
FLY (MOVE THROUGH AIR)_10																																oːlɨt		
FOOT_1												keta		et																				
FOOT_2									meʦ																									
FOOT_3								tari										tara		tar							tara		taɖ					
FOOT_4			nampa		nape														nampe					nampe		nampa							napːa	
FOOT_5																							navɨːʦ							nev				
FOOT_6													nabivi																					
FOOT_7							ɨːka			kɨkɨ		ɨka				kɨkːɨ	kɨkɨ																	
FOOT_8																																ɨŋɡɨl		
FOOT_9				ikʃit͡ɬ																	ikʃi							kʃiː						
FOOT_10	ʔi																																	
FOOT_11						xuʧi																												
FOOT_12															wokːim																njokir			wooki
FOOT_13		rono									tono														ton									
FOOT_14																						ʃo												
FOUR_1	wiʧiw					wiʧiw																												
FOUR_2																				ɡiko									ɡiik					
FOUR_3														wasaʔ									waʧah							waʧaʔ		naːnaːu̯̯		
FOUR_4			waciu̯̯										wacuː			wacikʷii	wacɨɡːwiju		waʦːɨ					waʦːɨwih		wacɨŋwi							wəcuwini	
FOUR_5							mu̯aːku̯a											maːkova		makoba					maːkov									
FOUR_6		nawosa~naɡo		naːwi				navoi̯̯	naːwi	naːløyøm	nao	nai̯̯ka			nai̯̯ki						naːwi	najom					naɡo				narikir			nai̯̯ki
FOUR_7					hajarokʷe																													
FOUR_8																												nɔbl						
FOUR_9																tu																		
FULL_1																	kano~kanːo			koːvoɡ									skowoɡ					
FULL_2				peʃoːnaltia					peʃoːntok				ponoʔi													ponoʔaː~ponoʔi								
FULL_3										oopokiwta																								
FULL_4		boʧiwi						bode~bodahri~bodavi																										
FULL_5											ohcorewae̯me																							
FULL_6																					tentuk							ti̯entiːka						
FULL_7					tɨpːetɨ								tɨbetɨ						tɨpːekɨa					tɨpːe										
FULL_8															tapuni	tujuha																		tapuna
FULL_9																														puːi̯̯n				
FULL_10																																pɨi̯̯mit		
FULL_11																																	kuwikːatːɨ	
FULL_12																							pitɨʔq											
FULL_13	maʧama																																	
FULL_14																		sudːajamue																
FULL_15						jutaxiʃ																												
FULL_16														muujai̯																				
FULL_17																									sunɡɨm									
FULL_18																																ɨmbɨm		
FULL_19							avaʔɨsti																											
GIVE_1													roː~doː																					
GIVE_2											kiʔa~kiʔa	pitɨa~kʷei̯̯tɨa				kija	kiʔa~kia																	
GIVE_3																															hiliwa			
GIVE_4		ja																												u̯a				
GIVE_5	max		maka	maka		maxa		macan	maka	maqa					maaka			maxe~maxani		maːk	ma~maka	meke	maqai̯̯		mak	maka	maʦ	maka	maːk		maka~mika	maha		maka
GIVE_6																																amha		
GIVE_7					utːu														utːu					utːu									nutuɡai̯̯	
GIVE_8							tatɨste																											
GIVE_9														ovi																				
GOOD_1																ʦawu										aju								
GOOD_2			haɨ̯̯		ʦaːtɨ														ʦau̯̯ntɨn					ʦaːntɨn									atːɨ	
GOOD_3							ʃaʔapɨʔɨn																											
GOOD_4																																tɨwɨ		
GOOD_5																		bei̯̯ɡa		seu̯̯ɡatu														
GOOD_6													piʃaː				pisːa~pisa														kimwa~kiwar			
GOOD_7		ɡaʔra									kaweruma	ai̯̯rɨa																						
GOOD_8																											nana							
GOOD_9				kʷaltik					kʷali			ijari																kʷaliː						
GOOD_10	aʧae̯					aʧiʔa															ahwijak		aʔai̯̯											
GOOD_11																													sap					
GOOD_12															tuʔuri																			tuʔi
GOOD_13										hopi				loovi																				
GOOD_14																														tihøvkui̯̯				
GOOD_15							reʔen																											
GOOD_16																											nai̯̯den							
GOOD_17								deni																										
GOOD_18																					jek													
GOOD_19																									jirjixkɨː									
GREEN_1		sijoname									sioname																							
GREEN_2																															njokar			
GREEN_3												ciu̯̯raɨ̯̯je																						
GREEN_4								sidei̯̯							siali					stɨːdoɡ							sidŏi		sʧɨːdaɡi					siali
GREEN_5						xwavi																												
GREEN_6	tukvaʃnekis																													takaːpiʔ				
GREEN_7			sawaka	sosowia						sakʷa									sakʷa							sakʷa							sakʷakatɨ	
