	Belarusian	Bulgarian	Burgenland Čakavian	Czech	Kajkavian	Latvian	Lithuanian	Macedonian	Polish	Russian	Slovak	Slovenian	Ukrainian	Čakavian (Cres)	Čakavian (Istria)	Štokavian
RED_3	ʧɨrvˈonɨ	ʧɛrvˈɛn	ʧˈr̩ʎjɛn~ʧˈr̩ʎɛn	ʧˈɛrvɛniː	ʧˈɛrjæn			ʦr̩ven	ʈ͡ʂɛɾvˈɔnɨ		ʧˈɛrʋɛniː		ʧɛrwˈɔnɪi̯	ʧɛvjěːni		ʦř̩ʋen
RED_4												rdɛ́ʧ				
ROOT_1	kˈoranʲ	kˈɔrɛn	ku̯ɔ̌rɛn	kˈor̝ɛn	kˈu̯orænɒ			koren	kˈɔʐɛɲ	kˈorʲɪnʲ	kˈɔrɛɲ	kɔrɛnìːna	kˈɔɾʲinʲ	kɔ̌ːrɛn	kˈɔrɛn	kôrjeːn
ROOT_2						saknɛ	ʃɐknʲˈɪs									
ROUND_1	krˈuʁɫɨ	krˈɤɡɐɫ		ˈokrou̯ɦliː	krˈowpi				ɔkɾˈɔŋɡwɨ	krˈuɡɫɨɪ̯	ˈɔkruːɦɫi	ɔkrɔ̀ːɡɛu̯	krˈuɦɫɪi̯		ɔkrǔːɡal	ǒkruːɡao
ROUND_2							ɐ̌pʲsʲkrʲɪtɐs									
ROUND_3				kˈulatiː							ɡˈuʎatiː					
ROUND_4														tɔ̌ːndi	tu̯ǒnt	
ROUND_5								tɛrkalest								
ROUND_6						apǎʎʃ										
SALT_1	solʲ	sɔɫ	su̯ôl	suːl	sowj	sǎːls		soʎ	sul	solʲ	sɔʎ	sɔ̀ːu̯	sʲilʲ	sôːl	su̯ôl	sôːl
SALT_2							drʊskˈɐ									
SAND_1	pʲæsˈok	pʲˈasɐk		pˈiːsɛk	pˈejsæk			pesok	pʲjˈasɛk	pʲɪsˈok	pˈɪ̯ɛsɔk	pɛ̀ːsɛk	pʲisˈɔk	pɛsˈɛk		pjeːsak
SAND_2															sablu̯ôn~ʃablu̯ôn	
SAND_3						smǐltis	sʲmʲěːlʲɪs									
SAY_1						saʦîːt	sɐkʲîːtʲɪ									
SAY_2	skazˈaʦʲ	kˈaʒɐ								skɐzˈatʲ			skɐzˈɑtɪ			kǎːzati
SAY_3			rɛc		ræʧ~ræʧt~rˈæʧti			reʧi				rɛ̀ːʧi		rɛc	rɛc	rěʨi
SAY_4				r̝iːʦt												
SAY_5									pɔvʲjˈɛʥɛʨ		pˈɔʋɛdac					
SAY_6					væjˈiːm			veʎi								
SAY_7						tějkt										
SEE_1							mɐtʲîːtʲɪ						bˈɑʧɪtɪ			
SEE_2	bˈaʧɨʦʲ															
SEE_3									zɔbˈaʈ͡ʂɨʨ							
SEE_4		vˈidʲɐ	vˈidit	vˈɪɟɛt	vˈidæt~vˈidæti~vˈidit			vidi	vʲˈiʥɛʨ	vʲˈidʲɪtʲ	ʋˈiɟɪ̯ɛc	ʋìːdɛti			vˈidɛt	ʋîdjeti
SEE_5														vêːc~vêːt		
SEE_6						rɛʣêːt										
SEE_7								puʎi								
SEED_1						sǣːkla	sʲêːkɫɐ									
SEED_2	sʲˈemʲæ	sˈɛmɛ	sˈimɛ	sˈɛmɛno	sjˈemæ			seme		sʲˈemʲə	sˈɛmɛnɔ	sɛ̀ːmɛ	sʲˈimjɐ	sěːmɛ	sˈɛmɛn	sjême
SEED_3									naɕˈɔnɔ							
SEW_1	ʂɨʦʲ								ʂɨʨ	ʂɨtʲ						
SEW_2		ʃˈijɐ		ʃiːt							ʃic	ʃìːʋati	ʃˈɪtɪ			ʃîti
SHARP_1	vˈostrɨ	ˈɔstɐr		ˈostriː					ˈɔstɾɨ	ˈostrɨɪ̯	ˈɔstriː	ɔ̀ːstɛr	ɦˈɔstrɪi̯			ôʃtar
SHORT_1		kɤs						kus								
SHORT_2						îːss										
SHORT_3	karˈotʲkʲi		krâːtaːk	krˈaːtkiː	krˈaːtki				kɾˈutkʲi	kɐrˈotkʲɪɪ̯	krˈaːtki	kràːtɛk	kɔrˈɔtkɪi̯	krǎːtak	krâːtak	krǎːtak
SHORT_4							trʊ̌mpɐs									
SIT_1	sʲæʣʲˈeʦʲ	sɛdʲˈɤ	sˈidit	sˈɛɟɛt	sjˈedit	sêːdêːt	sʲeːdʲêːtʲɪ	sedi		sʲɪdʲˈetʲ	sˈɛɟɪ̯ɛc	sɛdɛ̀ːti	sɪdʲˈitɪ	sɛdˈɛt	sɛdˈɛt	sjěditi
SIT_2									ɕˈɛʥɛʨ							
SKIN_1						âːda	ôːdɐ									
SKIN_2		kˈɔʒɐ	ku̯ɔ̌ʒa	kˈuːʒɛ	kˈu̯oʒɒ			koʒa		kˈoʐə	kˈɔʒa	kɔ̀ːʒa		kɔ̌ːʒa	kˈɔʒa	kôʒa
SKIN_3	skˈura								skˈuɾa				ʃkʲˈirɐ			
SKY_1	nʲˈeba	nɛbˈɛ		nˈɛbɛ					ɲˈɛbɔ	nʲˈebə	ɲˈɛbɔ	nɛbɔ̀ː	nˈɛbɔ			nêbo
SLEEP_1	spaʦʲ	spʲɤ	spat	spaːt	spaːt			spije	spaʨ	spatʲ	spac	spàːti	spˈɑtɪ	spat	spat	spâti
SLEEP_2							mʲjɛɡôːtʲɪ									
SLEEP_3						ɡulêːt										
SMALL_1	malʲˈenʲkʲi									mˈalʲɪnʲkʲɪɪ̯			mɐɫˈɛnʲkɪi̯			
SMALL_2		mˈaɫɐk	mǎːʎuʧak~mǎːjuʧak	mˈaliː	mɒl	mass	mɐ̌ʒɐs	mal	mˈawɨ		mˈaɫiː		mɐɫˈɪi̯	mâːli	mâːli	mâːliː~mǎlen
SMALL_3		drˈɛbɛn														
SMALL_4												màːjxɛn				
SMOKE_1	dɨm	dim	dîːm	diːm	diːm~dim	dūːmi	dûːmɐj		dɨm	dɨm	dim	dím	dɪm	dǐːm	dǐːm	dîm
SMOKE_2		pˈuʃɛk														
SMOKE_3								ʧat								
SMOKE_4				kou̯r̝̊												
SNAKE_1			ɦad	ɦat							ɦat			ɡat		
SNAKE_2							ɡʲiːvɐ̌tʲeː									
SNAKE_3												kàːʧa				
SNAKE_4	zmʲæjˈæ	zmijˈa						zmija	ʐmʲˈija	zmʲɪjˈa			zmʲijˈɑ		zmˈija	zmǐja
SNAKE_5														smradˈina		
SNAKE_6						ʧūːska										
SNAKE_7								smok								
SNAKE_8									vɔw̃ʂ							
STAND_1	stajˈæʦʲ	stojˈɤ	stâːt	staːt	staːt	stāːvêːt	stoːvʲêːtʲɪ	stoj	staʨ	stɐjˈætʲ	staːc	stàːti	stɔjˈɑtɪ	stǎːt	stǎːt	stâjati
STAR_1	zˈorka												zʲˈirkɐ			
STAR_2		zvɛzdˈa	zvjêzda	ɦvjˈɛzda	zvˈejzdɒ	zvǎjɡznɛ		ʣvezda	ɡvʲjˈazda	zvʲɪzdˈa	ɦʋˈɪ̯ɛzda	zʋɛ̀ːzda		zvɛzdˈa	zvjezdˈa	zʋjeː̌zda
STAR_3							ʒvɐjɡʒʲdʲěː									
STONE_1						akměns	ɐkmuə̌									
STONE_2	kˈamʲenʲ	kˈamɐk	kǎːmɛn	kˈaːmɛn	kˈowmæn			kamen	kˈamʲjɛɲ	kˈamʲɪnʲ	kˈamɛɲ	kàːmɛn	kˈɑmʲinʲ	kaměːna~kǎːmik	kˈamik	kâmeːn
STONE_3															ɡrˈɔta	
SUN_1						sāwlɛ	sɐ̂wlʲeː									
SUN_2	sˈonʦa	sɫˈɤnʦɛ	sûːnʦɛ	slˈunʦɛ	sˈownʦæ~sˈu̯onʦæ			sonʦe	swˈɔɲʦɛ	sˈonʦə		sɔ̀ːnʦɛ	sˈɔnʦɛ	sěːnʦɛ	sǔːnʦe	sûːnʦe
SUN_3											sˈɫ̩ŋkɔ					
SWIM_1	pɫˈavaʦʲ	pɫˈuvɐm		plˈavat			pɫɐ̌wktʲɪ		pwˈɨvaʨ	pɫˈavətʲ	pɫˈaːʋac	plàːʋati	pɫɪʋtˈɪ~pɫˈɑʋɐtɪ	plˈavat	plˈivat	plîʋati
SWIM_2			plut		pʎuːt~pjuːt	pêldêːt										
SWIM_3								kapi								
TAIL_1			rjêp		rejp							rɛ́p		rěːp	rjěp	rêːp
TAIL_2							uədʲɛɡˈɐ									
TAIL_3		opˈaʃkɐ						opaʃka								
TAIL_4				ˈoʦas												
TAIL_5									ˈɔɡɔn							
TAIL_6	xvost									xvost	xʋɔst		xʋʲist			
TAIL_7						astɛ										
THAT_1														ɔtɔ̌ːx~tɔ̌ːx~ɔnɔ̌ːx~nɔ̌ːx		
THAT_2	tˈoje	tovˈa	tâː	to	taː	tas		t	tɔ	to	tɔ	tɔ̀ː	tɔ		ta~tâː	tôː
THAT_3					tej											
THAT_4					own			on							ɔnˈi	ǒnoː
THAT_5							ɐnˈɐs									
THEY_1				ˈoɲɪ					ˈɔɲi		ˈɔɲi	óːni	wɔnˈɪ			ǒni
THEY_2										ɐnʲˈi						
THEY_3	jænˈɨ															
THEY_4		tɛ														
THICK_1		dɛbˈɛɫ										déːbɛu̯				děbeo
THICK_2	tˈowstɨ			tlˈustiː						tˈoɫstɨɪ̯	tˈɫ̩stiː		tɔʋstˈɪi̯			
THICK_3									ɡɾˈubɨ							
THIN_1	tˈonkʲi			tˈɛŋkiː					ʨˈɛŋkʲi	tˈonkʲɪɪ̯	cˈɛŋkiː		tɔnkˈɪi̯			
THIN_2		tˈɤnɐk	tǎːnak		tˈejnæk			tanok				tàːnɛk		tˈɛnɛk	tˈanak	tânak
THIN_3							pɫôːnɐs									
THIN_4						tjêws										
THINK_1	dˈumaʦʲ									dˈumətʲ			dˈumɐtɪ			
THINK_2		mˈislʲɐ		mˈɪslɪt							mˈisɫɪ̯ɛc	mìːsliti	mˈɪsɫɪtɪ			mîsliti
THINK_3									mˈɨɕlɛʨ							
THIS_1						ʃis	ʃʲɪs									
THIS_2			u̯ôv		owv			ov						ɔvɔ̌ːx	ɔvˈi	ǒʋoː
THIS_3														vɔ̌ːx		
THIS_4	ʁˈɛta									ˈɛtə						
THIS_5		tˈɔzi		tˈoto				t	tɔ		tɔ~tˈaːtɔ	tɔ̀ː				
THIS_6													ʦɛ			
THOU_1	tɨ	ti	tîː	tɪ	tiː	tu	tʊ	ti	tɨ	tɨ	ti	tìː	tɪ	tîː	tîː	tîː
THOU_2								tebe								
THREE_1	trɨ	tri		tr̝̊ɪ					tʂɨ	trʲi	tri	trìː	trɪ			trîː
THROW_1	kʲˈidaʦʲ												kˈɪdɐtɪ			
THROW_2										brɐsˈatʲ						bǎʦati
THROW_3									ʐˈuʦaʨ							
THROW_4												u̯rèːʧi				
THROW_5				ɦˈoɟɪt							ɦˈɔɟic					
THROW_6		xvˈɤrlʲɐ														
THROW_7											ʋˈr̩ɦnuːc					
TONGUE_1	jæzˈɨk	ɛzˈik	jˈɛziːk	jˈazɪk	jˈæzik			jazik	jˈɛw̃zɨk	jɪzˈɨk	jˈazik	jéːzik	jɐzˈɪk	zajˈik	zajˈik	jězik
TONGUE_2							lʲjɛʒˈʊvʲɪs									
TONGUE_3						měːlɛ										
TOOTH_1	zup	zɤp	zub	zup	zowb	zuɔ̯̂ps		zap	zɔmp	zup	zup	zɔ̀ːp	zub	zûːp	zu̯ôp	zûːb
TOOTH_2							danʲtʲˈɪs									
TREE_1														stablˈɔ		stǎːblo
TREE_2			stru̯ôm	strom							strɔm					
TREE_3	drˈɛva	dɐrvˈɔ			drˈejvɔ			dr̩vo	dʐˈɛvɔ			drɛʋɔ̀ː	dˈɛrɛwɔ	drêːvɔ	drjêvɔ	dr̩̂ʋo
TREE_4							mʲæ̌dʲɪs			dʲˈerʲɪvə						
TREE_5						kuɔ̯̂ks										
TWO_1	dva	dva	dvǎː	dva	dvaː	divi		dva	dva	dva	dʋa	dʋàː	dʋɑ	dvâː	dvâː	dʋâː
TWO_2							dʊ									
WALK_1														rěːn~ɡrěːn	ɡrjěn	
WALK_2						ɡāːju										
WALK_3						jêt~jɛt										
WALK_4			ʔit													
WALK_5							êjtʲɪ									
WALK_6	xaʣʲˈiʦʲ	xˈɔdʲɐ							xˈɔʥiʨ	xɐdʲˈitʲ		xɔdìːti	xɔdˈɪtɪ			xǒːdati
WALK_7					powt~pˈowti											
WALK_8														pɔ̌ːc	pu̯ǒc	
WALK_9								oj								
WARM_1						sǐlts	ʃʲǐɫtɐs									
WARM_2		tˈɔpɐɫ	tjěpal		tˈu̯opɛl			topol				tóːpɛu̯		těːpɛl	tˈɛpal	tôpao
WARM_3	ʦʲˈɵpɫɨ			tˈɛpliː					ʨˈɛpwɨ	tʲˈɵpɫɨɪ̯	cˈɛpɫiː		tˈɛpɫɪi̯			
WARM_4												u̯rɔ́ʧ				ʋrûːʨ
WARM_5	ʁarˈaʧɨ	ʒˈarɐk														
WARM_6				ɦˈorkiː						ʐˈarkʲɪɪ̯	ɦˈɔruːʦi		ʒɐrkˈɪi̯~ɦɐɾʲˈɑʧɪi̯			
WARM_7									ɡɔɾˈɔnʦɨ							
WATER_1	vadˈa	vodˈa	vu̯ɔ̌da	vˈoda	vˈu̯odɒ		vɐnduə̌	voda	vˈɔda	vɐdˈa	ʋˈɔda	ʋóːda	wɔdˈɑ	vɔdˈa	vɔdˈa	ʋǒda
WATER_2						ûːděns										
WE_1						mɛːs	mʲæ̌s									
WE_2	mɨ		mîː	mɪ	miː				mɨ	mɨ	mi	mìː	mɪ	mîː	mîː	mîː
WE_3			nâːs		naːs			nas						nas	nas	
WE_4		nˈiɛ						nije								
WET_1	mˈokrɨ	mˈɔkɐr		mˈokriː					mˈɔkɾɨ	mˈokrɨɪ̯	mˈɔkriː	mɔ̀ːkɛr	mˈɔkrɪi̯			môkar
WHAT_1	ʂto	ʃtɔ		ʦo				ʃo~ʃco	ʦɔ	ʂto	ʧɔ		ʃʧɔ			ʃtô
WHAT_2			ʧa~ʧâː											ʧɛ	ʧa	
WHAT_3					kɒj~kæj	kas	kɐs					kàːj				
WHAT_4		kɐkvˈɔ														
WHERE_1	ʣʲe									ɡdʲe						ɡdjê
WHERE_2		kɐdˈɛ		ɡdɛ					ɡʥɛ		ɡɟɛ	kjɛ̀ː	dɛ			
WHITE_1						bālts	bɐ̂ɫtɐs									
WHITE_2	bʲˈeɫɨ	bʲaɫ	bjêl	bˈiːliː	bejl			bel		bʲˈeɫɨɪ̯	bˈɪ̯ɛɫi		bʲˈiɫɪi̯	bêːli	bjêl	bjeː̂l
WHITE_3									bʲjˈawɨ							
WHITE_4												bɛ̀ːu̯				
WHO_1														kîː	kiː	
WHO_2						kas	kɐs									
WHO_3		kɔj			kow			koj								
WHO_4	xto		ɡdɔ~dɔ	ɡdo					ktɔ	kto	ktɔ	kdɔ̀ː	xtɔ			
WHO_5																tkô
WIDE_1	ʂɨrˈokʲi	ʃirˈɔk		ʃˈɪrokiː					ʂɛɾˈɔkʲi	ʂɨrˈokʲɪɪ̯	ʃˈirɔkiː	ʃirɔ́k	ʃɪrˈɔkɪi̯			ʃǐrok
WIND_1	vʲˈeʦʲer	vʲˈatɐr	vjětar	vˈiːtr̩	vjˈetær		vʲêːjɛs	veter	vʲjatɾ	vʲˈetʲɪr	ʋˈɪ̯ɛtɔr	ʋɛ̀ːtɛr	ʋʲˈitɛr	věːtɛr	vˈɛtar	ʋjêtar
WIND_2						vɛːjʃ										
WING_1	krɨɫˈo	kriɫˈɔ		kr̝̊ˈiːdlo					skʂˈɨdwɔ	krɨɫˈo	krˈiːdɫɔ	krìːlɔ	krɪɫˈɔ			krǐːlo
WOMAN_1	ʐanʧˈɨna	ʒɛnˈa	ʒˈɛna	ʒˈɛna	ʒjˈenɒ~ʒjˈenskɒ			ʒena		ʐˈɛnʲɕːɪnə	ʒˈɛna	ʒɛ̀ːnska	ʒʲˈinkɐ	ʒɛnˈa~ʒěːnska	ʒjěnska	ʒěna
WOMAN_2			rˈɔba						kɔbʲjˈɛta							
WOMAN_3						sjɛvjɛtɛ										
WOMAN_4							môːtʲɛrʲɪs									
WORM_1												ɡlìːsta			ɡlîːs~ɡlîːsta	
WORM_2								ʦr̩veʦ								ʦr̩̂ːʋ
WORM_3	ʧarvʲˈæk	ʧˈɛrvɛj	ʧr̩̂v	ʧɛrf	ʧɛrv					ʨɪrvʲˈak	ʧɛrʋ	ʧə́ru̯	ʧɛrʋjˈɑk	ʧêːrf	ʧr̩̂f	
WORM_4						tǎːrps										
WORM_5							kʲɪrʲmʲeːlʲěː									
WORM_6									ɾˈɔbak							
YEAR_1			ljětɔ		ljˈetɔ							lɛ̀ːtɔ		lěːtɔ	lˈɛtɔ	
YEAR_2							mʲæ̌tɐj									
YEAR_3				rok					ɾɔk		rɔk		ɾʲik			
YEAR_4		ɡodˈinɐ						ɡodina								ɡôdina
YEAR_5	ʁot					ɡats				ɡot						
YELLOW_1	ʐˈowtɨ	ʒɤɫt	ʒûːt	ʒlˈutiː	ʒowt			ʒolt	ʐˈuwtɨ	ʐˈoɫtɨɪ̯	ʒˈɫ̩tiː	ʒɔ̀ːu̯t	ʒˈɔʍtɪi̯	ʒûːt	ʒûːt	ʒûːt
YELLOW_2						ʣæ̂ltæ̌ns	ɡʲɛɫtôːnɐs									
YELLOW_3												rumɛ́n				
