	Erzya	Estonian	Finnish	Hungarian	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Veps	Votic	Võro
BONE_4		luː	luː		luː	luː	lŏχ		lɯ	lɯ	luː	luw	lu	lɑtəː		lɯː			lɨ	lɯ	lʊ	luː	luː
BONE_5	lovɑʒɑ																						
BONE_6																		moɒruʌ					
BREAST_1									moros	morɤs													
BREAST_2				mɛl			møɣəl					mɑːɣl				kɯːlə							
BREAST_3													ʧə̠ze										
BREAST_4	potʲe																			ɡɑdʲ			
BREAST_5	meʃtʲe																						
BREAST_6		rint	rintɑ		rind̥ɑ	rintɑ		ranʲːt			riːndɑ											rint	rint
BREAST_7								ninːʧ						ɕinɕə									
BREAST_8													oŋ										
BURN_1				eːɡ			li					teːɣ				ɑm							
BURN_2									soʨːɯnɯ	sotʲʨɯnɯ													
BURN_3										lomɑvnɯ										ʤuɑnɯ			
BURN_4	pɑloms	pɤletɑ	pɑlɑː		pɑlˑɑː	pɑlʊɑ		puːlʲːe			pɑlːə				pʊ̯ɔlːih			pʉɛlɛdh			pɑlːɑdɑ	pɤlɤmɑ	pˑɑlɑmɑ
BURN_5																	pualʲdʲːɛd						
BURN_6																			pərɑdɑsʲ				
BURN_7													jylem										
CLOUD_1					tuːtˑsɑ																	tuːʧ	
CLOUD_2												tul											
CLOUD_3	peʎ	pilv	pilʋi	fɛlɦøː	pilvi	pilvi	pələŋ	peːvːl			piːlɑ		pə̠l		pɑlɑvɑ		pəlvːɐ	palβɛ		piʎem	pilʲv	pilvi	pˑilvʲ
CLOUD_4	kovol								kɯmɤr	kɯmɤr													
CLOUD_5														ʧiəðu		tiːtːə			tʲir				
COLD_1							jøɣli																
COLD_2													jyʃtø										
COLD_3																					vilʊ		
COLD_4	keʎme	kylm	kylmæ		kylmæ	kylmæ		kelmas			kiːlmɑ				kɑlmːɑs		kəːlmɐs	kalmɛ				ʧyl	kˑylm
COLD_5					kuːmɑ				kɤʥɯt	kɤʥɯd										keʑɯt			
COLD_6																						kɑhu	
COLD_7														ʧəɕiɕi		tɑɕːu			tʲeːʦʲdɑ				
COLD_8				hidɛɡ			ətʲəɣ																
COLD_9												ɑɕərmɑ											
COME_1				jøn			jø̆					jiw											
COME_2							jŏχət																
COME_3								puedʲːe							pɔ̯ɑhtih		puɛtʲːɛd	poætɛdh					
COME_4									loknɯ	loknɯ										lɯktɯnɯ			
COME_5										vonɯ										vuɯnɯ			
COME_6		tulːɑ	tulːɑ		tulːɑ	tʊlːɑ					tuːldɑ		tolɑm	tujɕɑ		tyː			toːsʲ		tʊldɑ	tulɤmɑ	tˑulɤmɑ
COME_7	sɑms																						
DIE_1														kuədʲɑ		quː			xɑsʲ				
DIE_2	kuloms		kuolːɑ		koːlːɑ	kʊɔlːɑ	kɑ̆lɑ		kuvnɯ	kuvnɯ	kuːolə	χoːli	kolem							kulɯnɯ	kɔldɑ	koːlɤmɑ	kˑuːlmɑ
DIE_3								jɒːmʲːe							jaːpmih		ʝaːmʲːɛd	jæːmɛdh					
DIE_4		surːɑ					sur															surɤmɑ	
DIE_5				mɛkhɒl																			
DIE_6														dʲɑŋɡumsɑ									
DOG_1	piɲe							pienːe	pon	pon	piɲ		pij		pe̯ænɑ		piɐnːɒi	pɨɛɲɛ		punɯ			pˑini
DOG_2		koer	kojrɑ	kucɒ	koirɑ	kɔirɑ															kɔir	koir	
DOG_3	kiskɑ																						
DOG_4							æmp					ɑːmp											
DOG_5														bɑŋ									
DOG_6																kɤnɑŋ							
DOG_7																			wæɲeːkoː				
DRINK_1		juːɑ	juo̯dɑ		joːvːɑ	juːvːɑ		juɡːe	junɯ	junɯ	juːodə		jyɑm		jʊhkɑh		ʝuːkːɐd	juβkɛdh		juɯnɯ	jɔdɑ	juːmɑ	juːmɑ
DRINK_2												ɑji											
DRINK_3																ytə							
DRINK_4							jæɲtʲ																
DRINK_5	ɕimems																						
DRINK_6														bɯtɯdʲi									
DRINK_7							li																
DRY_1				saːrɒz			sɑrəm~sosəm					toːsɑm											
DRY_2														koɕyə					xɑsuj				
DRY_3	koɕke							kɒːʃʲkesʲ							kɔjkːis		kɔːʃc͡çɛs	kɛjhkiɛ					
DRY_4		kuiv	kuiʋɑ		kuivɑ	kʊivɑ			kɤs	kos	kuːjɑ									kɤs	kʊiv	kuiv	kˑuiv
DRY_5													kukʃo										
DRY_6																ʧɤkə							
EAR_1	piʎe			fyl			pəl	pieʎː	peʎ	peʎ		pɑʎ	pə̠lə̠ʃ		pe̯æʎːi		pɛʎːɘ	piɛljiɛ		peʎ			
EAR_2														kou		qoː			xɑ				
EAR_3		kɤrv	korʋɑ		korvɑ	kɔrvɑ					kuːorɑ										kɔrv	kɤrv	kˑɤrv
EAT_1	jɑrsɑms																						
EAT_2													koʧkɑm										
EAT_3														ŋəmsɑ		ɑm			ŋəmzʲ				
EAT_4							li					teːɣ											
EAT_5								poːrːe							pɔrːɑh		poːrːɐd						
EAT_6	sevems																						
EAT_7		syːɑ	syødæ		søːvˑæ	syːvːæ			ɕojnɯ	ɕojnɯ	siːɛdə									ɕiɯnɯ	sœdɑ	syːmæ	sˑyːmæ
EAT_8				ɛsik																			
EGG_1									koʎtʲ	koʎk													
EGG_2	ɑl																						
EGG_3																eŋ							
EGG_4		munɑ	munɑ		munɑ	mʊnɑ		manʲː			munɑːd	muːŋi	muno	mənu	mɔnːi		mɐːnʲːɘ	mʉnːiɛ			mʊnɑ	munɑ	munɑ
EGG_5							məɣ																
EGG_6																				puz			
EGG_7																			sɑrʔɲu				
EYE_1																sɑji			sæw				
EYE_2	ɕeʎme	silm	silmæ	sɛm	silmæ	silmæ	sem	ʧalʲːm	ɕin	ɕin	siːlmɑ	sɑm			ʧɑlɛbmi		ʧɐlʲmʲːɘ	ʧɛlmiɛ		ɕin	silʲm	silmʲ	sˑilm
EYE_3														ɕejmɯ									
EYE_4													ʃiɲʧɑ										
FAR_1				mɛsːɛ	etːæːl				ɯlɯn	ɯlɯn													
FAR_2	vɑsolo																						
FAR_3						ɛtæhælːini															ɛdɑhɑinɛ		
FAR_4												eːlɑʎ											
FAR_5													myndə̠rnø										
FAR_6				taːvol																			
FAR_7													torɑʃte										
FAR_8														kuntəɡunu		kuntok							
FAR_9								kuhkʲenʲ									kuc͡çɛs	kahkɛsɛ					kˑɑvːɤn
FAR_10		kɑukel	kɑwkɑnɑ								kouɡi									kɯdʲokɯn		kɑukɑlː	
FEATHER_1			høyɦen		høyhen																		
FEATHER_2									ɡɤn	ɡɤn													
FEATHER_3									bordtɯv				pə̠stə̠l										
FEATHER_4							pun	poːnːʦ				pun	pun					paʦːɛ					
FEATHER_5							tŏɣəl					towəl											
FEATHER_6	tolɡɑ	sulk	sulkɑ	tolː	sulɡ̊ɑ	sʊlkɑ														tɯlɯ		sulk	sˑulkʲ
FEATHER_7														totə		tuː~tɑr			tərʔ				
FINGERNAIL_1							kø̆ɳʧ				kiːɲtʃ												
FINGERNAIL_2	kenʒe	kyːs	kynsi		kynz	kynsi		keːnːʦ	ɡɯʒ	ɡɯʒ		kos	kyʧ	kətu	kɑʣːɑ	qɑtə	kəʣːɐ	kaʦːɛ	xədɑ	ɡiʒɯ	kʏnzʲ	ʧyːni	kˑyːʦʲˑ
FINGERNAIL_3				kɒrom																			
FINGERNAIL_4																		kʉɛhpɛrɛ					
FIRE_1												nɑːj											
FIRE_2																					læmɔi		
FIRE_3	tol	tuli	tuli	tyːz	tuli	tʊli		toːlː			tuˀʎ		tul	tuj	tɔlːɑ	tyː	tolːɐ	tɔlːɛ	tu	tɯl		tuli	tˑuli
FIRE_4									bi	bi		uʎɑ											
FIRE_5							tø̆ɣət																
FISH_1									ʨeri	ʨeri										ʨorɯɡ			
FISH_2	kɑl	kɑlɑ	kɑlɑ		kɑlɑ	kɑlɑ	kul	kuːlʲː			kɑlɑː	χuːl	kol	kolɯ	kʊ̯ɔlːi	quə̠lə	kuɛlʲːɘ	kʉɛliɛ	xɑʎɑ		kɑlɑ	kɑlɑ	kˑɑlɑ
FOOT_1									kokpɯdɤs														
FOOT_2																				pɯd			
FOOT_3														ŋoj					ŋæ				
FOOT_4							kø̆r			kok										kuk			
FOOT_5		jɑlk	jɑlkɑ		jɑlɡ̊ɑ	jɑlkɑ		juːlʲːk			jɑːlɡɑ		jol		jʊ̯ɔlɛki		ʝuɛlʲɟ͡ʝːɘ	jʉɛlkiɛ			jɑʊɡ	jɑlk	jɑlk
FOOT_6																topə							
FOOT_7	piʎɡe																						
FOOT_8												lɑːɣəl											
FULL_1	peʃkɕe																		pɑntɑ				
FULL_2														myntyɕɑ									
FULL_3															tiɛvːɑ			tɨɛβɛ					
FULL_4									tɯr	tɯr						tiːrəʎ				tɯr			
FULL_5		tæis	tæysi	tɛlɛ	tæyz	tæysi	tel				tæuʒ		tiʧ~temʃe								tæʊzʲ	tæynø	tˑæysʲˑ
FULL_6								tievːt															
FULL_7												tɑːɣəl											
FULL_8																	tiːudɒs						
FULL_9														dʲulsɯə									
GIVE_1									ɕetnɯ	ɕetnɯ										ɕotɯnɯ			
GIVE_2													puem										
GIVE_3		ɑntɑ	ɑntɑː		ɑntɑː	ɑntʊɑ		anʲːte			ɑndə				ɑdtih						ɑntːɑ	ɑntɤmɑ	ɑntmɑ
GIVE_4																		βɛtːɛdh					
GIVE_5							mə					miɣ		miɕi		mi							
GIVE_6	mɑksoms																						
GOOD_1	pɑro							puːrʲː	bur	bur			poro		pʊ̯ɔrːe		puɛrʲːɘ	pʉɛriɛ					
GOOD_2													sɑj										
GOOD_3																				umoj			
GOOD_4			hyʋæ		hyvæ	hyvæ					jɨvɑː										hʏvæ	yvæ	
GOOD_5		heɑ		joː				ʃiɡ												ʥeʨ		heːkː	hæː
GOOD_6												jomɑs					ʃiəɣːɐ						
GOOD_7										ʃɑɲ						somɑ			səwɑ				
GOOD_8							jəm																
GOOD_9														ɲɑɡəː									
GREEN_1											mɨltsi												
GREEN_2														ŋindiɑʔsɯə									
GREEN_3																noræʎ							
GREEN_4				zøld																			
GREEN_5						vihɑntɑ																	
GREEN_6											oːʎɑz												
GREEN_7							kullø̆j																
GREEN_8														ɲotərəku									
GREEN_9									zeʎonɤj														
GREEN_10		roheline			rohˑoin																	rohoin	rohilinɤ
GREEN_11								ruenː							rʊ̯ɔnaː		ruɐnːɐ						
GREEN_12																		kʰrɵana					
GREEN_13										veʒ										voʒ			
GREEN_14	piʒe																						
GREEN_15												ɲɑːr											
GREEN_16			ʋiçreæ																			viher	
GREEN_17													uʒɑr										
HAIR_1		kɑrv	kɑrʋɑ		kɑrvɑ																		kˑɑrv
HAIR_2				hɒj																			
HAIR_3								sefs						ŋɑbtə					ŋæbt				
HAIR_4								vuːpːt							vʊ̯ɔktɑ		vuəptɐ	βuʌptɛ					
HAIR_5							ɑwət									oːptə							
HAIR_6													yp										
HAIR_7	ʧerʲ			søːr						ɕi										ɕi			
HAIR_8		juːs										ɑːt											
HAIR_9									jurɕi														
HAIR_10			hius		hiuz	hivʊs															hibʊz	ivuz	hiusˑ
HAIR_11											ibuːkst												
HAIR_12									ɡɤn	ɡɤn										ɡon			
HAIR_13	ponɑ						pun					pun	pun										
HAIR_14																tɑr							
HAND_1														dʲyty		utə							
HAND_2																			ŋudɑ				
HAND_3	kedʲ	kæsi	kæsi	keːz	kæzi	kæsi	køt	kiːdː	ki	ki	kɛˀʒ	kɑːt	kit		kiɛhtɑ		c͡çiətːɐ	kɨɛtɛ		ki		ʧæsi	kˑæsˑi
HAND_4																					kæzitɛrɑ		
HEAD_1	prʲɑ	peɑ	pæː	fɛj	pæː	piæ					pæː										pæ	pæː	pˑæː
HEAD_2												puŋk	βuj										
HEAD_3							oɣ		jur	jur						olə				jɯr			
HEAD_4								vuejːv							ɔ̯ɑivi		vuɛivʲːɘ						
HEAD_5														ŋojbu				oæjːiɛ	ŋæwɑ				
HEAR_1														dʲinsiɕi									
HEAR_2																yntə							
HEAR_3	kuʎems	kuːltɑ	kuːlːɑ	hɒlː	kuːlːɑ	kuːlːɑ	kɔl	kulːe	kɯvnɯ	kɯvnɯ	kuːloː	χuːli	kolɑm		kʊlːɑh		kuːlːɐd	kuβlɛdh		kɯlɯnɯ	kʊldɑ	kuːlɤmɑ	kˑuːltmɑ
HEAR_4	mɑrʲɑms																						
HEAR_5																			nɑmdəsʲ				
HEART_1															vaːjbmʊ			βɑːjmuʌ					
HEART_2								saːrʲːt															
HEART_3									ɕɤlɤm	ɕɤlɤm										ɕulem			
HEART_4				siːv			səm					sim				siːʨə	ʧɐːðʲɘ		sʲeːj				
HEART_5		sydɑ	sydæn		syæn						sidɑːm		ʃym								sʏdæin	syæ	sˑyæ
HEART_6	ɕedʲej																						
HEART_7								kuːtʲːk															
HEART_8														səː									
HEAVY_1														səŋkutuo					səŋɡoːwoːtɑ				
HEAVY_2			pɑinɑʋɑ																			pɑinukɤz	
HEAVY_3				nɛɦeːz																			
HEAVY_4							læɣərt																
HEAVY_5								loːsʲːesʲ			læːlɑm		lele		lɔsːɑh	sɤʧːəm	losːɐd	leːβlɛs					
HEAVY_6				ʃuːjoʃ																			
HEAVY_7																							kˑɑːlsˑɑ
HEAVY_8		rɑske	rɑskɑs		rɑskɑz~rɑŋkːɑ																	rɑskɑˑ	rɑsːɤ
HEAVY_9	stɑkɑ																						
HEAVY_10												tɑːrwitəŋ											
HEAVY_11									ɕɤkɯt	ɕɤkɯd										ɕekɯt			
HEAVY_12						jykiɛ															jʏɡɛd		
I_1	mon	mɑ	minæ		miæ	miɛ	mæ	munː	me	me	minɑː	ɑm	mə̠j	mənə	mʊn	mɑn	monɐ	manːɛ	mɑɲ	mon	minæ	miæ	mɑʔ
I_2				eːn																			
KILL_1				øl			wel					ɑli											
KILL_2					surmɑd̥ɑ																	surmɑmɑ	
KILL_3								kɒːnʲːte							kɔdtih	quə̠t							
KILL_4														kotudʲɑ					xɑdɑsʲ				
KILL_5										kulɤdnɯ													
KILL_6	mɑʃtoms																						
KILL_7	ʧɑvoms	tɑpːɑ	tɑpːɑː			tɑpːʊɑ					tɑpːə						kɔdʲːɛd	pʉβːɛdh				tɑpːɤmɑ	tˑɑpˑmɑ
KILL_8									vijnɯ	vijnɯ										viɯnɯ	riktɑ		
KILL_9													puʃtɑm										
KNEE_1		pɤlv	polʋi		polvi	pɔlvi		puːvːl			puːolɑ					puːlə	puəlvːɐ	puʌlβɛ			pɔlʲv	pɤlvi	pˑɤlvʲ
KNEE_2													pulβuj										
KNEE_3																			pulɨ				
KNEE_4									piʥɤs	piʥɤs										pɯdʲes			
KNEE_5															ʧibpi								
KNEE_6														həɑɡɑj									
KNEE_7							ʧæɳʧ					sɑːns											
KNEE_8	kumɑʒɑ																						
KNEE_9				teːrd																			
KNOW_1												wɑːɣ											
KNOW_2													ʃiɲʧem										
KNOW_3							onəl																
KNOW_4																						tuntɤmɑ	
KNOW_5													pɑlem	ʧənɯdʲi					tʲeːɲeːwɑsʲ				
KNOW_6	sodɑms						tŏŋəmt									tynəmə							
KNOW_7										kuʒnɯ		χɑːsi											
KNOW_8		teɑtɑ	tie̯tæː	tud	tiːtæː	tiɛtyæ		tomːte	tɤdnɯ	tɤdnɯ	tiːɛdə									tosɯnɯ	tɛtɑ	tæːtemæ	tˑiːtmæ
KNOW_9								tiːdːe							tiɛhtih		tiɛtʲːɛd	tiɛtɛdh					
LEAF_1									kor	kor										kuɑr			
LEAF_2														horɑðiɑj									
LEAF_3	lopɑ											luːptɑ											
LEAF_4																ʨɑːpə			weːbɑ				
LEAF_5		leht	leçti		lehti	lɛxti		leːsːt			lɛːɟ		lə̠ʃtɑʃ		lɑstɑ		ləstːɐ				lɛxtɛz	lehto	lehtʲˑ
LEAF_6				lɛveːl			ɭɯwət																
LEAF_7										ʎis													
LIVER_1								vuːjvas							vʊɛjvːɑs		vuəivɐs						
LIVER_2	mɑkso	mɑks	mɑksɑ	maːj	mɑksɑ	mɑksɑ	muɣəl		mus	mus	mɑksɑː	mɑːjt	mokʃ	mitə		mɯːtə		mʉɛksiɛ	mɨd	mus	mɑks	mɑhs	mɑsː
LIVER_3																						peʧoŋk	
LONG_1																ʨumpu			jɑmb				
LONG_2			pitkæ		pitki	pitkæ					pitkɑː			kuntɡu							pitʲk	pitʧ	
LONG_3		pikː		hosːuː			koχ	kukʲesʲ	kuʑ	kuʑ		χosɑ	kuʒu		kʊhkːi		kuc͡çːɘ	kʉhkiɛs		kuʑ			pˑikː
LONG_4	kuvɑkɑ																						
LOUSE_1	eʎi																						
LOUSE_2																unʧu							
LOUSE_3							tøɣtəm					tɑːkəm											
LOUSE_4								tɨhkʲ							tihkːi		tɛc͡çːɘ	tihkiɛ					
LOUSE_5		tæi	tæi	tɛtyː	tæi	tæi			toj	toj	tɛi		tij							tej	tæi	tæi	tˑæi
LOUSE_6																			pənzʲeːʔæ				
MAN_1									muʒik	muʒɯk													
MAN_2		meːs	mies		meːz	miɛs					miːɛz										mɛzʲ	meːz	miːsʲˑ
MAN_3										mort													
MAN_4													mɑrij										
MAN_5																				piosmurt			
MAN_6																				vorɡoron			
MAN_7				feːrfi												tipi							
MAN_8	ʨorɑ																						
MAN_9													pørjeŋ										
MAN_10							ku					χum											
MAN_11							kɑ̆sɯ							kuədʲumu					xɑsɑwɑ				
MAN_12				ɛmbɛr											ɔlmːaːj		ɔːlmɐ	ɔlma					
MAN_13	ɑʎɑ																						
MAN_14								ɒːlmolma															
MAN_15														ŋɑnɑʔsɑ									
MANY_1		pɑljut																					pˑɑllʲo
MANY_2							ær																
MANY_3													jɑtə̠r										
MANY_4			moni		moni																	mɤni	
MANY_5	lɑmo	mitːu																					
MANY_6								jeːnːe															
MANY_7			useɑ						unɑ	unɑ													
MANY_8				ʃok									ʃuko										
MANY_9												sɑːw								tros			
MANY_10																koʨːə							
MANY_11														ŋuŋkəɡə									
MEAT_1								vuenːʧ									vuaʤʲːɘ						
MEAT_2				huːʃ																			
MEAT_3									jɑj	jɑi													
MEAT_4													jør										
MEAT_5	siveʎ												ʃə̠l							siʎ			
MEAT_6							ɲoɣɯ				vʊzɑː												
MEAT_7												ɲowəʎ							ŋəmzɑ				
MEAT_8		lihɑ	liɦɑ		lihɑ	lihɑ															lihɑ	lihɑ	lihɑ
MEAT_9																uə̠ʨə							
MEAT_10														ɕɑhɯ									
MEAT_11																		peærkuʌ					
MOON_1																iræ			jirɨ				
MOON_2														kiʧəðəː									
MOON_3	kov	kuː	kuː		kuː	kuː	iki				kuː											kuː	kˑuː
MOON_4																		askɛ					
MOON_5								maːnː							maːnːʊ		maːnɐ						
MOON_6									tɤliɕ	tɤlɯɕ			tə̠lze							toleʑ			
MOON_7				hold																			
MOON_8												eːtpos											
MOUNTAIN_1							jŏɣ																
MOUNTAIN_2								paːhkʲ															
MOUNTAIN_3							pelæ																
MOUNTAIN_4																		pɨɛrjɛ					
MOUNTAIN_5	pɑndo																						
MOUNTAIN_6		mæki			mæki						mæɡ										mæɡi	mæʧi	mæki
MOUNTAIN_7																qɤː			xoːj				
MOUNTAIN_8										ʨoj		ɲoːr											
MOUNTAIN_9									kerɤs				kurə̠k							ɡureʑ			
MOUNTAIN_10			ʋuori	hɛɟ		vʊɑrɑ						ur		bəru	vaːrːi		vaːrʲːɘ						
MOUTH_1									ɤm	vom										ɯm			
MOUTH_2								ɲaːlʲːm							ɲaːlɛbmi		ɲalʲmʲːɘ	ɲæːlmiɛ					
MOUTH_3		suː	suː		suː	suː	lul				suː	suːp~tuːs	umʃɑ								sʊ	suː	sˑuː
MOUTH_4				saːj																			
MOUTH_5														ŋɑŋ		ɑːŋ			ɲɑʔ				
MOUTH_6	kurɡo																						
NAME_1														ɲim		ɲim			ɲumʔ				
NAME_2	ʎem												lym										
NAME_3		nimi	nimi	neːv	imi	nimi	nem	neːmː	ɲim	ɲim	niˀm	nɑm			nɑmːɑ		nəmːɐ	numːɛ		ɲim	nimi	nimi	nimi
NEAR_1		læhetɑl	læɦelːæ								lɛˀʒɡɨli										læhɛlinɛ		læhikˑsˑel
NEAR_2													liʃne										
NEAR_3							wæɳ					wɑːtʲi											
NEAR_4																						tyven	
NEAR_5								alʲːt															
NEAR_6																	ɐldːləs						
NEAR_7									mɑtɯn	mɑtɯn										mɑtɯn			
NEAR_8	mɑlɑso													kɑdʲɑ									
NEAR_9				køzɛl																			
NEAR_10																		kiɛʦkiɛs					
NEAR_11																			xɑxəjɑdɑ				
NEAR_12		liki			liɡ̊i							ʎɑpɑt										liʧi	
NEAR_13																ʧɑʧæ							
NEAR_14														noɡɑʔʎuky									
NEAR_15																						juːrɤz	
NECK_1													ʃyj			soːʎ							
NECK_2							tur																
NECK_3		kɑel	kɑwlɑ		kɑɡ̊lɑ	kɑklɑ					kɑˀɡːɨl										kɑɡl	kɑɡl	kˑɑːl
NECK_4	kirʲɡɑ													bɑkəðə						ʨɯrtɯ			
NECK_5								ʧaːpex		ɕilɯ					ʧe̯æpeh		ʧɛapːɒt						
NECK_6																		ʧeæpuhkɛ					
NECK_7												sip											
NECK_8				ɲɒk															jik				
NECK_9							sæwəl		ɡoʎɑ	ɡoʎɑ													
NEW_1	od	uːs	uːsi	uːj	uːz	uːsi		oːdː			uːʒ		u		ɔðɑs		oːðɐs	urːɛ			ʊzʲ	uːsi	
NEW_2																			jeːdæj				
NEW_3							jələw		viʎ	vɯʎ		jiʎpi								vɯʎ			
NEW_4																ɕentə							
NEW_5														meɲdʲɑdʲe									
NEW_6																							vɑhʦɤnɤ
NIGHT_1	ve													hiː		pi			pʲi				
NIGHT_2													jyt		icːɑ		inːɐ	jɨjːɛ					
NIGHT_3		øː	yø̯	eːj	øː	yœ	əj	ɨjː	oj	voj		eːt								uj	œ	yː	yː
NOSE_1	sudo																						
NOSE_2														ŋyŋkə									
NOSE_3																puʨə			pɨjɑ				
NOSE_4				orː					nɯr	nɯr			ner							nɯr			
NOSE_5		ninɑ	nenæ		nenæ	nɛnæ	ɲŏl	ɲunʲː			nɑnɑː	ɲol			ɲʊnːi		ɲuːnʲːɘ	ɲʉɛniɛ			nɛnɑ	nenæ	nɤnɑ
NOT_1				nɛm					ɲe														
NOT_2														ɲisɯ									
NOT_3	ɑ							e															
NOT_4		ei	ej		ei	ɛi									ij		iʝɐ	ij			ɛi	ei	ei
NOT_5							ənt			oz	æˀb	ɑt	oɣə̠ʃ			ɑsə				uz			
NOT_6									ɑbu														
ONE_1														ŋuʔəiʔ		okːər			ŋoːbʔ				
ONE_2									ɤtʲik	ɤtʲik		ɑkʷɑ								odiɡ			
