	Cahuilla	Central Tarahumara	Chemehuevi	Classical Nahuatl	Comanche	Cupeño	El Nayar Cora	Eudeve	Highland Puebla Nahuatl	Hopi	Huarijío	Huichol	Kawaiisu	Luiseño	Mayo	Mono	Northern Paiute	Northern Tepehuan	Panamint	Pima Bajo	Pipil	Pochutec	Serrano	Shoshoni	Southeastern Tepehuan	Southern Paiute	Teguima	Tetelcingo Nahuatl	Tohono O'odham	Tongva	Tubar	Tübatulabal	Ute	Yaqui
COME_7																		duduvia		divia~dada									dada~jiwia					
COME_8				waːllau̯~waːlːaː					waːlaː												waːlaːh	wala						wøla						
COME_9				wiːʧ	kimːa		nʲe		wiːʧa							kimːa	kimːa		kimːa		wiʦ~wiːʧ	wiʧ	kimai̯	kimːa		piʧɨ		ibiʦ~biʧ		kimaː		kim		
COME_10									wiːcawiʦ																									
COME_11																				abhim					bʱajim				abhim			iŋɡim		
COME_12										peewiʔ																								
COME_13																															komu			
COME_14															aʔaboweije																			
DIE_1			jaʔikːwaʔi																															
DIE_2													ʔanaːʔikʷeː																					
DIE_3													tupakikʷeː																					
DIE_4													juweʔekʷeː																					
DIE_5																		mumuke					mɨmɨʔq											
DIE_6	muk	muku		miki			mɨʔɨ	mucuni	miki	mook	muɡui	mɨ		mokan	muːke					muːk	miki				mukiaʔ		myʦ	miːkiː	muːk	mojoːk		muːɡ		muuke~muke
DIE_7																		muanta																
DIE_8																etaː															hoː~huː			
DIE_9					tɨjai̯														tiai̯					tiai̯										
DIE_10						qaawɨ											jai~jaʔi									jaʔai̯							jaʔai̯	
DOG_1																	sokopukːu~sokopːukːu																	
DOG_2			waʔacuku																isapunku															
DOG_3				ʧiːʧiː															isa								ʧitːa	ʧiːʧiːtu						
DOG_4					sariː												satɨʔɨ							satiː		satiː							satici	
DOG_5								ʧutzi																										
DOG_6							ʦɨʔɨ			pooko		ʦɨka			ʧuːʔu	pukːu															ʦucu	punku		ʧuuʔu
DOG_7																					pelu													
DOG_8											ʦuhcuri																							
DOG_9			punkuːci										puɡuzɨ																					
DOG_10		koʧi																					kuciʔ							wuʃi				
DOG_11	awal					awal								awaal																				
DOG_12																		ɡoɡosci		ɡoɡs					ɡaɡoːx				ɡoɡs					
DOG_13									iʧwiːnti																									
DRINK_1							ʔi					i						iut			kit													
DRINK_2							jeʔe					je			heʔeje																	iːʔɨː~iːʔɨt		heʔe
DRINK_3			hipi	aːtliː	hivi				aːtiː				hivi			hipi	hipi~hipːi	iːbi	hipi	iʔi				hipi		ipi		øtli					ipi	
DRINK_4								hi~hian~hiahi		hiiko	ihi																hi				he~ihe			
DRINK_5																									ija									
DRINK_6	pa	bahi				paʔ						hare~hari		paaʔi									paːʔ						wasib	paa				
DRINK_7																		janta																
DRINK_8																												koni						
DRY_1			tapasɨ										tavasteːd													tapaʃu							tapasɨpːɨ	
DRY_2					pasa												pasːa		pasa					pasa										
DRY_3																pasahkɨʔ																		
DRY_4								huaqui̯																										
DRY_5																														ahoːkin				
DRY_6	wax	waki				waxɨ	waʧi		waːjik	laaqu	waɡi	waki		awaxve	wakia					sɡak	waki	wak	awaːkiʔ		ɡak			wahkiː	sɡaki			waːɡɨt~awak		wakia
DRY_7				iːʃwaːkki																														
DRY_8																		ɡaqui̯dade																
DRY_9																															moronir			
EAR_1													naɡavivi													naŋkapa								
EAR_2					naki					naqvɨ									naŋki					nenkih						nanax				
EAR_3	naqal	naka	naŋka	nakaːstli		naqʔa	naʃai̯	nakat	nakas		nahka	naka		naqla	nakːam	naqːa	nakːa	naːka		naːk	nakas	nekest			nak		naca	nakas	naːk		nakar	naŋhal	nɨkːapɨ	naka
EAR_4																							qavaʦ											
EAR_5																		tucai̯daraɡa																
EAR_6								queisiven																										
EARTH (SOIL)_1					sokovi														sokopi					sokopːɨh										
EARTH (SOIL)_2															bwija																			bwia
EARTH (SOIL)_3		wee									weʔe	kʷie																						
EARTH (SOIL)_4																															kvirat			
EARTH (SOIL)_5																		dubure		dɨvɨi̯r					dɨbɨr				jɨwɨɖ					
EARTH (SOIL)_6	temal					tɨmal		tevat															tiɨ̯vaʈ͡ʂ							tuvar				
EARTH (SOIL)_7			tɨpipːi													tɨpi	tɨi̯pːɨ~tiːpɨ									tɨpɨ	tevet						tɨpɨpːɨ	
EARTH (SOIL)_8										tɨckʷa			tɨbiʧɨ																					
EARTH (SOIL)_9							ʧwe							exla																				
EARTH (SOIL)_10				tlaːlli					taːl												tal	tal						tløliː		øxar~oːxar				
EARTH (SOIL)_11																																ʃuwaːl		
EAT_1														naaʧuxun																				
EAT_2																		aneancoai̯																
EAT_3												kɨme															ɡuæ							
EAT_4			tɨkːa		tɨkːa											tɨkːa	tɨkːa~tɨka		tɨkːa				raːkʷ	tɨkːa		tɨkːa						tɨk~ɨtɨk	tɨkːa	
EAT_5															bwaʔaje																			bwaʔa
EAT_6		ɡoʔa									koʔa									koʔa									koʔa		koa			
EAT_7	kʷaʔ			kʷa		kʷa	kʷaʔa	ba	takʷaː			kʷa	kaʔa								kʷa	kʷa	kʷaʔi					kʷa		ikʷaa				
EAT_8										sowa										huɡ														
EAT_9																									juɡiaʔ									
EAT_10								hibaːn																										
EGG_1														paanil									pan											
EGG_2																																pompt		
EGG_3			nopːapi										nopavi																				napːaapi	
EGG_4					nojo					nøhɨ						nojo	noho	nono	nojo	nonːo				nojo		noːʔ~nupːu			nonha					
EGG_5							taʔu																											
EGG_6												tawari																						
EGG_7																									nanoː					xaːxen~xaːxin				
EGG_8		kaʔwa									kaʔwa				kabːa																			kaba
EGG_9						paɲiʔat		acavora																										
EGG_10									piotet																			tutoltetl						
EGG_11				tetl																														
EGG_12																					tesis													
EGG_13																															netelur			
EGG_14	weevuʔ																																	
EYE_1					pui̯												pui̯	bui̯	pui̯h					pui̯h	bui̯									
EYE_2	puʧily					puʃ								puʃla																				
EYE_3			puʔipi										puʔivi			pusi										puʔi						punʒil	pɨʔipɨ	
EYE_4							hɨʔɨ~hɨʔɨsi																				vubu							
EYE_5		busila						vusit		poosi	pusi	hɨzi			puːsim					vuhi	iʃ						busi		wuhi					puusi
EYE_6				iːʃtelolotl					iːʃtoːloːlo																			ʃtelolo						
EYE_7																														ʦotron~coːcon	telar~tilur			
EYE_8																							huvaːʈ͡ʂ											
FAT (ORGANIC SUBSTANCE)_1				sejotl																	ʃepo													
FAT (ORGANIC SUBSTANCE)_2			juhi		juhu								juhuvɨ			juhu	juhu		juhu					juhu										
FAT (ORGANIC SUBSTANCE)_3										wihɨ																								
FAT (ORGANIC SUBSTANCE)_4																		ɡui̯		ɡui̯							ɡui̯da							
FAT (ORGANIC SUBSTANCE)_5	wily					wily																												
FAT (ORGANIC SUBSTANCE)_6			wiːwapi									wija													ɡiodaʔ									
FAT (ORGANIC SUBSTANCE)_7							aseiːti																						ɡiːɡi					
FAT (ORGANIC SUBSTANCE)_8		wiʔi									wiʔi			wiʔ									wipt			juː				witaː		wipt	jɨu̯pi	
FAT (ORGANIC SUBSTANCE)_9															manteːka																			manteːka
FAT (ORGANIC SUBSTANCE)_10									ʧaːwak																			ʧijøwa						
FAT (ORGANIC SUBSTANCE)_11								tuspeɡua																										
FEATHER_1																	pɨhɨ																pɨtːɨpɨ	
FEATHER_2	wikily					wikily																												
FEATHER_3				iʔwitl					ihwit																									
FEATHER_4																												tohmiːtl						
FEATHER_5																					iuhmiju													
FEATHER_6		maʔsa								nakʷa	maʔsa				masa	qasa	kasːa		kasa				mahaːt							maːsan	masat			masa
FEATHER_7							ana					ana~anɨː						aːne		aʔanaɡ					anaʔ				aʔan			aŋaː		
FEATHER_8			wisiapi		sia							aːnːa	wiʃiʔaːvi											siapi		wɨsia								
FEATHER_9								hunsa						humsat													usat							
FIRE_1										ɨːwiŋwɨ																								
FIRE_2																												tlecintli						
FIRE_3							tai̯h					tai̯			tahːi			tai̯~tai		tai̯					tai̯		tʰai̯							tahi
FIRE_4				tletl				te	tit												tit	tet												
FIRE_5																															tahamet		naʔai̯tːɨ	
FIRE_6		naʔi									naʔi																		naːda					
FIRE_7																														ʈ͡ʂaːvut				
FIRE_8	kut		kuna			kut							kuna	kut		qoso	kosːo		kuna				kut	kuna		kunæ						kut		
FIRE_9					kotːoːpːɨh																													
FISH_1				miʧin					miʧi												miʧin	miʧom						miːʧiː						
FISH_2	kijul					qɨjul		ʦuʧut				kecɨ			kuʧːu								kihuːʦ				ʦũʧu			kui̯r	kicut	kujuːl		kuʧu
FISH_3			pakɨci		pekʷi								paɡɨːvɨ			pakːwi	pakːwi		paŋwi					penkʷi		pakɨu̯							pakɨ	
FISH_4																		vatːosa~vatːopa		vatoːp					batop				watopi					
FISH_5										paakiw				anaamal																				
FISH_6		roʔci									soʔci																							
FISH_7							weʔi																											
FLY (MOVE THROUGH AIR)_1												wie		wiila																				
FLY (MOVE THROUGH AIR)_2		iʔni									niʔni																ni							niʔi
FLY (MOVE THROUGH AIR)_3			wici										jozi			joʦːi	joʦːi~joʦːi									nonci							jɨci	
FLY (MOVE THROUGH AIR)_4					jɨcɨ	jalɨ									neʔeje				jɨcɨ					jɨcɨ								oːlɨt		neʔe
FLY (MOVE THROUGH AIR)_5							raʔa													daʔa					dai̯jaʔ				daʔa					
FLY (MOVE THROUGH AIR)_6	hiŋ																						hiːɲʔk~hiːɲiʔk								hanʲa			
FLY (MOVE THROUGH AIR)_7																		daːi̯~daːnta																
FLY (MOVE THROUGH AIR)_8				patlaːni				meen	pataːni												patani	patan						patløniː						
FLY (MOVE THROUGH AIR)_9										masai̯																								
FLY (MOVE THROUGH AIR)_10										pɨːjalti																								
FOOT_1															wokːim																njokir			wooki
FOOT_2	ʔi			ikʃitl																	ikʃi	ʃo						kʃiː						
FOOT_3							ɨːka					ɨka																						
FOOT_4						xuʧi				kɨkɨ		keta				kɨkːɨ	kɨkɨ																	
FOOT_5																																ɨŋɡɨl		
FOOT_6		rono									tono														ton									
FOOT_7														et																				
FOOT_8									meʦ														navɨːʦ							nev				
FOOT_9								tari										tara		tar							tara		taɖ					
FOOT_10			nampa		nape								nabivi						nampe					nampe		nampa							napːa	
FULL_1																									sunɡɨm									
FULL_2																																ɨmbɨm		
FULL_3											ohcorewaeme																							
FULL_4		boʧiwi						bodahri~bodavi					ponoʔi													ponoʔaː~ponoʔi								
FULL_5								bode									kano~kanːo			koːvoɡ									skowoɡ					
FULL_6																														puːi̯n				
FULL_7																																pɨi̯mit		
FULL_8																							pitɨʔq											
FULL_9										oopokiwta																								
FULL_10														muujai																				
FULL_11																tujuha																		
FULL_12	maʧama																																	
FULL_13																		sudːajamue																
FULL_14																																	kuwikːatːɨ	
FULL_15																					tentuk							tientiːka						
FULL_16				peʃoːnaltia					peʃoːntok																									
FULL_17					tɨpːetɨ								tɨbetɨ						tɨpːekɨa					tɨpːe										
FULL_18															tapuni																			tapuna
FULL_19							avaʔɨsti																											
FULL_20						jutaxiʃ																												
GIVE_1	max		maka	maka		maxa		macan	maka	maqa					maaka			maxe~maxani		maːk	maka	meke	maqai̯		mak	maka	maʦ	maka	maːk		maka~mika	maha		maka
GIVE_2		ja																			ma									ua		amha		
GIVE_3											kiʔa~kiʔa					kija	kiʔa~kia																	
GIVE_4												pitɨa~kʷei̯tɨa																						
GIVE_5																															hiliwa			
GIVE_6					utːu								roː~doː	ovi					utːu					utːu										
GIVE_7																																	nutuɡai̯	
GIVE_8							tatɨste																											
GOOD_1		ɡaʔra																													kimwa~kiwar			
GOOD_2				kʷaltik					kʷali																			kʷaliː						
GOOD_3													piʃaː				pisːa~pisa	bei̯ɡa																
GOOD_4	aʧae					aʧiʔa																	aʔai̯											
GOOD_5			haɨ̯													ʦawu										aju	nana		sap					
GOOD_6												ai̯rɨa																						
GOOD_7												ijari																						
GOOD_8																					ahwijak													
GOOD_9															tuʔuri																			tuʔi
GOOD_10										hopi				loovi																				
GOOD_11							reʔen																											
GOOD_12																											nai̯den							
GOOD_13								deni													jek													
GOOD_14																																tɨwɨ		
GOOD_15					ʦaːtɨ														ʦau̯ntɨn	seu̯ɡatu				ʦaːntɨn										
GOOD_16																									jirjixkɨː									
GOOD_17																																	atːɨ	
GOOD_18											kaweruma																							
GOOD_19																														tihøvkui̯				
GOOD_20							ʃaʔapɨʔɨn																											
GREEN_1	tukvaʃnekis																																	
GREEN_2														kunoknuʃ																				
GREEN_3							ruʔara																											
GREEN_4													puhiɡidɨ																					
GREEN_5																	puhi							pui̯										
GREEN_6																puhituwa																		
GREEN_7												ciu̯raɨ̯je																						
GREEN_8																							rou̯ʔn											
GREEN_9			sawaka			xwavi				sakʷa					siali				sakʷa			ʃui̯				sakʷa							sakʷakatɨ	siali
GREEN_10		sijoname									sioname																							
GREEN_11								sidei̯																			sidŏi							
GREEN_12																															njokar			
GREEN_13				kiltik																														
GREEN_14					epe																													
GREEN_15																														takaːpiʔ				
GREEN_16																																hulʔhulʔ~uːhulʔhulʔ		
GREEN_17				sosowia					ʃoʃoktik												ʃuʃuwik							ʃoʃoktiːk						
GREEN_18																		tudːoɡui̯		stɨːdoɡ									sʧɨːdaɡi					
GREEN_19																									momduraʔ									
HAIR_1																								pankasɨ									paakipi	
HAIR_2					papi																													
HAIR_3																			pampipːɨh															
HAIR_4	julukal																																	
HAIR_5			tocipɨʔapɨ																															
HAIR_6		ɡupa		ikpa			kɨpwa				kupa	kɨpa						ʦupe							kup									
HAIR_7																											muʧit							
HAIR_8																							ʔajɨʔ											
HAIR_9										høːmi						woø										pɨːaː				pwan	womor~womanr	ʦomoːl		
HAIR_10													ʦopivɨ				ʦopːɨhɨ																	
HAIR_11				ʦontli					ʦonːti						ʧoonim						ʧun	ʧon						ʦontliː						ʧoni
HAIR_12																				moʔo									moʔo					
HAIR_13						ju~jul		mo						juːla													mo							
HAIR_14																					ijuhmiu													
HAND_1	mal			maːi̯tl		ma		mamat	maːi̯	maʔa		mama		mat	mamːam	maja	mai̯				mai̯~mei̯	mai̯	maː				mama	mø		man		maːl		mamam
HAND_2																		novi		nov					nob				nowi					
HAND_3			moʔovi		moʔo								moʔovi						moʔo					moʔo		moʔo							moʔopi	
HAND_4		seka									seka																							
HAND_5																															sutu			
HAND_6							mwahkaʔa																											
HEAD_1					papi														pampin					pampin										
HEAD_2						ju								juːla																				
HEAD_3	julukal																																	
HEAD_4				kʷaːi̯tl					kʷaːi̯							woø	woø				kʷa	kʷai̯						kʷɔ						
HEAD_5																							ʂɨːʔ							pwan				
HEAD_6		moʔo					muʔu				moʔo	muʔu						mo~momo		moʔo					moʔ				moʔo		mo			
HEAD_7															kobːa																	kupu		koba
HEAD_8										qøytø																								
HEAD_9				ʦocontekon					coːntecoːn												ʦuntekun							conteko						
HEAD_10			toci										tocivi													toci							tɨcipi	
HEAD_11								zonit																										
HEAD_12																															tai̯r			
HEAD_13																											notzoniizi							
HEAR_1												ena~enie																						
HEAR_2								quen																										
HEAR_3		ake		kaki					kaki									ʦame		kaː	ɡak	keki			kəː		kai̯	kakiː	kaː			haʔ~aːhaʔ		
HEAR_4											kepu																							
HEAR_5	naqma		naŋka		naka	naqma				navota			naɡa	naqma		naqːa	nakːa~nakːa		nanka					nanka		naŋka				naxaːkʷa				
HEAR_6															hikːaha																		nɨkːai̯	hikːa
HEAR_7																							maːʈ͡ʂ											
HEAR_8							namwahra																											
HEART_1			pijɨ		pihi								pɨhjɨpi			piwɨ	piwɨ		pihwɨ					pihjɨn		pijɨ								
HEART_2				joːloːtl					joolo												jul~julo							julohtli						
HEART_3	sunil	sula				ʂuun					sulu			ʂunla	suːla			jure		hur̥adi			huːn		jur					ʂuːn		ʃuːnal		
HEART_4																															aramalir~avamalir			
HEART_5										ɨnaŋwɨ																								
HEART_6								hibes																										hiapsi
HEART_7																				iːbdaɡ									iːbdaɡ					
HEART_8																																	mukuavi	
HEART_9																											hidăɡua							
HEART_10												ijari																						
HEART_11							ʃai̯hnʲuʔukari																											
HEAVY_1						wimɨ								wimai̯																				
HEAVY_2																										pɨtːiʔanteɨ̯								
HEAVY_3																																	pɨtːijatːɨ	
HEAVY_4				etik					etiːk												hetek	eti						jetik		potoː				
HEAVY_5	pelema	beteame	pɨtːɨja					beten		pɨtɨ	pehti	hete			betːe			vɨːtɨ	pɨtːi	svɨːt			pɨcɨʔ	pɨtːɨ	bɨt		vetːĕa		swɨːʧ			pɨlɨʔ~ipɨlɨʔ		beteʔa
HEAVY_6					puhtu																													
HEAVY_7													pitaʔa																					
HEAVY_8																nɨʔnɨkːwɨ	nɨnːɨkʷi~nɨnːɨkːwi																	
HEAVY_9							tyihetʲe																											
HORN (ANATOMY)_1								husiɡwa																										
HORN (ANATOMY)_2																															hamoat			
HORN (ANATOMY)_3				kʷaːkʷawitl																	kʷakʷau̯~kʷakaʧo													
HORN (ANATOMY)_4									kʷetaʃa																									
HORN (ANATOMY)_5			aːpːɨ		aː								aːpɨ				aː							aːn									aːpːɨ	
HORN (ANATOMY)_6	awal	awa				awʔa	awah			aːla	awa	awate			aːwam	awa		aɡa	awa	aːɡ					aaʔ	aæ			aʔaɡ			aːwat		aːwa
