	Cahuilla	Central Tarahumara	Chemehuevi	Classical Nahuatl	Comanche	Cupeño	El Nayar Cora	Eudeve	Highland Puebla Nahuatl	Hopi	Huarijío	Huichol	Kawaiisu	Luiseño	Mayo	Mono	Northern Paiute	Northern Tepehuan	Panamint	Pima Bajo	Pipil	Pochutec	Serrano	Shoshoni	Southeastern Tepehuan	Southern Paiute	Teguima	Tetelcingo Nahuatl	Tohono O'odham	Tongva	Tubar	Tübatulabal	Ute	Yaqui
BIRD_4					kuʦːuː					ʦiro		wiki			wiːkit	ʦiːpːaʔ		uːɡːui̯̯					wicit	hui̯̯ʦːu	ui̯ʔ	wicɨ				ʧiʔuː		ʧikiːt		
BIRD_5																																		wiikit
BIRD_6							pinaʔa										hucipa																	
BIRD_7	wikikmal					mukikmal		viqui̯̯tz						iheŋmal																				
BIRD_8																		uruɡui̯̯																
BIRD_9																															kolo			
BIRD_10																			kasakantin															
BITE_1		iʔki																														ɨːɡɨ		
BITE_2												ke																			ke			
BITE_3	keʔ		kɨʔi			qɨʔɨ	ʧeʔe			kɨːki		kei̯	kiʔi	koʔi		kɨhjɨ	kɨʔi~kɨi̯̯			kɨʔɨ			kɨːʔ			kɨʔi			kɨʔi				kɨʔi	keʔe
BITE_4				kecuma~kehcuma	kɨccia				keːhcoma		kiʔcu				keʔeje				kɨcciʔa					kɨcciʔa				kecoma						
BITE_5								nequen~queen										ʦuui̯̯~ʦujanta~ʦujui̯̯							kɨjaʔ		qui̯̯quja					kɨi̯̯ʔɨt		
BITE_6																					tankʷa													
BLACK_1					tuhupihtɨ								tuhukʷidɨ						tuːppihtɨ					tuːppihtɨn										
BLACK_2								sovei̯̯				juwi~pujuwi															sovai̯̯							
BLACK_3	tulnek						ʃuʔumwa			qøymviwsaʔ																								
BLACK_4		ʧokame									ohconame																							
BLACK_5															ʧukuli																tokur			ʧukui̯̯~ʧukuli
BLACK_6			tupːaka											juvatai̯̯							puʃawak		tɨnaːraʔn							jupiːxaʔ~jopiːxaʔ			tuukːwatɨ	
BLACK_7				t͡ɬiltik					tiːltik																			t͡ɬiltiːk						
BLACK_8						tula										tumːu	tu	tuco~tucu		stuk					ʧuk	tuy			sʧuk			tuːɡu~uːduːɡu		
BLOOD_1															ohbo																			ohbo
BLOOD_2				est͡ɬi					esti									iːrai̯̯			ehti	est	ɨːʈ͡ʂʈ͡ʂ					jest͡ɬiː						
BLOOD_3	eu̯̯ily									ɨŋwa				ou̯̯la						ɨːʔɨr					ɨɨr				ɨːʔɨɖ					
BLOOD_4		la									ela																				ava	ɨkʷa		
BLOOD_5								erat																			herat				arat			
BLOOD_6							ʃuureʔe					zurija																						
BLOOD_7																		vure															paapːɨ	
BLOOD_8			paɨ̯̯pːi		pɨːppin								pɨːpi			paː	pɨːpːi		pau̯̯ppin					pɨːppin		paɨ̯̯								
BLOOD_9																														xai̯̯n				
BLOOD_10						ɨw																												
BONE_1																		oo							aoː									
BONE_2																															o			
BONE_3				omit͡ɬ					oːmit												umit													
BONE_4												ume																						
BONE_5																						ot	oːʦ									on		
BONE_6		oʔʧi						hoɡu̯a		øːqa	oʔa				otːa	oho	oho			oːʔo						oho	oɡu̯a		oːʔo		ola			ota
BONE_7																											ramohudura~ramoɡui̯̯tzura							
BONE_8																												miːmiːtet͡ɬ						
BONE_9																															hotarak			
BONE_10	teʔily					tiʔil																								ʔeːʔin				
BONE_11			ohopi										ohovɨ																				oopɨ	
BONE_12					ʦuhni														ʦuhmi					ʦuhni										
BONE_13							kari																											
BONE_14														kulaawut																				
BREAST_1				ʧiʧiwalli					ʧiʧiwaːl												ʧiʧihwal							ʧiʧiːwal						
BREAST_2						pi		viːt						pit									piʔ							pin		piːl		
BREAST_3	pily		pihi		pici						piʔwa	ʦicu			pipːim	piciʔ	piciʔi~pica	vipːi	pici	vipi				pici	βipiː	piːci			wipi		wimur			pipːim
BREAST_4							ʦiʔime			piihɨ			pihivɨ																				piipɨ	
BREAST_5		kaso																																
BREAST_6																									tor									
BURN (SOMETHING)_1		i																																
BURN (SOMETHING)_2										ɨwi																								
BURN (SOMETHING)_3															beete																			beete
BURN (SOMETHING)_4																pita																		
BURN (SOMETHING)_5							taː					ta~tai̯̯															tʰa							
BURN (SOMETHING)_6				t͡ɬat͡ɬa																	tati~tatia	tati						bt͡ɬatɪa						
BURN (SOMETHING)_7	kina					kiʔni																						ʃut͡ɬa		vireːk				
BURN (SOMETHING)_8	naʔ		naʔi										neʔe	naʔ			nai̯̯~naʔi									naʔai̯̯n							naʔai̯̯	
BURN (SOMETHING)_9								tahan			tahai̯̯			ʧujai̯									huʔai̯̯											
BURN (SOMETHING)_10					weha														wai̯̯ja					wai̯̯hja										
BURN (SOMETHING)_11		raha																													taha~tasa	ʦama~anʒama		
BURN (SOMETHING)_12																		mui̯̯		mɨhɨ					mɨi̯̯m				mɨhi					
BURN (SOMETHING)_13			kucikːi																							kuʦːɨa								
BURN (SOMETHING)_14									toːneːwi																									
CLAW_1				isteːt͡ɬ																	istit									esʧut				
CLAW_2					sito											situ	sasito		masitu					sitoːn										
CLAW_3		sutu					sɨtʲe	sutut	sti	soki	suhtu	zate~zɨte						jutud		hutː~huht					jut	ʃɨcu	xutu~sutu	ste	huːʧ					sutu
CLAW_4																							waʈ͡ʂ							ʧur				
CLAW_5	salul					ʂulʔa								ʂulat																		ʃulunt	wəkːuci	
CLAW_6			tasicoʔo										taʃtoʔobi		sutukoʧoʔo																			
CLAW_7																															alapor			
CLOUD_1															naːmu																			naamu~naamuːk
CLOUD_2				miʃt͡ɬi				mosit	miʃti												mistil							meʃt͡ɬ			mosit			
CLOUD_3		nori														toø							woːŋt											
CLOUD_4																	kumi	jicome																
CLOUD_5			pakɨnapɨ										kɨnavi						pakɨnapːɨh					pakɨnapːɨh		pakɨnapɨ								
CLOUD_6																				tɨvaːɡ					tɨbaːʔ				ʧɨwaɡi					
CLOUD_7						temin					tomoari																							
CLOUD_8					tomːoakatːɨ																									akʷaːkin		paːʃuːmist		
CLOUD_9							ai̯̯tɨri					hai̯̯witɨri																						
CLOUD_10														tuviiʃ													ryruɡæi							
CLOUD_11	wewniʃ																																uwatːipːɨ	
CLOUD_12										oomawɨ																								
COLD_1	jui̯̯ma	rula				jui̯̯					tula																							
COLD_2										sɨːsɨŋwa																								
COLD_3																										ʃɨppɨta								
COLD_4			sɨjaʔi~sɨtːuʔi						seseːk						sebːe			jupidi		shɨːp	sesek				xɨp				shɨːpid	ʂuvoʔ	seve	ʃɨːbt	sijaʔi	sebe~seebe
COLD_5																							ɨcɨ				utːe							
COLD_6					ɨi̯̯cɨʔi											ɨcɨʔɨ	ɨcɨʦːɨ		ɨi̯̯cɨi̯̯					ɨi̯̯cɨʔi								ɨʃɨi̯̯p		
COLD_7								uteen																										
COLD_8				ictik																								ictiːk						
COLD_9												haɨ̯̯tɨze		pituptuʃ																				
COLD_10													situʔwidɨ																					
COLD_11							kɨmwahraraʔa																											
COME_1															aʔabowei̯je																			
COME_2																																		kaate
COME_3														haqwaaʧi																				
COME_4																															komu			
COME_5	nek					nɨqɨ																									heko			
COME_6								hueren																										
COME_7																															hase			
COME_8																				dada									dada					
COME_9																		duduvia		divia									jiwia					
COME_10											ena																vena							
COME_11		nolina																																
COME_12			pipːicɨ										pidɨ													piʧɨ							pici	
COME_13									wiːcawiʦ	peewiʔ										abhim					bʱajim				abhim			iŋɡim		
COME_14				waːllau̯̯~waːlːaː	kimːa				waːlaː			nu̯a				kimːa	kimːa		kimːa		waːlaːh	wala	kimai̯̯	kimːa				wøla		kimaː				
COME_15				wiːʧ			nʲe		wiːʧa												wiʦ~wiːʧ	wiʧ						ibiʦ~biʧ				kim		
DIE_1														mokan				mumuke					mɨmɨʔq							mojoːk				
DIE_2												mɨ					jai̯														hoː~huː			
DIE_3	muk	muku		miki			mɨʔɨ	mucuni	miki	mook	muɡui̯				muːke					muːk	miki				mukiaʔ		myʦ	miːkiː	muːk			muːɡ		muuke~muke
DIE_4					tɨjai̯̯														tiai̯̯					tiai̯̯										
DIE_5																etaː																		
DIE_6			jaʔikːwaʔi														jaʔi									jaʔai̯̯							jaʔai̯̯	
DIE_7													ʔanaːʔikʷeː~tupakikʷeː~juweʔekʷeː																					
DIE_8						qaawɨ																												
DIE_9																		mu̯anta																
DIRTY_1				kacaːwak																														oʧoko
DIRTY_2		suɡu	tuca		tuːcaː												tuʦːaː									sucio								
DIRTY_3						silyɲinɨ							tocaːɡadɨ						tuːʦːaːpːɨh					tuːʦːaːpːɨh			sutepora~surevura			tyhovit		tuɡuːbiʃɨt~utuɡuːbiʃ		
DIRTY_4					tuʦːai̯̯		ʧu̯aːmwa			iceheʔe				kʷilali	ʧiʔiʧa	toʦabi		duburi	tuʦːai̯̯		ʦil		coːqav		ikoraʔ	ti̯eːra~polvo~barːo								
DIRTY_5	seljaxama										ohcorewae̯me																		sbiːtaɡim					
DIRTY_6								isnariteri																										
DIRTY_7																				sivaɡui̯̯di														
DIRTY_8																											usa							
DIRTY_9																																	paasana	
DOG_1																				ɡoɡs									ɡoɡs					
DOG_2	awal					awal								awaal																				
DOG_3					sariː												satɨʔɨ							satiː	ɡaɡoːx	satiː							satici	
DOG_4																			isa															
DOG_5			waʔacuku														sokopukːu~sokopːukːu	ɡoɡosci																
DOG_6																			isapunku													punku		
DOG_7				ʧiːʧiː			ʦɨʔɨ	ʧutzi		pooko	ʦuhcuri	ʦɨka			ʧuːʔu	pukːu					pelu						ʧitːa	ʧiːʧiːtu		wuʃi	ʦucu			ʧuuʔu
DOG_8		koʧi	punkuːci										puɡuzɨ																					
DOG_9																							kuciʔ											
DOG_10									iʧwiːnti																									
DRINK_1							ʔi																											
DRINK_2												i																						
DRINK_3																					kit													
DRINK_4																												koni						
DRINK_5	pa					paʔ																	paːʔ							paa				
DRINK_6		bahi										hare~hari		paaʔi															wasib					
DRINK_7								hi				je															hi				he			
DRINK_8								hian~hiahi		hiiko																								
DRINK_9			hipi		hivi		jeʔe						hivi		heʔeje	hipi	hipi~hipːi		hipi					hipi										heʔe
DRINK_10				aːt͡ɬiː					aːtiː		ihi							iːbi		iʔi						ipi		øt͡ɬi					ipi	
DRINK_11																									ija						ihe	iːʔɨː~iːʔɨt		
DRINK_12																		iu̯t																
DRINK_13																		janta																
DRY_1					pasa												pasːa		pasa					pasa										
DRY_2			tapasɨ										tavasteːd													tapaʃu							tapasɨpːɨ	
DRY_3				iːʃwaːkki				hu̯aqui̯̯																										
DRY_4																				sɡak									sɡaki					
DRY_5	wax	waki				waxɨ	waʧi		waːjik	laaqu	waɡi	waki		awaxve	wakia						waki	wak			ɡak			wahkiː						wakia
DRY_6																																awak		
DRY_7																							awaːkiʔ							ahoːkin		waːɡɨt		
DRY_8																pasahkɨʔ		ɡaqui̯̯dade																
DRY_9																															moronir			
EAR_1	naqal			nakaːst͡ɬi			naʃai̯̯	nakat	nakas						nakːam						nakas	nekest	qavaʦ					nakas			nakar			
EAR_2		naka										naka				naqːa	nakːa	naːka		naːk					nak		naca		naːk					naka
EAR_3			naŋka		naki	naqʔa				naqvɨ	nahka			naqla					naŋki							naŋkapa						naŋhal		
EAR_4																														nanax				
EAR_5								quei̯siven					naɡavivi																					
EAR_6																																	nɨkːapɨ	
EAR_7																								nenkih										
EAR_8																		tucai̯̯daraɡa																
EARTH (SOIL)_1					sokovi														sokopi					sokopːɨh										
EARTH (SOIL)_2														exla																				
EARTH (SOIL)_3															bwija																kvirat			bwia
EARTH (SOIL)_4				t͡ɬaːlli					taːl												tal	tal						t͡ɬøliː						
EARTH (SOIL)_5	temal					tɨmal		tevat															tiɨ̯̯vaʈ͡ʂ				tevet			øxar~oːxar~tuvar		ʃuwaːl		
EARTH (SOIL)_6		wee					ʧwe				weʔe	kʷi̯e																						
EARTH (SOIL)_7			tɨpipːi							tɨckʷa			tɨbiʧɨ			tɨpi	tɨi̯̯pːɨ~tiːpɨ	dubure		dɨvɨi̯̯r					dɨbɨr	tɨpɨ			jɨwɨɖ				tɨpɨpːɨ	
EAT_1														naaʧuxun																				
EAT_2																		aneancoai̯̯																
EAT_3			tɨkːa		tɨkːa				takʷaː							tɨkːa	tɨkːa~tɨka		tɨkːa					tɨkːa		tɨkːa						tɨk~ɨtɨk	tɨkːa	
EAT_4	kʷaʔ			kʷa		kʷa	kʷaʔa	ba				kʷa	kaʔa								kʷa	kʷa	raːkʷ~kʷaʔi					kʷa		ikʷaa				
EAT_5															bwaʔaje																			bwaʔa
EAT_6		ɡoʔa									koʔa									koʔa									koʔa		koa			
EAT_7												kɨme															ɡuæ							
EAT_8								hibaːn																	juɡiaʔ									
EAT_9										sowa										huɡ														
EGG_1	weevuʔ																														netelur			
EGG_2																					tesis													
EGG_3																									nanoː					xaːxen~xaːxin				
EGG_4									piotet																			tutoltet͡ɬ						
EGG_5														paanil																				
EGG_6				tet͡ɬ																														
EGG_7					nojo					nøhɨ						nojo	noho	nono	nojo	nonːo				nojo		noːʔ~nupːu								
EGG_8																													nonha					
EGG_9							taʔu																											
EGG_10												tawari																						
EGG_11																							pan									pompt		
EGG_12		kaʔwa									kaʔwa				kabːa																			kaba
EGG_13			nopːapi										nopavi																				napːaapi	
EGG_14						paɲiʔat		acavora																										
EYE_1				iːʃtelolot͡ɬ					iːʃtoːloːlo																			ʃtelolo						
EYE_2																							huvaːʈ͡ʂ							ʦotron	telar~tilur			
EYE_3			puʔipi										puʔivi																				pɨʔipɨ	
EYE_4					pui̯̯	puʃ											pui̯̯	bui̯̯	pui̯̯h					pui̯̯h	bui̯̯									
EYE_5	puʧily	busila					hɨʔɨ~hɨʔɨsi	vusit		poosi	pusi	hɨzi		puʃla	puːsim	pusi				vuhi						puʔi	busi~vubu		wuhi	coːcon		punʒil		puusi
EYE_6																					iʃ													
FAT (ORGANIC SUBSTANCE)_1									ʧaːwak																			ʧijøwa						
FAT (ORGANIC SUBSTANCE)_2							asei̯ːti	tuspeɡu̯a							manteːka																			manteːka
FAT (ORGANIC SUBSTANCE)_3			juhi		juhu								juhuvɨ			juhu	juhu		juhu					juhu										
FAT (ORGANIC SUBSTANCE)_4																		ɡui̯̯		ɡui̯̯						juː	ɡui̯̯da						jɨu̯̯pi	
FAT (ORGANIC SUBSTANCE)_5			wiːwapi	sejot͡ɬ																	ʃepo													
FAT (ORGANIC SUBSTANCE)_6		wiʔi									wiʔi			wiʔ									wipt							witaː		wipt		
FAT (ORGANIC SUBSTANCE)_7												wija													ɡiodaʔ									
FAT (ORGANIC SUBSTANCE)_8	wily					wily				wihɨ																			ɡiːɡi					
FEATHER_1																	pɨhɨ																pɨtːɨpɨ	
FEATHER_2	wikily		wisiapi			wikily							wiʃiʔaːvi													wɨsia								
FEATHER_3				iʔwit͡ɬ					ihwit																									
FEATHER_4																					iu̯hmiju							tohmiːt͡ɬ						
FEATHER_5					sia																			siapi										
FEATHER_6																				aʔanaɡ									aʔan					
FEATHER_7							ana			nakʷa		ana~anɨː~aːnːa						aːne							anaʔ							aŋaː		
FEATHER_8		maʔsa									maʔsa				masa	qasa	kasːa		kasa				mahaːt							maːsan	masat			masa
FEATHER_9								hunsa						humsat													usat							
FIRE_1					kotːoːpːɨh											qoso	kosːo																	
FIRE_2			kuna										kuna						kuna					kuna		kunæ								
FIRE_3	kut					kut								kut									kut							ʈ͡ʂaːvut		kut		
FIRE_4																															tahamet		naʔai̯̯tːɨ	
FIRE_5										ɨːwiŋwɨ																		t͡ɬecint͡ɬi						
FIRE_6		naʔi									naʔi																		naːda					
FIRE_7							tai̯̯h					tai̯̯			tahːi			tai̯̯~tai̯		tai̯̯					tai̯̯		tʰai̯̯							tahi
FIRE_8									tit												tit													
FIRE_9				t͡ɬet͡ɬ																		tet												
FIRE_10								te																										
FISH_1				miʧin					miʧi												miʧin	miʧom						miːʧiː						
FISH_2	kijul					qɨjul		ʦuʧut				kecɨ			kuʧːu								kihuːʦ				ʦũʧu			kui̯̯r	kicut	kujuːl		kuʧu
FISH_3			pakɨci		pekʷi					paakiw			paɡɨːvɨ			pakːwi	pakːwi	vatːosa~vatːopa	paŋwi	vatoːp				penkʷi	batop	pakɨu̯̯			watopi				pakɨ	
FISH_4		roʔci									soʔci																							
FISH_5							weʔi																											
FISH_6														anaamal																				
FIVE_1				ʧkʷa																														
FIVE_2																		taːma																
FIVE_3																				utaspo									hɨtasp					
FIVE_4							ansɨbi~ansɨʔ			ʦivot																								
FIVE_5																								nanai̯̯kːih							mamunir			
FIVE_6				maːkʷiːlliʧiko																												maːhai̯̯jija		
FIVE_7		mari	manɨɡ		manekihtʲʔ~moʔobeʔ	nemakʷa~nanɡ		marki	maːkʷil		mariki		manɨɡi	mahaːr	mamni	maniɡii	maniɡiju		manɨki~manaki		makʷil	makʷil	mahæt		hiʃʧamaːm	manːiki	mariki	mɔkʷilːɪ		mahar			manɨɡiini	mamni
FIVE_8	axnamekʷanaŋnemakʷanaŋ																																	
FIVE_9																tu																		
FLY (MOVE THROUGH AIR)_1												wi̯e						daːi̯̯																
FLY (MOVE THROUGH AIR)_2														wiila																				
FLY (MOVE THROUGH AIR)_3							raʔa											daːnta		daʔa					dai̯̯jaʔ				daʔa					
FLY (MOVE THROUGH AIR)_4		iʔni									niʔni				neʔeje																			
FLY (MOVE THROUGH AIR)_5	hiŋ		wici		jɨcɨ	jalɨ				masai̯̯			jozi			joʦːi	joʦːi~joʦːi		jɨcɨ				hiːɲʔk~hiːɲiʔk	jɨcɨ		nonci					hanʲa		jɨci	neʔe~niʔi
FLY (MOVE THROUGH AIR)_6				pat͡ɬaːni					pataːni												patani	patan						pat͡ɬøniː						
FLY (MOVE THROUGH AIR)_7								meen																										
FLY (MOVE THROUGH AIR)_8										pɨːjalti																								
FLY (MOVE THROUGH AIR)_9																																oːlɨt		
FLY (MOVE THROUGH AIR)_10																											ni							
FOOT_1	ʔi																					ʃo												
FOOT_2				ikʃit͡ɬ																	ikʃi							kʃiː						
FOOT_3		rono									tono														ton									
FOOT_4														et																				
FOOT_5								tari										tara		tar							tara		taɖ					
FOOT_6			nampa		nape								nabivi						nampe				navɨːʦ	nampe		nampa							napːa	
FOOT_7										kɨkɨ		keta				kɨkːɨ	kɨkɨ																	
FOOT_8																																ɨŋɡɨl		
FOOT_9															wokːim																njokir			wooki
FOOT_10							ɨːka					ɨka																						
FOOT_11						xuʧi			meʦ																					nev				
FOUR_1																				ɡiko									ɡiik					
FOUR_2												nai̯̯ka			nai̯̯ki																narikir			nai̯̯ki
FOUR_3		naɡo		naːwi				navoi̯̯	naːwi		nao										naːwi						naɡo	nɔbl						
FOUR_4		nawosa			hajarokʷe		mu̯aːku̯a			naːløyøm								maːkova		makoba					maːkov									
FOUR_5	wiʧiw		waciu̯̯			wiʧiw							wacuː	wasaʔ		wacikʷii	wacɨɡːwiju		waʦːɨ			najom	waʧah	waʦːɨwih		wacɨŋwi				waʧaʔ		naːnaːu̯̯	wəcuwini	
FOUR_6																tu																		
FULL_1										oopokiwta																								
FULL_2											ohcorewae̯me																							
FULL_3	maʧama																																	
FULL_4																																ɨmbɨm		
FULL_5				peʃoːnaltia					peʃoːntok																									
FULL_6						jutaxiʃ												sudːajamue															kuwikːatːɨ	
FULL_7							avaʔɨsti																											
FULL_8																					tentuk							ti̯entiːka						
FULL_9					tɨpːetɨ								tɨbetɨ		tapuni	tujuha			tɨpːekɨa					tɨpːe										tapuna
FULL_10																														puːi̯̯n		pɨi̯̯mit		
FULL_11																							pitɨʔq											
FULL_12																	kano~kanːo			koːvoɡ									skowoɡ					
FULL_13		boʧiwi						bode~bodahri~bodavi					ponoʔi	muujai̯											sunɡɨm	ponoʔaː~ponoʔi								
GIVE_1					utːu								roː~doː	ovi					utːu					utːu										
GIVE_2											kiʔa~kiʔa					kija	kiʔa~kia																	
GIVE_3												pitɨa~kʷei̯̯tɨa																						
GIVE_4																															hiliwa			
GIVE_5		ja																			ma									u̯a				
GIVE_6								macan										maxani					maqai̯̯										nutuɡai̯̯	
GIVE_7	max		maka	maka		maxa			maka	maqa					maaka			maxe		maːk	maka	meke			mak	maka	maʦ	maka	maːk		maka~mika	maha		maka
GIVE_8																																amha		
GIVE_9							tatɨste																											
GOOD_1								deni																										
GOOD_2																					jek													
GOOD_3																																tɨwɨ		
GOOD_4										hopi				loovi	tuʔuri																			tuʔi
GOOD_5																									jirjixkɨː					tihøvkui̯̯				
GOOD_6																											nai̯̯den							
GOOD_7							reʔen																											
GOOD_8						aʧiʔa						ijari																						
GOOD_9													piʃaː				pisːa~pisa														kimwa~kiwar			
GOOD_10		ɡaʔra																																
GOOD_11																					ahwijak													
GOOD_12											kaweruma																							
GOOD_13												ai̯̯rɨa																						
GOOD_14							ʃaʔapɨʔɨn																											
GOOD_15																											nana		sap					
GOOD_16				kʷaltik	ʦaːtɨ				kʷali							ʦawu		bei̯̯ɡa	ʦau̯̯ntɨn	seu̯̯ɡatu				ʦaːntɨn				kʷaliː						
GOOD_17	aʧae̯		haɨ̯̯																				aʔai̯̯											
GOOD_18																										aju							atːɨ	
GREEN_1																						ʃui̯̯		pui̯̯										
GREEN_2													puhiɡidɨ			puhituwa	puhi																	
GREEN_3				sosowia					ʃoʃoktik					kunoknuʃ							ʃuʃuwik							ʃoʃoktiːk				hulʔhulʔ~uːhulʔhulʔ		
GREEN_4																									momduraʔ									
GREEN_5	tukvaʃnekis																																	
GREEN_6			sawaka																												njokar		sakʷakatɨ	
GREEN_7				kiltik																														
GREEN_8		sijoname									sioname	ciu̯̯raɨ̯̯je											rou̯̯ʔn											
GREEN_9						xwavi				sakʷa					siali				sakʷa							sakʷa								siali
GREEN_10								sidei̯̯										tudːoɡui̯̯		stɨːdoɡ							sidŏi		sʧɨːdaɡi					
GREEN_11							ruʔara																											
GREEN_12																														takaːpiʔ				
GREEN_13					epe																													
HAIR_1																								pankasɨ										
HAIR_2																																	paakipi	
HAIR_3																			pampipːɨh															
HAIR_4																														pwan				
HAIR_5					papi									juːla						moʔo									moʔo					
HAIR_6				ʦont͡ɬi					ʦonːti	høːmi			ʦopivɨ		ʧoonim		ʦopːɨhɨ											ʦont͡ɬiː						ʧoni
HAIR_7																					ijuhmiu̯										womor~womanr	ʦomoːl		
HAIR_8																											muʧit							
HAIR_9						ju~jul		mo								woø					ʧun	ʧon			kup	pɨːaː	mo							
HAIR_10																							ʔajɨʔ											
HAIR_11		ɡupa		ikpa			kɨpwa				kupa	kɨpa						ʦupe																
HAIR_12	julukal																																	
HAIR_13			tocipɨʔapɨ																															
HAND_1	mal			maːi̯̯t͡ɬ		ma		mamat	maːi̯̯	maʔa		mama		mat	mamːam	maja	mai̯̯				mai̯̯~mei̯̯	mai̯̯	maː				mama	mø		man		maːl		mamam
HAND_2																		novi		nov					nob				nowi					
HAND_3			moʔovi		moʔo								moʔovi						moʔo					moʔo		moʔo							moʔopi	
HAND_4		seka									seka																							
HAND_5																															sutu			
HAND_6							mwahkaʔa																											
HEAD_1					papi														pampin					pampin										
HEAD_2																		mo													mo			
HEAD_3						ju																												
HEAD_4		moʔo					muʔu			qøytø	moʔo	muʔu						momo		moʔo					moʔ				moʔo					
