	Aromanian	Asturian	Catalan (Castelló de la Plana)	Catalan (Central)	Catalan (Manises)	Catalan (Minorcan)	Catalan (Northwestern)	Catalan (Valencia)	Dalmatian	Emiliano (Carpigiano)	Emiliano (Ferrarese)	Emiliano (Reggiano)	Franco-Provençal	French	Friulian	Galician	Istro-Romanian	Italian	Ladin (Fassano)	Ladin (Gardenese)	Latin (Archaic)	Latin (Late Classical)	Ligurian (Genoa)	Ligurian (Rapallo)	Ligurian (Stella)	Lombard (Bergamo)	Lombard (Plesio)	Megleno-Romanian	Neapolitan	Occitan	Old French	Old Italian	Picard	Piedmontese (Barbania)	Piedmontese (Carmagnola)	Piedmontese (Lanzo Torinese)	Piedmontese (Turinese)	Piedmontese (Vercellese)	Portuguese	Romagnol	Romanian	Romansh (Grischun)	Romansh (Surmiran)	Romansh (Sursilvan)	Romansh (Vallader)	Sardinian (Campidanese)	Sardinian (Logudorese)	Sicilian (Catanian)	Sicilian (Messinese)	Sicilian (Palermitan)	Sicilian (Southeastern)	Spanish	Tuscan	Umbrian	Venetian (Bellunese)	Venetian (Primiero)	Venetian (Venice)	Walloon
BIRD_4																																														pillˈɔni	puʒˈone											
BIRD_5	pˈuʎŭ						miʃˈo						ajʒˈo	wazo			puʎ											puʎ																														
BITE_1	mˈɨʃku~mˈuʃku	moɾdˈeɾ	moseɣˈaɾ	musəɣˈa	moseɣˈaɾ	musəɣˈa	moseɣˈa	moseɣˈaɾ	morskwˈor	muzɡˈɛːr		muzɡˈɛːr	mˈøːrdre	mɔʁdʁ	mwˈardi	moɾðˈeɾ	muʧkˈɒ	mˈɔrdere	mˈorder	mˈɔrdər	mɔrdˈeːrɛ	mɔrdˈeːrɛ	mɔːrde	mˈɔrde	mˈɔːrde			mˈuʧku	muʦʦəkˈa~murʦəkˈa	mˈɔɾdɾe	mˈɔrdrə	mˈɔrdere	mɔʁd	mˈɔrde	mˈɔrde	mˈɔrdi	mˈɔrde	mˈɔːrdi	muɾðˈeɾ	mursˈeə̯	amuʃkˈa	mˈɔrdər	mˈɔrdər	mˈɔrdər	mˈɔrdər	mussjˈaj	mossiɡˈare	muʦʦikˈaɾi	muʦʦɨkˈaɾɨ	muʦʦikˈaɾi	muʦʦikˈaɾi	moɾðˈeɾ	morsikˈare	moʧʧikˈa	mˈɔrðar	mˈɔrðer	morseɡˈar	
BITE_2											zɡaɲˈar																kaɲˈa																															aɲe
BITE_3																										pˈia																																
BLACK_1	lˈajŭ																			foʃk																																						
BLACK_2																					ˈaːtɛr	ˈaːtɛr																																				
BLACK_3																																														njˈeddu	niɡˈeɖɖu~njˈeɖɖu											
BLACK_4		nˈeɡɾo	nˈeɣɾe	nˈɛɣɾə	nˈeɣɾe	nˈɛɣɾə	nˈeɣɾe	nˈeɣɾe	njar	nˈeɡer	nˈɛɡar	nˈiːɡer	naj	nwaʁ	nˈeri	nˈeɣɾo	nˈeɡru	nˈero	nˈejɡer				nˈeːjɡru	nˈejɡru	nˈɛːjɡru	nˈiɡɛr	nˈeɡru	nˈeɡru	nˈiɾə	nˈeɡɾe	nojr	nˈero	nweʁ	nɛjr	nɛjr	nɛjr	nɛjr	nˈeːru		nˈiɡar	nˈeɡru	najr	nˈeər	ner	najr			nˈiuɾu	nˈiuɾu	nˈivuɾu	nˈiviɾu	nˈeɣɾo	nˈero	nˈiru	nˈero	nˈeɡro	nˈero	nwaːʀ
BLACK_5																																							pɾˈetu																			
BLOOD_1	sˈɨnʒe	sˈaŋɡɾe	saŋk	saŋ	saŋk	saŋk	saŋ	saŋk	swoŋɡ	sˈaŋɡev	saŋɡ	sˈaːŋɡov~sˈaːŋɡev	sã	sɑ̃	saŋk	sˈaŋɡe	sˈənze	sˈaŋɡwe	saŋk	saŋk	sˈaŋɡʷiːs	sˈaŋɡʷiːs	sˈaŋɡwe	sˈaŋɡwe	sˈaːŋɡwe	saŋk	saŋk	sˈɔnzi	sˈaŋɡə	saŋk	sãŋk	sˈaŋɡwe	sɑ̃	saŋɡ	saŋɡ	saŋɡ	saŋɡ	saŋ	sˈɐ̃ŋɡɨ	sãŋɡv	sˈɨnʤe	saŋk	saŋk	sawŋk	saŋk	sˈaŋɡuni	sˈambene	sˈaŋɡu	sˈaŋɡu	sˈaŋɡu	sˈaŋku	sˈaŋɡɾe	sˈaŋɡwe	sˈaŋɡwe	sˈaŋɡwe	sˈaŋɡwe	sˈaŋɡwe	sã
BONE_1	ˈosŭ	ɡwˈeso	ɔs	ɔs	ɔs	ɔs	ɔs	ɔs	vwas	ɔːs	ɔs	ɔːs		ɔs	vwɛs	ˈɔso	os	ˈɔsso	ɔs	ɔs	ɔs	ɔs	ˈøssu	ˈɔssu	ˈossu	ɔs	ɔss	wos	wˈossə	ɔs	ɔs	ˈɔsso	ɔʃ	ɔs	ɔs	ɔs	ɔs	ɔːs	ˈosu	ɔs	os	ɔs	ɔs	jes	ɔs~øs	ˈossu	ˈossu	ˈɔssu	ˈɔssu	wˈɔssu	wˈɔssu	wˈeso	ˈɔsso	ˈossu	ɔs	ɔs	ˈɔso	ɔʃ~ɔʃeː
BONE_2													ɔ																																													
BREAST_1	cˈeptu	pˈeʧo	pit	pit	pit	pit	pit	pit	pjat	pɛːt	pɛt				pɛt	pˈejto	kʎept	pˈɛtto	pjet	pjet	pˈɛktʊs	pˈɛktʊs	pˈettu		pˈɛːtu			cept	pjˈettə	pˈitɾe~pjɛs~pjes	piʦ	pˈɛtto		pɛt		pɛt	pɛt		pˈɐjtu	pɛə̯t	pjept	pɛʦ	pɛʦ	pɛʦ	pet			pˈɛttu	pˈɛttu	pjˈɛttu	pjˈɛttu	pˈeʧo	pˈɛtto	pˈettu	pɛt		pˈeto~pˈɛto	
BREAST_2														pwatʁin																pejtɾˈino			pwetʁɛ̃n																									pwatʀin
BREAST_3																								kaʃˈetta																						pittˈura	pettˈorra											
BREAST_4																																																								tˈete		
BREAST_5												stˈɔmeɡ	ɛstˈɔma													stomˈɛk	ʃtˈumɛk								stˈɔmi			stˈɔːmik																				
BREAST_6									sjaŋ																			sin																														
BURN (SOMETHING)_1		kemˈaɾ	kɾemˈaɾ	kɾəmˈa	kɾemˈaɾ	kɾəmˈa	kɾemˈa	kɾemˈaɾ					kraːmˈaː			kejmˈaɾ														kɾemˈa									kɐjmˈaɾ													kemˈaɾ						
BURN (SOMETHING)_2										bruzˈɛːr	bruzˈar	bruzˈer	bryːlˈaː	bʁyle	brusˈaː			bruʧˈare	bruʒˈɛr	bruʒˈɛ	ˈuːrɛrɛ	ˈuːrɛrɛ	bryʒˈaː	bryʒˈa	bryːʒˈɛː	bryʦˈa	bryzˈa		abbruʃʃˈa	bɾylˈa		bruʃˈare~abbruʃˈare	bʁyle	bryzˈe	bryzˈe	bryzˈe	bryzˈe	bryzˈɛ		bruzˈeə̯				bərʃˈar		abruʒˈaj	brusjˈare	bɾuʧˈaɾi	bampˈaɾɨ	abbɾuʧˈaɾi	abbɾuʃˈaɾi		bruʧˈare	vruʧˈa	bruzˈar	bruzˈar	bruzˈar	bʀyːle
BURN (SOMETHING)_3	ˈardu																														ˈardrə										aˈarde	ˈardər	ˈardər		ˈardər													
BURN (SOMETHING)_4																												art																														
BURN (SOMETHING)_5																	palˈi																																									
CLOUD_1																																														nuj	nˈue											
CLOUD_2	niˈorŭ	nˈube	nˈuvoɫ	nˈuβuɫ	nˈuβoɫ	nivuɫˈat	nˈuβoɫ	nˈuβoɫ	nˈuvol	nˈuvla	nˈuval	nˈovla	ɲˈola	nɥaʒ	nuːl	nˈuβe		nˈuvola	nˈiɡola	nˈibla	nˈuːbɪs	nˈuːbeːs~nuːbˈiːɫũ	nˈyvia	nˈyvvua	nˈiːɡɥa	nˈiol	nˈiɡula	nor	nˈuvələ	nˈive~nˈivo~njew	nˈyə	nˈube~nˈuvola	nɥaʒ	nˈivula	nˈivula	nˈivula	nˈuvula	nˈiːwla	nˈuvɐ̃j̃	nˈuvla	nor	nˈivəl	nˈɛjvəl	nˈibəl	nˈyvlə			nˈuvula	nˈuvula	nˈuvula	nˈuvula	nˈuβe	nˈuvola	nˈuola	nˈuvola	nˈuvola	nˈuvoe̯a	nuwaʧ
CLOUD_3																	oblˈɒk																																									
COLD (OF WEATHER)_1									ɡelwˈat																															ʤaʦˈeə̯																		
COLD (OF WEATHER)_2																																																					djˈaʧʧo					
COLD (OF WEATHER)_3		fɾˈio	fɾet	fɾɛt	fɾet	fɾɛt	fɾet	fɾet		frɛd	fred	frɛd	fraj	fʁwa	freːt	fɾˈio		frˈeddo	frejt	frəjt	frˈiːɡɪdʊs	frˈiːɡɪdʊs	frˈejdu	frˈejdu	frˈeʤʤu	frɛʧ~frɛt	freʧʧ		frˈiddə	fɾe	frojt	frˈeddo	fʁwe	frɛjd	frɛjd	frɛjd	frejd	frøʧ	fɾˈiu			frajt	frɛjt	frɛjt	frajt	frˈiðu~frˈiu	frˈittu	fɾˈiddu	fɾˈiddu	fɾˈiddu	fɾˈiddu	fɾˈio		frˈiddu	fret	fret	frˈedo	fʀɛ
COLD (OF WEATHER)_4	arˈaʦe																rˈɒʧe											rˈaʦi													rˈeʧe																	
COME_1	ʑˈinŭ	benˈiɾ	vˈindɾe	bənˈi	bˈindɾe	vənˈi	bˈindɾe	bˈindɾe	venˈar	ɲiːr	ɲir	ɲiːr	mɲi	vəniʁ	viɲˈiː	biɾ	verˈi	venˈire	veɲˈir	unˈi	wɛnˈiːrɛ	vɛnˈiːrɛ	veɲˈiː	veɲˈi	veːɲˈi		veɲˈi	vin	vənˈi	venˈi	vənˈir	venˈire	vniʁ	vni	vni	vni	vˈeŋe	ɲiː	viɾ	vni~avnˈi	avenˈi	vəɲˈir		vəɲˈir	ɲir	bɛnnˈi	bˈennere	vˈɛniɾi	vˈɛnɨɾɨ	vjˈɛniɾi	vˈɛniɾi	benˈiɾ	venˈire	vinˈi	venjˈar	vˈɛɲer	venˈir	vyny~vny
COME_2																										ɛɲ																																
COME_3																																											nɛkr															
DIE_1	mˈorŭ	morˈeɾ	moɾˈiɾ	muɾˈi	moɾˈiɾ	muɾˈi	moɾˈi	moɾˈiɾ	morˈar	murˈiːr	murˈir	murˈiːr	morˈi	muʁiʁ	murˈiː	morˈeɾ	murˈi	morˈire	morˈir	murˈi	mˈɔriː	mˈɔriː	muˈiː	muˈi	miˈi	mør	murˈi	mor	muɾˈi	muɾˈi	morˈir	morˈire	mweʁiʁ	mˈøjre	mˈøjre	mˈøjre	mˈøjre	mˈøri	muʁˈeɾ	murˈi	amurˈi	murˈir	murˈɛkr	murˈir	murˈir	mɔrrˈi	mˈorrere	mˈɔɾiɾi	mˈɔɾɨɾɨ	mwˈɔɾiɾi	mˈɔʐi	moɾˈiɾ	morˈire	murˈi	morˈir	morˈir	morˈir	mɔʀy
DOG_1	kˈɨne					ka			kwoŋ	kaŋ	kan	kaːn	θɛ̃	ʃjɛ̃	caŋ	kaŋ		kˈane	ɕaŋ	ɕaŋ	kˈanɪs	kˈanɪs	kaŋ	kaŋ	kaŋ	ka	kaŋ	kˈɔjni	kˈanə		ʧjẽn	kˈane	kjɛ̃	kaŋ	kaŋ	kaŋ	kaŋ	kaŋ	kɐ̃w̃	kãn	kˈɨjne	ɕawn	caŋ	ɕawn	ɕan	kˈai	kˈane	kˈani	kˈanɨ	kˈani	kˈani		kˈane	kˈane	kaŋ	kaŋ	kaŋ	ʧɛ̃
DOG_2																														ʧiŋ																												
DOG_3		pˈero																																																		pˈero						
DOG_4			ɡos	ɡos	ɡos		ɡos	ɡos																																																		
DOG_5																	brek																																									
DRINK_1																																														buffˈaj	buffˈare											
DRINK_2	be̯aw	bebˈeɾ	bˈewɾe	bˈɛwɾə	bˈewɾe	bˈɛwɾə	bˈewɾe	bˈewɾe	bar	bˈɛver	bˈɛar	bˈɛver	bˈajre	bwaʁ	bˈɛvi	beβˈeɾ	bæ	bˈere	bˈejver	bˈevər	bˈɪbɛrɛ	bˈɪbɛrɛ	bˈɛjve	bˈeje	bˈɛjve	bif	beːf	be̯aw	vˈɛβəɾə~vˈeβəɾə	bˈewɾe	bˈojvrə	bˈere	bweʁ	bˈɛjve	bˈɛjve	bˈɛjve	bˈejve	bˈeːvi	bɨβˈeɾ	beː	abˈe̯a	bˈajvər	bˈevər	bˈɛjbər	bˈajvər			vˈiviɾi~bˈiviɾi	bˈivɨɾɨ	vˈiviɾi	vˈiviɾi~bˈiviɾi	beβˈeɾ	bɛ	beː	bˈere	bˈever	bˈɛver~bˈever~bˈevar	bwaːʀ
DRY_1	uskˈatŭ																uskˈɒt											uskˈat													uskˈat																	
DRY_2									swat~sot	sut	sut	sot			sut				sut	sut~sjəwt							syʧʧ									syjt						siɕ	sic		syt											sut		
DRY_3													sɛ																	se			se																									
DRY_4		sˈeko	sek	sɛk	sek	sɛk	sek	sek		sɛk				sɛk		sˈeko		sˈekko	sek	sək	sˈɪkkʊs	sˈɪkkʊs	sˈekku	sˈekku	sˈekku	sɛk			sˈikkə		sɛk	sˈekko		sɛk	sɛk	sɛk	sɛk	søk	sˈeku	sɛk				ʃeɕ		sikkˈaw	sˈikku	sˈikku	sˈikku	sˈikku	sˈikku	sˈeko	sˈekko	sˈikku	sek		sˈeko	sɛʧ
EAR_1							awɾˈeʎɛ														ˈawrɪs	ˈawrɪs		awˈeʤe						awɾˈio																					awɾˈiʧʧa							
EAR_2	urˈe̯akʎe	oɾˈeja	oɾˈeʎa	uɾˈɛʎə	oɾˈeʎa	uɾˈɛə		oɾˈeʎa	orˈakla~rˈakla	urˈɛʧa	urˈɛʧa	urˈɛʧa	ˈɔrʎo	ɔʁɛj	orˈɛle	oɾˈeʎa	urˈækʎe	orˈekkjo~orˈekkja	urˈeja	urˈədla			wˈɛʤa		wˈɛʤʤa	orˈɛʤa	urˈeʤa	urˈe̯akʎə	rˈekkjə		orˈɛʎə	orˈekkja	ɔʁɛl	urˈija	urˈija	urˈija	urˈija	urˈøʤa	oɾˈeʎɐ	urˈɛʧa	urˈeke	urˈeʎə	urˈejə	urˈeʎə	urˈaʎə	orˈiɣa	orˈikkra	aɾˈikkju	ɾˈikkɨ	aɾˈikkju~aɾˈikkja		oɾˈexa	orˈekkjo	rˈekkja	rˈeʧa	rˈeʧa	rˈɛʧa~rˈeʧa	ɔʀɛj
EARTH (SOIL)_1																	pemˈint																								pəmˈɨnt																	
EARTH (SOIL)_2	ʦˈarə	tjˈera	tˈɛra	tˈɛrə	tˈɛra	tˈɛrə	tˈɛrɛ	tˈɛra	tˈara~tjˈara	tˈɛra	tˈɛra	tˈɛra	tˈɛra	tɛʁ	tjˈɛre~tjˈare	tˈɛra		tˈɛrra	tˈera	tjˈəra	tˈɛrra	tˈɛrra	tˈɛra	tˈɛːra	tˈɛːra	tˈɛra	tˈɛra	ʦˈarə	tˈɛrrə	tˈɛʀo	tˈɛrə	tˈɛrra	tjɛʁ	tˈɛra	tˈɛra	tˈɛra	tˈera	tˈɛra	tˈɛʁɐ	tˈɛə̯ra		tˈɛrə	tˈerə	tjˈarə	tˈɛrə	tˈɛrra	tˈerra	tˈɛrra	tˈɛrra	tjˈɛʐa	tˈɛʐa	tjˈera	tˈɛrra	tˈɛrra	tˈɛra	tˈɛra	tˈɛra	tɛʀ
EAT_1		komˈeɾ														komˈeɾ																							kumˈeɾ													komˈeɾ						
EAT_2	mˈɨkŭ		meɲʤˈaɾ	məɲʒˈa	meɲʧˈaɾ	məɲʒˈa	meɲʤˈa	meɲʧˈaɾ	manˈajko	maɲˈɛːr	maɲˈar	maɲˈɛːr		mɑ̃ʒe	manɟˈaː		məŋkˈɒ	manʤˈare	maɲˈɛr	majˈə			maŋʤˈa	maŋʤˈa	maŋʤˈɛ	maŋʤˈa	maŋʤˈa	mənˈank	maɲɲˈa	manʤˈa	mãnʤjˈer	manʤˈare	mɛ̃ʒe	maŋʤˈe	maŋʤˈe	maŋʤˈe	manʤˈe	maŋʤˈɛ		maɲˈeə̯	amɨŋkˈa	mənʤˈar	məʎˈer	məʎˈar	mənʤˈar		mandiɡˈare	manʧˈaɾi	manʧˈaɾɨ	manʧˈaɾi	manʧˈaɾi		manʤˈare	maɲɲˈa	maɲˈar	maɲˈar	maɲˈar	muɲe
EAT_3																																														pappˈaj												
EAT_4																					ˈeːdɛrɛ	ˈeːdɛrɛ																																				
EAT_5													bʤiː																																													
EGG_1	ow	ɡwˈebo	ɔw	ɔw	ɔw	ɔw	ɔw	ɔw	juv	oːv	ɔv	oːv		œf	uːf	ˈɔβo	ov	wˈɔvo	ef	wef	ˈoːwũ	ˈoːvũ	ˈøvu	ˈøvu	ˈøːvu	of	øːf	wow	wˈovə	jɔw	wœf	wˈɔvo	ɥe	øv	øw	øv	øv	øf	ˈovu	ɔə̯v	ow	of	of	jef	øf	ow	ˈovu	ˈɔvu	ˈɔvu	wˈɔvu	wˈɔvu	wˈeβo	ˈɔvo	ˈɔu	ˈovo	ow~ˈovo	vˈɔvo~vˈovo	
EGG_2													wa																																													yː
EYE_1	ˈokʎu	ɡwˈejo	uʎ	uʎ	uʎ	uj	uʎ	uʎ		ɔːʧ	oʧ	ɔːʧ	ʒy~ʒyː	œj	vˈoːli	ˈɔʎo	ˈokʎu	ˈɔkkjo		wedl			ˈøʤʤu	ˈøʤʤu	ˈøːʤʤu	øʧ	øʧʧ	wˈokʎu	wˈokkjə	ɥɛj~ˈiwe~iw	wœʎ	ˈɔkkjo	œl	øj	øj	øj	øj	øʧ	ˈoʎu	ɔʧ	okʲ	eʎ	iʎ	eʎ	øʎ	ˈoɣu	ˈokkru	ˈɔkkju	ˈɔkkju	wˈɔkkju	wˈɔʧʧu	ˈoxo	ˈɔkkjo	ˈokkju	ˈɔʧo	ˈɔʧo	ˈɔʧo	uːj
EYE_2																			ˈeje																																							
EYE_3																					ˈɔkʊɫʊs	ˈɔkʊɫʊs																																				
EYE_4									vˈaklo																																																	
FAR_1	lˈarɡu																lˈɒrɡo																														alˈarɡu											
FAR_2									lontwˈoŋ	luntˈan	luntˈan	luntˈaːn			lontˈaŋ			lontˈano					luŋtˈan	luŋtˈan	luŋtˈan	luntˈa	luntˈaŋ		luntˈanə			lontˈano		luŋtˈaŋ	luŋtˈaŋ		luŋtˈaŋ	luŋtˈaŋ		luntˈãn								luntˈanu	luntˈanu	luntˈanu	luntˈanu		lontˈano	lontˈanu	loŋtˈaŋ	loŋtˈaŋ	loŋtˈaŋ~ɰoŋtˈaŋ	
FAR_3		ʎˈonʃe~ʎˈoɲe	ʎuɲ	ʎuɲ	ʎunt		ʎuɲ	ʎunt					lwɛ̃~lwɛ	lwɛ̃		lˈonʃe			dalˈonʧ	lonʧ~dalˈonʧ	ɫˈɔŋɡeː	ɫˈɔŋɡeː								ljewˈeŋ~lɥeŋ~ljuŋ	lojɲ		lwɛ̃			løɲ			lˈõʒɨ			dəlˈunʃ	ʎˈunʃ	lunʃ	dəlˈœnʧ~dəlˈœnʃ							lˈexos						lɔ̃
FAR_4	dipˈarte																								distˈaːŋte			dipˈarti													depˈarte														distˈaŋte		distˈaŋte	
FAR_5																																														atˈezu												
FAR_6						ənfˈɔɾə																																																				
FAT (ORGANIC SUBSTANCE)_1						sɛw																																																				
FAT (ORGANIC SUBSTANCE)_2																					pˈɪŋɡʷɛ																																					
FAT (ORGANIC SUBSTANCE)_3																																							ɡuɾðˈuɾɐ															lˈardu				
FAT (ORGANIC SUBSTANCE)_4	ɡrəsˈime	ɡɾˈasa	ɡɾejʃ	ɡɾeʃ	ɡɾejʃ		ɡɾejʃ	ɡɾejʃ	ɡres	ɡraːs	ɡras	ɡraːs	ɡrˈesa	ɡʁɛs	ɡras	ɡɾˈaʃa		ɡrˈasso	ɡras	ɡras			ɡrˈassu	ɡrˈassu	ɡrˈaʃʃa~ɡrˈassu	ɡras	ɡrass	ɡrəsˈimi	ɡrˈassə	ɡɾas	krˈejsə	ɡrˈasso	kʁa	ɡras	ɡras	ɡras	ɡras	ɡras		ɡras	ɡrəsˈime	ɡras	ɡras	ɡras	ɡras	ɡrˈassu	rˈassu	ɾˈassu	ɾˈassu	ɾˈassu	ɾˈassu	ɡɾˈasa	ɡrˈasso		ɡras	ɡras	ɡrˈaso	kʀaʃ
FAT (ORGANIC SUBSTANCE)_5																	mɒst																																									
