ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,Concept_Count,Word_Count
Naze,Naze,naze1238,Naze,,Eurasia,28.3740442,129.5064497,Japonic,191,192
Niigata,Niigata,niig1237,Niigata,,Eurasia,37.6452283,138.7669125,Japonic,191,192
Okayama,Okayama,okay1237,Okayama,,Eurasia,34.6553944,133.9194595,Japonic,193,193
Okinawa,Okinawa,okin1244,Okinawa,,Eurasia,26.4748948,127.911468664084,Japonic,189,190
OldJapanese,Old Japanese,oldj1239,Old Japanese,ojp,Eurasia,34.683333,135.8,Japonic,205,206
Saga,Saga,saga1265,Saga-ben,,Eurasia,33.2185408,130.1296585,Japonic,192,193
Saitama,Saitama,chic1269,Chichibu,,Eurasia,35.9754168,139.4160114,Japonic,192,193
Shiga,Shiga,shig1237,Shiga,,Eurasia,35.2018175,135.9245546,Japonic,191,192
Shimane,Shimane,izum1237,Izumo-ben,,Eurasia,35.3668891,132.7548827,Japonic,191,192
Shizuoka,Shizuoka,shiz1237,Shizuoka,,Eurasia,34.979149,138.38299,Japonic,194,194
Taketomi,Taketomi,take1256,Taketomi,,Eurasia,24.322143,123.826987,Japonic,190,191
Tarama,Tarama,tara1319,Tarama-Minna,,Eurasia,24.661495,124.6979386,Japonic,192,192
Tochigi,Tochigi,toch1258,Tochigi,,Eurasia,36.3818177,139.733591,Japonic,190,191
Tokushima,Tokushima,toku1245,Tokushima-ben,,Eurasia,34.0698307,134.5550353,Japonic,192,193
Tottori,Tottori,tott1237,Tottori,,Eurasia,35.3555075,133.8678525,Japonic,191,192
Toyama,Toyama,toya1237,Toyama,,Eurasia,36.6957569,137.2136215,Japonic,194,195
Tokyo,Tōkyō,toky1238,Tōkyō,,Eurasia,35.6828387,139.7594549,Japonic,195,196
Wakayama,Wakayama,waka1279,Wakayama,,Eurasia,34.234617,135.1782181,Japonic,190,191
Yamagata,Yamagata,yama1262,Yamagata,,Eurasia,38.2553393,140.3400205,Japonic,190,191
Yamaguchi,Yamaguchi,yama1261,Yamaguchi,,Eurasia,34.1781317,131.4737077,Japonic,190,191
Yamanashi,Yamanashi,yama1263,Yamanashi,,Eurasia,35.6928452,138.6871263,Japonic,192,193
Yonaguni,Yonaguni,yona1241,Yonaguni,yoi,Eurasia,24.45566,122.992602,Japonic,181,181
Oita,Ōita,oita1237,Ōita-ben,,Eurasia,33.1819875,131.4270217,Japonic,191,191
Osaka,Ōsaka,osak1237,Ōsaka,,Eurasia,34.6198813,135.490357,Japonic,191,192
