	Badga	Betta Kurumba	Brahui	Gondi	Kannada	Kodava	Kolami	Kota	Koya	Kurukh	Kuwi	Malayalam	Malto	Ollari Gadba	Parji	Tamil	Telugu	Toda	Tulu	Yeruva
SEED_2	pittə	bissə~biʧʧə	beʤʤ	viʤʤa~peɖe	bede~biːʤa					ɡoʈa		vita			vittid		biːʤam~ɡinʤa	pittə	biːʤa	
SEED_3												paɾippə								
SEED_4						kuɾu														kuɾu
SEED_5										biː										
SEED_6									peːɳɖku											
SIT_1			tuːlinɡ~zunɖinɡ		kuɭitiko~kuːtuko															
SIT_2	kuɭəʋə																		kullaɾa	
SIT_3		kuːɾsu~kuːtnu iːɾ							kuddaː								kuːɾʧo			
SIT_4				udda			udə							undu						
SIT_5										okʰna		iɾikkuɡa				ukkaːɾə		eɾakkaɾ		iɾaiku
SIT_6						aɭe														
SIT_7													hokpo							
SKIN_1	toːlə	toːlə	sil	toːl	toɡalu~ʧaɾma	toːlə	toːl	toːlu	toːl			toli~ʧeɾmam	ʧaːna	tal	tõl	toːlə	toːlu~ʧaɾmamu		ʧeɾma	toːlu
SKIN_2																		tuːɾs		
SKIN_3										ʧapʈa										
SLEEP_1										khandaɾna										
SLEEP_2																tuːnɡə				
SLEEP_3																			ʤippaɾa	
SLEEP_4	oɾəɡədə	aɾɡu~eɾɡu						oɾəɡə				uɾanɡuɡa				uraŋku		oɾkʰə		
SLEEP_5						oɾa														oɾa
SLEEP_6													anəa							
SLEEP_7				miːɳɖa	malaɡu										maɖ					
SLEEP_8					nidɾiso								andaɾpo koːɖa				nidɾapoʋu			
SLEEP_9							iːmanɡsati		unʤaʈam											
SLEEP_10			xaʧinɡ																	
SMALL_1	kunnadə							ɡuntə						kandeːk				keːɾuːɖə		
SMALL_2	kiʈʈiːʈ				ʧikkadu															
SMALL_3		kiɾi				ʧeɾijadə						ʧeɾija	saɾʋe			ciriya				ʧeɾija
SMALL_4				ʧinna			sinna		ʧinnad	sanni					cin	ʧinna	ʧinna		kiɲa	
SMALL_5			ʧunak																	
SMALL_6													ɾikʋaːdi							
SMOKE (EXHAUST)_1			moːʃ							mosaɡa										
SMOKE (EXHAUST)_2													moːha							
SMOKE (EXHAUST)_3	hoɡe				hoɡe															
SMOKE (EXHAUST)_4		pəɡɡi				poɡe	poɡ	peɡu				puka		poaːɡ		pukai~puɡai	poɡa		poɡa	poɡe
SMOKE (EXHAUST)_5																		pukuɖti		
SMOKE (EXHAUST)_6				poja																
SMOKE (EXHAUST)_7									kumpoːɖ											
STAND_1				nil			niːmaːn		nilla~nilliman						nilp	nil	nilʧonu~nilabaɖu			
STAND_2	nippə				nintiko	nində		ninnatukə				nilkuɡa								ninʤo
STAND_3																		mukkaɖuɾil		
STAND_4		əddənu iːɾ								iʤʤna										
STAND_5																			untaɾa	
STAND_6		əːɭ																		
STAND_7			salinɡ																	
STAND_8			ʤeːk salinɡ																	
STAND_9													hilpo							
STAR_1		miːnu														mĩn				
STAR_2										biːnko			biːnka							
STAR_3	paːndmiːnə																			
STAR_4														puʈ						
STAR_5				sukku			sukka								cukka		ʧukka			
STAR_6									ukka											
STAR_7											huka									
STAR_8	naʧʧatɾa				nakʂatɾ	nakʂatɾa		nakʂaʈiɾam				nakʂatɾam				naʧʧatiɾam	nakʂatɾamu	naʈʧatiɾam	nakʂatɾe	naʧʧatiɾa
STAR_9			isʈaːɾ																	
STONE_1									ɾaːj		ʋali						ɾaːji			
STONE_2										pakʰna			ɡuɡa							
STONE_3				baɳɖa			ɡunɖə							kanɖ						
STONE_4	kallə	kallə	xal		kallu	kallə		kal				kallə			kel	kallə		kaɾs	kallu	kallu
SUN_1											ʋeda			ʋele						
SUN_2				poɾə	suːɾja	suːɾja	suɾija	suːɾijan				suːɾjan				suːɾjan	suːɾjuɖu	suːɾijan	suːɾje	ʧuːɾja
SUN_3	ottə		de																	
SUN_4		pottə					poddu	poɖutə	poɖudu	biːɖi			beːɾdu				poddu			
SWIM_1			beʂolinɡ																	
SWIM_2				pohem																
SWIM_3							poːnim													
SWIM_4				naɾi						oːɡna										maɳa
SWIM_5					iːʤo				iːta								iːdu			
SWIM_6								niːʧal										niːʧal		
SWIM_7	niːndə	niːnɖʒu				miːɾodu						neentuɡa				neentə			miːndaɾa	
SWIM_8													hoːɡpo							
TAIL_1								ʋaːlə				ʋaːlə				ʋaːlə				
TAIL_2	paːlə	baːlə			baːla	baːlə				kʰola							vaːlamu		biːla	baːlu
TAIL_3																		poːɾsam		
TAIL_4													oli							
TAIL_5				tokoɾ			toːka		tokaːɾ						tõka		toːka			
TAIL_6														kindiɾ						
TAIL_7			liʈʈik																	
THAT_1	adə	adə		adu		adə	ad		addu		et	adə	aːdu	adə		anta	adi	adə		
THAT_2																			aʋu	aʋeː
THAT_3			ae		aː							aː			aː		aː			
THAT_4					adhu			adhə								adhə				
THAT_5										huː			haːd							
THIS_1												iː			ĩ		ĩ			
THIS_2																				iʋeː
THIS_3					idhu			idhə								idhə				
THIS_4	idə	idə	daː	id		idə	id		iddu	iːd	idu	idə	iːdu	idə		inta	idi	idə	undu	
THOU_1														in	ĩn				i	
THOU_2	ni	niːjə	niː	nimme	niːnu	niːnə	niːnu	niːja	nimma	niːn	ninu	ni	niːn~niːnu			ni	niːʋu	ni		ni
THOU_3																	nuʋʋu			
TONGUE_1				ʋenʤeɾ							ʋenɖaːɾu									
TONGUE_2										takkha			taɖta							
TONGUE_3			duʋiː			naːʋu													naːlaːji	naːʋu
TONGUE_4	naːlanɡe	nelɡi			naːliɡe		naːlka	naːlɡə	naːlike			naːkə		naːnɡ		naːkkə	naːluka			
TONGUE_5																		noːf		
TONGUE_6															nevãɖ					
TOOTH_1	hallə				hallu															
TOOTH_2			dandaːn~dantaːn														pannu			
TOOTH_3		pallə		pal		pallə	palku	pal	palk	pall	palu	pallə	paːldu	paːlkill	pel	pallə		paɾse	kuːli	pallu
TREE_1	moɾa	meɾi		maɾa	maɾa	maɾa		maɾam	maːɾa			maɾam			meɾi	maɾam		meːn	maɾa	maɾa
TREE_2							maːk													
TREE_3										mann										
TREE_4											paʈa						ʧeʈʈu			
TREE_5			dɾahkʰt																	
TREE_6												vɾukʂam								
TWO_1													maksa							
TWO_2													ʤoːɖsa							
TWO_3		əddu				daɳɖə	duɖə						paːnɖa							
TWO_4								eɖu										eːɖə		
TWO_5	eɾaɖə		iɾat	ɾeɳɖu	jeɾaɖu				ɾeɳɖ	iːɾəb	ɾinɖa	ɾendə		iɾuɖu		ɾenɖə	ɾeɳɖu		ɾaɖɖu	iɾandə
TWO_6															iɾ					
WALK_1	naɖəʋadə	naɖi			naɖə	naɖa	naɖus	naɖʋu	naɖam							naɖə	naɖuʧu	naɖaɾɾə~naɖandə	naɖapaɾa	naɖa
WALK_2												naɖakkuɡa								
WALK_3				taka																
WALK_4										eːkʰna										
WALK_5			ʧeɾɾinɡ																	
WALK_6													heːkpo							
WARM_1	uppe		baːsun																	
WARM_2												uʂɳa								
WARM_3	uppekke					bekke														bekki
WARM_4		suːɖə										ʧeɾəʧuːɖə				suːɖə				
WARM_5													kuɖni					koɾtilije		
WARM_6				kaːsta	beʧʧaɡe														beʧʧa	
WARM_7										udum										
WARM_8										oːɾʧka										
WARM_9							ʋekka		ʋeːɖ					ʋeʈal			ʋeʧʧa			
WARM_10																ʋedəʋedəppə				
WATER_1	niːɾə	niːɾə	diːɾ		niːɾu	niːɾə		niːɾ						niːɾ	nĩɾ	niːɾə	niːɾu~niːɭɭu	niːɾ	niːɾə	niːɾu
WATER_2												ʋellam~jalam								
WATER_3				jeɾ			iːɾ		eːɾu		eju									
WATER_4										amm										
WATER_5																taɳɳi				
WATER_6													hamdu							
WE_1	nanɡa	naɳɡə	nan	mammoʈ		nanɡa			manaːɖu~mamma	naːm	mambu	naːm~nammal	naːmu			naːm~naːnɡa	manamu~meːmu			nanɡa
WE_2					naːʋu															
WE_3								amme						aːm	aːm			oːm		
WE_4		jaɳɡə																	jankulu	
WE_5							amdə													
WHAT_1				baʈʈal					baːta											
WHAT_2	eːnə				jeːnu		em	etaːnə			ena					enne	ẽmi	inno		
WHAT_3		ajindi	antə			jentə				jeːndɾa		endə	indiɾdu~indɾaːn	ennaːʈ	naːto		eːɳʈi~eːmiʈi		enʧina	entai
WHITE_1	ʋeɭɭe							ʋellə				ʋeɭuppə								
WHITE_2													sadaː							
WHITE_3													ʤinpɾo							
WHITE_4											dumda~kumnɖi									
WHITE_5						boltadə				paɳɖɾu	pandi							pelti	boldu	boltaji
WHITE_6		bəɭɭu		tellaɡ	biɭi		telluɖi		telup						vil	veɭɭə	vella~telupu			
WHITE_7			piːun																	
WHO_1					jaːɾu							aːɾə				jaaɾə		oɾi	jeːɾu	jaːɾu
WHO_2	taːɾa	daːɾə	deːɾ	boɾ		daːɾə		daːɾə									evaɾu			
WHO_3										ne			neːdu							
WHO_4											daat				ed					
WHO_5									beːnonɖu											
WOMAN_1					stɾĩ							stɾiː					stɾiː			
WOMAN_2	emmaːti			muɾtad					naːtaʋaːd											
WOMAN_3					henɡasu															
WOMAN_4											ɖoli						aːɖadi			
WOMAN_5							baːji													
WOMAN_6			njaaɽi														mahiɭa			
WOMAN_7										aːli										
WOMAN_8											aːnʋanli									
WOMAN_9		pəɳakkən				ponnaːɭə		pemaɡu				peɳɳə				peɳ~poɳɳə			ponʤa	paniʧi
WOMAN_10													teldu							
WOMAN_11																		tusmoːɡə		
WOMAN_12									piːkiːɖ	mukka										
WOMAN_13											kodoɡi pada									
YELLOW_1					haladi															
YELLOW_2																		aɾʤin		
YELLOW_3				pivaːʰd					pasap								pasupu			
YELLOW_4							pijuda			baːlka			balke							
YELLOW_5			puːʃkun																	
YELLOW_6	manʤe	manʤəlaːnɡi				manʤa		manʤə								manʤaɭ			manʤalu	manʤe
YELLOW_7												maɲa								
YELLOW_8				kampal							toɡoɾi									
YELLOW_9											hinɡeɾi									
