	Central Pomo	Central Yana	Chimariko	Cocopa	Eastern Pomo	Highland Chontal	Ipai	Karok	Kashaya	Mohave	Northeastern Pomo	Northern Pomo	Northern Yana	Seri	Shasta	Southeastern Pomo	Southern Pomo	Tipai	Yahi	Yavapai
BIRD_4	t̪a			ʃa	ʦʼiːjˈa	ɬˈaɡa			ʦʼiht̪a			ʦʼitʼ		ʃiːk	ʧʼíːʧʼaːx	ʦʼit̪ˈa	ʦʼˈiht̪a	aːʃˈa		
BIRD_5								aʧβiːβ												
BIRD_6											ʧʼijit̪kaː									
BITE_1							ʧuːkuw			ʧakʲoːk								ʧuːkˈaw		ʧkʲˈo
BITE_2	kaːnˈe	ʦa	utpa	ʂaː	qaːnˈeː			paɾ	qane			kanˈe	ʦa			qne	kˈaːni		ʦa	
BITE_3						diɡˈaʔma														
BITE_4														kkˈatχɬa						
BITE_5															táʔuxáwiːk					
BLACK_1	kʼli					ʔˈumi			kʼili			kʰaʦʼˈe		kˈoːpoɬ						ʔɲˈáː
BLACK_2				ɲiːʎ̥	muːʃˈaqʼ		nʲiɬʲ			ɲaːʔiːʎ							ʃakʼːa	ɲiʎ̥		
BLACK_3			ʧʰˈeleʔi																	
BLACK_4		tapʰalsa											tapʰalsa						tahpʰalsa	
BLACK_5											ʧʼihkˈil									
BLACK_6																luqʼˈolqʼo				
BLACK_7								ikxáɾamkuniʃ												
BLACK_8															ʔeːpxútáraxiʔ					
BLOOD_1		watʔtuwi											watʔtuwi							
BLOOD_2	baːlˈaj				baːlˈaj				balaj			balˈaj				blaj	bˈaːlaj			
BLOOD_3								áːx			ʧes			ʔˈaːit				xʷat		
BLOOD_4							ʔəxʷat								ʔáxta					ʔhʷˈata
BLOOD_5				ɲxʷat		laʍˈaʦʼ				ɲahʷat										
BLOOD_6			sˈiʦqʼi																	
BONE_1		ʔixtalʔ											ʔixtalʔ						ʔaxtatʔ	
BONE_2								ípih	ʔihjaː								ʔˈiːha			
BONE_3	jaː				j̥a		aq				hˈija	jaː				jaqʼo		ak		
BONE_4				ɲjaːk						ɲasak				ˈitak	ʔaːkʼ					ʧjˈaˑka
BONE_5						lˈeɡaɬ														
BONE_6			ʦʰʲˈatʰχun																	
BREAST_1				ʧxkaɾ									ʦuxpinna					t̪əxkˈar		
BREAST_2				xʧkaɾ																
BREAST_3										iːwa										
BREAST_4																				ɲmˈaja
BREAST_5					jeːʔˈel						jˈeʔeː	jeʔˈeː				wʔel				
BREAST_6							iːʧix				t̪ʰˈeʔeː									
BREAST_7								iθβaːj												
BREAST_8														ˈiːsaχiːʃk						
BREAST_9															ʔíʧwat					
BREAST_10			huʔsˈiʔ																	
BREAST_11						ɬonʃˈahmaʔ														
BURN (SOMETHING)_1						dibiʔˈeʔma														
BURN (SOMETHING)_2														kaʔˈitax						
BURN (SOMETHING)_3				ʎ̥maɾ														aʎ̥mˈar		
BURN (SOMETHING)_4							aːɹaːw													
BURN (SOMETHING)_5		haʔwiː						áːhka					haʔwiː						haʔwiː	
BURN (SOMETHING)_6					ʃaːtʼˈoː															tˈu
BURN (SOMETHING)_7										tapoːmm										
BURN (SOMETHING)_8									muhkʰujʔ											
CIRCULAR (ROUND IN TWO DIMENSIONS)_1				ɾjaɾ			jaɹəjaɹ											jərjˈar		
CIRCULAR (ROUND IN TWO DIMENSIONS)_2														kpˈɛːtix						
CLAW OR NAIL_1													sukʼuʔliptalla							
CLAW OR NAIL_2																			sukʼuʔnimtanna	
CLAW OR NAIL_3										iːsaʎkuʎoho										
CLAW OR NAIL_4																				slhβˈoˑ
CLAW OR NAIL_5				ɬkaxʷˈaw~ʎ̥kaxʷˈaw																
CLAW OR NAIL_6							salʲəxʷuːw													
CLAW OR NAIL_7																		ʃaʎ̥nəpˈuːl		
CLAW OR NAIL_8									heːʧʼ		hˈeːʧʼa	heʧʼ					heːʧʼ			
CLAW OR NAIL_9	ʔeːʧʼ		pˈolaχot												ʔéːraxa	ʔaʃˈab				
CLAW OR NAIL_10					rikʰ															
CLAW OR NAIL_11														inˈoːsx						
CLAW OR NAIL_12						ɬaʔnˈaɬuk														
CLAW OR NAIL_13								axpih												
CLOUD_1	kʰbaː			kʷiː	xaːbˈo		ʔəkʷiːj		qʰabaː	ʔiːkʷe		pʰut̪ʼ				xubˈu	kʰˈabʔa	kʷiː		ʔkʷˈi
CLOUD_2														ʔˈoːkaɬa						
CLOUD_3															ʔíːpaːkúʔ					
CLOUD_4											kʰˈaʔbot̪on									
CLOUD_5						lummˈawaj														
CLOUD_6			hawˈetaʔm																	
CLOUD_7								pikxáɾampa												
COLD_1	kʼiw		ˈeso					áθiːk												
COLD_2												mˈadoː								mˈúni
COLD_3																	moʔdotʼ			
COLD_4											ʃˈoʔt̪ʼon							ʃuːkˈat		
COLD_5						ʔaʃˈida								kaːpɬ	ʔisːíkʼ					
COLD_6				xsuːɾ	qaːʦʰˈil		xəʧuːɹ													
COLD_7																qsˈilit̪				
COLD_8										haʧuːrk										
COLD_9									ʔihjuːm											
COME_1		ha											ha						ha	
COME_2											kˈoːn					χolo				
COME_3		ni		jiː			wəjiw	naː					ni	mˈoka				jiw	ni	jˈûwi
COME_4	waːd		ˈuwakʰ						waːd			waːdˈe					hwˈaːd			
COME_5										iðiːk										
COME_6					qˈoːjuhu															
COME_7															kʼúːhujikːa					
COME_8						diɡwˈajwo														
DIE_1				mʂpa														məspˈa		
DIE_2											muʔkʼˈaːwan									
DIE_3	kʼla	tilau	qʼˈe									kʼˈalaː	tilau			qʼalˈal				pˈi
DIE_4					muːdˈal		məlaj													
DIE_5										ipujk										
DIE_6								iβ												
DIE_7																	ʔahʧʰˈoʧi			
DIE_8						dimˈaʔma														
DIE_9															kwírikik					
DIE_10									hʧʰojiːʧʼ											
DIE_11														ʔakχkmiːʔ						
DOG_1	hˈaju				hˈaju				haju			hajˈu				hˈaju	hˈajːu			
DOG_2							ʔəxat							ʔaχʃ	ʔáːpsu					
DOG_3		suːsu	sˈiʧʼela	xat				ʧiʃiːh					suːsu					xat	suːsu	kθˈar
DOG_4						ɡalʦˈiki														
DOG_5										hatʧoq										
DOG_6											boʔlˈaukaː									
DRINK_1									ʔqʼo								hˈoʔkʼoj			
DRINK_2			luʔi	ʂi			wəsiː	iʃ		iθiːm			siː					si	ʦiː	θˈiˑ
DRINK_3	kʼoʧ				qʼˈoː						kʼˈot̪on	kʼoʧˈi		kˈisi	kwíʦːik	biʦʼˈak				
DRINK_4						diʃnˈaʔma														
DRY_1										iroːvk										rˈuβi
DRY_2												tʼabˈoʔ								
DRY_3																	mˈukʰːatʼ			
DRY_4				ʂʔaɾ														sʔaːj		
DRY_5							saːj		ʦʼuwaʧ											
DRY_6	ʧʼaːlˈol				kʼaːlˈol															
DRY_7		kʰulsi											kʰulsi		kʼiʦːúr	qʼobo			kʰulsi	
DRY_8						ʔihˈuɬ														
DRY_9			ˈaʧxunmi																	
DRY_10														kʷkˈoːtix						
DRY_11								iβáxɾah												
DRY_12											muʔkʼilin									
EAR_1		malku											malʔku						manʔku	
EAR_2										ismaʎk						xmˈanʦa				smˈalka
EAR_3	ʃma			ʃmaːl	ʃiːmˈaː		xəmaɬ	tíːβ	ʃima		ʃˈima	ʃimˈa					ʃiːmˈomo	ʃəmˈaʎ̥		
EAR_4			hˈisama																	
EAR_5														ˈisɬa						
EAR_6															ʔísaːkʼ					
EAR_7						lˈaʃʔmas														
EARTH (SOIL)_1		piːwi											piːwi						piːwi	
EARTH (SOIL)_2	maː		ˈamːa	mat	kaːj						ˈamaː	maː						mat		mˈât
EARTH (SOIL)_3						ɬˈamaʦʼ	ʔəmat̪		ʔamaː	ʔamat				ʔant			ʔˈamːa			
EARTH (SOIL)_4															tʼárak					
EARTH (SOIL)_5																χqo				
EARTH (SOIL)_6								iθíβθaːneːn												
EAT_1							wəsaːw											saːw		
EAT_2		ma		ma				aβ	maʔa		mˈaʔaːn	maʔˈa	ma						ma	mˈáˑ
EAT_3			hˈamːa																	
EAT_4	kaːwˈa															qwal				
EAT_5					kuːhˈuː												ʧˈuhːu			
EAT_6										ʔiʧamam~ʔiʧamaːm										
EAT_7						didˈeʔma														
EAT_8														kˈiʔit						
EAT_9															kwíʧkuk					
EGG_1			ˈanuqʰa											iːpχ						
EGG_2										iθʔaw										
EGG_3						ɬabˈiʔe														
EGG_4									hiʧʼoː								hˈiʧʼːo			
EGG_5	ʧʼoː				kʼˈo		ʔuɹ				ʧʼˈo	ʧʼoː				qʼo		ʃəjˈaʧ		
EGG_6																				sqˈáwa
EGG_7								úɾuh												
EGG_8															sumpítʼirir					
EGG_9				xmˌaʂuʔˈap																
EYE_1	ʔuj	ʦʰuna		ʔijˈu	ʔuj					iːðo		ʔuj	ʦʰuna	ˈito	ʔúj	ʔuj			ʦʰuna	
EYE_2						lˈaʔu	əjiːw	júːp			ui							jiːw		jˈuˑ
EYE_3			hˈusot~hˈusu						huʔuj											
EYE_4																	huʔːˈukʰbe			
FAR_1							ʔəkuɹ					ʧadil								
FAR_2															ʔukːáx					
FAR_3		pʰau		kuɾ	lˈila								pʰau	toːχ				kur		twˈaji~twˈaˑji
FAR_4								jiːβ												
FAR_5						ʔaɡulˈiʔ														
FAR_6										ʔamiːʧk										
FAT (FROM ANIMALS)_1														iʔˈaχ	ʔíːnaʔ					
FAT (FROM ANIMALS)_2								aθkúɾit												
FAT (FROM ANIMALS)_3									ʔihpʰuj								ʔihpʰuj			
FAT (FROM ANIMALS)_4	pʰuj	xaujau		ʃaj	pʰuj						fˈijin	pʰuj	xaujau			fuj			xaujau	sˈaja
FAT (FROM ANIMALS)_5			pʰˈiʔa																	
FAT (FROM ANIMALS)_6										ʔamusaj										
FAT (FROM ANIMALS)_7						ʔalmantˈeka														
FEATHER_1	ʔi			ʃawˈal	jiːʔˈi						tʰˈa	tʰe	puːni	ˈina		ʔi			puːni	wˈala
FEATHER_2						laʃˈaɬ		iːθka												
FEATHER_3			hˈuto~hˈutːu~hˈutu						hiʔi								hiʔːi			
FEATHER_4										siviːʎ										
FEATHER_5															ʔápːaʔ					
FIRE_1		ʔauna		ʔaʔˈaː		ɬˈuŋa				ʔaʔaw			ʔauna	ʔamˈak	ʔimːá				ʔauna	ʔʔˈó
FIRE_2	ho		ˈapu		xo		ʔaːw	áːh	ʔoho		ˈoho	ho				χo	ʔˈohːo			
FISH_1									ʔahʃa	ʔaʧiː							ʔˈahʃa			ʔʧˈiˑ
FISH_2	ʃa	kalaː		siʔˈiʎ̥	ʃa	ɬˈadu		fiʃ			ʃˈakaː	ʃa	kalaː			xa			kalaːxi	
FISH_3														ʃiχkˈam						
FLY (MOVE THROUGH AIR)_1											hˈeːwit̪in						haʧːa			
FLY (MOVE THROUGH AIR)_2								ikxip						kkap						
FLY (MOVE THROUGH AIR)_3				man			wəman̪~uman̪													
FLY (MOVE THROUGH AIR)_4	pʰde	pa	tu		pʰuːdˈiːl				ʧa			pʰidˈe	pa			ʦal			pa	βjˈaˑri
FLY (MOVE THROUGH AIR)_5						dijˈuʔma														
FLY (MOVE THROUGH AIR)_6										ijerk										
FLY (MOVE THROUGH AIR)_7															rúːhukaʔ					
FOOT_1						lˈaʔmis														
FOOT_2															ʔákʼːus					
FOOT_3		lalla											lalla						lalla	
FOOT_4	kʰma			ʔimˈiː	xaːmˈaː				qʰama		kʰˈama	kʰamˈa				χman	kʰˈaːma			
FOOT_5							əmilʲ			iːme				itˈoaː				miː		mˈi
FOOT_6			hˈupʰːo																	
FOOT_7								fíθih												
FULL_1								axjaɾ												
FULL_2												haʧʼa								
FULL_3			hiʦʼʲˈolam																	
FULL_4	ʃtʼutʼ								ʧutʼaːq											
FULL_5														kpokt						
FULL_6																χˈat̪emat̪				
FULL_7										tapeːsm										
FULL_8				ʧpuɾ			t̪əmuɹ											t̪əmʔˈur		tmpˈiri
FULL_9		panʔiː			pʼˈit̪ʼ								paʔniː						paʔniː	
FULL_10						nˈamma														
FULL_11															kʼahutíknaʔ					
FULL_12																	ʔˈahjakʼ			
GIVE_1		halʦawau											halʦawau							
GIVE_2	daːkˈa				diːqˈaː				dihqa			dikˈa		ˈiːkɛ	táwiːk	ʔaqa	dˈihka			ʔˈéˑ
GIVE_3			hˈawut								hˈoːn									
GIVE_4				iː			winʲ	êːh		ajm~aajm								iɲ		
GIVE_5						debˈiʔiʔma														
GOOD_1										ʔahotk~ʔahoːtk										
GOOD_2		ʦʼupʔ											ʦʼupʔ						ʦʼupʔ	
GOOD_3			hisˈiʔtʼa																	
GOOD_4				pxʷaj		ʔˈakʼa	ʔəxan̪											ʔiːxˈan		ʔhˈáni
GOOD_5																ʦʼimˈa		xan		
GOOD_6	kʼdi				qʼoːdˈij				qʼoʔdi		kʼˈudi	kʼidˈi		kˈiːpɛ			kʼˈoʔdi			
GOOD_7															kʼárisːáʔ					
GOOD_8								jaβ												
GREEN_1													taʦʼkaisa						taʦʼkaisa	
GREEN_2					ʦʼaːbˈaʦʼaːbˌakʰ															
GREEN_3	ʦʼaːkʰˈil								ʦʼaqʰaːla			ʦʼakʰˈatʼ					ʦʼˈahkʰil			
GREEN_4														kˈoːiɬ						
GREEN_5																ʦʼijaʦʼija				
GREEN_6											ʧamˈoron									
GREEN_7				xpsiw			xəpəʂiw											xəpʃˈiw		hˌaβsˈuˑwi
GREEN_8			hˈimamsuʔ																	
GREEN_9										havasuːk										
GREEN_10						ʔaʃwˈajɡa														
GREEN_11								θúkinkuniʃ												
GREEN_12															ʔéːriʧúmpaxiʔ					
HAIR_1		kʼujulla											kʼujul						kʼuʔjulla	
HAIR_2								ífunih												
HAIR_3															ʔíːnax					
HAIR_4			hˈimːi						heʔe		hˈele						hˈeʔːe			
HAIR_5				mxʷaɬ	muːsˈu					ɲiʔe										
HAIR_6	ʔeː									iʔe		ʔe				ʔej		ʎ̥t̪a		qwˈawa
HAIR_7							xəɬʲt̪aː							iɬˈit						
HAIR_8						ɬˈaʍak														
HAND_1				ʔiʃˈaːʎ̥					ʧohʃo		t̪ˈohʃo									
HAND_2			hˈitʲa~hˈiʦʲa																	
HAND_3	t̪ʰna	talla					əsaɬʲ	tíːk		iːsaʎ		t̪ʰanˈa	talla	ˈinoɬ		at̪ˈan	t̪ʰˈaːna	ʃaʎ̥	talla	sˈal
HAND_4					biːj̥ˈa															
HAND_5						lamˈane														
HAND_6															ʔápka					
HEAD_1			hˈimaʔ						hoʔt̪ʼo											hˈúː
HEAD_2						ɬˈaʍak														
HEAD_3														iɬˈit						
HEAD_4		tʼalʔaina											tʼalʔaina							
HEAD_5							xəɬʲt̪aː			ʧuska										
HEAD_6										ʧuksa										
HEAD_7	ʃnaː				kʰaːjˈa						t̪ˈinaː	ʃˈinaː			ʧaːráw	xijˈa	ʃinːa			
HEAD_8																		ʎ̥mu		
HEAD_9				mkuɾ																
HEAD_10								axβâːh												
HEAR_1				ʔiːʔˈiːp				θitiβ												
HEAR_2	ʃoːʧ	kaː			ʃoːkʰ				ʃoːʧ	aʔavk	ʃˈimit̪	ʃoːʧi	kaː	kiː		xkʼo	ʃoːʧi	ʔip	kaː	ʔˈêˑβi
HEAR_3							jip													
HEAR_4			χˈukejat																	
HEAR_5						diɡjˈehʔma														
HEAR_6															kwíkhjawik					
HEART_1							iːʧix							ˈimoʃ				iːʧˈaʃ		
HEART_2										iːwa										iˑwˈáˑja
HEART_3				ʔijˈaːj																
HEART_4	kʰam				saːmˈaːj							kʰam								
HEART_5											kʰamʃeme									
HEART_6								iθβaːj												
HEART_7									ʦʼuhkul								ʦʼˈuhkun			
HEART_8		ʦukuʦʼi											ʦukʼutʦʼi			ʦʼukut̪				
HEART_9															ʔíwaːsúrʔ					
HEART_10						ɬonʃˈahmaʔ														
HEART_11			husaʔanʧeːi																	
HEAVY_1				ɲix			wən̪ix~wən̪ax	máːθ		ineːh~ineːθ			miʦa					nix		nˈoˑ
HEAVY_2			himita																	
HEAVY_3					xaːlˈikʰ															
HEAVY_4														kmˈotɛt						
HEAVY_5																			ʦʼaʔwiʦa	
HEAVY_6						ʔaɡˈundaʔ														
HEAVY_7																ʔtʼˈeʔkit̪				
HEAVY_8															ʔiʧkákʼ					
HORN (ANATOMY)_1								βêːhʃuɾ~βêːʃuɾ												
HORN (ANATOMY)_2		weːju											weːju						weːju	
HORN (ANATOMY)_3	ʔa			kʷa	ʔa		əkʷaː		haʔa	iːkʷe	ʔa	ʔa			wáːpaʔ	ʔa	hˈaʔːa			kʷˈá
HORN (ANATOMY)_4						lˈeɡaɬ														
HORN (ANATOMY)_5			hˈuwesʲ																	
HORN (ANATOMY)_6														itˈaːmaɬka						
I_1		aiʔniʦa											aiʔniʦa						aiʔniʦi	
I_2							ʔənʲaːʧ			ʔiɲeʧ										ʔɲˈaʧi
I_3	ʔaː~t̪oː			ɲaːʧ	wi	ʔijˈaʔ		náː	ʔa~t̪o		ʔaː	ʔaː~t̪oː		ʔɛ	jaːʔa	ʔa~wit̪	ʔˈaːʔa~ʔat̪ːo	ɲaːʧ		
I_4					haː															
I_5											ʔˈaht̪o									
I_6			nˈoʔot																	
KILL_1		ʔamʔʦi											ʔapʔʦi						ʔapʔʦi	
KILL_2						dimˈaʔaʔma														
KILL_3																	mihjˈana			nˈéhi
KILL_4							aːmuːʧ											aːmˈuːʧ		
KILL_5								ijkaɾ												
KILL_6	haːkʼˈuːm		hˈakʰo																	
KILL_7				nak	ʃaːkʼ				pʰakʼuːm	tapujm		ʧaban		kikʷ						
KILL_8																mudˈoqa				
KILL_9											kʼˈamanan									
KILL_10															kʼwíʧkaxáwiːk					
KNEE_1												jaːsˈis		iɸɬk						
KNEE_2	snoː					ɬeŋˈone											sinːˈot̪ːa			
KNEE_3											ʃˈiʔkʼˈono									
KNEE_4					qʼuːt̪ˈul											qʼadˈa				
KNEE_5									moqʰoː											
KNEE_6							məxət̪un̪													
KNEE_7							xəmət̪un̪													
KNEE_8										iːmemipuk								miːnəpˈuk		mipˈúk
KNEE_9								páθak											pʰuːtikʼi	
KNEE_10				ʔimˈiːtaːkˈaːɲ																
KNEE_11															ʔíʧʼːipka					
KNEE_12													hiːwakinna							
KNEE_13			hitxanimaxa																	
KNOW (SOMETHING)_1									ʔduːʧiʧʼ								hiʔduʧːˈed			
KNOW (SOMETHING)_2						ʔiʃˈinaʔ														
KNOW (SOMETHING)_3													tiʦipa			fdˈiqa				
KNOW (SOMETHING)_4										suːpawm		ʃaː								spˈo
KNOW (SOMETHING)_5					meːʔˈel															
KNOW (SOMETHING)_6	jaqʼ																			
KNOW (SOMETHING)_7																		uːjˈaːw		
KNOW (SOMETHING)_8				ʔuːjˈaː			n̪uɹ							kˈija						
KNOW (SOMETHING)_9								áːpunma												
KNOW (SOMETHING)_10			hˈiʦʼahu																	
KNOW (SOMETHING)_11															tiːwáːjkʼahaːʔ					
LEAF_1			hitaxai																	
LEAF_2														istx						
LEAF_3											t̪ˈuʔt̪ʼa					kˈiqt̪a				
LEAF_4								sáːn		hamaʎ					xanːár		ʃiːma			
LEAF_5	stʼal				siːtʼˈal	libˈela			ʃihpʰa			ʃapʰˈa	tʼaːpʰalla							θˈéqa
LEAF_6				wal																
LEAF_7							ʔəjaɬ													
LIE (REST)_1						ɡunˈowja								koːm						
LIE (REST)_2										iðikk										
LIE (REST)_3															ríʦaːʔ					
LIE (REST)_4				jak			jaq											jak		jˈâki
LIE (REST)_5	mti	murul			mer				miti		mˈeːre	mitˈi	murul			mat	miːti		murul	
LIE (REST)_6								ijɾúːhɾiβ												
LIE (REST)_7			haʧˈuːtat																	
LIVER_1		ima											ima	ˈijas					ima	
LIVER_2			hˈusi																	
LIVER_3				ʧpuʂˈu			ʧəpəsiː	βáfiʃ		ʧavuθiː					ʔéːpsi			t̪əpsˈi		ʧβθˈiˑ
LIVER_4	ʃaːlˈaː				kʰaːl̥ˈal	ɬˈada			ʧahlaː		ʧʰˈalaː	ʃˈalaː				ʃlal~ʃlala	ʧˈalha			
LONG_1	kol	ʦul		kuʎ̥							kˈolon	kol	ʦul						ʦul	kʲˈuˑli
LONG_2								βâːɾam												
LONG_3					baːkˈil		ʔəquɬ		ʔahqol	ʔakʲuːʎm						biʦˈil	ʔˈahkon			
LONG_4						ʔidˈoɡi														
LONG_5			hˈiʦʰʲut																	
LONG_6														kˈakʷsχax						
LONG_7															ʔúkːaxáwhiʔ					
LOUSE_1									ʔahʧi								ʔˈahʧi			
LOUSE_2										ɲiʔiːʎ										
LOUSE_3																				hʔˈel
LOUSE_4							əmiɬʲ							iː						
LOUSE_5	ʧi			ʔiʔˈiʎ̥	kiː			aʧiːʧ			t̪ˈikaː	ʧi	ʦina			ʦin				
LOUSE_6															ʧʼiːtákʼ					
LOUSE_7						ɬˈajɡwi														
MAN_1						ɡˈalʃans~ɡalʃˈans														
MAN_2	bˈaja		ˈitʼʲi~ˈiʦʼʲi									baː				ʦˈawi				
MAN_3				ʔapˈa	kaːkʰ		ʔiːkʷiʧ			ʔiːpa	bˈiki						ʔˈaʧːaj	ʔiːpˈa		
MAN_4								áβansa												
MAN_5														ktam						
MAN_6		hisi											hisi						hihsi	
MAN_7									hiʔbaja											
MAN_8																				pˌaˑhmˈija
MAN_9															ʔawatíkhwaː					
MANY_1			hˈitat~hˈitʼam																	
MANY_2				ʎ̥aj				táːj										ʎ̥aw		
MANY_3															ukːarí					
MANY_4	t̪ʰˈedu								batʰeː		bˈahtʰe	batʰˈe					bˈahtʰe			ʔtˈe
MANY_5		tatʔ											tatʔ	kˈatχo		bitˈeqa			tatʔ	
MANY_6						ʔaʃpˈeʔ														
MANY_7							xəmiːj													
MANY_8							ʔəxmiːj													
MANY_9										ʔapaʎm										
MEAT_1				ʔimˈaːʧ											ʔaráwʔ					
MEAT_2							kukʷaːjp			kʷiːkʷaj~kiːkʷaj										
MEAT_3	pʼʃe				biːʃˈe				bihʃe		bˈehʃe	biʃˈe	pasi	ipχˈasi		bxe	behʃe	kʷak	pahsi	kʷˌeˑθˈoβa
MEAT_4			ˈaʔa					íːʃ												
MEAT_5						liʃˈikʼ														
MOON_1					duːwˈelˌaː										ʧʼúːwar					
MOON_2									qʼalaːʃa							ʔeweda	ʔalːˈaːʃa			
MOON_3						ɡalmˈut͡ɬʼa														
MOON_4											dˈuwedakaː									
MOON_5				xʎ̥ʔa						haʎʔa										hlˈa
MOON_6													wakʼaːra						wakʼaːra	
MOON_7	lˈaːʃa		ˈala~alla				xəɬʲaː					da		ˈiːʃaχ						
MOON_8								kúːsɾah												
MOUNTAIN_1							mat̪ət̪aj											matkʷat̪ˈaj		
MOUNTAIN_2		ʦiːkalla											ʦiːkalla						ʦiːkalxi	
MOUNTAIN_3						ɬiʍˈala														
MOUNTAIN_4								túːjʃip						ʔast						
MOUNTAIN_5	daːnˈo				daːnˈo				dono	ʔaviː		danˈo				kno	dˈoːno			
MOUNTAIN_6			ˈawu	wiː							wˈiʃaː				wákːwe					ʔwˈíˑ
MOUTH_1					xˈaʦʼiːda											χˈast̪o				
MOUTH_2								apmaːn						itˈɛːn						
MOUTH_3		palla		ʔijˈa					ʔaha						ʔáw		ʔˈahːa		palla	
MOUTH_4	ha		hˈawa				aː			iːja	hˈamo	ha						aː		jˈa
MOUTH_5						lˈaɡo														
NAME_1															kʼeːkwájik					
NAME_2																	ʔahʃiːjaw			
NAME_3				muʎ̥						imuːʎ										mˈul~mˈol
NAME_4	ʃi				ʃi			iθβuj			ahʃˈin	ʃi		itˈaːsi		xi				
NAME_5		ʦeːjauna											ʦeːjauna						ʦeːjauna	
NAME_6							ʧəxiʧ													
NAME_7						laftˈine														
NAME_8									ʃihʧimaːʧʼ											
NEAR_1						ʔasˈerka														
NEAR_2														ʔantˈaχɬ						
NEAR_3										ipanm										ipˈé
NEAR_4					t̪ʰiːbˈal															
NEAR_5															ʔamːáx					
NEAR_6								ûːmukiʧ												
NEAR_7		kʼaʔnai											kʼaʔnai						kʼaʔnai	
NEAR_8				xɾpaj			xəlʲəpaj											xəʎpˈaj		
NECK_1										maʎaqe										mlqˈí
NECK_2	mja								mihja								mˈihja			
NECK_3					qʼoj							kʰu	tulla			qʼoj			tulla	
NECK_4			hˈikːi								hˈuʔkʼa									
NECK_5				mpuk			iːpuk~əjəpuk	βúːp										iːpˈuk		
NECK_6														jaːp						
NECK_7															ʔíkʼːuk					
NECK_8						ɬˈahokʼ														
NEW_1			ˈamani~ˈamanit																	iβmˈû
NEW_2				xaɲ		ʔaʦʼˈe		píːt								qe				
NEW_3										mapiːθ										
NEW_4	ʃwej				ʃiːwˈej				ʃiwej		ʃˈewej	ʃiwˈej					ʃˈeːwej			
NEW_5							wəxaj													
NEW_6														kmaːkiːʔ						
NIGHT_1		pasiːjauna											pasiːjauna							
NIGHT_2																			pahsi	
NIGHT_3								ikxáɾam												
NIGHT_4			hˈimːi~hˈimːe																	hiˑpˈaˑ
NIGHT_5														iʔˈamok	ʔapxáː					
NIGHT_6				ʧɲam						tiːɲam								t̪iːɲˈam		
NIGHT_7	ʔaːwˈe				duːwˈe				duwe		dˈuwe	diwˈe				ʔewˈe	dˈuːwe			
NIGHT_8							kuxun													
NIGHT_9						libˈuɡiʔ														
NOSE_1													liːlimauna						niːnimauna	
NOSE_2					lˈaboːbo			júfiβ												
