	Badga	Betta Kurumba	Brahui	Gondi	Kannada	Kodava	Kolami	Kota	Koya	Kurukh	Kuwi	Malayalam	Malto	Ollari Gadba	Parji	Tamil	Telugu	Toda	Tulu	Yeruva
LONG_3			muɾɡun					niːtam				niːnɖa				nĩɳʈa		neɾti		niːʈa
LONG_4				laːm								niːlamuɭɭa				niːɭam~niːɭamaːna				
LONG_5	utta	uddu			udda	uddə				diɡaːh									uda	
LONG_6													diɡaɖo							
MAN_1									maɡaʋaːɳɖ								maɡaʋaːɖu			
MAN_2		ɡəɳɖaɭə			ɡanɖasu															
MAN_3	kanɖumuɡa							ɡanmaɡu												
MAN_4									peːkaːl		kakasi									
MAN_5											kodomi									
MAN_6																				panija
MAN_7					puɾuʂa							puɾuʂan					puɾuʂuɖu			
MAN_8			naɾeenə				maniʂaːn													
MAN_9				mankal						meːt			muɖsaː			aːmbɭe				
MAN_10						aːnaaɭə						aːɳə				aːɳə~aːɳ		aːlom		
MAN_11											ɖola									
MAN_12																			aːnʤʋu	
MANY_1													diːkehi~ɡaːɖehi							
MANY_2						dumba		iːʤoːɖ												tumba
MANY_3				ʤaːsta																
MANY_4	appaɾa		baːz				peɾe		ʧaːla	baɡɡe		pala~ottiɾi				palə	ʧaːla		baːɾi	
MANY_5																neɾija	naːnaː			
MANY_6		kajɾijə																		
MANY_7																		uppuːm		
MANY_8									beʧʧoːko											
MANY_9				ʋellen																
MANY_10					halaʋu															
MEAT_1			suː							ahɖaː										
MEAT_2		əɾsi				eɾaʧi			anɡiː			iɾaʧi				iraicci				iɾaʧi
MEAT_3	paːɖə~paːɡə				baːɖu			podu~keteɾi								kaɾi		piːt		
MEAT_4					maːmsa							maːmsam					maːmsamu		maːsa	
MEAT_5													maːkɖu							
MEAT_6							muɾija													
MEAT_7				haʋʋi																
MOON_1	tinɡuʋa			ʤanɡo	candɾa~ʧendɾa	ʧendɾa				ʧando		ʧendɾan				cantiɾan	ʧendɾuɖu		ʧendɾe	
MOON_2											lenʤu									
MOON_3									sanɖamaːma											
MOON_4		pəɾi	ʈuːbe																	
MOON_5							nela	nelavə~unaːʋə	nella					nelinɡ	neliɲ	nila		nila		nilaʧi
MOON_6													bilpdu							
MOUNTAIN_1	male		maʃ									mala				malai			daːɾi	
MOUNTAIN_2		bəʈʈə		meʈʈa	beʈʈa	kundə			ɡubal~meʈʈa	paɾta				kappe			konɖa	tiʈʈə		kundə
MOUNTAIN_3												paɾʋatam					paɾʋatamu			
MOUNTAIN_4								ʋeːʈume												
MOUNTAIN_5							danɖimeːʈ													
MOUNTAIN_6													beːɖo pahaːɖi							
MOUTH_1				toɖɖi			muːti				ɡuʈi									
MOUTH_2	pe	baːjə	baː		baːji	baːji		ʋaːji		baji		ʋaːja	toɾo	ʧaːlu	vaːy	ʋaːji~ʋaː	noːɾu	poːi	baːji	baːji
MOUTH_3									pavuːɾ											
NAME_1										naːme			naːmi							
NAME_2	esaɾə	pjaːɾə	pin	poɾol		peda	peːɾ	peːɾ	pedeɾ		doɾu	peɾə			pidiɾ	peːɾə	peːɾu	peːɾ	pudaɾə	peːɾu
NAME_3					hesaɾu															
NECK_1			lex				mak		meɖakaːja								meɖa			
NECK_2						boːɭe												maɾ		boːɭe
NECK_3	katə									kʰesiɾ			asaɾdu~ɖoːnɖo	kanɖ						
NECK_4		kpːmaːɭi						kaɖateːl											kekkilə	
NECK_5												kaɻutə				kaɭuttə				
NECK_6				ɡuɖunɡa	kuthiɡe															
NEW_1	ostə				hosadu															
NEW_2			puːskun																posatta	
NEW_3							kota		kottad								kotta			
NEW_4				puna		pudija		pudijadə		puːna	puni	pudija	puːna		pun	pudusə~pudu		puduːn		pudijai
NEW_5		pəjjmən																		
NEW_6														nia						
NIGHT_1	iɾə		nam								laːn					iɾaːʋə~ɾaːʋə				
NIGHT_2		ədlə			ɾaːtɾi							ɾaːtɾi	ɾaːti			ɾaːtɾi	ɾaːtɾi		ɾaːtɾe	andi
NIGHT_3										maːha			maːaː							
NIGHT_4								eːlumaɾam												
NIGHT_5						bajiʈə			mulipe											
NIGHT_6				naɾkaɖ																
NIGHT_7																		ekkaːɖə		
NIGHT_8							siɾbedin													
NOSE_1	muːkə	muːkkə		mosoɾ	muːɡə	muːkkə	muːkk	muːkə	mossoːɾ		munɡeli	muːkə	musoː	munɡan	muvãɖ	muːkə	mukku		muːɡu	muːkkə
NOSE_2										muːji										
NOSE_3																		mittuːp		
NOSE_4			baːmus																	
NOT_1	kulle						kaːdu										kaːdu	aːɖudi		
NOT_2		ila~ala	aːxa~ne	helle	alla	ille		illa	ille	mala		illa	malaː			ille	leːdu		aːtu	ille
NOT_3													hambija							
ONE_1	ondə	ʋandə	asit	ondi	ondu	ondə	okkoːt	oːdit	oɾɾoːʈ	oːnd	ɾanɖi	onnə	oːnd	okuʈi	ok	onnə	okaʈi	uttə	onʤi	onʤu
PERSON_1	kanɖə		bandaɡ															kinnuːɖə		
PERSON_2					manusa	manasa	maniʂaːn		mansuːɳɖ			manuʂan				manitan~manuʂan	maniʂi		manuʂeː	manuʧe
PERSON_3		aːɭə~aːɭu								aːl			malah							
PERSON_4				lokuɾ																
RAIN (PRECIPITATION)_1										ʧeːp			ʤaɖaː							
RAIN (PRECIPITATION)_2							ʋaːna		ʋaːna						vaːni		ʋaːna			
RAIN (PRECIPITATION)_3	me	maɭi	peɾ	piɾ	maɭe	maɭe		mai			bela	maɻa				maɻai			baɾsa	maɭe
RAIN (PRECIPITATION)_4																	ʋaɾʂam			
RAIN (PRECIPITATION)_5																		meɖutti		
RED_1				eɾɾaɡ~jeɾɾaɡ			jeɾuɖi		eɾɾa								eɾupu			
RED_2								netiɾ			netuɾi									
RED_3	keppə				kempu	ʧoːpə					ɡaɖɡa	ʧumappə				seʋappə~seɡappə		keppə	kempu	ʧoːpə
RED_4			xiːsun							kheso										
RED_5													eːso			cem				
RED_6															key					
RED_7		tissəɡaɳɖaːnɡi																		
ROAD_1					maːɾɡa												maːɾɡamu			
ROAD_2	taːɾi						daaɾ~taːʋu	taːɾi		ɖahaɾe						vaɻi	daːɾi			
ROAD_3		baʈʈi				baːte							paːodu		paːv		baːʈa		paɾvata	
ROAD_4			saɖak																	
ROAD_5					ɾaste	ɾaste								ɾasta						ɾaste
ROAD_6				haɾɾi					aɾɾi			ʋaɻi						aːlaɾ		
ROOT_1				hiːɾ			ʋeːɾkam		ʋeːɾ		ʋeɾ	ʋeːɾə				ʋeːɾə	ʋeːɾu	ʋeɾ		
ROOT_2	peːɾə	bjaːɾə			beːɾu	beːɾə				paːda			bandaː	kuɾe	vaːɾ				beːɾu	beːɾə
ROOT_3			ɾoːte																	
ROUND_1						uɾuʈa						uɾunɖa				uɾunɖai		uʈʈi	uɾuʈə	uɾuʈu
ROUND_2								ʋaʈam								ʋaʈʈam				
ROUND_3					baʈʈa					ɡuʈiɳɖa		vaʈʈa								
ROUND_4			ɡoːl peɾi				bubbaɾi													
ROUND_5				ɡuɳɖɾal	duɳɖane				ɡuɳɖɾaːn				ɡuɖme				ɡuɳɖɾani			
ROUND_6													ɡuɖijo							
ROUND_7		bəjnsakɾanɡuːdə																		
SAND_1		maɳalə			maɾaɭu	maɳa					bali	maɳal	baːli	maːn	man	maɳal		manal	pojja	maɳə
SAND_2				uske	usubu		usuka		isike								isuka			
SAND_3	pakke		ɾeːk																	
SAND_4										ʧalkuɾu										
SAY_1					heɭu															
SAY_2													hauɖpo							
SAY_3																	ʧeppu			
SAY_4				in		annə									en					
SAY_5																		aːʋaɖə		
SAY_6	eɡəʋə																			
SAY_7		pəːɭ						paidu	kella							ʧollə~sollə			paɳaɾa	paɾe
SAY_8										bakʰna										
SAY_9			paːninɡ																	
SAY_10												paɾajuɡa								
SEE_1		najɾ																	tuʋaːɾa	
SEE_2							taːna					kaːɳuka				kaːɳ~paːɾə				
SEE_3	noːɖə	noːɖ		huɖa	noːɖu	noːʈə		noːʈə	uːɖa					ʧu			ʧuːɖu	nuːʈ		noːku
SEE_4			unninɡ																	
SEE_5										jeːɾna										
SEE_6													ʈunɖpo							
SEED_1							ʋittanam	ʋitu								ʋedə	ʋittanam			
SEED_2	pittə	bissə~biʧʧə	beʤʤ	viʤʤa~peɖe	bede~biːʤa	kuɾu				biː~ɡoʈa		vita			vittid		biːʤam~ɡinʤa	pittə	biːʤa	kuɾu
SEED_3												paɾippə								
SEED_4									peːɳɖku											
SIT_1				udda		aɭe	udə			okʰna				undu						
SIT_2																ukkaːɾə		eɾakkaɾ		
SIT_3												iɾikkuɡa								iɾaiku
SIT_4													hokpo							
SIT_5			tuːlinɡ		kuɭitiko															
SIT_6			zunɖinɡ																	
SIT_7	kuɭəʋə																		kullaɾa	
SIT_8		kuːɾsu			kuːtuko				kuddaː								kuːɾʧo			
SIT_9		kuːtnu iːɾ																		
SKIN_1	toːlə	toːlə	sil	toːl	toɡalu~ʧaɾma	toːlə	toːl	toːlu	toːl			toli~ʧeɾmam	ʧaːna	tal	tõl	toːlə	toːlu~ʧaɾmamu	tuːɾs	ʧeɾma	toːlu
SKIN_2										ʧapʈa										
SLEEP_1					nidɾiso												nidɾapoʋu			
SLEEP_2																			ʤippaɾa	
