	Beijing	Changsha	Chengdu	Fuzhou	Guangzhou	Guilin	Ha'erbin	Jinan	Jixi	Loudi	Meixian	Nanchang	Nanjing	Rongcheng	Suzhou	Taiyuan	Wenzhou	Xi'an	Xiamen
WE_6				naŋ⁵³ŋa⁵⁵						ŋ̍⁴²ŋa⁴⁴									
WE_7	wo²¹³mən³⁵						wo²¹³mən⁰						o¹¹mən¹³	wɔ²¹⁴mən³⁵					
WE_8		ŋo⁴¹mən⁰	ŋo⁵³mm̩⁵⁵					vɔ⁴⁵mẽ⁰				ŋo²¹³mɨn⁰			ŋəu²³¹ɲi⁰	ɣɤ⁵³mɤ⁰			
WE_9									ɔ²¹³jɑ̃⁰										
WE_10																			lan⁵³
WHAT_1		mo²⁴ʦɹ̩⁰								mɤ⁴²ʦɹ̩⁰									
WHAT_2			sa²¹³ʦɹ̩⁵³																
WHAT_3							ʂa²⁴								sɑ⁴¹²			sɑ⁴⁴	
WHAT_4				sjeʔ²⁴noʔ²⁴					ɕjeʔ³²mɤ²¹³										
WHAT_5	ʂən³⁵mə⁰	sən²⁴mo⁰				sɤn²²ma²²	ʂən²⁴mɤ⁰	ʂẽ⁵³mə⁰					ʂən¹³moʔ⁵	ʂən³⁵mə⁰		səŋ⁴⁵ləʔ²			sim⁵³mjæʔ⁵
WHAT_6					mɐt⁵jɛ²³							ɕit⁵li²¹							
WHAT_7											mak¹ke⁵³								
WHAT_8																	a⁴¹ɲi³⁴¹		
WHITE_1				paʔ⁵	pak²				pʰaʔ³²		pʰak⁵	pʰaʔ⁵	pəʔ⁵		bɑʔ²³				peʔ⁵
WHITE_2	pɛ³⁵	pə²⁴	pe²¹			pja²²	pai²⁴	pei⁵³		pʰɔ³⁵				pɛ³³⁴		pai²¹~pjə⁵⁴	ba²¹	pei²⁴	
WHO_1			na⁵³ko²¹³			la²³kwo³³			na²¹³kɵ³⁵			lai²¹³ko²¹	lɑ¹¹ko⁴⁴						
WHO_2	ʂəi³⁵	sei¹³			søy²¹		ʂwei²⁴	ʂei⁵³		swi¹³				ʃwɛ³⁵		swei²¹		sei²⁴	
WHO_3				tje³²ʒjeʔ²⁴~tje³²nøyŋ⁵³											sɑ⁴¹²ɲin¹³				sjã⁵³laŋ²⁴
WHO_4																	a⁴¹ɲi³⁴¹naŋ³⁴¹		
WHO_5											man³¹ŋin¹¹								
WHO_6		o¹³ʦɹ̩⁵⁵ko⁵⁵																	
WIND_1				huŋ⁵⁵													hoŋ⁴⁴		hɔŋ⁵⁵
WIND_2	fəŋ⁵⁵	xən³³	foŋ⁴⁵		foŋ⁵³	fɤn⁴²	fəŋ⁴⁴	fɛn²¹⁴	fɑ̃⁵⁵	xɤn⁴⁴	fuŋ³³	fuŋ⁴²	fən³¹	fəŋ⁵²	foŋ⁴⁴	fəŋ²¹		fəŋ²¹	
WOMAN_1										ny⁴²nin¹³ka⁰							lə²⁴ɲjaŋ³⁴¹kʰa⁴¹		
WOMAN_2				ny³²ɛ²¹²	nøy²³jɐn²¹	ly²³liŋ²³					moi⁵³je⁰ŋin¹¹			ny²¹³in⁵²					
WOMAN_3							njaŋ²⁴mə⁰		ɲy²¹³nɤ⁰						ɲy²³¹ɲin¹³				
WOMAN_4	ny²¹⁴ʐɛn³⁵	ɲy⁴¹ʐən⁰~ɲy⁴¹ti⁰	ɲy⁵³zən²¹~ɲy⁵³li⁵⁵					ɲy⁴⁵ʐẽ⁵³					li³¹ʐən¹³			ny⁵³zəŋ²¹		ny⁵³ʐẽ⁰	
WOMAN_5												ɲy²¹³kʰaʔ⁵							
WOMAN_6				ʦy⁵⁵nøyŋ⁵³nøyŋ⁵³															ʦa⁵⁵bɔ⁵³laŋ²⁴
WOMAN_7				i⁵⁵ʦja³²															
YEAR_1	njɛn³⁵	ɲjẽ¹³	ɲjɛn²¹~ɲjɛn²¹fən²¹³		nin²¹		njan²⁴~njan²⁴fən⁵³	njæ̃⁵³	ɲje⁴⁴	njæ¹³		ɲjɛn⁴⁵	ljen¹³	njɐn⁵²	ɲjɪ¹³	nje²¹	ɲi³⁴¹	njæ̃²⁴	
YEAR_2						ljã²²													
YEAR_3				ʦai³²							se⁵³								
YEAR_4				hwoi²¹²															
YEAR_5																			he²²tʰau²⁴
YELLOW_1															ɦwɑ̃¹³		ɦwɔ³⁴¹		
YELLOW_2		wan¹³		woŋ⁵³	wɔŋ²¹	wɑŋ²²						wɔŋ⁴⁵							ŋ̍²⁴
YELLOW_3	xwɑŋ³⁵		xwaŋ²¹				xwaŋ²⁴	xwɑŋ⁵³		ɣɔŋ¹³			xwɑ̃¹³	xwaŋ³⁵		xwɒ̃²¹		xwɑŋ²⁴	
YELLOW_4											voŋ¹¹								
YELLOW_5									õ⁴⁴										
