	Erzya	Estonian	Finnish	Hungarian	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Veps	Votic	Võro
BIG_6		suːr	suːri~iso		suːr	suːri		ʃuːrː			suːr						ʃurːɐ				sʊrʲ	suːr	sˑuːrʲ
BIG_7				nɒɟ			eɳə		ɯʤɯt	ɯʤɯd				ɑniʔə									
BIG_8												jɑniɣ											
BIRD_1																suːrəm							ʦirkˑ
BIRD_2	nɑrmuɲ																						
BIRD_3		lint	lintu		lind̥u	lintʊ		lɒːnʲːt		lebɑʨ	lind				lɔdti		lɔdʲːɘ	lɛtːiɛ			lind	lintu	
BIRD_4				mɒdaːr																			
BIRD_5									kɑj	kiʦɑ			kɑjə̠k	təibəː									
BIRD_6												towəluːj											
BIRD_7							wɑjəɣ																
BIRD_8																				tɯloburdo			
BIRD_9																tilʧətisuːrəm							
BIRD_10																			tʲirtʲɑsɑrmʲik				
BITE_1											jɑmstə												
BITE_2																						ɑmːɤsːɤmɑ	
BITE_3	rumʃtɑms																						
BITE_4		hɑmːustɑtɑ																					
BITE_5	suskoms																						
BITE_6														sɑkələsɑ									
BITE_7			purːɑ		purːɑ	pʊrːɑ	pŏr					puri	purɑm								pʊrdɑ	purɤmɑ	pˑurɤmɑ
BITE_8																sɑːʧə							
BITE_9									kurʨːɑvnɯ	kurtʲʨɯnɯ										kurtʨɯnɯ			
BITE_10								kaːʦʲːke							kaːskih		kaʦʲc͡çːɛd						
BLACK_1		must	mustɑ		mustɑ	mʊstɑ	pəɣtə				mustɑː										mʊst	mus	musˑtˑ
BLACK_2								ʧɒːhpe							ʧaːhpːes		ʧɒpːɐd	ʧeːhpɛs					
BLACK_3	rɑuʒo								ɕɤd	ɕɤd		seːməl	ʃeme			sæːqə				ɕɤd			
BLACK_4																			pərʲidʲeːɲɑ				
BLACK_5														tusɑjkɑʔɑ									
BLOOD_1												keːlp		kɑm		kɤm							
BLOOD_2	verʲ	veri	ʋeri	veːr	veri	vɛri	wər	veːrː	vir	vir	vɛr	wiɣər	βyr		vɑrːɑ		vərːɐ	βɨrːɛ	weːjɑ	vir	vɛri	veri	veri
BONE_1	lovɑʒɑ	luː	luː		luː	luː	lŏχ		lɯ	lɯ	luː	luw	lu	lɑtəː		lɯː			lɨ	lɯ	lʊ	luː	luː
BONE_2																		moɒruʌ					
BONE_3	pɑkɑrʲ								koskɑ														
BONE_4		kont		ʧont				taːxʲːt							taːkti		taxʲtʲːɘ						
BREAST_1				mɛl			møɣəl		moros	morɤs		mɑːɣl											
BREAST_2	potʲe												ʧə̠ze			kɯːlə				ɡɑdʲ			
BREAST_3		rint	rintɑ		rind̥ɑ	rintɑ		ranʲːt~ninːʧ			riːndɑ			ɕinɕə								rint	rint
BREAST_4	meʃtʲe																						
BREAST_5													oŋ										
BURN_1									soʨːɯnɯ	sotʲʨɯnɯ													
BURN_2				eːɡ			li						jylem			ɑm							
BURN_3												teːɣ								ʤuɑnɯ			
BURN_4															pʊ̯ɔlːih			pʉɛlɛdh					
BURN_5	pɑloms	pɤletɑ	pɑlɑː		pɑlˑɑː	pɑlʊɑ		puːlʲːe			pɑlːə								pərɑdɑsʲ		pɑlːɑdɑ	pɤlɤmɑ	pˑɑlɑmɑ
BURN_6																	pualʲdʲːɛd						
BURN_7										lomɑvnɯ													
CLOUD_1					tuːtˑsɑ									ʧiəðu		tiːtːə						tuːʧ	
CLOUD_2	peʎ	pilv	pilʋi		pilvi	pilvi	pələŋ				piːlɑ	tul	pə̠l		pɑlɑvɑ		pəlvːɐ	palβɛ	tʲir	piʎem	pilʲv	pilvi	pˑilvʲ
CLOUD_3	kovol							peːvːl	kɯmɤr	kɯmɤr													
CLOUD_4				fɛlɦøː																			
COLD_1	keʎme	kylm	kylmæ		kylmæ~kuːmɑ	kylmæ		kelmas			kiːlmɑ	ɑɕərmɑ			kɑlmːɑs		kəːlmɐs	kalmɛ			vilʊ	ʧyl	kˑylm
COLD_2									kɤʥɯt	kɤʥɯd										keʑɯt			
COLD_3														ʧəɕiɕi		tɑɕːu			tʲeːʦʲdɑ				
COLD_4																						kɑhu	
COLD_5							jøɣli						jyʃtø										
COLD_6				hidɛɡ			ətʲəɣ																
COME_1									loknɯ	loknɯ										lɯktɯnɯ			
COME_2				jøn			jø̆					jiw											
COME_3							jŏχət																
COME_4								puedʲːe									puɛtʲːɛd	poætɛdh					
COME_5															pɔ̯ɑhtih								
COME_6		tulːɑ	tulːɑ		tulːɑ	tʊlːɑ				vonɯ	tuːldɑ		tolɑm	tujɕɑ		tyː			toːsʲ	vuɯnɯ	tʊldɑ	tulɤmɑ	tˑulɤmɑ
COME_7	sɑms																						
COUNT_1				saːmol												toːr							
COUNT_2	lovoms												luðɑm										
COUNT_3		luketɑ	lɑskeɑ		lɑskiɑ	lɑskiɛ	lŏŋət	loːɡːe	lɯdʲːɯnɯ	lɯdʲːɯnɯ	luˀɡːə						lɒsʲc͡çːeːd			lɯʥːɯnɯ	lʊɡɛdɑ	lukɤmɑ	lukɤmɑ
COUNT_4												lowiɲti											
COUNT_5															lɔhkɑh								
COUNT_6													ʧotlem										
COUNT_7														tuəbtusɑ									
COUNT_8																		ryœknɛhtidh					
DIE_1									kuvnɯ	kuvnɯ													
DIE_2	kuloms	surːɑ	kuolːɑ		koːlːɑ	kʊɔlːɑ	kɑ̆lɑ~sur				kuːolə	χoːli	kolem	kuədʲɑ		quː			xɑsʲ	kulɯnɯ	kɔldɑ	koːlɤmɑ~surɤmɑ	kˑuːlmɑ
DIE_3																	ʝaːmʲːɛd						
DIE_4								jɒːmʲːe							jaːpmih			jæːmɛdh					
DIE_5				mɛkhɒl																			
DIE_6														dʲɑŋɡumsɑ									
DIRTY_1			likɑinen			likɑni																	
DIRTY_2													lɑβə̠rɑn										
DIRTY_3	kɑrɡoʨ			kosoʃ																kɯrɕ			
DIRTY_4							kulɯŋ																
DIRTY_5				piskoʃ																			
DIRTY_6															tʊ̯ɔlvːɑs								
DIRTY_7				sɛɲːɛʃ				saːkʲːs									saxsːɒi						
DIRTY_8	rudɑzov				reuɡ̊ɑz																rɛdʊkɑz		
DIRTY_9		must			mustɑ		pəɣtə																musˑtˑ
DIRTY_10									ɲɑtʲɤɕ	ɲɑtʲ				ɲeɡɯku									
DIRTY_11											ræpːi											roːjɤtːu	
DIRTY_12										ɕɤd						ʧɑm				ɕɤd			
DIRTY_13												pɑːŋkən											
DIRTY_14																			wərʦɑwæj				
DOG_1	kiskɑ			kucɒ																			
DOG_2	piɲe	koer	kojrɑ		koirɑ	kɔirɑ		pienːe	pon	pon	piɲ		pij	bɑŋ	pe̯ænɑ	kɤnɑŋ	piɐnːɒi	pɨɛɲɛ		punɯ	kɔir	koir	pˑini
DOG_3							æmp					ɑːmp											
DOG_4																			wæɲeːkoː				
DRINK_1														bɯtɯdʲi			ʝuːkːɐd						
DRINK_2	ɕimems																						
DRINK_3		juːɑ	juo̯dɑ		joːvːɑ	juːvːɑ	jæɲtʲ~li	juɡːe	junɯ	junɯ	juːodə	ɑji	jyɑm			ytə				juɯnɯ	jɔdɑ	juːmɑ	juːmɑ
DRINK_4															jʊhkɑh								
DRINK_5																		juβkɛdh					
DRY_1	koɕke							kɒːʃʲkesʲ					kukʃo		kɔjkːis		kɔːʃc͡çɛs						
DRY_2				saːrɒz			sɑrəm~sosəm					toːsɑm				ʧɤkə							
DRY_3		kuiv	kuiʋɑ		kuivɑ	kʊivɑ			kɤs	kos	kuːjɑ			koɕyə						kɤs	kʊiv	kuiv	kˑuiv
DRY_4																			xɑsuj				
DRY_5																		kɛjhkiɛ					
EAR_1	piʎe	kɤrv	korʋɑ	fyl	korvɑ	kɔrvɑ	pəl	pieʎː	peʎ	peʎ	kuːorɑ	pɑʎ	pə̠lə̠ʃ	kou	pe̯æʎːi	qoː	pɛʎːɘ	piɛljiɛ	xɑ	peʎ	kɔrv	kɤrv	kˑɤrv
EARTH_1				føld									mlɑnde										
EARTH_2	modɑ	mɑː	mɑː		mɑː	mʊɑ	məɣ		mu	mu	mɔː	mɑː		mou	e̯ænɑ				jɑ	mu	mɑ	mɑː	mɑː
EARTH_3																	ʝɐnːɒm						
EARTH_4																ʧuə̠ʧːə							
EARTH_5																		joɒrta					
EARTH_6								lavʲːn															
EAT_1														ŋəmsɑ					ŋəmzʲ				
EAT_2							li									ɑm							
EAT_3								poːrːe							pɔrːɑh		poːrːɐd						
EAT_4		syːɑ	syødæ	ɛsik	søːvˑæ	syːvːæ			ɕojnɯ	ɕojnɯ	siːɛdə	teːɣ								ɕiɯnɯ	sœdɑ	syːmæ	sˑyːmæ
EAT_5	sevems																						
EAT_6													koʧkɑm										
EAT_7	jɑrsɑms																						
EGG_1									koʎtʲ	koʎk													
EGG_2	ɑl	munɑ	munɑ		munɑ	mʊnɑ	məɣ	manʲː			munɑːd	muːŋi	muno	mənu	mɔnːi	eŋ	mɐːnʲːɘ	mʉnːiɛ		puz	mʊnɑ	munɑ	munɑ
EGG_3																			sɑrʔɲu				
EYE_1	ɕeʎme	silm	silmæ	sɛm	silmæ	silmæ	sem	ʧalʲːm	ɕin	ɕin	siːlmɑ	sɑm		ɕejmɯ	ʧɑlɛbmi	sɑji	ʧɐlʲmʲːɘ	ʧɛlmiɛ	sæw	ɕin	silʲm	silmʲ	sˑilm
EYE_2													ʃiɲʧɑ										
FALL_1									uɕnɯ	uɕnɯ										uɕɯnɯ			
FALL_2				ɛʃik												ɑːlʨə							
FALL_3						lɑŋkɛtɑ					lɑŋɡə										lɑŋːɛtɑ	lɑŋkɤːmɑ	
FALL_4					tokːuɑ							rɑɣi											
FALL_5														ʧəlhdʲi~sohədʲɑ									
FALL_6								keːhʧe							kɑhʧːɑh			kahʧɛdh					
FALL_7		kukːutɑ	pudotɑ														kəʧːɐd						
FALL_8	prɑms						kørəɣ																
FALL_9													βozɑm										
FALL_10																							kˑukˑɤrtumɑ
FAR_1						ɛtæhælːini															ɛdɑhɑinɛ		
FAR_2					etːæːl				ɯlɯn	ɯlɯn		eːlɑʎ											
FAR_3	vɑsolo			mɛsːɛ																			
FAR_4														kuntəɡunu		kuntok							
FAR_5													myndə̠rnø										
FAR_6								kuhkʲenʲ										kahkɛsɛ					
FAR_7		kɑukel	kɑwkɑnɑ	taːvol							kouɡi						kuc͡çɛs					kɑukɑlː	kˑɑvːɤn
FAR_8																				kɯdʲokɯn			
FAR_9													torɑʃte										
FEATHER_1			høyɦen		høyhen																		
FEATHER_2	tolɡɑ	sulk	sulkɑ	tolː	sulɡ̊ɑ	sʊlkɑ	tŏɣəl~pun	poːnːʦ	ɡɤn	ɡɤn		towəl~pun	pun	totə		tuː~tɑr		paʦːɛ	tərʔ	tɯlɯ		sulk	sˑulkʲ
FEATHER_3									bordtɯv														
FEATHER_4													pə̠stə̠l										
FINGERNAIL_1	kenʒe	kyːs	kynsi		kynz	kynsi	kø̆ɳʧ	keːnːʦ	ɡɯʒ	ɡɯʒ		kos	kyʧ	kətu	kɑʣːɑ	qɑtə	kəʣːɐ	kaʦːɛ	xədɑ	ɡiʒɯ	kʏnzʲ	ʧyːni	kˑyːʦʲˑ
FINGERNAIL_2				kɒrom																			
FINGERNAIL_3											kiːɲtʃ												
FINGERNAIL_4																		kʉɛhpɛrɛ					
FIRE_1	tol	tuli	tuli	tyːz	tuli	tʊli		toːlː	bi	bi	tuˀʎ	uʎɑ~nɑːj	tul	tuj	tɔlːɑ	tyː	tolːɐ	tɔlːɛ	tu	tɯl		tuli	tˑuli
FIRE_2							tø̆ɣət																
FIRE_3																					læmɔi		
FISH_1	kɑl	kɑlɑ	kɑlɑ		kɑlɑ	kɑlɑ	kul	kuːlʲː	ʨeri	ʨeri	kɑlɑː	χuːl	kol	kolɯ	kʊ̯ɔlːi	quə̠lə	kuɛlʲːɘ	kʉɛliɛ	xɑʎɑ	ʨorɯɡ	kɑlɑ	kɑlɑ	kˑɑlɑ
FIVE_1	vetʲe	viːs	ʋiːsi	øt	viːz	viːsi	wet	vɨdː	vit	vit	viːʒ	ɑt	βiʧ		vihtːɑ		vitːɐ	βɨjhtɛ		vitʲ	viʒ	viːs	viːsʲˑ
FIVE_2														səŋhəʎɑŋkə					səmʎɑŋɡ				
FIVE_3																sompəlæŋqə							
FLOWER_1		lilː					lɯjwə																lillʲ
FLOWER_2								raːsʲː							raːsːi			rɨɛsɛɡɛ					
FLOWER_3											pucːkɨz~pusk									ɕɑɕkɑ			
FLOWER_4	ʨeʨɑ		kukːɑ	viraːɡ	kukːɑ	kʊkːɑ			ʥoriʥ	ʥoriʥ		ɕoːri				sɯrkə					ænik	kukː	
FLOWER_5														lukuðiɑj									
FLOWER_6													peleðə̠ʃ										
FLOWER_7	ʦvetkɑ																						
FLOWER_8																	xɛarʲvʲːrʲaːsʲːɘ						
FLOWER_9																			ŋɑmdædʔŋæwɑ				
FLY_1												tiɣli		təirɕi		tiː			tʲirʦʲ				
FLY_2								kɨrʲːte							kirtih		c͡çɛrʲdʲːɛd						
FLY_3									lebɑvnɯ	lebɑvnɯ										lobɯnɯ			
FLY_4				rɛpyl			ləɣəl																
FLY_5		lenːɑtːɑ	lentæː		lentæː	lɛntyæ					lində										lɛtɑ	lentæmæ	lintɑmɑ
FLY_6	ʎivtʲɑms																						
FLY_7													ʧoŋeʃtem										
FLY_8																		hæːliɛhtidh					
FOOT_1		jɑlk	jɑlkɑ		jɑlɡ̊ɑ	jɑlkɑ		juːlʲːk			jɑːlɡɑ		jol		jʊ̯ɔlɛki			jʉɛlkiɛ			jɑʊɡ	jɑlk	jɑlk
FOOT_2	piʎɡe									kok						topə	ʝuɛlʲɟ͡ʝːɘ			kuk~pɯd			
FOOT_3							kø̆r							ŋoj					ŋæ				
FOOT_4												lɑːɣəl											
FOOT_5									kokpɯdɤs														
FOUR_1														ʧətə		teːtːə			tʲeːt				
FOUR_2	ɲiʎe	neli	neljæ	neːɟ	neljæ	nɛlːæ	ɲələ	ɲieʎː	ɲoʎ	ɲoʎ	nɛːʎɑ	ɲilɑ	nə̠l		ɲe̯æʎːe		nɛʎːɐ	ɲiɛljiɛ		ɲɯʎ	nɛlʲː	neʎːe	neli
FULL_1													temʃe	dʲulsɯə					pɑntɑ				
FULL_2		tæis	tæysi	tɛlɛ	tæyz	tæysi	tel	tievːt	tɯr	tɯr	tæuʒ	tɑːɣəl	tiʧ		tiɛvːɑ	tiːrəʎ	tiːudɒs	tɨɛβɛ		tɯr	tæʊzʲ	tæynø	tˑæysʲˑ
FULL_3	peʃkɕe																						
FULL_4														myntyɕɑ									
GIVE_1							mə					miɣ		miɕi		mi							
GIVE_2		ɑntɑ	ɑntɑː		ɑntɑː	ɑntʊɑ		anʲːte			ɑndə				ɑdtih						ɑntːɑ	ɑntɤmɑ	ɑntmɑ
GIVE_3													puem										
GIVE_4									ɕetnɯ	ɕetnɯ										ɕotɯnɯ			
GIVE_5																		βɛtːɛdh					
GIVE_6	mɑksoms																						
GOOD_1	pɑro							puːrʲː	bur	bur			poro~sɑj		pʊ̯ɔrːe		puɛrʲːɘ	pʉɛriɛ	səwɑ				
GOOD_2								ʃiɡ		ʃɑɲ				ɲɑɡəː		somɑ	ʃiəɣːɐ			ʥeʨ			
GOOD_3		heɑ	hyʋæ		hyvæ	hyvæ															hʏvæ	heːkː	hæː
GOOD_4				joː			jəm				jɨvɑː	jomɑs								umoj		yvæ	
GRASS_1				fyː			pɑm		turun	turun		pum								turɯn			
GRASS_2														ɲotə		ɲuːʧə							moro
GRASS_3																			ŋɑmdæʔ				
GRASS_4		rohi	ruoɦo		roho			raːsʲː					ʃuðo		raːsːi		raːsʲːɘ					roho	ruːh
GRASS_5																							hɑin
GRASS_6																		kʰræːsiɛ					
GRASS_7	tʲikʃe																						
GREEN_1							kullø̆j																
GREEN_2																		kʰrɵana					
GREEN_3				zøld					zeʎonɤj														
GREEN_4												ɲɑːr				noræʎ							
GREEN_5	piʒe									veʒ	oːʎɑz									voʒ			
GREEN_6													uʒɑr										
GREEN_7		roheline			rohˑoin			ruenː							rʊ̯ɔnaː		ruɐnːɐ					rohoin	rohilinɤ
GREEN_8						vihɑntɑ																viher	
GREEN_9			ʋiçreæ																				
GREEN_10											mɨltsi												
GREEN_11														ŋindiɑʔsɯə									
GREEN_12														ɲotərəku									
HAIR_1			hius	hɒj	hiuz	hivʊs															hibʊz		hiusˑ
HAIR_2		juːs					ɑwət		jurɕi			ɑːt	yp			oːptə						ivuz	
HAIR_3		kɑrv	kɑrʋɑ		kɑrvɑ																		kˑɑrv
HAIR_4	ʧerʲ~ponɑ			søːr			pun		ɡɤn	ɕi~ɡɤn		pun	pun			tɑr				ɕi~ɡon			
HAIR_5								vuːpːt						ŋɑbtə	vʊ̯ɔktɑ		vuəptɐ	βuʌptɛ	ŋæbt				
HAIR_6								sefs															
HAIR_7											ibuːkst												
HAND_1	kedʲ	kæsi	kæsi	keːz	kæzi	kæsi	køt	kiːdː	ki	ki	kɛˀʒ	kɑːt	kit	dʲyty	kiɛhtɑ	utə	c͡çiətːɐ	kɨɛtɛ	ŋudɑ	ki		ʧæsi	kˑæsˑi
HAND_2																					kæzitɛrɑ		
HEAD_1							oɣ		jur	jur					ɔ̯ɑivi	olə		oæjːiɛ		jɯr			
HEAD_2														ŋojbu					ŋæwɑ				
HEAD_3	prʲɑ	peɑ	pæː	fɛj	pæː	piæ		vuejːv			pæː	puŋk	βuj				vuɛivʲːɘ				pæ	pæː	pˑæː
HEAR_1	kuʎems~mɑrʲɑms																						
HEAR_2		kuːltɑ	kuːlːɑ		kuːlːɑ	kuːlːɑ	kɔl	kulːe	kɯvnɯ	kɯvnɯ	kuːloː	χuːli	kolɑm		kʊlːɑh		kuːlːɐd			kɯlɯnɯ	kʊldɑ	kuːlɤmɑ	kˑuːltmɑ
HEAR_3				hɒlː																			
HEAR_4																		kuβlɛdh					
HEAR_5																yntə			nɑmdəsʲ				
HEAR_6														dʲinsiɕi									
HEART_1															vaːjbmʊ			βɑːjmuʌ					
HEART_2	ɕedʲej	sydɑ	sydæn	siːv	syæn		səm	saːrʲːt	ɕɤlɤm	ɕɤlɤm	sidɑːm	sim	ʃym	səː		siːʨə	ʧɐːðʲɘ		sʲeːj	ɕulem	sʏdæin	syæ	sˑyæ
HEART_3								kuːtʲːk															
HEAVY_1			pɑinɑʋɑ																				
HEAVY_2																						pɑinukɤz	
HEAVY_3														səŋkutuo					səŋɡoːwoːtɑ				
HEAVY_4									ɕɤkɯt	ɕɤkɯd										ɕekɯt			
HEAVY_5	stɑkɑ																						
HEAVY_6																sɤʧːəm							
HEAVY_7						jykiɛ															jʏɡɛd		
HEAVY_8		rɑske	rɑskɑs		rɑskɑz~rɑŋkːɑ																	rɑskɑˑ	
HEAVY_9							læɣərt	loːsʲːesʲ			læːlɑm		lele		lɔsːɑh		losːɐd	leːβlɛs					rɑsːɤ
HEAVY_10				ʃuːjoʃ																			kˑɑːlsˑɑ
HEAVY_11				nɛɦeːz																			
HEAVY_12												tɑːrwitəŋ											
HOLD_1								ɒːnʲːe															
HOLD_2																orɑlpi							
HOLD_3														kəmiɑsɑ									
HOLD_4																	tuɛrʲʝːeːd						
HOLD_5				foɡ					viʥnɯ	viʥnɯ										voʑɯnɯ			
HOLD_6			pitæː	tɒrt	pitˑæː	pityæ	kætl			kutnɯ	piˀdːə	tɑkti	kuʧem								pidɑdɑ	pitæmæ	
HOLD_7		hoitɑ																					
HOLD_8																							hoitˑmɑ
HOLD_9	kirʲdʲems																						
HOLD_10															tɔ̯ɑlːɑh								
HOLD_11																		steːrɛdh					
HOLD_12																			ɲɑʔəmbəsʲ				
HOLD_13																		ʉtniɛdidh					
HORN_1							ɑ̆ŋət					ɑːɲt		ŋɑmtə		ɑːmtə			ɲɑmd				
HORN_2	ɕuro	sɑrv	sɑrʋi		sɑrvi	sɑrvi		ʧuerʲːv	ɕur	ɕur	sɔːrɑ		ʃur		ʧɔ̯ɑrɛvi		ʧuarʲvʲːɘ	ʧoærβiɛ		ɕur	sɑrʲv	sɑrvi	sˑɑrvʲ
HORN_3													tykø										
I_1	mon	mɑ	minæ	eːn	miæ	miɛ	mæ	munː	me	me	minɑː	ɑm	mə̠j	mənə	mʊn	mɑn	monɐ	manːɛ	mɑɲ	mon	minæ	miæ	mɑʔ
KILL_1	mɑʃtoms												puʃtɑm										
KILL_2				øl			wel					ɑli											
KILL_3																					riktɑ		
KILL_4									vijnɯ	vijnɯ										viɯnɯ			
KILL_5					surmɑd̥ɑ																	surmɑmɑ	
KILL_6								kɒːnʲːte							kɔdtih								
KILL_7														kotudʲɑ		quə̠t	kɔdʲːɛd		xɑdɑsʲ				
KILL_8		tɑpːɑ	tɑpːɑː			tɑpːʊɑ					tɑpːə											tɑpːɤmɑ	tˑɑpˑmɑ
KILL_9	ʧɑvoms																						
KILL_10										kulɤdnɯ													
KILL_11																		pʉβːɛdh					
KNEE_1									piʥɤs	piʥɤs										pɯdʲes			
KNEE_2		pɤlv	polʋi	teːrd	polvi	pɔlvi		puːvːl			puːolɑ		pulβuj			puːlə	puəlvːɐ	puʌlβɛ	pulɨ		pɔlʲv	pɤlvi	pˑɤlvʲ
KNEE_3	kumɑʒɑ						ʧæɳʧ					sɑːns											
KNEE_4															ʧibpi								
KNEE_5														həɑɡɑj									
KNOW_1							onəl						pɑlem										
KNOW_2												wɑːɣ											
KNOW_3							tŏŋəmt	tomːte						ʧənɯdʲi		tynəmə							
KNOW_4		teɑtɑ	tie̯tæː	tud	tiːtæː	tiɛtyæ		tiːdːe	tɤdnɯ	tɤdnɯ~kuʒnɯ	tiːɛdə	χɑːsi			tiɛhtih		tiɛtʲːɛd	tiɛtɛdh		tosɯnɯ	tɛtɑ	tæːtemæ~tuntɤmɑ	tˑiːtmæ
KNOW_5	sodɑms																						
KNOW_6													ʃiɲʧem										
KNOW_7																			tʲeːɲeːwɑsʲ				
LAUGH_1	rɑkɑms																						
LAUGH_2							ɭɯsəɣ																
LAUGH_3	pejdʲems																		pʲisʲənzʲ				
LAUGH_4																pisəj							
LAUGH_5														hidʲiɕi									
LAUGH_6					nɑɡrɑː	nɑkrʊɑ					nɑˀɡrə										nɑɡrdɑ	nɑɡrɤmɑ	
LAUGH_7			nɑwrɑː									muwɑli											
LAUGH_8		nɑertɑ		nɛvɛt																			nɑːrtmɑ
LAUGH_9								siːjːne	serɑvnɯ	ɕerɑvnɯ													
LAUGH_10																				ɕerekjɑnɯ			
LAUGH_11															ʧɑjbmɑh								
LAUGH_12															pɔ̯ɑkʊstih								
LAUGH_13																	pɔɣstɛd						
LAUGH_14													βoʃtə̠lɑm										
LAUGH_15																		føːrhkɛdidh					
LEAF_1									kor	kor										kuɑr			
LEAF_2	lopɑ	leht	leçti	lɛveːl	lehti	lɛxti		leːsːt		ʎis	lɛːɟ	luːptɑ	lə̠ʃtɑʃ		lɑstɑ	ʨɑːpə	ləstːɐ		weːbɑ		lɛxtɛz	lehto	lehtʲˑ
LEAF_3							ɭɯwət																
LEAF_4														horɑðiɑj									
LEG_1		jɑlk	jɑlkɑ		jɑlɡ̊ɑ	jɑlkɑ		juːlʲːk			jɑːlɡɑ		jol		jʊ̯ɔlɛki			jʉɛlkiɛ			jɑʊɡ	jɑlk	jɑlk
LEG_2	piʎɡe						kø̆r		kok	kok				ŋoj		topə			ŋæ	kuk~pɯd		koip	
LEG_3																	ʝuɛlʲɟ͡ʝːɘ						
LEG_4												lɑːɣəl											
LIE_1							ɑ̆lɑ	luvːe								ipːi	liɐʃːɐd						
LIE_2			mɑːtɑ								mɑˀɡːə												
LIE_3		lɑmɑtɑ																				lɑmɑmɑ~leʒimæ	lɑmːɤmɑ
LIE_4									kujlɯnɯ	kujlɯnɯ										kɯʎːɯnɯ			
LIE_5												χoji	kijem										
LIE_6															ve̯ælːaːh								
LIE_7																			jusʲeːdɑsʲ				
LIE_8				fɛksik																			
LIE_9														toɲdʲiɑjʧisɯ									
LIE_10	mɑdʲeʑɑʃtʲems																						
LIVER_1								vuːjvas							vʊɛjvːɑs		vuəivɐs						
LIVER_2	mɑkso	mɑks	mɑksɑ	maːj	mɑksɑ	mɑksɑ	muɣəl		mus	mus	mɑksɑː	mɑːjt	mokʃ	mitə		mɯːtə		mʉɛksiɛ	mɨd	mus	mɑks	mɑhs	mɑsː
LIVER_3																						peʧoŋk	
LONG_1																ʨumpu			jɑmb				
LONG_2							koχ	kukʲesʲ	kuʑ	kuʑ		χosɑ	kuʒu		kʊhkːi		kuc͡çːɘ	kʉhkiɛs		kuʑ			
LONG_3	kuvɑkɑ	pikː	pitkæ		pitki	pitkæ					pitkɑː			kuntɡu							pitʲk	pitʧ	pˑikː
LONG_4				hosːuː																			
LOUSE_1	eʎi																						
LOUSE_2																unʧu							
