	Azerbaijani	Bashkir	Chulym	Chuvash	Crimean Tatar	Cuman	Dolgan	Gagauz	Kara-Kalpak	Karachay-Balkar	Karaim	Kazakh	Khakas	Khalaj	Kumyk	Kyrgyz	Nogai	Northern Altai	Old Turkic	Salar	Shor	Siberian Tatar	Southern Altai	Tatar	Tofa	Turkish	Turkmen	Tuvan	Uyghur	Uzbek	West Yugur	Yakut
LEAF_2	jɑrpɑɡ	jɑprɑq			jɑprɑq	jɑprɑk~jɑbuldrɑk		jɑprɑk			jɑprɑq				jɑpɯrɑq		jɑpɯrɑq		jɑpɯrɣɑq	jɑrfɑq		jɑprɑq		jɑfrɑq		jɑprɑk	jɑprɑq		jopurmɑq			
LEAF_3							hebirdek		ʒɑpɯrɑq	ʧɑprɑq		ʒɑpɯrɑq				ʤɑɫbɯrɑq		cɑlbɯrɑq~qɑvɑq				qɑvɑq	ɟɑlbrɑχ									sebirdeχ
LEAF_4				ɕulʑɤ̆ʷ																												
LIE DOWN_1		jɑt			jɑt	jɑt		jɑt			jɑt			jɑːt	jɑt		jɑt		jɑt	jɑt		jɑt		jɑt		jɑt	jɑt		jɑt	jɔt	jɑt	
LIE DOWN_2	uzɑn		ʧɑt	vɯrt					ʒɑt	ʤɑt		ʒɑt	ʧɑt			ʤɑt		cɑt			ʧɑt		ɟɑt		ʧɯˤtɑr			ʧɯt				sɯt
LIE DOWN_3							hɯt																									
LIVER_1	bɑɣɯr	bɑwɯr	pɑɑr	pɘ̆ʷvɘ̆ʷr			bɯɑr		bɑwɯr	bɑwur	bɑvur~bɑwɯr~bɑɣɯr	bɑwɯr	pɑɑr		bɑwur	boor	bɑwɯr	bɑɣɯr~pɑɑr	bɑɣɯr	pɑɣɯr	pɑːr	bɑwɯr~pɑwɯr~pɑɣɯr	buur	bɑwɯr	bɑɑr		bɑɣɯr	bɑɑr	beɣir		pɑɣɯr	bɯɑr
LONG_1	uzun	oðon	uzun		uzun	uzun	uhun	uzun	uzɯn	uzun	uzun	ʊzɯn	uzun	uzuːn	uzun	uzun	uzɯn	uzun	uzun	uzun	uzun	uzɯn~ozɯn	uzun	ozɯn	uzun	uzun	uðɯn	uzun	uzun	uzun	uzun~uzin~uzen	uhun
LONG_2				vørøm																												
LOUSE_1	bit	bet	pɘt~pit	pɯjdɤ̆ʷ	bit	bit			bijt	bit	bit	bit	pɘt	bit	bit	bit	bijt	pijt~pit	bit	piʧt	pit		bit	bet	bɯˤt	bit	bit	bɯt	pit	bit	pɯʃt~pɯʃ~pɯt	bɯt
MAN_1	ciʃi				erkek		er kihi		erkek	erkiʃi	erkek~kiʃi~kisi	erkek	ir kɘzɘ		erkek	ercec~ciʃi	erkek		kiʃi	ɛr kiʃi	er kiʒi		erkiʒi			ercec	erkek	er kiʒi	ɛrkɛk	erkɑk	erkek kise	er kihi
MAN_2		ir~ir	ɛr	ɑrʑɯn		er			er		eren~er~er	er			er~eren		er	er	er			er~ɛr		ir~ir	er				ɛr~ɛr		eren~er~eren	
MAN_3																			jɑlŋuq													
MAN_4														hɛr																		
MANY_1	ʧoχ				ʧoq			ʧok																		ʧok						
MANY_2		kyp	kopʲ			køp	yɡys		køp	køb	køp	køp	køp		køp	cøp	køp	køp	ykyʃ	kop	køp	køp	køp	kyp	køˤp~køˤf		køp		køp	kop	kep	
MANY_3																												χøj				
MEAT_1	æt	it	ɛt		et	et	et		et	et	et	et	it	ɛt	et	et	et	et	et	et	et	ët	et	it	eˤt	et	et	eˤt			et~jit	et
MOON_1	ɑj	ɑj	ɑjɣɑrɑːɣə	ujɤ̆ʷχ	ɑj	ɑj	ɯj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj		ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑjɑq	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɔj	ɑj	ɯj
MOON_2														hɑːɑj																		
MOUNTAIN OR HILL_1	dɑɣ		tɑɣ		dɑɣ	tɑɡ~tɑv					tɑv		tɑɣ	tɑːɑɣ				tɑɣ	tɑɣ	tɑɣ	tɑɣ				dɑɣ		dɑɣ	dɑɣ	tɑɣ	tɔɣ	tɑɣ	
MOUNTAIN OR HILL_2		tɑw		tu			kɑjɑ	bɑjɯr	tɑw	tɑw		tɑw			tɑw	too	tɑw					tɑw	qɯr	tɑw		dɑː						χɑjɑ
MOUTH_1	ɑɣɯz	ɑwɯð	ɑːɣəs		ɑɣɯz	ɑɡis		ɑːz	ɑwɯz	ɑwuz	ɑvuz	ɑwɯz	ɑɑs	ɑːɣɯz	ɑwuz	ooz	ɑwɯz	ɑɣɯs	ɑɣɯz	ɑɣɯz	ɑqsɯ	ɑwɯs	oos	ɑwɯz	ɑɑs	ɑːɯz	ɑɣɯð	ɑɑs	eɣiz	ɔɣiz	ɑɣɯs~ɑχs	ɑj̃ɑχ
MOUTH_2							ɑɲɑk																									
MOUTH_3				ɕøvɑr																												
NAME_1	ɑd		ɑt	jɑt	ɑd	ɑt	ɑːt	ɑd	ɑt	ɑt	ɑd~ɑt	ɑt	ɑt	ɑːt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑd	ɑt	ɑt	ɑt	ɔt	ɑt	ɑːt
NEAR_1	jɑχɯn	jɑqɯn			jɑqun			jɑqɯn			jɑqɯn				juwuq		juwɯq		jɑɣuq~jɑɣuru	jɑχɯn		yɑvɯq~yɑqɯn	juq~juχ	jɑqɯn		jɑkɯn	jɑqɯn		jeqin	jɑqin	jɑqɯn~juqun	
NEAR_2						jɑoh																										
NEAR_3										ʤuwuq																		ʧooq				
NEAR_4			ʧɑːɣən	ɕɯvɤ̆ʷχ			ʧuɡɑs		ʒɑqɯn			ʒɑqɯn	ʧɑɣɯn			ʤɑqɯn		cɑɣɯn			ʧɑɣɯn				ʧoːɣɑʃ							ʧuɡɑs
NEAR_5							huɡɑs																									
NECK_1	bojun	mujɯn	poːjun	møj	bojun	bojn	muoj	bojun	mojɯn	bojun	bojun	mojɯn	mojɯn	buun	bojun	mojun	mojɯn	mojɯn	bojɯn	poinɯ	mojun	mojun~mojɯn~mujɯn	mojɯn	mujɯn	møen	bojun	bojun	mojun	bojun	bojɯn	moin	moːy
NEW_1	jeni	jɑŋɯ			jɑŋɯ	iɑnɡi~jɑnɡi		jeni			jɑnɣɯ			jɛŋɡi	jɑŋɯ		jɑŋɯ	jɑː	jɑŋɯ	jɑŋɯ		jɑŋɑ		jɑŋɑ		jeni			jeŋi		jɑŋɯ~jɑŋɑ	
NEW_2			nʲɑɑ										nɑɑ					ɲɑŋɯ			nɑː				ɲɑɑ							
NEW_3				ɕɘnɘ			hɑŋɑ		ʒɑŋɑ	ʤɑŋɯ		ʒɑŋɑ				ʤɑŋɯ							ɟɑŋɯ									sɑŋɑ
NIGHT_1			qɑrɑ	ɕɘ̆ʷr									χɑrɑɑ																			
NIGHT_2	ɟeʤæ				ɡeʤe			ɡeʤɛ		keʧe	keʧɛ~keʦe			kiːeʧɛ	ɡeʧe		keʃe			ɡeʤe						ɟeʤe	ɡiʤe			keʧɑ		
NIGHT_3		tøn	tyn			tun	tyːn		tyn			tyn	tyn			tyn	tyn	tyn	tyn		tyn	tøn~tyn	tyn	tøn	dynne			dyn	tyn		tyn	tyːn
NOSE_1																									hɑɑj			χɑɑj				
NOSE_2																							tumʧuq					dumʧuq				
NOSE_3	burun		purun		burun	burun~buen~bin	munnu	burnu	murɯn	burun	burun	murɯn	purun	burɯn	burun	murun	burɯn	burun	burun	purnɯ	purnu	morɯn~murɯn		borɯn		burun	burun		burun	burun		murun
NOSE_4																															qɑŋrɯq	
NOT_1			bɑ				bɑ		bɑ~pɑ				bɑ~pɑ			bɑ	bɑ~pɑ	bɑ			pɑ~bɑ		bɑ		bɑ~vɑ~pɑ						pɑ	bɑ
NOT_2	mɑ	mɑ		mɑ	mɑ	mɑ		mɑ	mɑ	mɑ	mɑ	mɑ	mɑ	mɑ	mɑ		mɑ		mɑ	mɑ	mɑ	mɑ	mɑ	mɑ		mɑ	mɑ	mɑ	mɑ	mɑ	mɑ	mɑ
NOT_3																												eves			emes~emestro~emeser	
OLD (USED)_1		iθke	ɛrɡe		eski	eski	erɡe	eski	eski	eski	eski	eskɘ	irɡɘ		esɡi	esci	eski	eski	eski	eski	eski	ëski	eski	iske		esci		erɡi	ɛski	eski	erke	erɡe
OLD (USED)_2				kivɘ																												
OLD (USED)_3																									eˤrhi							
ONE_1	bir	ber	pɘr	pɘrre~pɘr	bir	bir	biːr	bir	bir	bir	bir	bɘr	pɘr	biː	bir	bir	bir	pir~bir~mir~vir	bir	bir	pir	pir	bir	ber	bɘr~bɘrɛɛ	bir	bir	bir	bir	bir	per~pɯr	biːr
PERSON_1		keʃe	kɘzɘ			kisi	kihi				kiʃi	kɘsɘ	kɘzɘ		ɡiʃi	ciʃi	kisi	kiʒi~kiʤi	kiʃi	kiʃ	kiʒi	kiʃi	kiʒi	keʃe	kiʃi	ciʃi		kiʒi	kiʃi	kiʃi	kise	kihi
PERSON_2				ɕɯn																												
PERSON_3																			jɑlŋuq													
RAIN (PRECIPITATION)_1									ʒɑwɯn	ʤɑwun		ʒɑwɯn			jɑwun																	
RAIN (PRECIPITATION)_2			suɣ																													
RAIN (PRECIPITATION)_3																							ɟɑɑʃ									
RAIN (PRECIPITATION)_4	jɑɣɯʃ	jɑmɣɯr			jɑɣɯʃ	jɑmɡur		jɑːmur			jɑmɣur			jɑɣɯʃ	jɑŋur		jɑmɣɯr		jɑɣmur	jɑɣmur		jɑnɣɯr		jɑnʁɯr		jɑːmur	jɑɣɯʃ~jɑɣmɯr		jɑmɣur	jɔmɣir	jɑɣmɯr	
RAIN (PRECIPITATION)_5				ɕumɤ̆ʷr						ʤɑŋur		ʒɑŋbɯr	nɑŋmɯr			ʤɑmɣɯr		ɲɑŋmɯr~ɲɑnmɯr~nɯŋmɯr					ɟɑŋmɯr									sɑmɯːr
RAIN (PRECIPITATION)_6																					nɑɣbur											
RAIN (PRECIPITATION)_7							hɑmɯːr																									
RAIN (PRECIPITATION)_8																									øˤsken							
RED_1		qɯðɯl	qəzəl	χɘrlɘ	kɯzil	kezel	kɯhɯl		qɯzɯl	qɯzɯl	kɯzɯl~kizɯl	qɯzɯl	χɯzɯl	qɯzɯl	qɯzɯl	qɯzɯɫ	qɯzɯl	qɯzɯl	qɯzɯl	qɯsɯl~qɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl		ɡɯðɯl	qɯzɯl	qizil	qizil	qɯzɯl	kɯhɯl
ROOT_1	cøc							køk																		cøc	køk					
ROOT_2																				ozeχ												
ROOT_3		tɑmɯr		tɯmɑr	tɑmɯr				tɑmɯr	tɑmɯr	tɑmur	tɑmɯr			tɑmur	tɑmɯr	tɑmɯr	tɑzɯl			tɑzɯl	tɑmɯr~tɑzɯl	tɑzɯl	tɑmɯr				dɑzɯl	tomur			
ROOT_4						tub													jɯltɯz										jiltiz	ildiz	jɯltɯs	
ROOT_5			ʧəltəs																		ʧɯltɯs				sɯldɯs				ʒiltiz			silis
ROOT_6							hilis																									
ROPE_1	ip	bɑw	pɑɣ	pɤ̆ʷjɑv	jip		bɯɑ		bɑw		jip	bɑw	pɑɣ				bɑw	pɑɣ			pɑɣ	jip	buː	bɑw	bɑɣ	ip	jyp				pɑɣ~jep~jip	bɯɑ
ROPE_2								ʧɑtɯ	ʒip			ʒɘp				ʤip																
ROPE_3		ɑrqɑn			ɑrqɑn	ørken			ɑrqɑn		ørken~erken	ɑrqɑn			ɑrqɑn		ɑrqɑn		uruq	urχɑn						urɡɑn				ɑrqɔn	uruq	
ROPE_4	cændir			kɑndrɑ												cøtørmø												χendir				
ROPE_5				vɘ̆ʷren																												
ROUND_1	jumru	jomoro				juɡɑlɑk		juvɑrlɑk			jumɑlɑk													jomrɯ		juvɑrɫɑk			jumulɑq	jumɑlɔq		
ROUND_2	døvreli	tumɑlɑq	ʧumɑq	ɕɑvrɑɡɑ	tomɑlɑq		tøɡyryk		domɑlɑq~dumɑlɑq~ʒumɑlɑq			domɑlɑq	nɯmɑlɑχ~terpek			teɟerec~toɣoɫoq	tɯmɑlɑq						teɣerik						domulɑq~ʒumulɑq	dumɑlɔq		tøɡyryk
ROUND_3						teɡirmɑ~ʧourɑ			ʒumɯrɯ			ʒʊmɯr		ɡildir		ʤumuru			teɣirmi						tøørej	deːirmi						
SALT_1	duz	toð	tus	tøvɑr	tuz	tus	tyːs	tuz	duz	tuz	tuz	tʊz	tus	tuz	tuz	tuz	tuz	tus	tuz	duz~dyz~tyz	tus		tus	toz	tus	tuz	duð	dus	tuz	tuz	tuz	tuːs
SAND_1	ɡum	qom	qum	χɤ̆ʷjɤ̆ʷr	qum	kum~kun	kumɑk	kum	qum	qum	kum	qʊm	χum		χum~qɑjɯr	qum	qum~qɑjɯr	quvɑq~qum	qum	kum	qumɑq	qum		qom		kum			qum	qum	qum~qom	kumɑχ
SAND_2																											ʧɛɡe					
SAND_3																									hum							
SAY_1		ɛjt	ɑjt		ɑjt	ɑjt			ɑjt	ɑjt	ɑjt	ɑjt				ɑjt	ɑjt	ɑjt		ejʃɑ	ɑjt	ɛjt	ɑjt	ɛjt			ɑjt		ejt	ɑjt	ɑj	
SAY_2	de~søjlæ	ti		te		de	die	de~søle	de	de					de	de	de	de	teː	tɛ~ti		të	de	di	de	de~søjlʲe	dij	ʧuɣɑːlɑ	dɛ	de	ti	die
SAY_3													ʧooχtɑ																			
SAY_4														hɑːj																		
SEE_1	ɟør	kyr	korʲ	kur	kør	kor	kør	ɡør	kør	kør	kør~ker	kør	kør	ker	ɡør	cør	kør	kør	kør	kør	kør	kør	kør	kyr	kør	ɟør	ɡør	kør	kør	kor	kør~kyr	kør
SEED_1		orloq			urluq	uru~ourluk				urluq	urluk	ʊrɯq			urluq	uruq	urlɯq		uruɣ	urluχ				orlɯq					uruq	uruɣ		
SEED_2				vørø																												
SEW_1																		køktø					køktø									
SEW_2	tic	tek	tɘk		tik	tik	tik	dik	tik	tik	tik	tɘk	tɘk	tik	tik	tic	tik	tik		tiχ	tik	tik		tek		dic	tik		tik	tik	tek~tɯq	tik
SEW_3				ɕɘ̆ʷle																					dɑɑrɑ			dɑːrɑ				
SHARP_1			ʧɘdɘɣ							ʤiti			ʧɘtɘɡ								ʧidiɡ				ʧiˤtɘ			ʧidiɡ				sɯtɯː
SHARP_2				ɕivɘʧ																												
SHARP_3							hɯtɯː																									
SHARP_4	iti	ytker				iti			øtkir		iti	øtkɘr		jitdi~jittiː	itti	øtcyr	øtkir	øtkyr	jiti~jitti				øtkyr~ødyr	ytken			jiti		øtkyr	otkir	ɯʃtɯɣ	
SHARP_5																qurʧ							qurʧ									
SHARP_6					keskin			keskin						kɛsɡili												cescin						
SHORT_1	ɡɯsɑ	qɯsqɑ	qəsqɑ	kɘske	qɯsqɑ	kiʃkɑ	kɯlɡɑs	kɯsɑ	qɯsqɑ	qɯsχɑ	kɯskɑ	qɯʃqɑ	χɯsχɑ		qɯsɣɑ	qɯsqɑ	qɯsqɑ	qɯsqɑ	qɯsɡɑ	χɯsχɑ	qɯsqɑ	qɑrsɑq	qɯsχɑ	qɯsqɑ	qɯˤsqɑ	kɯsɑ	ɡɯθɡɑ	qɯsqɑ	qisqɑ		qɯsqɑ	kɯlɡɑs
SIT_1	otur	ultɯr	oːlur	lɑr	otur	oltur	olor	otur	otɯr	oltur	oltur	otɯr	odɯr	juor	oltur	otur	oltɯr	otur	olur	otɯr	odur	otɯr	otɯr	utɯr	olur~olɯr	otur	otur	olur	oltur	otir	oltur	olor
SKIN_1																									keˤʃ			keʃ				
SKIN_2	dæri	tire		tirɘ	teri	bilɑu	tiriː	deri	teri	teri	teri	terɘ	teːr	tɛri	teri	teri	teri	tere	teri	tir	tere	tɛri	tere	tire		deri	deri		terɛ	teri	ter~tere	tiriː
SKIN_3			ʧɑmɑɣ																													
SKY_1		kyk			kok	kok		ɡøk		køk	køk				køk	cøc	køk	køk	køk~qɑlɯq			køk		kyk		ɟøc						
SKY_2				tybe									tiɡɘr					teɡri	teŋri		teɡri		teŋeri		deːre			deer			teŋir	
SKY_3			kunʲ				kɑllɑːn																									χɑllɑːn
SKY_4	ɟøj																															
SLEEP_1			uzu				utuj						uzu						udɯ		uzu				udu			udu			uzu	utuj
SLEEP_2						uju		uju																		uju						
SLEEP_3	jɑt													jɑt													jɑt					
SLEEP_4																		ujttɑ														
SLEEP_5		joqlɑ			juqlɑ				ujqɯlɑ		juklɑ	ʊjɯqtɑ			juχlɑ	uqtɑ	ujqlɑ	ujqtɑ		uχlɑ		joqlɑ~juqlɑ	uχtɑ	joqlɑ			uqlɑ		uχlɑ	uχlɑ		
SLEEP_6										ʤuqlɑ																						
SLEEP_7				ɕɯvɤ̆ʷr																												
SMALL_1					ufɑʧɯq																					ufɑk						
SMALL_2		bɛlɛkɛj~bɛlɛkɛs																														
SMALL_3	ciʧic		kɘʧeeʧ			kyʧe~kiʧi	kyʧʧyɡyj	kyʧyʤyk	kiʃkene~kiʃkentɑj	ɡitʧe	kiʧi~kiʦi	kɘʃkene~kɘʃkentɑj	kɘʧiʤek		ɡiʧʧi	ciʧine	kiʃkej	kiʤiɡ~kiʧi~kiʧinek~kiʧeʧ~kiʧy	kiʧiɡ	kiʧi~kiʤi	kiʧiɡ	kiʧy	kiʧi	keʧkenɛ		cyʧyc	kiʧi		kiʧik	kiʧkinɑ	kiʧiɡ	kuʧːuɡuj
SMOKE (EXHAUST)_1													ɯs										ɯʃ		ɯʃ			ɯʃ	is~ɛs		ɯs	
SMOKE (EXHAUST)_2							buruo																									buruo
SMOKE (EXHAUST)_3	tysty	tøtøn	tydyn	tɘ̆ʷdɘ̆ʷm	tytyn	tutum~tutun		tytyn	tytin	tytyn	tytyn~tytsy	tytɘn	tydyn	tityn	tytyn	tytyn	tytin	tydøk	tytyn	ʦyʦyn~ʤyʤyn	tydyn	totin		tøten		dumɑn	tyθθe			tutun		
SNAKE_1	ilɑn	jɯlɑn		ɕɘlen	jɯlɑn	ilɑn~ɡillɑn~jlɑɡɑn		jɯlɑn	ʒɯlɑn	ʤɯlɑn	jɯlɑn~ilɑn	ʒɯlɑn	ʧɯlɑn	jilɑːn	jɯlɑn	ʤɯɫɑn	jɯlɑn	cɯlɑn	jɯlɑn	jilɑn	ʧɯlɑn	jɯlɑn	ɟɯlɑn	jɯlɑn		jɯɫɑn	jɯlɑn	ʧɯlɑn	ilɑn~ʒilɑn	ilɔn	jɯlɑn	erien yøn
SNAKE_2			uzunɣurt																													
SNAKE_3																									ʧer bɑlɯː							
STAND_1	dur	tor	tur	tør	tur	tur	tur	dur	tur	tur	tur	tur	tur	tur	tur	tur	tur	tur	tur	dɯr	tur	tor~tur	tur	tor	tur	dur	dur	tur	tur	tur	tur	tur
STAR_1	ulduz	jondoð	ʧəltəs	ɕøldør	jɯldɯz	juldus		jɯldɯz	ʒuldɯz	ʤulduz	julduz~jolduz~jɯldɯz	ʒʊldɯz	ʧɯltɯs	julduz	julduz	ʤɯɫdɯz	juldɯz	jɯldɯs	jultuz	jultus~jiltis	ʧɯltɯs		ɟɯldɯs	joldɯz	sɯltɯs	jɯɫdɯz	jɯldɯð	sɯldɯs	jultuz~ʒultuz	julduz	jultɯs~jɯltɯs	sulus
STAR_2							hulus																									
STONE_1	dɑʃ	tɑʃ	tɑs~sɑjdɑːzə		tɑʃ	tɑs~tɑʃ	tɑːs	tɑʃ	tɑs	tɑʃ	tɑʃ	tɑs	tɑs	tɑːɑʃ	tɑʃ	tɑʃ	tɑs	tɑʃ~tɑs	tɑʃ	tɑʃ	tɑʃ	tɑʃ	tɑʃ	tɑʃ	dɑʃ	tɑʃ	dɑʃ	dɑʃ	tɑʃ	tɔʃ	tɑs	tɑːs
STONE_2				ʧul																												
SUCK_1	sor		sor						sor			sor	sor	suor	sor	sor	sor	sor	sor		sor		soor	suɯr	sor		θor	sor	ʃorɑ	sor		
SUCK_2		hur																														
SUCK_3	æm	im	ɛm	ɘ̆ʷm	em		em	em	em	em	em	em	em	ɛm	em	em	em				em		em	im	em	em	em	em	ɛm	em	em	em
SUCK_4							obor											ep														obor
SUN_1	ɟynæʃ~ɟyn	qojɑʃ	kunʲɣɑrɑːɣə		kyneʃ	kun	kyn	ɡyn~ɡyneʃ	kyn	kyn	kujɑʃ	kyn	kyn	kyn~kin	ɡyn	cyn	kyn	kyn	kyn	kun	kyn	qojɑʃ	kyn	qojɑʃ		ɟyneʃ	ɡyn	χyn	kyn	qujɔʃ	kyn	kyn
SUN_2				χɘ̆ʷvel																												
SUN_3																									hyn							
SWIM_1	yz	jøð			jɑldɑ	juz		yz			jyz				jyz		jɑldɑ~jyz	jys	jyz			jys		jøz		jyz	jyð		yz			
SWIM_2														kirun						ʧum												
SWIM_3																									eˤhin							
SWIM_4			ʧys						ʒyz	ʤyz		ʒyz	ʧys			syz					ʧys		ɟys							suz		
SWIM_5																												eʃt				
SWIM_6							køp																									
SWIM_7																															qɑj	
TAIL_1	ɡujruɡ	qojroq	quzuruq	χyre	qujruq	kujruɡ	kuturuk	kujruk	qujrɯq	qujruq	kujruk	qʊjrɯq	χuzuruχ	qurduq	qujruq	qujruq	qujrɯq	qujruq~qujrɯq	qudruq	quruχ~kuruχ	quzuruq	qujrɯq	qujruq	qojrɯq	quduruq	kujruk	ɡujruq	quduruq	qujruq		quzruq	kuturuk
TAKE_1		ɑl	ɑl	il	ɑl	ɑl	ɯl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑɫ	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑɫ	ɑl	ɑl	ɑl	ɔl	ɑl	ɯl
TAKE_2	ɟøtyr																															
THAT_1	o				o	os ol	ol	o	ol	o	ol	ɑnɑ	ol	o	o		ol	ol	ol	u	ol	ul	ol		ol	o	ol		u	o	ol	ol
THAT_2		teɡe	tɛɣ													tiɟi								teɡe								
THAT_3				leʃ																								døø				
THEY_1	onlɑr	ulɑr	olɑr		olɑr	ɑlɑr		onnɑr	olɑr	ɑlɑ	ɑlɑr	olɑr	olɑr	ollɑr	olɑr	ɑɫɑr	olɑr	ɯlɑr~lɑr	olɑr		ɯlɑr		olor	ɑlɑr	olɑrɯŋ	onɫɑr	olɑr	olɑr	ulɑr	ulɑr		
THEY_2							ɡiniler													vulɑr											qolɑr	kiniler
THEY_3				vɘ̆ʷzem																												
THICK_1	joɣun	jɯwɑn												joɣun					joɣun	joɣɑn		juwɑn		juwɑn			joɣɯn			joɣɔn	joɣɯn	
THICK_2	ɡɑlɯn	qɑlɯn	qɑːləŋ	χulɤ̆ʷn	qɑlɯn			kɑlɯn	qɑlɯn~ʒuwɑn	qɑlɯn	kɑlɯn	qɑlɯŋ	χɑlɯn		qɑlɯn	qɑɫɯn	qɑlɯn		qɑlɯn		qɑlɯn		qɑlɯn~ɟoon	qɑlɯn	nøon	kɑɫɯn	ɡɑlɯŋ	qɯlɯn~ʧoon	qelin	qɑlin	qɑlɯn	χɑlɯŋ~suon
THICK_3																									hɯlɯn							
THICK_4										bɑzɯq	bɑzɯq																					
THICK_5																	dombɑj															
THIN_1		joqɑ			jufqɑ												juqɑ		juqɑ	joχpɑ				juqɑ			juqɑ		jupqɑ~juqqɑ	jupqɑ	juqɑ	
THIN_2	inʤæ				inʤe			inʤɛ		iŋiʧke	inʧke		nɘske			iʧce	jiŋiʃke		jinʧɡe	lɛʃki~neʃke				neʧkɛ		inʤe	inʧe		inʧike~iŋiʧke	iŋiʧkɑ		
THIN_3			ʧuɣɑʤɑːq~ʧɘʧkæʤeːk																													
THIN_4				ɕuɣɑ					ʒuqɑ	ʤuqɑ		ʒʊqɑ	ʧuɣɑ			ʤuqɑ					ʧuɣɑ		ɟuqɑ		ʧuɣɑ			ʧuɣɑ	ʒupqɑ		ʃike	
THIN_5				ɕinʑe			hinnʲiɡes		ʒiŋiʃke			ʒɘŋɘʃke						ʧiʧke							niŋɡe			ʧiŋɡe				sinɲiɡes
THINK_1		ujlɑ			ojlɑ				ojlɑ	ojlɑ		ojlɑ			ojlɑʃ	ojɫɑ	ojlɑ					ojlɑ		ujlɑ					ojlɑ	ojlɑ		
THINK_2	dyʃyn		pøːɡun		tysyn			dyʃyn													pøɡyn					dyʃyn		bodɑ				
THINK_3			sɑːɣən	ʃuɣɤ̆ʷʃlɑ		sɑɡin					sɑɣɯn		sɑɣɯn	sɑn				sɑnɑ~sɑɣɯn	sɑqɯn		sɑnɑn		sɑnɑ		sɑɣɯn						sɑqɯn	sɑnɑ
THIS_1	bu	bɯl	pu	ku	bu	bu	bu	bu	bul	bu	bu	bʊl	pu	bo	bu	bu	bu	po	bu	bu	po	bu	pu	bu	bo	bu	bu	bo	bu	bu	pu	bu
THOU_1							en																									en
THOU_2	sæn		sɛn	ezɘ	sen	sen		sɛn	sen	sen	sen	sen	sin	sɛn	sen	sen	siz	sen	sen	sen	sen	sin	sen	sin	sen	sen	θen	sen	sɛn	siz	sen	
THOU_3		hin																														
THREE_1	yʧ	øs	yʧ		yʧ	uʧ	ys	yʧ	yʃ	yʧ	yʧ	yʃ	ys	yːʧ	yʧ	yʧ	yʃ	yʧ~yʃ	yʧ	uʃ	yʃ	øʧ	yʧ	øʧ	yʃ	yʧ	yʧ	yʃ	yʧ	uʧ	yʃ~uʃ	ys
THREE_2				viɕɕɘ~viʑɘ~viɕ																												
THROW_1									ɯlɑqtɯr			lɑqtɯr					bɯlɑqtɯr															
THROW_2	ɑt	ɯrɣɯt		ɯvɤ̆ʷt	ɑt			ɑt	ɑt	ɑt	ɑt					ɯrʁɯt			ɑt			ɑt		ɑt		ɑt		oqtɑ	ɑt	ɔt		
THROW_3														hɑt																		
THROW_4		bɛr		pɤ̆ʷrɑχ~per			bɯrɑk						sil					ʧel														bɯrɑχ
THROW_5							keːs												kemiʃ						qɑɣ							kebis~keːs
THROW_6		tɑʃlɑ	tɑstɑ						tɑslɑ	silde		tɑstɑ	tɑstɑ		tɑʃlɑ	tɑʃtɑ	tɑslɑ				tɑʃtɑ	tɑʃlɑ	tɑʃtɑ	tɑʃlɑ			tɑʃlɑ	dɑʒɑ	tɑʃlɑ	tɑʃlɑ	tɑrdɑ	
TONGUE_1	dil	tel	tɘl	ʧɘlɣe	til	til	tɯl	dil	til	til	til	tɘl	tɘl	til	til	til	til	til	tɯl	ʦil	til	til	til	tel	dɯl	dilʲ	dil	dɯl	til	til	tel	tɯl
TOOTH_1	diʃ	teʃ	tɘs		tiʃ	tis	tiːs	diʃ	tis	tiʃ	tis~tiʃ~diʃ	tɘs	tɘs	tiːiʃ	tiʃ	tiʃ	tis	tiʃ	tiʃ	tiʧ	tiʃ		tiʃ	teʃ	dɘʃ	diʃ	diʃ		ʧiʃ	tiʃ	tɯs~tes	tiːs
TOOTH_2				ʃɤ̆ʷl																												
TREE_1							mɑs																		neʃ							mɑs
TREE_2	ɑɣɑʤ	ɑɣɑs	ɑɑʧ	jɯvɤ̆ʷɕ				ɑːʧ	ɑɣɑʃ			ɑɣɑʃ	ɑɣɑs	hɑɣɑʧ				ɑɣɑʃ	ɯɣɑʧ	ɑɣɑʧ	ɑɣɑʃ	ɑɣɑʦ	ɑɣɑʃ	ɑɣɑʧ		ɑːɑʧ	ɑɣɑʧ	ɯjɑʃ	jɑɣɑʧ			
TREE_3					terek	terɑk				terek	tørɛk				terek		terek														terek	
TREE_4																ʤɯɣɑʧ			søɡyt													
