	Cahuilla	Central Tarahumara	Chemehuevi	Classical Nahuatl	Comanche	Cupeño	El Nayar Cora	Eudeve	Highland Puebla Nahuatl	Hopi	Huarijío	Huichol	Kawaiisu	Luiseño	Mayo	Mono	Northern Paiute	Northern Tepehuan	Panamint	Pima Bajo	Pipil	Pochutec	Serrano	Shoshoni	Southeastern Tepehuan	Southern Paiute	Teguima	Tetelcingo Nahuatl	Tohono O'odham	Tongva	Tubar	Tübatulabal	Ute	Yaqui
BELLY_10																														xoːnen~xoːnon				
BELLY_11								boa		pono									punu															
BELLY_12				iʔtet͡ɬ																														
BIG_1			hokːo																															
BIG_2								huei̯̯																										
BIG_3							veʔe					epɨpa			bweʔuru	papa	papa			ɡɨʔɨd			atiɨ̯̯ʔaʦ		ɡəʔ				ɡɨʔɨ				apatːɨ	bweʔu~buːʔu
BIG_4					pia							epɨnena			bweere				pia					pia		pia		bi̯ejiː				eɡeːwan		
BIG_5	amnaʔa																	ɡu~aɡu									ɡue							
BIG_6						ai̯̯ʔaniʃ																												
BIG_7		waʔlu		weʔ									woko	jot																				
BIG_8				weːi̯̯					weːji	wɨːjoqa	weruma										wei̯̯	wjom								jooi̯ʧ	wee			
BIRD_1														iheŋmal			hucipa																	
BIRD_2																								hui̯̯ʦːu										
BIRD_3		ʧuluɡi									ʦuʔruki																							
BIRD_4										ʦiro																	ʧi				kolo			
BIRD_5							pinaʔa												kasakantin															
BIRD_6				toːtoːt͡ɬ	kuʦːuː			viqui̯̯tz	toːtoːciːn				wizikizi			ʦiːpːaʔ					totoʧ	tutut						tutut͡ɬ		ʧiʔuː		ʧikiːt		
BIRD_7																				uʔuviɡ									uʔuw̥iɡ					
BIRD_8																		uːɡːui̯̯~uruɡui̯̯							ui̯ʔ									
BIRD_9	wikikmal					mukikmal																												
BIRD_10			wiciʔici									wiki			wiːkit								wicit			wicɨ							wicici	wiikit
BIRD_11												wi																						
BITE_1																		ʦuui̯̯~ʦujui̯̯																
BITE_2																kɨhjɨ																		
BITE_3																		ʦujanta			tankʷa													
BITE_4		iʔki						nequen~queen				ke~kei̯					kɨi̯̯														ke	ɨːɡɨ		
BITE_5				kecuma~kehcuma					keːhcoma																			kecoma						
BITE_6	keʔ		kɨʔi		kɨccia	qɨʔɨ	ʧeʔe			kɨːki	kiʔcu		kiʔi	koʔi	keʔeje		kɨʔi		kɨcciʔa	kɨʔɨ			kɨːʔ	kɨcciʔa	kɨjaʔ	kɨʔi	qui̯̯quja		kɨʔi			kɨi̯̯ʔɨt	kɨʔi	keʔe
BLACK_1												juwi~pujuwi																						
BLACK_2																														jupiːxaʔ~jopiːxaʔ				
BLACK_3														juvatai̯̯																				
BLACK_4				t͡ɬiltik					tiːltik											stuk								t͡ɬiltiːk	sʧuk					
BLACK_5			tupːaka		tuhupihtɨ								tuhukʷidɨ						tuːppihtɨ					tuːppihtɨn									tuukːwatɨ	
BLACK_6		ʧokame					ʃuʔumwa	sovei̯̯							ʧukuli			tuco~tucu			puʃawak				ʧuk		sovai̯̯				tokur	tuːɡu~uːduːɡu		ʧukui̯̯~ʧukuli
BLACK_7	tulnek					tula										tumːu	tu						tɨnaːraʔn			tuy								
BLACK_8											ohconame																							
BLACK_9										qøymviwsaʔ																								
BLOOD_1			paɨ̯̯pːi		pɨːppin								pɨːpi				pɨːpːi		pau̯̯ppin					pɨːppin									paapːɨ	
BLOOD_2																														xai̯̯n				
BLOOD_3												zurija						vure																
BLOOD_4	eu̯̯ily	la				ɨw					ela			ou̯̯la				iːrai̯̯							ɨɨr									
BLOOD_5										ɨŋwa																								
BLOOD_6																paː										paɨ̯̯					ava	ɨkʷa		
BLOOD_7															ohbo					ɨːʔɨr	ehti								ɨːʔɨɖ					ohbo
BLOOD_8				est͡ɬi					esti													est	ɨːʈ͡ʂʈ͡ʂ					jest͡ɬiː						
BLOOD_9							ʃuureʔe	erat																			herat				arat			
BONE_1		oʔʧi								øːqa	oʔa				otːa					oːʔo		ot	oːʦ				oɡu̯a		oːʔo				oopɨ	ota
BONE_2				omit͡ɬ					oːmit			ume									umit											on		
BONE_3																												miːmiːtet͡ɬ						
BONE_4																											ramoɡui̯̯tzura							
BONE_5			ohopi					hoɡu̯a					ohovɨ														ramohudura				hotarak			
BONE_6																oho	oho									oho								
BONE_7																		oo							aoː						ola~o			
BONE_8					ʦuhni														ʦuhmi					ʦuhni										
BONE_9							kari							kulaawut																				
BONE_10	teʔily					tiʔil																								ʔeːʔin				
BREAST_1																													wipi		wimur			
BREAST_2			pihi							piihɨ			pihivɨ																					
BREAST_3	pily					pi																								pin		piːl		
BREAST_4				ʧiʧiwalli					ʧiʧiwaːl												ʧiʧihwal				tor			ʧiʧiːwal						
BREAST_5					pici		ʦiʔime	viːt			piʔwa	ʦicu		pit	pipːim	piciʔ	piciʔi~pica	vipːi	pici	vipi			piʔ	pici	βipiː	piːci							piipɨ	pipːim
BREAST_6		kaso																																
BURN (SOMETHING)_1							taː	tahan			tahai̯̯	ta~tai̯̯		ʧujai̯													tʰa				taha			
BURN (SOMETHING)_2	kina								toːneːwi																							ʦama~anʒama		
BURN (SOMETHING)_3				t͡ɬat͡ɬa											beete	pita					tati~tatia	tati				kuʦːɨa		ʃut͡ɬa			tasa			beete
BURN (SOMETHING)_4			kucikːi																									bt͡ɬatɪa						
BURN (SOMETHING)_5	naʔ		naʔi										neʔe	naʔ			naʔi									naʔai̯̯n							naʔai̯̯	
BURN (SOMETHING)_6						kiʔni																												
BURN (SOMETHING)_7																														vireːk				
BURN (SOMETHING)_8		i								ɨwi									wai̯̯ja															
BURN (SOMETHING)_9																	nai̯̯	mui̯̯							mɨi̯̯m									
BURN (SOMETHING)_10		raha			weha															mɨhɨ				wai̯̯hja					mɨhi					
BURN (SOMETHING)_11																							huʔai̯̯											
CLAW_1																		jutud					waʈ͡ʂ		jut								wəkːuci	
CLAW_2																															alapor			
CLAW_3			tasicoʔo										taʃtoʔobi		sutukoʧoʔo																			
CLAW_4		sutu		isteːt͡ɬ	sito		sɨtʲe	sutut	sti	soki	suhtu	zate~zɨte				situ	sasito		masitu		istit			sitoːn		ʃɨcu	xutu~sutu	ste		esʧut				sutu
CLAW_5	salul					ʂulʔa								ʂulat																ʧur		ʃulunt		
CLAW_6																				hutː									huːʧ					
CLAW_7																				huht														
CLOUD_1												hai̯̯witɨri											woːŋt										uwatːipːɨ	
CLOUD_2	wewniʃ																																	
CLOUD_3				miʃt͡ɬi				mosit	miʃti												mistil							meʃt͡ɬ			mosit			
CLOUD_4																																paːʃuːmist		
CLOUD_5					tomːoakatːɨ	temin	ai̯̯tɨri				tomoari			tuviiʃ		toø				tɨvaːɡ					tɨbaːʔ									
CLOUD_6			pakɨnapɨ																pakɨnapːɨh					pakɨnapːɨh		pakɨnapɨ								
CLOUD_7													kɨnavi				kumi																	
CLOUD_8																											ryruɡæi		ʧɨwaɡi					
CLOUD_9		nori								oomawɨ					naːmu																			naamu~naamuːk
CLOUD_10																		jicome																
CLOUD_11																														akʷaːkin				
COLD_1	jui̯̯ma					jui̯̯																												
COLD_2		rula									tula																							
COLD_3							kɨmwahraraʔa																											
COLD_4				ictik																								ictiːk						
COLD_5					ɨi̯̯cɨʔi			uteen								ɨcɨʔɨ	ɨcɨʦːɨ	jupidi	ɨi̯̯cɨi̯̯				ɨcɨ	ɨi̯̯cɨʔi			utːe							
COLD_6																				shɨːp									shɨːpid					
COLD_7			sɨjaʔi~sɨtːuʔi						seseːk	sɨːsɨŋwa					sebːe						sesek				xɨp	ʃɨppɨta				ʂuvoʔ	seve	ʃɨːbt~ɨʃɨi̯̯p	sijaʔi	sebe~seebe
COLD_8												haɨ̯̯tɨze	situʔwidɨ																					
COLD_9														pituptuʃ																				
COME_1							nʲe				ena																							
COME_2		nolina										nu̯a																						
COME_3					kimːa											kimːa	kimːa		kimːa	abhim			kimai̯̯	kimːa			vena		abhim	kimaː	komu	kim~iŋɡim		
COME_4										peewiʔ															bʱajim									
COME_5	nek					nɨqɨ																												
COME_6															aʔabowei̯je			duduvia		divia														
COME_7			pipːicɨ										pidɨ							dada						piʧɨ		ibiʦ~biʧ	dada				pici	kaate
COME_8								hueren						haqwaaʧi																	hase~heko			
COME_9				waːllau̯̯~waːlːaː~wiːʧ					wiːcawiʦ~waːlaː~wiːʧa												wiʦ~waːlaːh~wiːʧ	wala~wiʧ						wøla						
COME_10																													jiwia					
DIE_1																															hoː~huː			
DIE_2	muk	muku		miki			mɨʔɨ	mucuni	miki	mook	muɡui̯	mɨ		mokan	muːke			mumuke		muːk	miki				mukiaʔ		myʦ	miːkiː	muːk	mojoːk		muːɡ		muuke~muke
DIE_3																		mu̯anta																
DIE_4													ʔanaːʔikʷeː										mɨmɨʔq											
DIE_5													tupakikʷeː																					
DIE_6			jaʔikːwaʔi										juweʔekʷeː				jai̯~jaʔi									jaʔai̯̯							jaʔai̯̯	
DIE_7					tɨjai̯̯	qaawɨ										etaː			tiai̯̯					tiai̯̯										
DIRTY_1										iceheʔe																				tyhovit				
DIRTY_2																									ikoraʔ	polvo								
DIRTY_3				kacaːwak																														
DIRTY_4							ʧu̯aːmwa																											
DIRTY_5								isnariteri										duburi			ʦil					ti̯eːra	sutepora~surevura							
DIRTY_6	seljaxama					silyɲinɨ																					usa							
DIRTY_7											ohcorewae̯me			kʷilali												barːo							paasana	
DIRTY_8		suɡu	tuca		tuːcaː~tuʦːai̯̯											toʦabi	tuʦːaː		tuʦːai̯̯~tuːʦːaːpːɨh					tuːʦːaːpːɨh		sucio								oʧoko
DIRTY_9													tocaːɡadɨ		ʧiʔiʧa					sivaɡui̯̯di			coːqav									tuɡuːbiʃɨt~utuɡuːbiʃ		
DIRTY_10																													sbiːtaɡim					
DOG_1	awal					awal								awaal																wuʃi				
DOG_2					sariː														isa		pelu													
DOG_3																	sokopukːu~sokopːukːu	ɡoɡosci		ɡoɡs					ɡaɡoːx				ɡoɡs					
DOG_4				ʧiːʧiː			ʦɨʔɨ	ʧutzi	iʧwiːnti			ʦɨka			ʧuːʔu		satɨʔɨ							satiː		satiː	ʧitːa	ʧiːʧiːtu			ʦucu		satici	ʧuuʔu
DOG_5			punkuːci							pooko			puɡuzɨ			pukːu			isapunku													punku		
DOG_6		koʧi	waʔacuku																				kuciʔ											
DOG_7											ʦuhcuri																							
DRINK_1			hipi		hivi					hiiko			hivi		heʔeje	hipi	hipi~hipːi		hipi					hipi										heʔe
DRINK_2								hi~hian~hiahi			ihi	hare~hari															hi				he~ihe			
DRINK_3																					kit											iːʔɨt		
DRINK_4	pa					paʔ	jeʔe~ʔi							paaʔi				iːbi		iʔi			paːʔ			ipi				paa		iːʔɨː	ipi	
DRINK_5												i~je													ija									
DRINK_6				aːt͡ɬiː					aːtiː									iu̯t~janta										øt͡ɬi	wasib					
DRINK_7		bahi																																
DRINK_8																												koni						
DRY_1					pasa											pasahkɨʔ	pasːa		pasa					pasa										
DRY_2																				sɡak									sɡaki					
DRY_3			tapasɨ										tavasteːd													tapaʃu							tapasɨpːɨ	
DRY_4																		ɡaqui̯̯dade							ɡak									
DRY_5	wax	waki		iːʃwaːkki		waxɨ	waʧi			laaqu	waɡi	waki		awaxve	wakia						waki	wak	awaːkiʔ					wahkiː		ahoːkin		waːɡɨt~awak		wakia
DRY_6									waːjik																									
DRY_7								hu̯aqui̯̯																										
DRY_8																															moronir			
EAR_1	naqal	naka	naŋka	nakaːst͡ɬi	naki	naqʔa	naʃai̯̯	nakat	nakas	naqvɨ	nahka	naka	naɡavivi	naqla	nakːam	naqːa	nakːa	naːka	naŋki	naːk	nakas	nekest		nenkih	nak	naŋkapa	naca	nakas	naːk	nanax	nakar		nɨkːapɨ	naka
EAR_2								quei̯siven																										
EAR_3																		tucai̯̯daraɡa																
EAR_4																																naŋhal		
EAR_5																							qavaʦ											
EARTH (SOIL)_1		wee																											jɨwɨɖ					
EARTH (SOIL)_2											weʔe																							
EARTH (SOIL)_3			tɨpipːi		sokovi			tevat		tɨckʷa			tɨbiʧɨ			tɨpi	tɨi̯̯pːɨ~tiːpɨ	dubure	sokopi	dɨvɨi̯̯r			tiɨ̯̯vaʈ͡ʂ	sokopːɨh	dɨbɨr	tɨpɨ	tevet			tuvar			tɨpɨpːɨ	
EARTH (SOIL)_4																															kvirat			
EARTH (SOIL)_5							ʧwe					kʷi̯e			bwija																	ʃuwaːl		bwia
EARTH (SOIL)_6														exla																øxar~oːxar				
EARTH (SOIL)_7	temal			t͡ɬaːlli		tɨmal			taːl												tal	tal						t͡ɬøliː						
EAT_1								hibaːn																										
EAT_2																				huɡ														
EAT_3	kʷaʔ	ɡoʔa	tɨkːa		tɨkːa		kʷaʔa		takʷaː		koʔa		kaʔa		bwaʔaje	tɨkːa	tɨkːa~tɨka		tɨkːa	koʔa			kʷaʔi	tɨkːa		tɨkːa			koʔa			tɨk~ɨtɨk	tɨkːa	bwaʔa
EAT_4				kʷa		kʷa		ba				kɨme~kʷa						aneancoai̯̯			kʷa	kʷa					ɡuæ	kʷa		ikʷaa	koa			
EAT_5																							raːkʷ		juɡiaʔ									
EAT_6														naaʧuxun																				
EAT_7										sowa																								
EGG_1																														xaːxen~xaːxin				
EGG_2		kaʔwa		tet͡ɬ			taʔu	acavora			kaʔwa				kabːa						tesis													kaba
EGG_3						paɲiʔat																										pompt		
EGG_4									piotet																			tutoltet͡ɬ						
EGG_5										nøhɨ							noho												nonha					
EGG_6														paanil				nono		nonːo			pan		nanoː									
EGG_7					nojo							tawari				nojo			nojo					nojo							netelur			
EGG_8			nopːapi										nopavi													noːʔ~nupːu							napːaapi	
EGG_9	weevuʔ																																	
EYE_1																														ʦotron~coːcon				
EYE_2				iːʃtelolot͡ɬ					iːʃtoːloːlo																			ʃtelolo			telar~tilur			
EYE_3					pui̯̯												pui̯̯	bui̯̯	pui̯̯h	vuhi				pui̯̯h	bui̯̯									
EYE_4	puʧily	busila	puʔipi			puʃ		vusit		poosi	pusi		puʔivi	puʃla	puːsim	pusi										puʔi	busi~vubu					punʒil	pɨʔipɨ	puusi
EYE_5							hɨʔɨ~hɨʔɨsi					hɨzi											huvaːʈ͡ʂ											
EYE_6																					iʃ													
EYE_7																													wuhi					
FAT (ORGANIC SUBSTANCE)_1																		ɡui̯̯		ɡui̯̯					ɡiodaʔ		ɡui̯̯da		ɡiːɡi					
FAT (ORGANIC SUBSTANCE)_2				sejot͡ɬ			asei̯ːti		ʧaːwak																			ʧijøwa						
FAT (ORGANIC SUBSTANCE)_3																					ʃepo													
FAT (ORGANIC SUBSTANCE)_4								tuspeɡu̯a																										
FAT (ORGANIC SUBSTANCE)_5			juhi		juhu					wihɨ			juhuvɨ			juhu	juhu		juhu					juhu										
FAT (ORGANIC SUBSTANCE)_6		wiʔi	wiːwapi								wiʔi			wiʔ																witaː			jɨu̯̯pi	
FAT (ORGANIC SUBSTANCE)_7	wily					wily						wija														juː								
FAT (ORGANIC SUBSTANCE)_8															manteːka																			manteːka
FAT (ORGANIC SUBSTANCE)_9																							wipt									wipt		
FEATHER_1										nakʷa															anaʔ									
FEATHER_2				iʔwit͡ɬ																aʔanaɡ									aʔan					
FEATHER_3							ana					ana~anɨː~aːnːa						aːne			iu̯hmiju											aŋaː		
FEATHER_4		maʔsa									maʔsa				masa	qasa	kasːa		kasa											maːsan	masat			masa
FEATHER_5	wikily					wikily																												
FEATHER_6			wisiapi		sia								wiʃiʔaːvi											siapi		wɨsia	usat							
FEATHER_7																																	pɨtːɨpɨ	
FEATHER_8									ihwit														mahaːt											
FEATHER_9																	pɨhɨ																	
FEATHER_10								hunsa						humsat																				
FEATHER_11																												tohmiːt͡ɬ						
FIRE_1							tai̯̯h	te				tai̯̯			tahːi			tai̯̯~tai̯		tai̯̯					tai̯̯		tʰai̯̯							tahi
FIRE_2		naʔi									naʔi																		naːda				naʔai̯̯tːɨ	
FIRE_3				t͡ɬet͡ɬ					tit												tit	tet								ʈ͡ʂaːvut	tahamet			
FIRE_4																												t͡ɬecint͡ɬi						
FIRE_5	kut		kuna			kut							kuna	kut		qoso	kosːo		kuna				kut	kuna		kunæ						kut		
FIRE_6					kotːoːpːɨh																													
FIRE_7										ɨːwiŋwɨ																								
FISH_1		roʔci									soʔci																							
FISH_2			pakɨci		pekʷi					paakiw			paɡɨːvɨ			pakːwi	pakːwi		paŋwi							pakɨu̯̯							pakɨ	
FISH_3																		vatːosa~vatːopa		vatoːp				penkʷi	batop									
FISH_4								ʦuʧut				kecɨ			kuʧːu												ʦũʧu				kicut			kuʧu
FISH_5							weʔi																						watopi					
FISH_6				miʧin					miʧi					anaamal							miʧin	miʧom						miːʧiː						
FISH_7	kijul					qɨjul																								kui̯̯r		kujuːl		
FISH_8																							kihuːʦ											
FIVE_1							ansɨbi~ansɨʔ													utaspo									hɨtasp					
FIVE_2				ʧkʷa						ʦivot																								
FIVE_3																tu		taːma																
FIVE_4																									hiʃʧamaːm									
FIVE_5														mahaːr									mahæt							mahar		maːhai̯̯jija		
FIVE_6		mari	manɨɡ		manekihtʲʔ	nemakʷa~nanɡ		marki			mariki		manɨɡi		mamni	maniɡii	maniɡiju		manɨki~manaki					nanai̯̯kːih		manːiki	mariki				mamunir		manɨɡiini	mamni
FIVE_7				maːkʷiːlliʧiko					maːkʷil												makʷil	makʷil						mɔkʷilːɪ						
FIVE_8	axnamekʷanaŋnemakʷanaŋ																																	
FIVE_9					moʔobeʔ																													
FLY (MOVE THROUGH AIR)_1																							hiːɲʔk~hiːɲiʔk											
FLY (MOVE THROUGH AIR)_2	hiŋ																														hanʲa			
FLY (MOVE THROUGH AIR)_3			wici		jɨcɨ	jalɨ						wi̯e	jozi	wiila		joʦːi	joʦːi~joʦːi		jɨcɨ					jɨcɨ									jɨci	
FLY (MOVE THROUGH AIR)_4																		daːi̯̯							dai̯̯jaʔ									
FLY (MOVE THROUGH AIR)_5								meen										daːnta								nonci								
FLY (MOVE THROUGH AIR)_6				pat͡ɬaːni					pataːni												patani	patan						pat͡ɬøniː						
FLY (MOVE THROUGH AIR)_7		iʔni																																
FLY (MOVE THROUGH AIR)_8										masai̯̯																	ni							
FLY (MOVE THROUGH AIR)_9							raʔa				niʔni				neʔeje					daʔa									daʔa			oːlɨt		neʔe~niʔi
FLY (MOVE THROUGH AIR)_10										pɨːjalti																								
FOOT_1	ʔi							tari			tono							tara		tar		ʃo			ton		tara		taɖ					
FOOT_2		rono																																
FOOT_3																															njokir	ɨŋɡɨl		
FOOT_4			nampa		nape				meʦ				nabivi						nampe				navɨːʦ	nampe		nampa				nev			napːa	
FOOT_5							ɨːka					ɨka		et	wokːim																			wooki
FOOT_6										kɨkɨ		keta				kɨkːɨ	kɨkɨ																	
FOOT_7				ikʃit͡ɬ		xuʧi															ikʃi							kʃiː						
FOUR_1								navoi̯̯																				nɔbl						
FOUR_2		naɡo					mu̯aːku̯a					nai̯̯ka			nai̯̯ki			maːkova		ɡiko~makoba					maːkov		naɡo		ɡiik		narikir			nai̯̯ki
FOUR_3		nawosa		naːwi					naːwi	naːløyøm	nao										naːwi	najom										naːnaːu̯̯		
FOUR_4																tu																		
FOUR_5	wiʧiw		waciu̯̯			wiʧiw							wacuː	wasaʔ		wacikʷii	wacɨɡːwiju		waʦːɨ				waʧah	waʦːɨwih		wacɨŋwi				waʧaʔ			wəcuwini	
FOUR_6					hajarokʷe																													
FULL_1														muujai̯																				
FULL_2																tujuha																		
FULL_3							avaʔɨsti																pitɨʔq											
FULL_4						jutaxiʃ																												
FULL_5					tɨpːetɨ								tɨbetɨ		tapuni				tɨpːekɨa					tɨpːe										tapuna
FULL_6									peʃoːntok											koːvoɡ	tentuk							ti̯entiːka						
FULL_7																														puːi̯̯n		pɨi̯̯mit		
FULL_8																	kano~kanːo																kuwikːatːɨ	
FULL_9				peʃoːnaltia									ponoʔi													ponoʔaː~ponoʔi								
FULL_10		boʧiwi						bode~bodahri~bodavi		oopokiwta																								
FULL_11	maʧama																															ɨmbɨm		
FULL_12											ohcorewae̯me							sudːajamue							sunɡɨm									
FULL_13																													skowoɡ					
GIVE_1		ja																												u̯a				
GIVE_2													roː																					
GIVE_3																															hiliwa			
GIVE_4	max		maka	maka		maxa		macan	maka	maqa					maaka			maxe~maxani		maːk	maka	meke	maqai̯̯		mak	maka	maʦ	maka	maːk		maka~mika			maka
GIVE_5																					ma											maha~amha		
GIVE_6											kiʔa~kiʔa	pitɨa~kʷei̯̯tɨa					kiʔa																	
GIVE_7							tatɨste																											
GIVE_8														ovi		kija	kia																	
GIVE_9					utːu								doː						utːu					utːu										
GIVE_10																																	nutuɡai̯̯	
GOOD_1																				seu̯̯ɡatu										tihøvkui̯̯				
GOOD_2			haɨ̯̯																															
GOOD_3	aʧae̯								kʷali		kaweruma					ʦawu												kʷaliː			kimwa~kiwar	tɨwɨ		
GOOD_4													piʃaː				pisːa~pisa	bei̯̯ɡa																
GOOD_5				kʷaltik																														
GOOD_6							reʔen	deni																			nana~nai̯̯den							
GOOD_7		ɡaʔra			ʦaːtɨ	aʧiʔa									tuʔuri				ʦau̯̯ntɨn					ʦaːntɨn					sap					tuʔi
GOOD_8							ʃaʔapɨʔɨn																											
GOOD_9														loovi																				
GOOD_10																									jirjixkɨː									
GOOD_11												ijari~ai̯̯rɨa														aju								
GOOD_12																							aʔai̯̯										atːɨ	
GOOD_13																					jek~ahwijak													
GOOD_14										hopi																								
GREEN_1																																hulʔhulʔ~uːhulʔhulʔ		
GREEN_2							ruʔara																rou̯̯ʔn											
GREEN_3																									momduraʔ						njokar			
GREEN_4					epe								puhiɡidɨ			puhituwa	puhi							pui̯̯										
GREEN_5		sijoname	sawaka	sosowia				sidei̯̯		sakʷa	sioname				siali				sakʷa		ʃuʃuwik	ʃui̯̯				sakʷa	sidŏi							siali
GREEN_6												ciu̯̯raɨ̯̯je																						
GREEN_7						xwavi																												
GREEN_8									ʃoʃoktik											stɨːdoɡ								ʃoʃoktiːk	sʧɨːdaɡi	takaːpiʔ			sakʷakatɨ	
GREEN_9														kunoknuʃ																				
GREEN_10																		tudːoɡui̯̯																
GREEN_11	tukvaʃnekis																																	
GREEN_12				kiltik																														
HAIR_1																							ʔajɨʔ			pɨːaː				pwan				
HAIR_2				ʦont͡ɬi					ʦonːti						ʧoonim						ʧun	ʧon						ʦont͡ɬiː				ʦomoːl		ʧoni
HAIR_3					papi														pampipːɨh					pankasɨ									paakipi	
HAIR_4		ɡupa		ikpa			kɨpwa				kupa	kɨpa	ʦopivɨ				ʦopːɨhɨ	ʦupe							kup									
HAIR_5			tocipɨʔapɨ																															
HAIR_6	julukal					ju~jul								juːla		woø															womor~womanr			
HAIR_7																				moʔo							muʧit		moʔo					
HAIR_8								mo													ijuhmiu̯						mo							
HAIR_9										høːmi																								
HAND_1		seka									seka																				sutu			
HAND_2			moʔovi		moʔo					maʔa			moʔovi	mat				novi	moʔo	nov				moʔo	nob	moʔo							moʔopi	
HAND_3	mal			maːi̯̯t͡ɬ		ma		mamat	maːi̯̯			mama			mamːam	maja	mai̯̯				mai̯̯~mei̯̯	mai̯̯	maː				mama	mø	nowi	man		maːl		mamam
HAND_4							mwahkaʔa																											
HEAD_1	julukal					ju								juːla		woø	woø																	
HEAD_2				kʷaːi̯̯t͡ɬ					kʷaːi̯̯												kʷa	kʷai̯̯						kʷɔ			tai̯̯r			
HEAD_3		moʔo					muʔu				moʔo	muʔu						mo~momo		moʔo					moʔ				moʔo		mo			
HEAD_4				ʦocontekon					coːntecoːn												ʦuntekun							conteko						
HEAD_5								zonit																			notzoniizi							
HEAD_6			toci							qøytø			tocivi		kobːa								ʂɨːʔ			toci						kupu	tɨcipi	koba
HEAD_7					papi														pampin					pampin						pwan				
HEAR_1															hikːaha																	haʔ~aːhaʔ		hikːa
HEAR_2							namwahra					ena~eni̯e																						
HEAR_3	naqma		naŋka		naka	naqma				navota			naɡa	naqma		naqːa	nakːa~nakːa		nanka				maːʈ͡ʂ	nanka		naŋka				naxaːkʷa			nɨkːai̯̯	
HEAR_4								quen										ʦame																
