Gloss	Beijing	Changsha	Chengdu	Fuzhou	Guangzhou	Guilin	Ha'erbin	Jinan	Jixi	Loudi	Meixian	Nanchang	Nanjing	Rongcheng	Suzhou	Taiyuan	Wenzhou	Xi'an	Xiamen
WET_1	ʂɻ̩⁵⁵	sɹ̩²⁴	sɹ̩²¹		sɐp⁵	ɕi⁵⁵	ʂɻ̩⁴⁴	ʂɻ̩²¹⁴		ɕi¹³	səp¹	sɨt⁵		ʃi²¹⁴	səʔ⁴	səʔ²	sai⁴¹		sip³²
WET_2													ʦʰɔ¹³					ʈʂɑu²⁴	
WET_3									tʰi³⁵ni⁴⁴										
WET_4				laŋ²⁴²															
WE_1				naŋ⁵³ŋa⁵⁵koʔ²⁴nøyŋ⁵³~nu⁵³koʔ²⁴nøyŋ⁵³															
WE_10				naŋ⁵³ŋa⁵⁵															
WE_11						wo²³te²³lei⁴²kɤ²¹													
WE_2	wo²¹³mən³⁵	ŋo⁴¹mən⁰	ŋo⁵³mm̩⁵⁵				wo²¹³mən⁰	vɔ⁴⁵mẽ⁰				ŋo²¹³mɨn⁰	o¹¹mən¹³	wɔ²¹⁴mən³⁵		ɣɤ⁵³mɤ⁰			
WE_3												ŋo²¹³ko⁰li⁰							
WE_4																	ŋ̍²⁴ljɛ³⁴¹		
WE_5					ŋɔ²³tei²²														
WE_6										ŋ̍⁴²ŋa⁴⁴								ŋɛ²¹	
WE_7															ŋəu²³¹ɲi⁰				
WE_8																			lan⁵³
WE_9									ɔ²¹³jɑ̃⁰		ŋai¹¹ten³³ŋin¹¹								
WHAT_1	ʂən³⁵mə⁰	sən²⁴mo⁰				sɤn²²ma̠²²	ʂən²⁴mɤ⁰	ʂẽ⁵³mə⁰	ɕjeʔ³²mɤ²¹³				ʂən¹³moʔ⁵	ʂən³⁵mə⁰					
WHAT_10											mak¹ke⁵³								
WHAT_2							ʂa²⁴								sɑ⁴¹²			sɑ⁴⁴	
WHAT_3																səŋ⁴⁵ləʔ²			
WHAT_4																	a⁴¹ɲi³⁴¹		
WHAT_5												ɕit⁵li²¹							
WHAT_6					mɐt⁵jɛ²³														
WHAT_7				sjeʔ²⁴noʔ²⁴															
WHAT_8																			sim⁵³mjæʔ⁵
WHAT_9		mo²⁴ʦɹ̩⁰	sa²¹³ʦɹ̩⁵³							mɤ⁴²ʦɹ̩⁰									
WHERE_1									na²¹³xɑ̃³⁵				lɑ¹¹kʰwɛ⁴⁴						
WHERE_10					pin⁵⁵tou²²														
WHERE_11				tje³²nœ³²															
WHERE_12						la̠²³xɑŋ³³													
WHERE_13											ŋai⁵³je⁰								
WHERE_14																			to⁵⁵loʔ⁵
WHERE_2			nə⁵³				na²¹³												
WHERE_3		o¹³ʦɹ̩⁰																	
WHERE_4																na⁵³lɛ⁰			
WHERE_5							na²¹³ka⁴⁴												
WHERE_6															no¹³taʔ⁰			ɑ⁵³tɑ²¹	
WHERE_7	na̠²¹⁴li²¹⁴	la⁴¹li⁰					na²⁴li²¹³	na²¹³ɲjẽ⁰		la⁴²li⁰		la²¹³li⁰		na³⁵li²¹⁴					
WHERE_8			nə⁵³kən⁵⁵ʨʰjɛn²¹																
WHERE_9																	ɲjau²¹dwɔ²⁴		
WHITE_1	pɛ³⁵	pə²⁴	pe²¹	paʔ⁵	pak²	pja̠²²	pai²⁴	pei⁵³	pʰaʔ³²	pʰɔ³⁵	pʰak⁵	pʰaʔ⁵	pəʔ⁵	pɛ³³⁴	bɑʔ²³	pai²¹~pjə⁵⁴	ba²¹	pei²⁴	peʔ⁵
WHO_1	ʂəi³⁵	sei¹³			søy²¹		ʂwei²⁴	ʂei⁵³		swi¹³				ʃwɛ³⁵		swei²¹		sei²⁴	
WHO_2				tje³²ʒjeʔ²⁴															
WHO_3				tje³²nøyŋ⁵³															
WHO_4											man³¹ŋin¹¹				sɑ⁴¹²ɲin¹³		a⁴¹ɲi³⁴¹naŋ³⁴¹		sjã⁵³laŋ²⁴
WHO_5		o¹³ʦɹ̩⁵⁵ko⁵⁵	na⁵³ko²¹³			la̠²³kwo³³			na²¹³kɵ³⁵			lai²¹³ko²¹	lɑ¹¹ko⁴⁴						
WIDE_1	kʰwan⁵⁵	kʰõ³³	kʰwan⁴⁵	kʰwaŋ⁵⁵	fun⁵⁵	kʰwã⁴²	kʰwan⁴⁴	kʰwæ̃²¹⁴	kʰwɔ⁵⁵	kʰwẽ⁴⁴	fat¹	kʰwon⁴²	kʰwɑ̃³¹	kʰwɐn⁵²	kʰwəʔ⁴	kʰwæ̃²¹	kʰo⁴¹	kʰwæ̃²¹	kʰwaʔ³²
WIDE_2				kʰwaʔ²⁴															
WIFE_1	ʨʰi⁵⁵ʦɹ̩⁰	ʨʰi³³ʦɹ̩⁰~po¹³po⁰ʦɹ̩⁰			ʦʰɐi⁵³ʦi³⁵			ʨʰi²¹³ʦɹ̩⁰				ʨʰi⁴²ʦɹ̩⁰							
WIFE_10																	lə²⁴y⁴⁴		
WIFE_11		tan¹³kʰə⁰								tʰɔŋ¹³ke¹³									
WIFE_12				lo³²ljeu³²															
WIFE_13				lau²⁴²ma³²														wɑ⁴⁴tʰɑ²⁴mɑ²¹	
WIFE_14				ʦʰwo²¹²lje³²															
WIFE_15																			bɔ⁵³
WIFE_2							lau²¹³njaŋ²⁴mə⁰												
WIFE_3			lau⁵³pʰo²¹	lau²⁴²pʰo⁵³		lɑu²³pwo²²	lau²¹³pʰɤ⁰				lau³¹pʰo¹¹	lau²¹³pʰo⁰	lɔ¹¹pʰo¹³	lau²¹³pʰə⁰	kɑ⁴⁴ʦɻ̩ʷ⁵²bu¹³	lau⁵³pʰɤ²¹			
WIFE_4							ɕi²¹³fu⁰											ɕi²¹fu⁰	
WIFE_5			lau⁵³ɲjə²¹															pʰo²⁴njɑŋ⁰	
WIFE_6									ɲy²¹³jɑ̃⁴⁴									u²¹ni⁰ʐẽ²⁴	
WIFE_7			ɲy⁵³li⁵⁵																
WIFE_8									nɤ²¹³y³¹										
WIFE_9		lei¹¹tan³³ʨja³³																	
WIND_1	fəŋ⁵⁵	xən³³	foŋ⁴⁵	huŋ⁵⁵	foŋ⁵³	fɤn⁴²	fəŋ⁴⁴	fɛn²¹⁴	fɑ̃⁵⁵	xɤn⁴⁴	fuŋ³³	fuŋ⁴²	fən³¹	fəŋ⁵²	foŋ⁴⁴	fəŋ²¹	hoŋ⁴⁴	fəŋ²¹	hɔŋ⁵⁵
WING_1									jɑʔ³²sɵ⁵⁵										
WING_2		i⁵⁵ka¹³ʦɹ̩⁰				ʨi²⁵kwã²²ʦe²³		ʈʂʰɻ̩²¹ʦɹ̩⁰											
WING_3	ʈʂʰɻ̩⁵¹pɑ²¹⁴	ʦʰɹ̩⁵⁵pan¹³	ʦɹ̩²¹³paŋ⁵³				sɹ̩⁵³paŋ²¹³		ʦʰɹ̩³⁵põ²¹³			ʦʰɹ̩²¹³paŋ⁰	ʈʂʰɻ̩⁴⁴pɑ⁰	ʈʂʰɹ̩³³⁴pə⁰		ʦʰɹ̩⁴⁵pɒ̃⁵³	jai²¹pʰwɔ²⁴²	ʦʰɹ̩⁴⁴pɑŋ⁰	
WING_4												ʦʰɹ̩²¹³kwaŋ⁰~jɛt²¹kwaŋ⁰							
WING_5				siʔ⁵	ʦʰi³³													tʰɹ̩⁴⁴	
WING_6															ʨi⁴⁴kaʔ⁴				
WING_7										je³⁵ka³⁵	it⁵kap¹								
WING_8																			sit⁵la⁵³
WOMAN_1									ɲy²¹³nɤ⁰										
WOMAN_2							njaŋ²⁴mə⁰												
WOMAN_3	ny²¹⁴ʐɛn³⁵	ɲy⁴¹ʐən⁰	ɲy⁵³zən²¹	ʦy⁵⁵nøyŋ⁵³nøyŋ⁵³	nøy²³jɐn²¹	ly²³liŋ²³		ɲy⁴⁵ʐẽ⁵³			moi⁵³je⁰ŋin¹¹		li³¹ʐən¹³	ny²¹³in⁵²	ɲy²³¹ɲin¹³	ny⁵³zəŋ²¹		ny⁵³ʐẽ⁰	ʦa⁵⁵bɔ⁵³laŋ²⁴
WOMAN_4		ɲy⁴¹ti⁰	ɲy⁵³li⁵⁵																
WOMAN_5										ny⁴²nin¹³ka⁰									
WOMAN_6												ɲy²¹³kʰaʔ⁵					lə²⁴ɲjaŋ³⁴¹kʰa⁴¹		
WOMAN_7				i⁵⁵ʦja³²															
WOMAN_8				ny³²ɛ²¹²															
WORM_1	ʈʂʰuŋ³⁵	ʦən¹³	ʦʰoŋ²¹	tʰøyŋ⁵³	ʦʰoŋ²¹	ʦwɤŋ²²	ʈʂuŋ²¹	ʈʂʰuŋ⁵³	ʦʰɑ̃⁴⁴	ʥjɤŋ¹³	ʦʰuŋ¹¹	ʦʰuŋ²⁴	ʦʰoŋ¹³	ʈʂoŋ³⁵	zoŋ¹³	ʦʰuŋ²¹	ʥɥoŋ³⁴¹	pfʰəŋ²⁴	
WORM_2																			tʰaŋ²⁴hja²²
YEAR_1	njɛn³⁵	ɲjẽ¹³	ɲjɛn²¹		nin²¹	ljã²²	njan²⁴	njæ̃⁵³	ɲje⁴⁴	njæ¹³		ɲjɛn⁴⁵	ljen¹³	njɐn⁵²	ɲjɪ¹³	nje²¹	ɲi³⁴¹	njæ̃²⁴	
YEAR_2			ɲjɛn²¹fən²¹³				njan²⁴fən⁵³												
YEAR_3				hwoi²¹²							se⁵³								
YEAR_4				ʦai³²															
YEAR_5																			he²²tʰau²⁴
YELLOW_1	xwɑŋ³⁵	wan¹³	xwaŋ²¹	woŋ⁵³	wɔŋ²¹	wɑŋ²²	xwaŋ²⁴	xwɑŋ⁵³	õ⁴⁴	ɣɔŋ¹³	voŋ¹¹	wɔŋ⁴⁵	xwɑ̃¹³	xwaŋ³⁵	ɦwɑ̃¹³	xwɒ̃²¹	ɦwɔ³⁴¹	xwɑŋ²⁴	ŋ̍²⁴
