Gloss	Chadian Arabic	Cypriot Arabic	Dhofari Arabic	Egyptian Arabic	Gulf Arabic	Hassaniya Arabic	Iraqi Arabic	Levantine Arabic	Maltese	Modern Standard Arabic	Moroccan Arabic	Najdi Arabic	North Mesopotamian Arabic	Sanaani Arabic	Sudanese Arabic	Tunisian Arabic
SALT_1	mɛlh	milx	milħ	malħ	mɛlħ	məlħ	mɛlɛʜ	malħ	mɛlħ	milħ	məlħ	mɛlħ	miliħ	milħ	milħ	milħ
SAND_1	ramla		rɑmɑl	rɑmlɑ	rˤɑmɛl		rɑmulˤ	rɑml	rɐmɛl	raml	rəmlɑ	rˤɑməl	ɣɑməl	rɑml	rɑmlɑ	rmal
SAND_2														najs		
SAND_3			bɑtˤɑħ													
SAND_4						traːb										
SAND_5						ləħasˤ										
SAY_1	ɡaːl	kal	qaːl	ʔaːl	ɡaːl	ɡaːl	ɡɑːl	ʔɛːl	ʔɐːl	qɑːla	ɡal	ɡaːl	qɑːl	ɢaːl	ɢɑːl	qaːl
SAY_2											duɑ					
SCRATCH_1	naxaʃ							xadaʃ		xadaʃa			xadaʃ	baχaʃ		
SCRATCH_2				xarbɛʃ	xammaʃ	xmɔʃ	xarmaʃ			xamaʃa					χarmaʃ	
SCRATCH_3		xakk			ħaʧʧ					ħakka		ħakk	ħʌkk	ħakk	ħakk	ħakk
SCRATCH_4							ʤɛlax									
SCRATCH_5			ʃarxam													
SCRATCH_6				hɑrɑʃ												
SCRATCH_7											xəbbəʃ					xabbiʃ
SCRATCH_8											sərr					
SEA_1										jamm						
SEA_2		paxr	baħr	bɑħr	baħar	bħɑr	bɑʜɑr	bɑħr	bɐħɐr	baħr	bħɑr	baħar	bɑħiɣ	baħr	baħr	bħar
SEA_3			ðarbɛ													
SEA_4			kazziː													
SEA_5			qɑlħɑ													
SEA_6	baharɛlmaːlɛh															
SEE_1		ra							rɐː	rɑʔaː						raː
SEE_2										bɑsˤirɑ						
SEE_3	ʃaːf		ʃaːf	ʃaːf	ʧɑːf	ʃaːv	ʃɑːf	ʃaːf			ʃaf	ʃaːf			ʃɑːf	ʃaːf
SEE_4						rˤaːʕiv							ɣiʃiʕ			
SEE_5														ʔibsɑr		
SEE_6			ħaːli													
SEE_7		kiʃʕe														
SEE_8															nɑzˤɑr	
SEED_1										zarʕ						
SEED_2							ʜabba			ħabba			ħʌbb	ħabbih		
SEED_3	bizrɛ	pizr	biðara	bɛzr	bɑdɑr~bazir		bazra~bɑðrɑ	bɛzr		biðra~bizr			baziɣ	baðarih	bazr	
SEED_4												ʕaʤmah	ʕəʤɔ			
SEED_5				taʔaːwi											tɑɢɑːwi	
SEED_6	tɛːraːb														tirɑːb	
SEED_7									zɛrrɪːjɐ		zərriʕa					zurriːʕa
SEED_8											ʕdˤəm					
SEED_9						ʒəɡraːʒ										
SEW_1										qɑtˤɑba						
SEW_2	xajjat		xɛːtˤ	xɑjjɑtˤ	xɑːtˤ	xʌjjɑtˤ	xɑjjɑtˤ	xɑjjɛt	ħɪːt	xɑːtˤa	xəjjətˤ	xɑːtˤ	xʌjjitˤ	χɑjjɑtˤ	χɑjjɑtˤ	xɑjjitˤ
SEW_3		ʃall			ʃall	ʃəll								ʃall		
SHARP_1					ħaːdd	ħaːdd	ʜaːdd	ħaːdd		ħaːdd			ħaːdd	ħaːdd	ħaːdd	
SHARP_2				ħaːmi												
SHARP_3	tariːn					mtiːn										
SHARP_4	mutarraɡ					mtˤarˤrˤaɡ										
SHARP_5						maːðˤi					mɑdˤi					mɑːdˤi
SHARP_6									ʔɐwwɪ							
SHORT_1	ɡisɑjjɑr		qasˤiːr~kaʃiːħ	ʔɔsɑjjɑr	ɡasˤiːr	ɡsˤajjər	ɡsˤɑjjɛrˤ	ʔsiːr	ʔɐsiːr	qɑsˤiːr	qsˤirˤ	ɡəsˤiːr	qʌsˤijjəɣ	ɢasˤiːr	ɢusˤɑjjɑr	qsˤiːr
SHORT_2			qasˤʕuːr													
SHORT_3		xmiːn														
SING_1	xanna	ʕanna	ɣinnaː	ɣanna	qanna~ɣanna	ɣʌnna	ɣanna	ɣanna	ɐːnnɐ	ɣanna	ɣənnɑ	ɣanna	ɣannɑ	ɣanna	ɣanna	ɣannaː
SING_2										naʃada				ʃadɑ~naʃad		
SING_3						ʃkur										
SING_4									kɐntɐ							
SIT_1			ɡlaːs		jɛlas					ʤalasa	ɡləs			ɡʲalas		
SIT_2	ɡaʔad	kaʕa		aʕ̞ad	ɡɛʕad	ɡʕʌd	ɡɛʢad	ʔɑʕɑd	ʔɐːt	qaʕada		ɡaʕad			ɢaʕad	qʕad
SIT_3													nɛbɛsˤ			
SIT_4									pɔdʤɐ				bəʧɛx			
SIT_5														ɢambar		
SIT_6			stawqaʕ													
SIT_7															kannab	
SKIN (HUMAN)_1	ʤild		ɡild	ɡɛld	jɛld		ʤɛlɛd	ʒɛld	ʤɪldɐ	ʤild	ʒəld	ʤɛld	ʤilid	ɡʲild	ɡʲɛld	ʒilda
SKIN (HUMAN)_2					baʃara			baʃara		baʃarɑ				baʃarih		
SKIN (HUMAN)_3	farwa															
SKIN (HUMAN)_4						ʒəll										
SKY_1	sama	sama	smaː	sama	sama	sma	sɛma	samɑ	sɛmɐ	samaːʔ	smɑ	sɛma	sama	samɛːʔ	sama	smaː
SKY_2								ʒɔw								
SKY_3				dɛnja			dɛnjɑ									
SLEEP_1	naːm	nam	naːm	naːm	nɑːm		nɑːm	naːm		naːma		naːm	nɑːm		nɑːm	
SLEEP_2	rɛɡɛd				raɡad	rɡəd			rɐʔɐt	raqɑda				raɢad		rqad
SLEEP_3											nʕas					
SMALL_1	saxajjar	zɛʕiːr	sˤɑɣiːr	sɔɣɑjjɑr	zɑɣiːr~sˤɑɣiːr	sqiːr~sqajjər~sɣiːr~sɣajjər	zɣɑjjɛrˤ	sˤɣiːr~zɣiːr	zɛjr	sˤɑɣiːr	sˤɣirˤ	sˤuɣɛːr~sˤəɣiːr	əsˤɣɑjjəɣ	zɑɣiːr~zuɣajri	suɣɑjjɑr	sˤɣiːr
SMALL_2				sɔɣɑnnɑn~sɔɣɑntuːt												
SMALL_3									ʧkɛjkɛn							
SMELL (PERCEIVE)_1	ʃɛmm	ʃamm	ʃamm	ʃamm	ʃamm	ʃəmm	ʃamm	ʃamm	ʃɐmm	ʃamma	ʃamm	ʃamm	ʃamm	ʃamm	ʃamm	ʃam
SMELL (PERCEIVE)_2															kɑrɑf	
SMOKE (EXHAUST)_1	duxxaːn	tixxan	duxxaːn~duxxiːn	dɔxxaːn	dɛxxɑːn	dəxxaːn	duxxɑːn	dɔxxaːn	dʊħħɐːn	duxxaːn	duxxan	dəxxɑːn	dixxaːn	duχχaːn	duχχaːn	duxxaːn
SMOKE (EXHAUST)_2			ħajluːq													
SMOOTH_1					ʔamlas	ʌmlas	amlas	mɛlɛs	mɪːlɛs~lɪʃː	ʔamlas	mləs	ʔamlas	ʌmlas		amlas	
SMOOTH_2				naːʕ̞ɛm			naːʢɛm	nɛːʕɛm		naːʕɛm			niːʕim			
SMOOTH_3														taːsi		
SMOOTH_4														raːχiː		
SMOOTH_5			sabtˤ													
SMOOTH_6	maːrin														maːrin	
SMOOTH_7											rtˤəb					artˤib
SNAKE_1							ʜajja	ħajji		ħajja		ħajjɛh	ħʌjji			
SNAKE_2				tɛʕ̞baːn						θuʕbaːn					θuʕbɑːn	
SNAKE_3			ħaniːʃ		ħanaʃ	ħnaʃ				ħanaʃ	ħənʃ			ħanaʃ		ħnaʃ
SNAKE_4										ʔafʕa	lfʕa					
SNAKE_5	daːbi~dɛbiːb				daːb							daːbb			dɑbiːb	
SNAKE_6							ʜjɑːjɑ									
SNAKE_7			sˤɛll				sˤɛlˤlˤ									
SNAKE_8							ʢɛrbiːd									
SNAKE_9		ʕɑfɑ							lɪfɐ							
SNAKE_10						sˤʌffɑːr										
SNAKE_11									sɛrp							
SNOW_1	talʤ			talɡ	θalʤ		θalɛʤ	talʒ		θalʤ	təlʒ		θaliʤ	θalɡʲ	tɛlɡʲ	θilʒ
SNOW_2								ʒliːd								
SNOW_3						ɡlaːsˤ										
SNOW_4									bɔrrɐ							
SOME_1			baʕð		bɑʕðˤ		bɑʢɑðˤ	bɑʕɑdˤ		bɑʕdˤ		baʕðˤ	bʌʕðˤ	bɑʕðˤ	bɑʕd	baʕðˤ
SOME_2				kɛmmɛjja						kammin						
SOME_3												ʦam~ʧam				
SOME_4												xatˤw				
SOME_5	ʃijja			ʃwajja			ʃwajjɑ	ʃwɛjj			ʃwijjɑ		ʃwʌjji			ʃwajja
SOME_6														zɑːrɑt		
SOME_7		xajʧ														
SOME_8						ʃi			ʃɪ		ʃi					
SPIT_1	bazaɣ	pizɛk	bzaːq		bɛzaɡ	bʌzˤzˤaɡ		bɑzɑʔ	bɛzɐʔ	basˤɑqa	bzəq			bazaɢ	bazaɢ	bzaq
SPIT_2					tɛfal	tfəl~dvəl	tɛfal~taffal						tafal	dafal		
SPIT_3				taff												
SPLIT_1	ɡɛsɛm			ʔassɛm	ɡɛsam				ʔɐsɐm	qasama	qsˤɛm	ɡassam	qasˤsˤam			
SPLIT_2	ʃaɡɡ	ʃakk		ʃaʔʔ				ʃaʔʔ		ʃaqqa					ʃaɢɢ	ʃaqq
SPLIT_3			ʃtˤɑːr									ʃɛtˤɑb				
SPLIT_4							faʤʤ						fʌʃʃʌq			
SPLIT_5							fɛlaq				fəlləħ			falaʕ	fɛlaχ	
SPLIT_6													fɑsˤʌl			
SPLIT_7														bakkaʕ		
SPLIT_8						fɡʌs										
SQUEEZE_1		ʕisɛr		ʕ̞ɑsˤɑr	ʕɛsˤɑr	ʕsˤər	ʢɛsˤɑr	ʕɑsˤɑr	ɐːsɐr	ʕasˤɑrɑ	ʕsˤɑr		ʕʌsˤʌɣ		ʕɑsˤɑr	ʕsˤar
SQUEEZE_2										dˤɑɣatˤɑ				ðˤɑɣɑtˤ		
SQUEEZE_3								ʃadd								
SQUEEZE_4							ʤɛʢasˤ									
SQUEEZE_5									ɐːfɐs					falħasˤ		
SQUEEZE_6		palas														
SQUEEZE_7	hakk															
SQUEEZE_8									rɐs							
STAB_1	taʔan			tˤɑʕ̞ɑn	tˤɛʕan		tˤɛʢan	tˤɑʕɑn		tˤɑʕana	tʕaz	tˤɑʕən	tˤɑʕan	tˤɑʕɑn	tˤɑʕɑn	
STAB_2								dɑrɑbsɛkkiːn								
STAB_3																dɣar
STAB_4						dʌɡɡ										
STAB_5									nɪfɛt							
STAND_1										qɑːma		ɡaːm				
STAND_2	wiɡif	ɛkɛf	wqaːf	wɛʔɛf	wuɡaf	uːɡəv	wuɡaf	wɑʔɑf		waqɑfa	wqəf	waɡf	wiqif	wiɢif	waɢaf	wqif
STAND_3					fazz											
STAND_4														sannab		
STAR_1	nɛʤma	naʒme	niɡma	nɛɡma	niːma	nʌʒma	naʤma~naʤɛm	naʒmɛ		naʤm	nəʒmɑ	naʤɛm	nʌʤmi	naɡʲm	naɡʲma	niʒma
STAR_2									kɛwbɐ	kawkab				kawkab		
STAR_3									stɪllɐ							
STICK_1	ʔasaːja	ʕɑssɑ		ʕ̞ɑsˤɑːjɑ				ʕɑsˤɑː		ʕasˤɑː	ʕsˤɑ	ʕɑsˤɑ	ʕɑsˤɑːji	ʕusˤjah	ʕɑsˤɑ	ʕsˤaː
STICK_2			ʕɔːd		ʕuːd		ʢuːda			ʕuːd			ʕɔdi	ʕuːdih		
STICK_3	hatab								ħɐtɐr	ħatˤɑb						
STICK_4									ɐslʊːʧ			məd͡zlaːb~məɡlaːb				
STICK_5					ʕaʧwɑ											
STICK_6							ʜɑtˤbɑ									
STICK_7							liːtˤɑ									
STICK_8			qubb								qtˤib					
STICK_9			marquːsˤ													
STICK_10			baːkuːra													
STICK_11						dəbbuːs										
STICK_12									bɐstʊːn							
STONE_1	haʤaraːj	xaʒra	ħaɡaːra	ħɑɡɑrɑ	ħijɑr	ħʌʒra	ʜʤɑːrˤa	ħɑʒrɑ	ħɐʤrɐ	ħaʤɑrɑ	ħəʒra	ħaʤɑr	ħʌʤɑɣ	ħiɡʲɑːrɑh	ħɑɡʲɑr	ħɑʒrɑ
STONE_2							sˤɑxrɑ			sˤɑxɑr				sˤɑχr		
STONE_3							sˤalˤbuːx					sˤəlˤbuːx				
STONE_4												rðˤumah				
STONE_5														miɡʲʕaːr		
STONE_6			dilf													
STONE_7				tˤuːbɑ												
STONE_8											kurd					
STONE_9									ʤɛblɐ							
STRAIGHT_1						msaɡɡam				mustaqiːm						
STRAIGHT_2	ʔadiːl		tˤuːl	ʕ̞ɛdɛl~ʕ̞ɑlɑtˤuːl			ʢadɛl			ʕalatˤuːl			ʕadil		ʕadiːl	tˤuːl
STRAIGHT_3												tˤawwaːliː	tˤʌwlaːni		tˤɑwwɑːliː	
STRAIGHT_4												baʤd				
STRAIGHT_5			siːdɑ		siːdɑ											
STRAIGHT_6								dɔɣri	drɪt							
STRAIGHT_7							ɡubˤɑlˤ									
STRAIGHT_8														saːni		
STRAIGHT_9		iʃa									niʃan					
STRAIGHT_10											mʕɛwwɛtˤ					
SUCK_1	mass	mɑss		mɑsˤsˤ	mɑsˤsˤ	mʌsˤsˤ	mɑsˤmɑsˤ~mɑsˤsˤ	mɑsˤsˤ~mɑʔʔ		mɑsˤsˤ	məsˤsˤ	mɑsˤsˤ	mɑsˤ	mɑsˤmɑsˤ~mɑsˤsˤ	mɑsˤsˤ	
SUCK_2	radiː		rðˤaːʕ			rðˤaʕ			rɛdɐ	rɑdˤiʕa						rðˤaʕ
SUCK_3		ðirʕe														
SUN_1	ʃams	ʃimps	ʃims	ʃams	ʃams	ʃams	ʃamɛs	ʃams	ʃɛmʃ	ʃams	ʃəmʃ	ʃams	ʃamis	ʃams	ʃams	samʃ~ʃams
SUN_2	harraːja															
SWELL_1	nnafax		ntafax	taffax	ntɛfax	ntfax				intafaxa	ttənfəx			ntɛfaχ	innafaχ	tinfax
SWELL_2		virɛm		wɛrɛm		uːrʌm	wurɑm	warɛm		warima			wiɣim		wirim	
SWELL_3							ɡabɡab									
SWELL_4														ʃabaɡʲ		
SWIM_1			sbaːħ				sɛbaʜ	sɛbɛħ		sabaħa		sɛbɛħ	sibiħ	sabaħ		
SWIM_2			ʕaːm	ʕ̞aːm	ʕaːm	ʕaːm			ɐːm	ʕaːm	ʕam			ʕaːm	ʕaːm	ʕaːm
SWIM_3							fɑːʤ									
SWIM_4		tʌʕassɛl														
SWIM_5		kalimpa														
SWIM_6	ʔarradfilalmɛ															
TAIL_1	danab							danɛb		ðanab		ðanab			danab	
TAIL_2			ðɛːl	dɛːl	ðɛːl		ðɪe̯l			ðajl			ðɛl	ðajl		
TAIL_3														sublih		
TAIL_4		tumpjɛ							dɛmp							
TAIL_5																baʕbuːsˤ
TAIL_6											ʃwwal					
TAIL_7											zɑntˤitˤ					
TAIL_8						sbiːb										
TAIL_9						nəwwaːʃa										
TAIL_10						aːɡilaːl										
THAT_1							ðɑːkɑ			ðaːlika						haːðaːka
THAT_2	daːk	aðak	haːðaːk		haðɑːk	ðaːk		hajdiːk			hadak~dak	ðaːk	hʌðɛːk	ðˤɑjjik	daːk	
THAT_3				dawwat												
THAT_4						ðɔwkhuwwa										
THERE_1	hinaːk		hinnaːk	hɛnaːk	əhnɑːk			hɔniːk		hunaːka		hənaːk		haːnaːk	hinaːk	
THERE_2						vamm~vammaːti			ɛmm	θamma	təmmɑ					
THERE_3												fiðaːk				
THERE_4							ɣɑːd						ɣaːdi			ɣaːdiː
THERE_5		ɑwnke														
THERE_6		axulla														
THERE_7				jahɔː												
THERE_8						lhɛːh										
THERE_9						hɔwk										
THEY_1	human		hum	hɔmma	hum	huːmˤɑ	humˤmˤɑ		ʊːmɐ	hum	humɑ	humm	immɛ	hɔm	hum	huːma
THEY_2	hinna	innɛn						hɛnnɛː								
THEY_3													hʌjjəm			
THICK_1			ɣliːðˤ			ɣliːðˤ~qliːðˤ				ɣɑliːðˤ	ɣlidˤ					ɣliːðˤ
THICK_2				tɛxiːn			θəxiːn	ətxiːn		θaxiːn			θʌxiːn		tɑχiːn	
THICK_3								smiːk		samiːk						
THICK_4	samiːn		matiːn		mɛtiːn							matɪe̯n		matiːn		
THICK_5							mʧabbɛn									
THICK_6														ɣaziːr		xʃiːn
THICK_7		ʕɑpi														
THICK_8									ɔħʃɔn							
THIN_1						rɡiːɡ		rʔiːʔ	rʔɪːʔ	rɑqiːq	rqiq		ɣʌqiːq			
THIN_2							rɛfiːʢ			rafiːʕ				rafiːʕ		
THIN_3				nɛħiːf	ðˤʕiːf			nɑħiːf		naħiːf	nħif	ðˤəʕiːf		naħiːf	naħiːf	ðˤʕiːf
THIN_4		θkiːk			dɛʤiːʤ							dəɡiːɡ				
THIN_5								mɑmsˤuːʕ								
THIN_6							mɑsˤwi									
THIN_7			ħatˤiːtˤ													
THIN_8			ɡaʃuːf													
THIN_9		mʌʕaɛr														
THIN_10				rɔfɑjjɑʕ̞		rɡɛjjəɡ									riɢɛjjiɢ	
THIN_11	bɑːtil															
THIN_12																ʒwajjid
THINK_1									ħɐsɛp	ħasiba						
THINK_2							ʢtɛqɑd	ʕtɑʔɑd		ʔiʕtaqɑda						
THINK_3	fɛkɛr		fakkar	fɑkkɑr	fakkir		fakkɛr	fakkɛr		fakkara		fɛkɛr	fakkar	fakkar		fakkir
THINK_4	dɑnn			zˤɑnn	ðˤɑnn		ðˤɑnn			ðˤɑnna		ðˤɑnn		ðˤɑnn	zˤɑnn	
THINK_5												haɡa				
THINK_6							sˤufan									
THINK_7		ftaɛn					tfɑtˤtˤan									
THINK_8			ɡaʕan													
THINK_9			qatt													
THINK_10		ɛnomiza														
THINK_11															iftɑkɑr	
THINK_12						txʌmməm					xəmməm					xamməm
THINK_13											nuɑ					
THINK_14											fbal					
THINK_15						stʌʕql										
THIS_1	daː	aða	haːðiː	da	hɑːða	ðɑ	hɑːðɑ	hajdɑ	dɐːn	haːðaː	hada	ða	haːðaː		da	haːða
THIS_2														ðˤɑjjɑːh		
THOU_1	inta~intɛ	int	intɑ	ɛnta	ɛntɑ	nta	ɛntɛ	ɛntɑ	ɪnt~ɪntɪ	ʔanta	ntɑ~ntajɑ	ənta	ʌntɑ	ant	intɑ	inti
THREE_1	talaːta	tlaθɛ	θalaːθa	talaːta	θalɑːθa	θ̬̬laːθ̬̬a	tlɑːθa~t͡ɬɑːθa	tlaːtɛ~t͡ɬaːtɛ~klaːtɛ	tlɪːtɐ	θalaːθa	tlatɑ	θalaːθ	θaːθi	θalaːθah	talɑːtɑ	θlaːθa
THROW_1	rama	rma	ramaː	rama					rɛmɐ	ramaː				ramaː	rama	
THROW_2			ʕqaːr							ʔalqɑː						
THROW_3				ħɛdɛf	ħɛðaf							ħaðaf				
THROW_4												tˤɑʃʃ	tˤɛrr			
THROW_5					ðabb		ðabb	kabb								
THROW_6		ʃalax	lwaːħ			laːħ		ʃalaħ			laħ					lwaħ
THROW_7	xatt							zatt	ʃɛħɛt				zɛtt			
THROW_8							ʃɛmɑr									
THROW_9													ħəʃʌl			
THROW_10														ðabal		
THROW_11														raːɡʲam		
THROW_12															ɡʲadaʕ	
THROW_13											sijjəb					ʃajjaʕ
THROW_14						zrʌɡ										
THROW_15									tɛfɐ							
TIE_1	rɛbɛt	rɑpɑt	rawatˤ	rɑbɑtˤ	ribɑtˤ			rɑbɑt	rɐbɐt	rɑbɑtˤɑ	rbɑtˤ	rabtˤ	rəbɑtˤ	rɑbɑtˤ	rˤɑbɑtˤ	rbɑtˤ
TIE_2					ʃɛbaʧ											
TIE_3						ʕɡad	ʢɛɡad				ʕqɑd		ʕʌqʌd			
TIE_4	ʃadd						ʃadd							ʃadd		
TIE_5			ħzaːm			ħzəm										
TONGUE_1	lisaːn	san	lisaːn	lɛsaːn	lɛsɑːn	lsaːn	əlsɑːn	lsaːn	lsɪːn	lisaːn	lsan	lsaːn	əlsuːn	lisaːn	lisɑːn	lsaːn
TOOTH_1	sɛnn	sinn		sɛnna	sɛnn	sʌnn	sɛnn	sɛnn	sɪnnɐ	sinna	sənnɑ	sinn	sin	sɛnnih	sɛnn	sinna
TOOTH_2			ðars		ðˤɛrs	dˤars				dˤirs	dərsɑ	ðˤirs		ðˤirs		
TOOTH_3													ʧaːɣɔːʃi			
TOOTH_4			ɡuːhara													
TOOTH_5			mɑtˤɑːħɑn													
TREE_1	ʃɑdɑrɑːj		ʃaɡara	ʃɑɡɑrɑ	ʃjɑrˤɑ	sˤadrˤɑːja	ʃaʤarɑ~ʃɛʤrɑ	siʒrɛ	sɪʤrɐ	ʃaʤarɑ	ʃəʒrˤa	ʃɛʤarɑ	siʤʌɣɑ	ʃɛɡʲarih	ʃɛɡʲɑrɑ	ʃuʒra~suʒra
TREE_2		ðɛntra														
TURN AROUND_1		tɑr					dɑːr	dɑːr	dɐːr	daːrɑ	dɑr	dɑːr	ndɑːɣ			daːr
TURN AROUND_2										ʔanaːba						
TURN AROUND_3			liff	laff	laff									laff		
TURN AROUND_4								bɛrɛm								
TURN AROUND_5							ʢɛkaf									
TURN AROUND_6														ʕɑsˤɑr		
TURN AROUND_7														dawwɑr	dawwɑr	
TURN AROUND_8															itlafat	
TURN AROUND_9	kanʤar															
TURN AROUND_10						sʌdd										
TURN AROUND_11						ɡlʌb										
TWO_1	tinɛːn	xnajn	θnɛːn	ɛtnɛːn	θnɛːn	iθ̬̬najn	θnɪe̯n	tⁿɛjn~tⁿɛːn~tintɛːn	tnɛjn	ʔiθnaːn	tnin	əθnɛːn	θniːn	θnajn	ɛtnɛːn	θniːn
TWO_2									zɛwʧ		ʒuʒ					zuːz
VOMIT_1										qɑːʔɑ						
VOMIT_2							tqɑjjɑ			taqajjaʔa			tqɑjjɑ			
VOMIT_3										istafrɑɣa					istɑfrɑɣ	
VOMIT_4			zɑʕ		zɑːʕ											
VOMIT_5								nɑtˤɑʔ								
VOMIT_6		raʒʒʕe						raʒʕɑ								
VOMIT_7							zɑwwɑʢ				ruwwəʕ		zɑwwɑʕ			
VOMIT_8													ˀəstənfʌʕ			
VOMIT_9				tˤɑrrɛʃ										tˤɑrɑʃ		
VOMIT_10						ɡðəf								ɢaðˤɑf	ɢidif	
VOMIT_11			radd			rɔdd					rədd					rad
VOMIT_12		staffʕe														
VOMIT_13				raɡɡaʕ̞												
VOMIT_14	dafaɡ															
VOMIT_15											ɡəll					
VOMIT_16									ʔɐlɐ							
WALK_1	maʃa	miʃɛ	mʃaː	mɛʃi	mɛʃɑ		mɛʃa	mɛʃi	mɛʃɐ	maʃaː	tməʃʃɑ	mɛʃa	məʃi		maʃa	mʃaː
WALK_2	saːr				sˤɑːr						sˤɑr					
WALK_3							ʤɑːpjɑːda									
WALK_4							ɡɛʜaf									
WALK_5														χɛtˤi		
WALK_6			tmaxtˤar													
WALK_7				xadhamaʃi												
WALK_8						twaːtˤa										
WALK_9						ɡɔwtˤarˤ										
WARM_1				daːfi	dɑːfi	daːfi	dɑːfi	dɛfjɛːn		daːfiʔ	dafi	daːfi	diːfi	daːfi	daːfi	daːfi
WARM_2		sxun						sɔxn	sħʊːn							sxuːn
WARM_3	haːmi					ħaːmi	ʜɑːmi							ħaːmi		
WARM_4		xɑrr														
WASH_1	xasal	ʕassɛl	ɣsaːl	ɣasal	ɣɛsal	ɣsəl~qsəl~sˤɡəl	ɣɛsal	ɣassɛl	ħɐsɛl	ɣasala	ɣsal	ɣasəl	ɣasal	ɣasal	ɣassal	ɣsal
WATER_1		mɔɛ	maːj~miː	mɑjjɑ	mɑːj		mˤɑːj	mɑjj		maːʔ	ma	maː	mɑːj	mɛːʔ		maː
WATER_2	mɔːja									mijaːh		mɔːja			mɔːja	
WATER_3	almɛ					ʌlma			ɪlmɐ						ɛlmiː	
WE_1		naxni	naħana	ɛħna	nɛħɛn	ʌħna	ɛʜnɛ	nɑħnɑː	ɐħnɐ	naħnu	ħnɑ~ħnajɑ	əħna	niħnɑː	əħnə	ɛħna	ħənaː
WE_2	ʔaniːna									ʔinnaː		ənnaː				
WET_1			rɑtˤb		rɑtˤəb					rɑtˤb		ratˤub				
WET_2	mabluːl	maplul		mabluːl	mabluːl	mʌbluːl	mballal	mbɑllɑl		muballal		mabluːl		mabluːl	mabluːl	mabluːl
WET_3							nɑːɡɛʢ						mnɑqqɑʕ			
WET_4			xðˤɑr											ɑχðˤɑr		
WET_5	lajjɛn															
WET_6											fazəɡ					
WET_7									mʃɐrrɐp							
WHAT_1										maː~maːða				mɛh		
WHAT_2										ʔajjiʃajʔin						
WHAT_3		aʃ	ɛːʃ		ɛːʃ	aːʃ		ʔɛːʃ	ʃɪːʃ		aʃ	wɛʃ				
WHAT_4					ʃuː	ʃ	ʃə	ʃu	ʃ				ʌʃuː			
WHAT_5	ʃunu				ʃɛnu	ʃənhu	ʃɛnu		ʃɪnʊ		aʃnu				ʃinu	ʃnuwwa
WHAT_6														ʔajʃ~ʔajj		
WHAT_7				ʔɛː											ʔɛː	
WHAT_8	jaːtu															
WHEN_1	mata	mitɛn	mta	ɛmta	mɛta			ɛːmtɑ	mɛtɐ	mataː	imta	mɛta		mata	mitɛːn	
WHEN_2							ʃwakɛt						ʌʃwaqɛt			waqtaːʃ~waqtɛː
WHEN_3														ajjəħiːn		
WHEN_4											fuqaʃ					
WHEN_5						ɛjnta										
WHERE_1										ʔajna						
WHERE_2	wɛːn	ajn	fɛːn~ħɛːn	fɛːn	wɛːn	mnɛjn~wɛjn	wɪe̯n	wɛjn~wɛːn	fɛjn		fin	wɛin	wɛn	ajn	wɛːn	wiːn~fiːn
WHERE_3													wʌjsˤɑb			
WHITE_1	ʔabjɛt		bjɑːðˤ	ɑbjɑd	ɑbjɑðˤ	ʌbjɑðˤ	ʔɑbjɑðˤ	ʔɑbjɑdˤ	ɐbjɐt	ʔabjɑdˤ	bjədˤ	ɑbjɑðˤ	ʌbjɑðˤ	ʔabjɑðˤ	ɑbjɑdˤ	abjidˤ
WHITE_2							ʃakari									
WHITE_3		apkjað														
WHO_1		mɛn	miːn	miːn	mɛn	mən~mənhu	manuː	miːn		man		mən	mənu	man	minu	
WHO_2	jaːtu															
WHO_3											ʃkun					ʃkuːn
WIDE_1	wasiː		waːsɛʕ	waːsɛʕ̞	wɑːsɛʕ	waːsəʕ	wɑːsɛʢ	wɛːsɛʕ	wɪːsɐ	waːsiʕ	wasɛʕ	waːsɛʕ	wɛːsiʕ	waːsiʕ	wɑːsɑʕ	waːsɛʕ
WIDE_2										raħiːb			raːhi			
WIDE_3			ʕɑriːð		ʕariːðˤ		ʢɑrˤiːðˤ	ʕɑriːdˤ		ʕɑriːdˤ		ʕariːðˤ				
WIDE_4		fsiːʕi												fsaħ		
WIFE_1			zɔːɡa	zɔːɡa				zɔwʒi		zawʤa				zawɡʲa	zɔːɡʲa	
WIFE_2										imrɑʔa						
WIFE_3					ħurˤma			ħɔrmi		ħurma		ħurma~ħɛrmɛt				
WIFE_4												mʕazzɛba				
WIFE_5	mara~mart	mprɑt		mɛrɑːt	mɑrˤɑ~murt	marˤt	mɑrɑ~mɑrt	mɑrɑ~mɑrt	mɐrɐ		mrˤɑt		mɑɣɑ	marih	mɑrɑ	mra~mart
WIFE_6						ʕjaːl	ʔahal									
WIFE_7													ðˤiɣɑ			
WIFE_8														tˤɑbiːnah		
WIFE_9														ðˤurrɑh		
WIFE_10						muːlaːtilxajma										
WIND_1	riːh				riːħ	riːħ~arjaːħ			rɪːħ	riːħ	riħ	riːħ	ɣiːħ	riːħ	riːħ	riːħ
WIND_2		xava		hawa			hɑwɑ	hɑwɑ		hawaːʔ				hawa		
WIND_3			habu		hbuːb											
WIND_4					ʃɑmɑːl~ʃɑːmi											
WIND_5					tɑːrɛs											
