Gloss	Erzya	Estonian	Finnish	Hungarian	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Veps	Votic	Võro
SQUEEZE_26													pə̠zə̠rem									puzɤrtɤːmɑ	
SQUEEZE_28													puɲʧem										
SQUEEZE_29			purist̪ɑː		puristɑː																		
SQUEEZE_3							(pətʲər)																
SQUEEZE_4					(piɡ̊istæː)									mebkiɕi									
SQUEEZE_6		pikistːɑtɑ																				piʦisːemæ	pˑiʦitˑæmæ
SQUEEZE_7										nɯrnɯ													
SQUEEZE_8							nøɣər																
SQUEEZE_9							pɑɣəl																
STAB_1							pel					peːli											
STAB_10	pupɑms																						
STAB_11										suʧkɯnɯ													
STAB_13									tʲukɲitnɯ														
STAB_14										bɯʧkɯnɯ										bɯʃkɑltɯnɯ			
STAB_16	ɕɑlɡoms																						
STAB_17																							ʦusˑkˑɑmɑ
STAB_18		torkɑtːɑ			(tørɡ̊æd̥æ)																	(torkːɑmɑ)	ʦʲurkˑɑmɑ
STAB_19													kerɑm										
STAB_2									tɑʧkɑvnɯ														
STAB_3																suə̠ŋkə							
STAB_4								ʧoːhke															
STAB_5							poɣləm					puwti											
STAB_6														nərudʲi									
STAB_7				suːr									ʃurem										
STAB_9			pist̪æː																			pisːemæ	
STAND_1											piːˀlə												
STAND_2	ɑʃtʲems ɕtʲɑdo	seistɑ	se̞jst̪æ		seisːæ	sɛisʊɔ		ʧuenːʧe							ʧʊ̯ɔʤːʊh		ʧuɐʤːɒd	ʧoɒʧːudh			sɛiʃtɑ	seisomɑ	sˑɑisˑmɑ
STAND_3									sulɑvnɯ	sulɑvnɯ			ʃoɣem							sɯlɯnɯ			
STAND_4														nənsɯdʲi		nɯŋki			nusʲ				
STAND_5							lɑʎ					ʎuːʎi											
STAR_1														hotədʲiə									
STAR_2				ʧilːɒɡ																			
STAR_3																			numɡɨ				
STAR_4							kɔs		kɤʥɯv	koʥuv						qɯɕəŋqɑ				kiʑiʎi			
STAR_5													(ʃyðə̠r)										
STAR_6												sow											
STAR_7	tʲeʃtʲe	tæht	t̪æçt̪i		tæhti	tæxti		taːsʲːt			tɛːɟ				naːsti		tasʲnʲːɘ	tɑːsta			tæxtɑz	tæhti	tˑæhtʲˑ
STICK_10																							(væːsˑ)
STICK_11									bɑtɤɡ														
STICK_12													(tojɑ)										
STICK_13									bedʲ	bedʲ										bodɯ			
STICK_14				(bot)																			
STICK_15		(kepː)	(ke̞pːi)		(kepːi)	(kɛpːi)																(ʦepːi)	(kˑepʲː)
STICK_17	mɑndo																						
STICK_2														huɑː					pʲɑ				
STICK_3												(sur)											
STICK_4																ʧiːrə							
STICK_6															(sɔ̯ɑbpi)		(suabʲbɐ)						
STICK_7							sŏɣ																
STICK_8	(pɑlkɑ)			(paːlʦɒ)																		pulik	
STICK_9																					kɑlʊ		
STINKING_1									zɯnɑ											zɯm			
STINKING_11																tyːtəɲi							
STINKING_3							pɯkɯm																
STINKING_6								aps		isɑ			ypʃə̠ʃø										
STINKING_7				(bydøʃ)																			
STINKING_8	ʧiɲev																						
STINKING_9		hɑisev	hɑise̞ʋɑ		hɑisovɑ																	hɑisɤvɑ	hɑisˑvɑ
STONE_1								kiedʲːk							ke̯æðɛki		c͡çɛadʲɟ͡ʝʲːɘ	kiɛrkiɛ					
STONE_2														huɑlə		pyː			pæ				
STONE_3												ɑːχwtɑs											
STONE_4	cæv	kivi	kiʋi	køː	kivi	kivi	køχ				kiv		ky								kivi	ʧivi	kˑivi
STONE_5									iz	iz										iz			
STRAIGHT_1													(turɑ)										
STRAIGHT_10														nəməɡəː									
STRAIGHT_11			suo̞rɑ		soːrɑ																		
STRAIGHT_12																(tɑːtəŋ)							
STRAIGHT_14							tŏŋ																
STRAIGHT_15																				ʃoɲer			
STRAIGHT_2				ɛɟɛnɛʃ																			
STRAIGHT_4												soχt											
STRAIGHT_6		sirke																				sirkɤɑ	sˑirkɤ
STRAIGHT_7									veɕkɯt	veɕkɯd													
STRAIGHT_8								ɲolːke															
STRAIGHT_9	vidʲe				oikiɑ								βik										ɤkɤv
STRETCH_1	venstʲems	venitːɑtɑ	ʋe̞nyt̪ːæː		venutːɑː			veːnːe														venutːɤːmɑ	vinytˑæmæ
STRETCH_2													ʧə̠mem										
STRETCH_3							ɲɯɳʧ		ɲuʒlɑvnɯ	ɲuʒɑdnɯ		ɲuːnsi											
STRETCH_4														bɑnyryɕɑ									
STRETCH_5				kiɲuːjt																nujɑtɯnɯ			
STRETCH_6	tɑrɡɑms																						
SUCK_1		imetɑ	ime̞æ		imˑiːæ		em	ɲumːe	ɲimɑvnɯ							ɲim						imemæ	imemæ
SUCK_2													ʃupʃɑm										
SUCK_3				sopik																			
SUCK_4	potʲɑms																						
SUCK_5										ɲoɲɑvnɯ										nonɯnɯ			
SUCK_6				siːv																			
SUCK_7												sipɣi											
SUMMER_1													keŋeʃ										
SUMMER_2		suvi					lŏŋ				sɨˀvːə	tuw		təŋə		tɑŋə			tɑʔ			suvi	sˑuvi
SUMMER_3				ɲaːr																			
SUMMER_4	(kize)		(ke̞sæ)		(kezæ)	(kɛsæ)		(kiesʲː)							(ke̯æsːi)		(c͡çiasʲːɘ)	(kiɛsiɛ)			(kɛzɑ)	(ʧesæ)	
SUMMER_5									ɡoʒum	ɡoʒɤm										ɡuʒem			
SUN_1	ʧi												keʧe										
SUN_2												χoːtɑl		kou					xɑjeːrdʔ				
SUN_3			ɑwriŋko̞																				
SUN_4							(syŋk)																
SUN_5																ʨeːlə							
SUN_6		pæikːe			pæivyd̥	pæivæ		piejːv			pæːvɑ				pæjvːaːʃ		pɛivʲːɘ	piɛjːiɛ			pæivæinɛ	pæivʲ	pˑæiv
SUN_7				nɒp																			
SUN_8									ʃondi	ʃondi										ʃundɯ			
SWEET_1														ɲeluɑɡə									
SWEET_10								ɲaːlʲkesʲ							ɲaːlɡkɑh		ɲaːʎʲɛs						
SWEET_11				eːdɛʃ																			
SWEET_12							ewəstə																
SWEET_13		(mɑkus)	(mɑke̞ɑ)		(mɑkˑiːɑ)	(mɑkiɛ)					(mɑˀɡɟə)										(mɑɡɛd)	(mɑkːɑ)	(mɑkˑɤ)
SWEET_2																ɲuːɲi							
SWEET_3	lɑmbɑmo																						
SWEET_4									ʨɤskɯt											ʨeskɯt			
SWEET_5													(tɑmle)										
SWEET_6										jumov													
SWEET_7																		(siɛtiɛs)					
SWEET_8												ɑtəŋ											
SWEET_9														(sɑkɯrɲeəɡə)									
SWELL_1										dundɯnɯ													
SWELL_11														hoɲydʲi									
SWELL_12		pɑisutɑ	pɑisuɑ		pɑisuɑ			pɒːz														pɑizɤtːumɑ	pˑɑisˑumɑ
SWELL_13										pɯktɯnɯ										pɯktɯnɯ			
SWELL_14				dɒɡɒd																			
SWELL_15																ʧɑŋku							
SWELL_18												sili											
SWELL_19									poʎdɯnɯ														
SWELL_2	tɑrɡoʑems																						
SWELL_3																				tɤrnɑnɯ			
SWELL_4							pŏɣəl																
SWELL_5													løʧem										
SWELL_6			t̪urʋo̞tɑ																			turpoumɑ	
SWELL_9																						pɑhkɤnɤmɑ	
SWIM_1							ɲorəɣ																
SWIM_2										vɑrtʲʨɯnɯ													
SWIM_3	ujems	ujutɑ	uidɑ	uːsik	ujˑuːɑ	ʊijɑ	otʲ	vuːjːe	ujɑvnɯ	ujɑvnɯ	vʊiɡə	uji	ijɑm		vʊ̯ɔcːɑh	uː	vuəʝːɐd	βuʌjɛdh	ŋoːxoːləsʲ	ujɑnɯ	ʊjʊdɑ	ujumɑ	ujomɑ
SWIM_4														hoðɯrsɯ									
TAIL_1																meʨɑ							
TAIL_2																tɑlʨu							
TAIL_3							ləɣ					leːɣ											
TAIL_4		(sɑpɑ)									tɑbɑːr											(sɑpɑ)	
TAIL_5			hæn̪t̪æ		hænd̥æ	hæntæ															hænd		hɑnt
TAIL_6	pulo																						
TAIL_7				fɒrok																			
TAIL_8									bɤʒ	bɤʒ			poʧ							bɯʒ			
TAIL_9								siejːp						təjbu	sæjpi		sɛibʲːɘ	siɛjpiɛ					
TAKE_1																			meːsʲ				
TAKE_2									boɕtnɯ	boɕtnɯ										bɑɕtɯnɯ			
TAKE_3																iː							
TAKE_4													nɑlɑm										
TAKE_5				vɛs			wə					wiɣ											
TAKE_6	(sɑjems)																						
TAKE_7				foɡ										ŋohyləsɑ									
TAKE_8		vɤtːɑ	ot̪ːɑː		otːɑː	ɔtːʊɑ					vɨtːə										ɔtːɑ	vɤtːɤmɑ	vɤtˑmɑ
TAKE_9								(vaːlʲːte)							(vaːltih)		(valʲdʲːɛd)	(βæːltɛdh)					
TEACH_1							ŏnəltə																
TEACH_10														hɯlʧibtɯsɯ									
TEACH_11		ɤpːetːɑtɑ	o̞pe̞t̪ːɑː		ob̥etːɑː	ɔpɑstʊɑ					opɑːtə										ɔpɛtɑ		opːɑmɑ
TEACH_12												χɑɲɕti											
TEACH_13	tonɑvtoms			tɒniːt									tunə̠ktem										
TEACH_3								maːtʲxe									matːtɛd						
TEACH_4				(oktɒt)												(oːqəlolʧə)							
TEACH_5																			toːxoːlɑsʲ				
TEACH_6									velɤtnɯ	velɤdnɯ										vɑlekjɑnɯ			
TEACH_7																				dɯʃetɯnɯ			
TEACH_8															(ɔ̯ɑhpɑhih)		(vuapʲːsʲtʲɛd)						
TEACH_9					(skoulɑd̥ɑ)																	(ʃkoulɑmɑ)	
TEN_1							(jœŋ)																
TEN_2	kemeɲ	kymːe	kymːe̞ne̞n		kymːen	kymːɛnɛn					kim										kʏmnɛ	ʧymːe	kˑymːe
TEN_3														biːʔ		køːt			juʔ				
TEN_4								lɒːɡʲː				low	lu		lɔki		lɔːiɐ	lʉhkiɛ					
TEN_5									(dɑs)	(dɑs)										(dɑs)			
TEN_6				(tiːz)																			
TESTICLES_1																(oŋəl)							
TESTICLES_10																							pˑɑutiʔ
TESTICLES_11					kelːid̥																	kelːid̥	
TESTICLES_12			kiʋe̞kse̞t̪				kø̝ɣ																
TESTICLES_13	(ɑl)																						
TESTICLES_15		munɑntit	munɑt̪		munɑd̥							muːŋi										munɑd̥	munɑʔ
TESTICLES_3								(kuːlː)															
TESTICLES_4													mosnɑky										
TESTICLES_5																				puz			
TESTICLES_6				hɛrɛ																			
TESTICLES_7									(koʎtːez)	(koʎk)													
THAT_1														təti									
THAT_10															tɑh								
THAT_2													sɑðe										
THAT_3	ɕe	seː							sijɑ	sijɤ	sɛ									so		seː	
THAT_5	tonɑ	toː	t̪uo̞		toː		tom	tudː		tɯ			tu	tɑːniə	tɑh	toː	tətɐ	tuhtɛ	tʲikɨ			to	tˑuː
THAT_6														tɑkəː									
THAT_7												tɑ											
THAT_8				ɒz																			
THAT_9								(ʃto)															
THERE_2	ɕese	seɑl							setɤn	sen	sæːˀl												sˑæːl
THERE_3	toso		t̪uo̞lːɑ		toːɑl	tʊɔlɑ	tot	tamʲpe				tot	tuʃto	təni		toːntə	tobʲɛn	takːuʌ	tɑjnɑ				
THERE_4				otː																otɯn			
THERE_6										estɤn				əməɲi									
THEY_1														sɯtɯŋ									
THEY_2																			pɨdoːʔ				
THEY_3		nemɑt							nijɑ	nɑjɤ	nɛ											næmæ	nimæʔ
THEY_4													nuno										
THEY_5																tɤpət							
THEY_6	siɲ		he̞	øːk	høː	hyœ	jəɣ	sɨjː				tɑːn			sij		siʝɐ			soːs	hœ		
THICK_1											jɑˀmdi											jæmiæ	
THICK_11				vɒʃtɒɡ																			
THICK_12																						(kruːtoi)	
THICK_13															ɑsːaːj								
THICK_2												osəŋ											
THICK_3																ɲɑŋtu			ɲɑŋoːtɑ				
THICK_4							kø̆l	keːsː	kɯz	kɯz			kyʒɣø				kəsːɐd	kɨsːɛ					
THICK_5		(pɑks)	(pɑksu)		(pɑksu)	(pɑksʊ)																(pɑksu)	(pˑɑkˑsˑ)
THICK_6							eɳəki																
THICK_7																				zɤk			
THICK_8	eʧke																						
THICK_9																		jasːijɛs					
THIGH_1				ʦomb																			
THIGH_10	pukʃo																						
THIGH_11																							(rɑkʲɑ)
THIGH_12													erðe										
THIGH_13							pitʲ																
THIGH_14										bek													
THIGH_15									ʎɑdʲbej	ʎɑdʲvej													
THIGH_2																		rɵakʃa					
THIGH_4																	ʧɛbʲːɘ						
THIGH_5																				mɑkes			
THIGH_6															pɑcːevaːhkaːɑ								
THIGH_7								ʧuarːpielʲː															
THIGH_8		(reis)	(re̞jsi)		(reiz)	(rɛisi)															(riːʒɛ)	(reisi)	
THIGH_9																pelu							
THINK_1	(dumɑms)																						
THINK_10		(mɤeltɑ)									(mɨtlə)												(mɤtˑlɤmɑ)
THINK_11									(dumɑjtnɯ)	(dumɑjtnɯ)													
THINK_12								jurʲːte							(jʊrdtɑʃih)								
THINK_13							noməɣsətə					nomsi											
THINK_14					(meinɑd̥ɑ)																		
THINK_15																						(duːmɑmɑ)	
THINK_17			ɑjɑt̪e̞lːɑ																				
THINK_18										mɤvnɑvnɯ										mɑlpɑnɯ	mɛlɛtɑdɑ		
THINK_19	ɑrʲɕems																						
THINK_2																	ʝuːrdʧɛd						
THINK_3																		ʉsːjɛdidh					
THINK_4														sɯɲəruədʲi									
THINK_6																			jiʔʲɑdærʦʲ				
THINK_7																tenirpi							
THINK_8													(ʃonem)										
THINK_9				ɡondol																			
THIN_1																		jisːɛhʦ					
THIN_10							woɣəʎ																
THIN_11					hoikːɑ	hɔikːɑ					vʊiti										hɔik	hoik	
THIN_12								sieŋʲkesʲ															
THIN_13													βiʧkə̠ʒ										
THIN_14																						nɤdrɑ	
THIN_16														dʲobtəɡəː		ʨoːptə			jɑbtɑ				
THIN_18																						(lɑih)	
THIN_19		ɤhukːene	o̞ɦut̪																				ohukˑɤnɤ
THIN_2							ætəm																
THIN_3	ʧovɑ																						
THIN_4												oɕːɑ											
THIN_5					(heːno)																		
THIN_6															ɑsehɑʃ		ɐːzʲːtʲɛmʲɘ						
THIN_7									vɤsɲit	vesɲɯd													
THIN_8														ɲeu									
THIN_9				veːkoɲ																vekʨi			
THIS_1									etɑ	etɑjɤ													
THIS_2		seː																				seː	sˑeo
THIS_3	tʲe		t̪æmæ		tæmæ	tæmæ	tim	tadː		tɑ	tɑ	ti	tə̠		taːh	tɑm	tatɐ			tɑ			
THIS_4																					nɛʦɛ		
THIS_5														əmə									
THIS_6																			tʲikɨ				
THIS_7																						to	
THOU_1	ton	sɑ	sinæ	tɛ	siæ	siɛ		toːnː	te	te	sinɑː		tə̠j	tənə	tɔn	tɑn	tonɐ	tatnɛ		ton	sinæ	siæ	sˑɑk
THOU_2							nø̆ŋ					nɑŋ											
THOU_3																			pɨdər				
THREE_1	kolmo	kolm	ko̞lme̞	haːrom	kolmed̥	kɔlmɛ	koləm	koːlːm	kujim	kujim	kuolm	χuːrəm	kum		kɔlɔbmɑ		koumːɐ	kulmɛ		ku iɲ	kɔʊmɛ	kɤlmi	kˑolm
THREE_2														nɑɡyr		nɑːkur			ɲɑxɑrʔ				
THROW_1																						virɑutːɤmɑ	
THROW_10													kə̠ʃkem										
THROW_11									ʃupkɑvnɯ														
THROW_12													ʃuem										
THROW_14				dob																			
THROW_15	jortoms																						
THROW_16														bɑjbudʲɑ									
THROW_17										ʨɤvtnɯ													
THROW_18																ʨɑʧːə							
THROW_19																				serpɑʎːɑnɯ			
THROW_2								ʧaʦʲːke															
THROW_20							tɑ̆ɣɑ																
THROW_22																			moːsʲ				
THROW_23		(heitːɑ)	(he̞it̪ːæː)		(heitːæː)						(ɛitə)											(heitːemæ)	(hiːtˑmæ)
THROW_24																					tɑʦtæ		
THROW_25														sətəməsɑ									
THROW_28		visɑtːɑ				visɑtɑ					viskə												visˑkˑɑmɑ
THROW_29												reːpi											
THROW_30																						porotːɤmɑ	
THROW_31							ʎæk																
THROW_4									ʨɑpkɑvnɯ														
THROW_7	kɑjɑms			hɒjiːt						kojnɯ										kujɑnɯ			
THROW_8															sʊhpːeh								
TIE_1													(piðɑm)										
TIE_10							jø̆r																
TIE_11							pŏɲ																
TIE_12								koːrːe										kɔrːɛdidh					
TIE_2												neːɣi											
TIE_3				køt																			
TIE_4																							kˑøytˑmæ
TIE_5									kɤrtɑvnɯ	kɤrtɑvnɯ										kertːɯnɯ			
TIE_6	(sodoms)	(situtɑ)	(sit̪oɑ)		(sitˑoːɑ)	(sitʊɔ)					(siˀdːə)										(sidɔdɑ)	(sitomɑ)	
TIE_7														sɑrədʲɑ		sɑːrə			sʲɑrəsʲ				
TIE_8																				(dumɯnɯ)			
TIE_9																	(ʧəːnːɐd)						
TIRED_1												loːŋɣitɑχti											
TIRED_10							met																
TIRED_12	ɕiʑeʑ																						
TIRED_13													jɑrnə̠ʃe										
TIRED_16													nojə̠ʃo										
TIRED_17		(væsinut)	(ʋæsynyt̪)		(væsˑyːnd̥)			viːsːma														(væsynːy)	(væsˑynyʔ)
TIRED_18				kimɛrylt																			
TIRED_2														bənuɡuə									
TIRED_4									mɯʥɤm	muʥnɯ													
TIRED_5				faːrɒtː																			
TIRED_7																nuːnəʨə							
TIRED_8																				ʒɑdʲɯnɯ			
TONGUE_1								ɲuxʧemʲ							ɲʊ̯ɔvʧːɑ		ɲuxʧːɐm	ɲuʌkʧɛmɛ					
TONGUE_2				ɲɛlv			ɲæləm					ɲeːlm	jə̠lme										
TONGUE_3																			ɲɑmʲu				
TONGUE_4	keʎ	keːl	kie̯li		keːli	kiɛli			kɯv	kɯv	kɛːʎ			ɕiədʲə		ɕeː				kɯl	kɛlʲ	ʧeːli	kˑiːlʲ
TOOTH_1								paːnʲː							paːtni		paːnʲːɘ	pæːniɛ					
TOOTH_2														ʧimi		timə			tʲibʲɑ				
TOOTH_3	pej			foɡ			pøŋk		piɲ	piɲ		puŋk	pyj							piɲ		piː	
TOOTH_4		(hɑmːɑs)	(hɑmːɑs)		(hɑmːɑz)	(hɑmːɑs)					(ɑːmbɑz)										(hɑmbɑz)	(ɑmːɤz)	(hɑmːɑsˑ)
TOP_10												ɲol											
TOP_11				tɛtøː																			
TOP_12		(tipː)																					(tˑipː)
TOP_13													(ʧoŋɡɑ)										
TOP_14							tø̆j					tɑʎəχ											
TOP_15							tʲæk																
TOP_16													ukʃer										
TOP_17									jɯv	jɯv										jɯl			
TOP_18			huipːu																				
TOP_19		lɑtv	lɑt̪ʋɑ		lɑdvɑ			ladʲːv														lɑdv	
TOP_2				ʧuːʧ																			
TOP_20													βuj										
TOP_21	prʲɑ																						
TOP_3	tʲokʃ																						
TOP_4														nuːm									
TOP_5																pɑːri							
TOP_8														ŋojbuə									
TOP_9																uːkə							
TOUCH_1				hozːaːɲuːl																			
TOUCH_10																				jɤtɯnɯ			
TOUCH_11			ko̞ske̞ɑ			kɔskiɛ									kʊ̯ɔskɑh		kuəsktɛd				kɔsktɑ		
TOUCH_12														mentiðiɕi		miːtːə							
TOUCH_13												χɑni											
TOUCH_14																				isɑnɯ			
TOUCH_15																		kɑːjɛʃidh					
TOUCH_16								lɨkxelːe															
TOUCH_17		puːtutːɑtɑ									puːtə											puːtːumɑ	pˑutˑmɑ
TOUCH_18														səiməsɯ									
TOUCH_19					kertːæː																	(kertːemæ)	
TOUCH_3												χoːji											
TOUCH_4										ʎeɡɤdnɯ													
TOUCH_5				(eːrint)																			
TOUCH_6									pɑvkɑvnɯ														
TOUCH_7												nowi											
TOUCH_9	tokɑms												tykem										
TRAP (CATCH)_1													(løðø)										
TRAP (CATCH)_10									kɑpkɑn														
TRAP (CATCH)_14																lɑtɑ							
TRAP (CATCH)_15							petəw																
TRAP (CATCH)_16			(ɑnsɑ)																				
TRAP (CATCH)_17				ʧɒpdɒ																			
TRAP (CATCH)_18		lɣkːs																					lɤkˑsʲˑ
TRAP (CATCH)_2	kiʎkʃ																						
TRAP (CATCH)_3													ʃɑrɣyr										
TRAP (CATCH)_4												ɑləɕ											
TRAP (CATCH)_5								(ruːvʲːt)															
TRAP (CATCH)_6		pyːnis																					
TRAP (CATCH)_7														dʲeŋɡuj		ʨɑŋku							
TRAP (CATCH)_9									nɑʎk	nɑʎk										nɑʎɯk			
TREE STUMP_10												poŋnɑ											
TREE STUMP_11							æŋkəl																
TREE STUMP_13	mukorʲ																						
TREE STUMP_2		(kænt)	(kɑnt̪o̞)		(kɑnd̥o)																	(kɑnto)	(kˑɑnt)
TREE STUMP_3																				lijɑl			
TREE STUMP_4									mɯr														
TREE STUMP_5				fɒtøŋk																			
TREE STUMP_6														səltə		sɑlʧə							
TREE STUMP_7								ʧuːlːt															
TREE STUMP_8													(pundə̠ʃ)										
TREE STUMP_9													(omɑrtɑ)										
TREE_1								muːrː							mʊ̯ɔrːɑ		muərːɐ	muʌrɛ					
TREE_2	(ʧuvto)																						
TREE_3							juɣ					jiw											
TREE_4		puː	puː	fɒ	puː	puː			pu	pu	puː		puʃeŋɡe	huɑː		poː			pʲɑ	pispu	pʊ	puː	pˑuː
TURN_10													(sɑβə̠rnem)										
TURN_11	purdɑms			fordul																			
TURN_12	veʎɑvtoms																						
TURN_16														bəbtuɑʔtəsɑ									
TURN_2								lievxe															
TURN_3																piːkəl							
TURN_4			kæːnt̪yæ		kæːntyæ																		kˑæːntmæ
TURN_5							kirɣəl																
TURN_6										keʒnɯ													
TURN_7		pøːrtutɑ																					pˑyːrtmæ
TURN_8									berɡɤtʨɯnɯ	berɡɑvnɯ										berɯktiɕkɯnɯ			
TURN_9												peːrmti											
TURTLE_1	(ʧerʲepɑχɑ)																						
TURTLE_2													(ʧerepɑχe)										
TURTLE_3		kilpkonː	kilpiko̞nːɑ																				kˑilpˑkˑunː
TURTLE_4				tɛknøːʒbeːkɒ																			
TURTLE_6									(ʧerepɑχɑ)														
TWIST (AROUND)_1		(væːnɑtːɑ)	(ʋæːn̪t̪æː)																				(væːntmæ)
TWIST (AROUND)_10									berɡɤtnɯ				(pytə̠rem)							berɡɑtɯnɯ			
TWIST (AROUND)_11																koʎə							
TWIST (AROUND)_12	mendʲɑms																						
TWIST (AROUND)_13				(tɛkɛr)																			
TWIST (AROUND)_16				(ʧɒvɒr)																			
TWIST (AROUND)_19							jo̝ɣər																
TWIST (AROUND)_2								pɒːnːe															
TWIST (AROUND)_20	purdɑms																						
TWIST (AROUND)_21														hujkələbtɯdʲi									
TWIST (AROUND)_3			kie̞rt̪æː		keːrtæː																	ʧeːreskɤˑmɑ	
TWIST (AROUND)_4																						(kriːvisːemæ)	
TWIST (AROUND)_5										ɡɑrtnɯ													
TWIST (AROUND)_6												peːri	(sɑβə̠rem)										
TWIST (AROUND)_7										puʧkɯnɯ													
TWIST (AROUND)_8									piʥrɑvnɯ														
TWIST (AROUND)_9																						kovertɤmɑ	
TWO_1	kɑvto	kɑks	kɑksi	kɛtːøː	kɑks	kɑksi	kætkən	kuːht	kɯk	kɯk	kɑkʃ	kitiɣ	kok	ɕiti	kʊ̯ɔkte	ɕitə	kuəxʲtʲːɘ	køːktɛ	sʲidʲɑ	kɯk	kɑksʲ	kɑhs	kˑɑʦʲ
UNCLE_1					(tæːd̥æ)	(tɛætæ)															(dædʲ)	(dæːd̥)	
UNCLE_10		onu	e̞no̞		eno			iːnː							e̯ænʊ		ʝaːnɐ	jyœnɛ				eno	uno
UNCLE_11				nɒɟbaːʧi																			
UNCLE_12											suːrvɛˀʎki												
UNCLE_13																						(onu)	
UNCLE_14	(dʲɑdʲɑ)																						
UNCLE_15														iɕi									
UNCLE_16														ɲinɯ									
UNCLE_17							jəɣləŋ																
UNCLE_18								jeːɡʲː				ɑki			e̯æhki			jiɛkiɛ					
UNCLE_2													izɑ										
UNCLE_3												kɑŋk											
UNCLE_4									(dʲɑdʲ)														
UNCLE_5														əʔə									
UNCLE_6	ʎeʎɑ																						lelː
UNCLE_7																ilʨɑ							
UNCLE_8																				(ɑɡɑi)			
UNCLE_9			set̪æ					ʧieʣʲ		ʨoʒ		sɑːsiɣ	ʧə̠ʧə̠	tɯtɯdʲɑ	ʧe̯æhʦi		ʧiɒʦʲːɘ	ʧiɛʦiɛ	tʲidʲɑ				
UNTIE_1												peːsti											
UNTIE_11																				sertɯnɯ			
UNTIE_12								piesʲːte															
UNTIE_14	juksɲems																						
UNTIE_15													ruðem										
UNTIE_2									pɤrtʨɑvnɯ														
UNTIE_5														dʲukydʲɑ		ʨɯkːə							
UNTIE_6				kiold																			
UNTIE_7							ɑŋət																
UNTIE_9										rɑʑnɯ													
VOMIT_1							ɑɣət					ɑːjtɑχti											
VOMIT_2	uksnoms	okːsentɑtɑ	o̞kse̞n̪t̪ɑː		oksend̥ɑisːɑ			vukʲːse	ɤsɤtnɯ	vosnɯ			ukʃiɲʧɑm							ɤskɯnɯ		ɤhsɤtːɤmɑ	osːɤntɑmɑ
VOMIT_3				(haːɲ)																			
VOMIT_5										ɡorʥɯnɯ													
VOMIT_6																tøːtə							
VOMIT_7													βɑkem										
VULTURE_1							kulpŏʧəku																
VULTURE_3									ɯʤɯt kuʧ														
VULTURE_4			ko̞rpːiko̞t̪kɑ																				
VULTURE_5		rɑisɑkotːkːɑs																					rɤipˑɤkˑotɑsˑ
VULTURE_6				kɛʃɛjyː																			
VULTURE_7												(kuːrsən)											
WALK_1	jɑkɑms																						
WALK_10				ɟɒloɡol																			
WALK_11																				wɑmɯʃtɯnɯ			
WALK_12														dʲoðyrɕɑ									
WALK_13								vaːnʲːʦe							vaːd͡sːih		vaʣʲːɛd	βæːʦːɛdh					
WALK_14		(kæiɑ)	(kæʋe̞lːæ)		(kævelːæ)	(kævɛlːæ)															(kævʊdɑ)		
WALK_2													koʃtɑm										
WALK_3							jəlil					jɑli											
WALK_4																						jɑlɡɤtːɤːmɑ	
WALK_5																							kˑɤntʲmɑ
WALK_6				jaːr																			
WALK_7																qyəl							
WALK_8												joːmi											
WALK_9									vetlɤnɯ	vetlɯnɯ										vetlɯnɯ			
WARM_1														ɲyɲɑ					jibɑd				
WARM_10													ʃokʃo										
WARM_11															liɛkːɑs		liəɡːɐs						
WARM_12														hekusɯ									
WARM_13				mɛlɛɡ			meɭək					mɑːltip											
WARM_2																pyː		pɨjβɛlɛs					
WARM_3					vɑri																		
WARM_4		(soe)			(soːjɑ)																	(soːjɤ)	
WARM_5								pɒːhk									pɒːkːɐs						
WARM_6																						løyhkæ	
WARM_7									ʃonɯt	ʃonɯd										ʃunɯt			
WARM_8												reːɣ											
WARM_9	ʎembe		læmːin		læmːæː	læmːin					lɛm		leβe								læmʲ		læmːi
WASH_1							pos																
WASH_2		(pestɑ)	(pe̞st̪æ)		(pesːæ)	(pɛsːæ)		(peːsːe)			(piɛˀzːə)				(pɑsːɑh)		(pəːsːɐd)	(pɨsːɛdh)			(pɛstɑ)	(pesemæ)	
WASH_3							lŏɣɯt					lowti											
WASH_4				(moʃ)					(miɕːɯnɯ)	(mɯɕkɯnɯ)			(muʃkɑm)			(mysəlʧə)				(miɕkɯnɯ)			(mɤsˑkˑmɑ)
WASH_5														ɲobusɑ									
WASH_6	ʃʎɑms																						
WASH_7														kələʔbtusɑ					xəltɑsʲ				
WATER_1	(vedʲ)	(vesi)	(ʋe̞si)	(viːz)	(vezi)	(vɛsi)			(vɑ)	(vɑ)	(vɛʒ)	(wit)	(βyt)	(bɯʔ)		(yt)			(jiʔ)	(vu)	(vɛzi)	(vesi)	(vesˑi)
WATER_2								ʧaːʣʲ							ʧaːhʦi		ʧaːʦʲːɘ	ʧæːʦiɛ					
WATER_3							jəŋk																
WET_1												ɲɑːr											
WET_10							mŏrɯ																
WET_11																			səʔɲuj				
WET_12																							hæmː
WET_13																		luβːɛ					
WET_14	nɑʧko							ɲuːʦkas					noʧko		ɲʊ̯ɔskːɑs		ɲuəʦkɒs						
