UraLex_Index	Language	UraLex_Form	UraLex_Value	NEL_Form	NEL_Value	NEL_Source_Form	LevenshteinDist	Accepted?
6389	Livonian	repptʹə ~ röpptʹə	repptʹə ~ röpptʹə	puriːɲcːə	purīņțõ	puriːɲcːə	0.8235294117647058	
7331	Livonian	sūr-veʾlʹkki	sūr-veʾlʹkki	izɑːvɛˀʎ	izāve’ļ	izɑːvɛˀʎ	0.8333333333333334	
9660	Livonian	saʾddə	saʾddə	lɑŋɡə	langõ	lɑŋɡə	0.8333333333333334	
9689	Livonian	jùokšə	jùokšə	ɑˀilə	a’ilõ	ɑˀilə	0.8333333333333334	
7331	Livonian	sūr-veʾlʹkki	sūr-veʾlʹkki	jɛmɑːvɛˀʎ	jemāve’ļ	jɛmɑːvɛˀʎ	0.8333333333333334	
7014	Livonian	re̮kkə	re̮kkə	kiːtə	kītõ	kiːtə	0.8333333333333334	
6657	Livonian	kɔ̄raz	kɔ̄raz	kiˀbɟi	ki’bḑi	kiˀbɟi	0.8333333333333334	
1493	Livonian	ɔ̄lʹaz	ɔ̄lʹaz	mɨltsi	mõltsi	mɨltsi	0.8333333333333334	
7593	Livonian	piʾddə	piʾddə	toupə	toupõ	toupə	0.8333333333333334	
1228	Livonian	jùokšə	jùokšə	ɑˀilə	a’ilõ	ɑˀilə	0.8333333333333334	
5409	Livonian	pigà	pigà	pɑkɑːnd	pakānd	pɑkɑːnd	0.8333333333333334	
9651	Livonian	puʾddə	puʾddə	lɑŋɡə	langõ	lɑŋɡə	0.8333333333333334	
315	Livonian	tiʾg	tiʾg	slikcːə	slikțõ	slikcːə	0.8333333333333334	
7751	Livonian	muštà	muštà	rumɑːli	rumāli	rumɑːli	0.8333333333333334	
1026	Livonian	tūrgəz	tūrgəz	kɔːrɑ	kǭra	kɔːrɑ	0.8333333333333334	
3171	Livonian	kàikka	kàikka	stok	stok	stok	0.8333333333333334	
7752	Livonian	reppi ~ räppi	reppi ~ räppi	rumɑːli	rumāli	rumɑːli	0.8461538461538461	
2939	Livonian	kīlʹaz	kīlʹaz	siˀldzi	si’ldzi	siˀldzi	0.8571428571428571	
8112	Livonian	raʾbbə	raʾbbə	piɛkslə	piekslõ	piɛkslə	0.8571428571428571	
6388	Livonian	veʾrštə	veʾrštə	rɛpcːə	repțõ	rɛpcːə	0.8571428571428571	
5418	Livonian	pakkànd	pakkànd	piɡɑː	pigā	piɡɑː	0.8571428571428571	
9690	Livonian	aʾilə	aʾilə	juːokʃə	jūokšõ	juːokʃə	0.8571428571428571	
5811	Livonian	eʾggə	eʾggə	stɛˀɲːə	ste’ņņõ	stɛˀɲːə	0.8571428571428571	
2546	Livonian	ē̮rə ~ īrə etc.	ē̮rə ~ īrə etc.	riːvə	rīvõ	riːvə	0.875	
4123	Livonian	ìe < ǜö	ìe < ǜö	iːɛ	īe	iːɛ	0.875	
1665	Livonian	sīd etc.	sīn	tæs	täs	tæs	0.875	
7000	Livonian	meʾdʹdʹə	meʾdʹdʹə	jɑktə	jaktõ	jɑktə	0.875	
1664	Livonian	sīd etc.	sīn	tæs	täs	tæs	0.875	
2302	Livonian	vi̯eʾddə	vi̯eʾddə	tɨmbə	tõmbõ	tɨmbə	0.875	
7873	Livonian	pitʹtʹki-kɔ̄r ~ pikkìs-kɔ̄r	pitʹtʹki-kɔ̄r ~ pikkìs-kɔ̄r	ɨvɑːtɨks	õvātõks	ɨvɑːtɨks	0.8888888888888888	
5485	Livonian	att-tūlda	att-tūlda	joudə	joudõ	joudə	0.8888888888888888	
1094	Livonian	taplə	taplə	vɨikslimi	võikslimi	vɨikslimi	0.8888888888888888	
7838	Livonian	pitʹtʹki-kɔ̄r ~ pikkìs-kɔ̄r	pitʹtʹki-kɔ̄r ~ pikkìs-kɔ̄r	ɨvɑːtɨks	õvātõks	ɨvɑːtɨks	0.8888888888888888	
6388	Livonian	veʾrštə	veʾrštə	puriːɲcːə	purīņțõ	puriːɲcːə	0.8888888888888888	
7751	Livonian	muštà	muštà	æˀbpuːˀdɨz	ä’bpū’dõz	æˀbpuːˀdɨz	0.9	
886	Livonian	tellm ~ töllm	tellm ~ töllm	pɨrm	põrm	pɨrm	0.9230769230769231	
3377	Livonian	keʾiž ~ keʾžʹ	keʾiž ~ keʾžʹ	kæˀdlɑbɑː	kä’dlabā	kæˀdlɑbɑː	0.9230769230769231	
6750	Livonian	leʾbl ~ löʾbl	leʾbl ~ löʾbl	ɡilɡə	gilgõ	ɡilɡə	0.9230769230769231	
7752	Livonian	reppi ~ räppi	reppi ~ räppi	æˀbpuːˀdɨz	ä’bpū’dõz	æˀbpuːˀdɨz	0.9230769230769231	
1277	Livonian	ēdrəm	ēdrəm	pusk	pusk	pusk	1.0	
8314	Livonian	se	se	tɑ	ta	tɑ	1.0	
5618	Livonian	kle̮kkšə	kle̮kkšə	viˀzːɨpɑːndɑ	vi’zzõ pānda	viˀzːɨ pɑːndɑ	1.0	
1718	Livonian	mià	mis	kui	kui	kui	1.0	
5733	Livonian	īʾd ~ ǖʾd	īʾd ~ ǖʾd	sɛt	set	sɛt	1.0	
1494	Livonian	me̮lltsi	me̮lltsi	oːʎɑz	ōļaz	oːʎɑz	1.0	
1277	Livonian	ēdrəm	ēdrəm	pucːkɨz	puțkõz	pucːkɨz	1.0	
2376	Livonian	paràz	paràz	jɨvɑː	jõvā	jɨvɑː	1.0	
1475	Livonian	re̮ʾu ~ riʾu	re̮ʾu(v) ~ riʾu(v)	ɑːinɑd	āinad	ɑːinɑd	1.0	
5284	Livonian	gīm	gīm	pɑlɡ	palg	pɑlɡ	1.0	
1753	Livonian	mìez	(naìz-)mìez	ɑˀbpuːol	a’bpūol	ɑˀbpuːol	1.0	
4143	Livonian	boʾŕ	boʾŕ	uːʃkɑ	ūška	uːʃkɑ	1.0	
5650	Livonian	palà	palà	stik	stik	stik	1.0	
5654	Livonian	kabàl	kabàl	stik	stik	stik	1.0	
5579	Livonian	naì	naì	ɑˀbpuːol	a’bpūol	ɑˀbpuːol	1.0	
7751	Livonian	muštà	muštà	ræpːi	räppi	ræpːi	1.0	
1323	Livonian	uʾd	uʾd	tosɑː	tosā	tosɑː	1.0	
1719	Livonian	mià	mis	kui	kui	kui	1.0	
219	Livonian	ja	ja	un	un	un	1.0	
8869	Livonian	äʾb	äʾb	mitːə	mittõ	mitːə	1.0	
158	Livonian	amà	amà	tikːiʒ	tikkiž	tikːiʒ	1.0	
8688	Livonian	munà	munà	uɨlɑ	uõla	uɨlɑ	1.0	
7916	Livonian	mēlʹ	mēlʹ	ɑruː	arū	ɑruː	1.0	
966	Livonian	tɔ̄tʹi	tɔ̄tʹi	izɑː	izā	izɑː	1.0	
241	Livonian	lùoməz	lùoməz	jɛlɑːj	jelāj	jɛlɑːj	1.0	
9517	North Saami	badjeváhkká	badjeváhkká	kɑsːɑvaːhkːaː	gassaváhkká	kɑsːɑvaːhkːaː	0.3636363636363636	
6662	North Saami	rihča	rihča	pɑhʧɑ	bahča	pɑht͡ʃɑ	0.4	
7840	North Saami	čáhcẹdávgi	čáhcẹdávgi	ɑrɛveðaːvɡi	arvedávgi	ɑrɛveðaːvɡi	0.4545454545454545	
5813	North Saami	luoibmat	luoibmat	fʊɛjkih	fuoikit	fʊɛjkih	0.5	
1723	North Saami	govt	govt	mɔh	mot	mɔh	0.5	
7825	North Saami	guolga	guolga	vʊ̯ɔktɑ	vuokta	vʊ̯ɔktɑ	0.5	
9488	North Saami	gassat	gassat	ɑsːaːj	assái	ɑsːaːj	0.5	
2248	North Saami	stoahkat	stoahkat	spe̯ælːɑh	speallat	spe̯ælːɑh	0.5	
7839	North Saami	arvẹdávgi	arvẹdávgi	pɑjaːntaːvɡi	bajándávgi	pɑjaːntaːvɡi	0.5	
7864	North Saami	čáhcẹdávgi	arvẹdávgi	pɑjaːntaːvɡi	bajándávgi	pɑjaːntaːvɡi	0.5454545454545454	
7865	North Saami	čáhcẹdávgi	arvẹdávgi	pɑjaːntaːvɡi	bajándávgi	pɑjaːntaːvɡi	0.5454545454545454	
7840	North Saami	čáhcẹdávgi	čáhcẹdávgi	pɑjaːntaːvɡi	bajándávgi	pɑjaːntaːvɡi	0.5454545454545454	
5486	North Saami	joavdat	joavdat	pɔ̯ɑhtih	boahtit	pɔ̯ɑhtih	0.5714285714285714	
6269	North Saami	šaddat	šaddat	pe̯æsːɑh	beassat	pe̯æsːɑh	0.5714285714285714	
6273	North Saami	boahtit	boahtit	pe̯æsːɑh	beassat	pe̯æsːɑh	0.5714285714285714	
2159	North Saami	lahka	lahka	lɑkɑs	lagas	lɑkɑs	0.6	
10124	North Saami	unˈni	unˈni	ʊhʦːi	uhcci	ʊht͡sːi	0.6	
7598	North Saami	doaladit	doallat	sæjlːʊhih	seailluhit	sæjlːʊhih	0.6	
7597	North Saami	doaladit	doallat	sæjlːʊhih	seailluhit	sæjlːʊhih	0.6	
6390	North Saami	šluvgit	šluvgit	sɑlɑhkɑlih	salkalit	sɑlɑhkɑlih	0.625	
2569	North Saami	skuhppet	skuhppet	rʊvːeh	ruvvet	rʊvːeh	0.625	
669	North Saami	rēhkenastit	rēhkenastit	lɔhkɑh	lohkat	lɔhkɑh	0.6363636363636364	
5615	North Saami	giddet	giddet	kɔkʧɑh	gokčat	kɔkt͡ʃɑh	0.6666666666666666	
2142	North Saami	baski	baski	se̯æɡki	seaggi	se̯æɡki	0.6666666666666666	
6753	North Saami	lávggodit	lávggodit	kaːlɑʃih	gálašit	kaːlɑʃih	0.6666666666666666	
2142	North Saami	baski	baski	ke̯æd͡sːi	geazzi	ke̯æd͡sːi	0.6666666666666666	
9872	North Saami	čatnat	čatnat	kaːrːɑh	gárrat	kaːrːɑh	0.6666666666666666	
7017	North Saami	lohkat	lohkat	tɑcːɑh	dadjat	tɑcːɑh	0.6666666666666666	
7017	North Saami	lohkat	lohkat	ʦe̯ælɛhkih	cealkit	t͡se̯ælɛhkih	0.7	
7603	North Saami	atnit	atnit	sæjlːʊhih	seailluhit	sæjlːʊhih	0.7	
8117	North Saami	časkit	časkit	ʧʊ̯ɔlːɑh	čuollat	t͡ʃʊ̯ɔlːɑh	0.7142857142857143	
2869	North Saami	nohkkat	nohkkat	ɔ̯ɑðːih	oađđit	ɔ̯ɑðːih	0.7142857142857143	
7905	North Saami	miella	miella	jiɛrɛbmi	jierbmi	jiɛrɛbmi	0.7142857142857143	
6548	North Saami	láhppit	láhppit	jaːvkɑh	jávkat	jaːvkɑh	0.7142857142857143	
1099	North Saami	doarrut	doarrut	vʊ̯ɔstelɑsvʊ̯ɔhtɑ	vuostelasvuohta	vʊ̯ɔstelɑsvʊ̯ɔhtɑ	0.7333333333333333	
7757	North Saami	nuoski	nuoski	tʊ̯ɔlvːɑs	duolvvas	tʊ̯ɔlvːɑs	0.75	
4953	North Saami	bassit	bassit	kɔjkɑðih	goikadit	kɔjkɑðih	0.75	
6390	North Saami	šluvgit	šluvgit	skʊlːheh	skullhet	skʊlːheh	0.75	
2216	North Saami	iežá	iežá	e̯æraː	eará	e̯æraː	0.75	
4772	North Saami	garra	garra	paːrɑhkʊ	bárku	paːrɑhkʊ	0.75	
627	North Saami	čoaskkis	čoaskkis	kɑlmːɑs	galmmas	kɑlmːɑs	0.75	
5051	North Saami	geassádit	geassádit	vʊ̯ɔlɛkih	vuolgit	vʊ̯ɔlɛkih	0.7777777777777778	
1016	North Saami	dolgi	dolgi	pɔd͡sːɑ	bozza	pɔd͡sːɑ	0.8	
3426	North Saami	dos	dos	tɑkːɔ	dakko	tɑkːɔ	0.8	
811	North Saami	raddi	raddi	ʧiʤːi	čižži	t͡ʃid͡ʒːi	0.8	
3395	North Saami	duos	duos	tɑkːɔ	dakko	tɑkːɔ	0.8	
5737	North Saami	aivvẹ	aivvẹ	tʊʃːe	dušše	tʊʃːe	0.8333333333333334	
2342	North Saami	hoigat	hoigat	ʦaːhkih	cáhkit	t͡saːhkih	0.8333333333333334	
10120	North Saami	smávis	smávis	ʊhʦːi	uhcci	ʊht͡sːi	0.8333333333333334	
1263	North Saami	lieđđi	lieđđi	raːsːi	rássi	raːsːi	0.8333333333333334	
5959	North Saami	dállu	dállu	stɔhpʊ	stohpu	stɔhpʊ	0.8333333333333334	
10120	North Saami	smávis	smávis	ʊnːi	unni	ʊnːi	0.8333333333333334	
7096	North Saami	basttoheapme ~ bastteheapme	basttoheapme ~ bastteheapme	ne̯ærɑs	nearas	ne̯ærɑs	0.8518518518518519	
316	North Saami	hēittot	hēittot	he̯æcːʊ	headju	he̯æcːʊ	0.8571428571428571	
5655	North Saami	stuhkka	stuhkka	pihtːaː	bihttá	pihtːaː	0.8571428571428571	
10084	North Saami	suoivva	suoivva	itkʊ	itku	itkʊ	0.8571428571428571	
4268	North Saami	bajidit	bajidit	lɔkteh	loktet	lɔkteh	0.8571428571428571	
6467	North Saami	buhtis	buhtis	raːjnːɑs	ráinnas	raːjnːɑs	0.8571428571428571	
8116	North Saami	cábmit	cábmit	ʧʊ̯ɔlːɑh	čuollat	t͡ʃʊ̯ɔlːɑh	0.8571428571428571	
2949	North Saami	livttis	livttis	ɲɑlkːɑs	njalkkas	ɲɑlkːɑs	0.8571428571428571	
4802	North Saami	guhkkin	guhkkin	kaːjdtʊs	gáiddus	kaːjdtʊs	0.8571428571428571	
4291	North Saami	duohkin	duohkin	mɑŋil	maŋil	mɑŋil	0.8571428571428571	
2759	North Saami	ávjui	ávjui	pɑstilih	bastilit	pɑstilih	0.875	
5486	North Saami	joavdat	joavdat	pʊvtːehih	buvttehit	pʊvtːehih	0.8888888888888888	
3547	North Saami	bálkestit	bálkestit	sʊhpːeh	suhppet	sʊhpːeh	0.8888888888888888	
4306	North Saami	maŋŋin	maŋŋin	tʊ̯ɔkaːs	duogás	tʊ̯ɔkaːs	1.0	
2451	North Saami	eatnu	eatnu	jɔhkɑ	johka	jɔhkɑ	1.0	
2216	North Saami	iežá	iežá	nʊbpi	nubbi	nʊbpi	1.0	
4772	North Saami	garra	garra	ɔstʊ	ostu	ɔstʊ	1.0	
5581	North Saami	eamit	eamit	aːhkːaː	áhkká	aːhkːaː	1.0	
888	North Saami	gavja	gavja	tɔpmʊ	dopmu	tɔpmʊ	1.0	
5705	North Saami	dievdu	dievdu	ɔlmːaːj	olmmái	ɔlmːaːj	1.0	
1101	Skolt Saami	tuärrad	tuärrad	tuarːməʃ	tuärrmõš	tuarːməʃ	0.375	
6550	Skolt Saami	läppjed	läppjed	xaːvʲʝʲɛd	hää´vjed	xaːvʲʝʲɛd	0.5	
1330	Skolt Saami	suâlnõk	suâlnõk	suɛlʲnːʲɘ	sue´lnn	suɛlʲnːʲɘ	0.5555555555555556	
2555	Skolt Saami	sââjjad	sââjjad	xɛɐrːɒd	heârrad	xɛɐrːɒd	0.5714285714285714	
6108	Skolt Saami	mätt’ted	mätt’ted	vuapːʲsʲtʲɛd	vuä´ppsted	vuapːʲsʲtʲɛd	0.6	
3554	Skolt Saami	laʹǧǧsted	laʹǧǧsted	ʧɛɐɣːtɛd	čeâǥǥted	t͡ʃɛɐɣːtɛd	0.6666666666666666	
4114	Skolt Saami	ijj	ijj	inːɐ	inn	inːɐ	0.6666666666666666	
4941	Skolt Saami	päʹštted	päʹštted	vaːlʲʝɛd	vää´l'jed	vaːlʲʝɛd	0.6666666666666666	
6423	Skolt Saami	eeʹđääldõž	eeʹđääldõž	tuɛlʲaːʒ	tue´lääž	tuɛlʲaːʒ	0.7	
6427	Skolt Saami	tueʹlääž	tueʹlääž	eːðʲaːldəʒ	ee´đääldõž	eːðʲaːldəʒ	0.7	
3555	Skolt Saami	vueʹlǧǧeed	vueʹlǧǧeed	ʧɛɐɣːtɛd	čeâǥǥted	t͡ʃɛɐɣːtɛd	0.7	
5927	Skolt Saami	äʹǧǧled	äʹǧǧled	ɒːlɣtɛd	aalǥted	ɒːlɣtɛd	0.7142857142857143	
3724	Skolt Saami	paakkâs	paakkâs	liəɡːɐs	liõggâs	liəɡːɐs	0.7142857142857143	
6755	Skolt Saami	läuggad	lääuǥõõttäd ~ laauǥõõttâd	saːunəːtːɐd	sääunõõttâd	saːunəːtːɐd	0.7272727272727273	
6756	Skolt Saami	läuggad	lääuǥõõttäd ~ laauǥõõttâd	saːunəːtːɐd	sääunõõttâd	saːunəːtːɐd	0.7272727272727273	
2555	Skolt Saami	sââjjad	sââjjad	ruvːʲʝʲɛd	ru´vvjed	ruvːʲʝʲɛd	0.75	
8121	Skolt Saami	västtled	västtled	ʧɐʦʲcc͡çʲɛd	čâ´cǩǩed	t͡ʃɐt͡sʲcc͡çʲɛd	0.75	
7605	Skolt Saami	ââʹnned	ââʹnned	seːiltɛd	seeilted	seːiltɛd	0.75	
6129	Skolt Saami	vuäʹpsted ~ vuäʹppsted	vuäʹpsted ~ vuäʹppsted	matːtɛd	mätt'ted	matːtɛd	0.7727272727272727	
5102	Skolt Saami	kuõskkâd	kuõskkâd	ɲɒːukstɛd	njaauksted	ɲɒːukstɛd	0.7777777777777778	
7022	Skolt Saami	ceäʹlǩǩed	ceäʹlǩǩed	nəmːeːd	nõmmeed	nəmːeːd	0.7777777777777778	
1823	Skolt Saami	kåʹdded	kåʹdded	sorʲmːʲʝʲɛd	so´rmmjed	sorʲmːʲʝʲɛd	0.7777777777777778	
5045	Skolt Saami	võõidâd	uuidâd	vuɛlʲɟɟ͡ʝʲɛd	vue´lǧǧed	vuɛlʲɟɟ͡ʝʲɛd	0.7777777777777778	
5044	Skolt Saami	võõidâd	uuidâd	vuɛlʲɟɟ͡ʝʲɛd	vue´lǧǧed	vuɛlʲɟɟ͡ʝʲɛd	0.7777777777777778	
4269	Skolt Saami	pââʹjded	pââʹjded	kuɔstːeːd	kuåstteed	kuɔstːeːd	0.7777777777777778	
4274	Skolt Saami	kaggâd	kaggâd	kuɔstːeːd	kuåstteed	kuɔstːeːd	0.7777777777777778	
7828	Skolt Saami	sõõus	sõõus	vuəptɐ	vuõpt	vuəptɐ	0.8	
7907	Skolt Saami	miõll	miõll	toːlkɐ	toolk	toːlkɐ	0.8	
9489	Skolt Saami	kõss	kõss(âd)	ɐsːɒi	âssai	ɐsːɒi	0.8	
670	Skolt Saami	rekknâʹstted	rekknâʹstted	lɒsʲcc͡çʲeːd	la´sǩǩeed	lɒsʲcc͡çʲeːd	0.8333333333333334	
2131	Skolt Saami	seäʹǧˈǧ	seäʹǧˈǧ	c͡çɛdʣʲɘ	ǩe´ʒʒ	c͡çɛdd͡zʲɘ	0.8571428571428571	
6550	Skolt Saami	läppjed	läppjed	ʝɒukːɐd	jaukkâd	ʝɒukːɐd	0.8571428571428571	
6755	Skolt Saami	läuggad	lääuǥõõttäd ~ laauǥõõttâd	vuəʝːɐd	vuõjjâd	vuəʝːɐd	0.8571428571428571	
5625	Skolt Saami	tõppâd	tõppâd	katːʲɛd	kä´tted	katːʲɛd	0.8571428571428571	
2164	Skolt Saami	luʹnn	luʹnn	ɐldːləs	âlddlõs	ɐldːləs	0.8571428571428571	
2477	Skolt Saami	čuâǥǥas	čuâǥǥas	uːlʲɛʦ	uu´lec	uːlʲɛt͡s	0.8571428571428571	
8460	Skolt Saami	čiõʹlj	čiõʹlj	sɛalʲɟɟ͡ʝʲɘ	seä´lǧǧ	sɛalʲɟɟ͡ʝʲɘ	0.8571428571428571	
1642	Skolt Saami	tääiʹb	tääiʹb(en)	tɒlʲtːʲɛ	ta´ltte	tɒlʲtːʲɛ	0.8571428571428571	
7338	Skolt Saami	jiẹʹǩǩ	jiẹʹǩǩ	ʝaːnɐ	jään	ʝaːnɐ	0.8571428571428571	
6756	Skolt Saami	läuggad	lääuǥõõttäd ~ laauǥõõttâd	vuəʝːɐd	vuõjjâd	vuəʝːɐd	0.8571428571428571	
7338	Skolt Saami	jiẹʹǩǩ	jiẹʹǩǩ	ʧiɒtʦʲɘ	čia´cc	t͡ʃiɒtt͡sʲɘ	0.8571428571428571	
2554	Skolt Saami	ruʹvvjed	ruʹvvjed	xɛɐrːɒd	heârrad	xɛɐrːɒd	0.875	
628	Skolt Saami	čueʹcǩes	čueʹcǩes	kəːlmɐs	kõõlmâs	kəːlmɐs	0.875	
7907	Skolt Saami	miõll	miõll	fitːʲʝʲəs	fi´ttjõs	fitːʲʝʲəs	0.875	
1393	Skolt Saami	kâʹlmmed	kâʹlmmed	ʝiəŋːɐd	jiõŋŋâd	ʝiəŋːɐd	0.875	
5488	Skolt Saami	dooidâd	dooidâd	puɛtːʲɛd	pue´tted	puɛtːʲɛd	0.875	
9816	Skolt Saami	seiʹbb	seiʹbb	piatʦʲic͡ç	piä´cciǩ	piatt͡sʲic͡ç	0.9	
2198	Skolt Saami	nuʹbb	nuʹbb	ʝeːrʲɛs	jee´res	ʝeːrʲɛs	1.0	
2964	Skolt Saami	šõllâd	šõllâd	laːtːʲɛs	lää´ttes	laːtːʲɛs	1.0	
7907	Skolt Saami	miõll	miõll	ʝɛarʲmːʲɘ	jeä´rmm	ʝɛarʲmːʲɘ	1.0	
5945	Skolt Saami	põrtt	põrtt	taːlːɐ	tääll	taːlːɐ	1.0	
8799	Skolt Saami	pueʹrr	pueʹrr	ʃiəɣːɐ	šiõǥǥ	ʃiəɣːɐ	1.0	
10115	Skolt Saami	uʹcc	uʹcc	smɒːvɐs	smaavâs	smɒːvɐs	1.0	
10115	Skolt Saami	uʹcc	uʹcc	siəmːɐ	siõmm	siəmːɐ	1.0	
314	Skolt Saami	neuʹrr	neuʹrr	xuɛnːʲɘ	hue´nn	xuɛnːʲɘ	1.0	
5743	Skolt Saami	tåʹlǩ	tåʹlǩ	pɐiɐ	pâi	pɐiɐ	1.0	
7111	Skolt Saami	tåʹlcc	tåʹlcc	miarːʲɛs	miä´r'res	miarːʲɛs	1.0	
813	Skolt Saami	râʹdd	râʹdd	ɲɛdʤʲɘ	nje´ǯǯ	ɲɛdd͡ʒʲɘ	1.0	
10086	Skolt Saami	ǩeeuʹniǩ	ǩeeuʹniǩ	əːtːɐ	õõtt	əːtːɐ	1.0	
9510	Skolt Saami	ruõidd	ruõidd	ʧɛbːʲɘ	če´bb	t͡ʃɛbːʲɘ	1.0	
6664	Skolt Saami	šuõrš-	šuõrš-	pɛʧʲcc͡çʲɛr	pe´čǩǩer	pɛt͡ʃʲcc͡çʲɛr	1.0	
1018	Skolt Saami	tåʹlǧǧ	tåʹlǧǧ	podʣɐ	poʒʒ	podd͡zɐ	1.0	
212	Skolt Saami	ja	ja	diɐ	di	diɐ	1.0	
8733	Skolt Saami	uʹvdded	uʹvdded	anʲɘ	ä´n	anʲɘ	1.0	
2989	Skolt Saami	smäʹtt	smäʹtt	kuvʲdːʲɘ	ku´vdd	kuvʲdːʲɘ	1.0	
5743	Skolt Saami	tåʹlǩ	tåʹlǩ	lɛʃɒ	leša	lɛʃɒ	1.0	
2129	Skolt Saami	korččai	korččai	c͡çɛdʣʲɘ	ǩe´ʒʒ	c͡çɛdd͡zʲɘ	1.0	
5588	Skolt Saami	kaav	kaav	acc͡çʲɘ	ä´ǩǩ	acc͡çʲɘ	1.0	
7307	Skolt Saami	čiẹʹcc	čiẹʹcc	ʝaːnɐ	jään	ʝaːnɐ	1.0	
4106	Skolt Saami	meäʹcˈc	meäʹcˈc	vuɛmːʲɘ	vue´mm	vuɛmːʲɘ	1.0	
2473	Skolt Saami	ǩeäinn	ǩeäinn	uːlʲɛʦ	uu´lec	uːlʲɛt͡s	1.0	
2219	Skolt Saami	jeeʹres	jeeʹres	nubːʲɘ	nu´bb	nubːʲɘ	1.0	
1895	South Saami	plaerie	plaerie	pʰliɛniɛ	plienie	pʰliɛniɛ	0.2857142857142857	
6568	South Saami	gaarvanidh	gaarvanidh	hɑːjpanidh	haajpanidh	hɑːjpanidh	0.3	
8502	South Saami	gaetskedh	gaetskedh	kæːkʧɛdh	gaektjedh	kæːkt͡ʃɛdh	0.3333333333333333	
7775	South Saami	sleagran	sleagran	sleæɡruʌh	sleagroeh	sleæɡruʌh	0.3333333333333333	
2326	South Saami	sigkedh	sigkedh	kiɛsɛdh	giesedh	kiɛsɛdh	0.4285714285714285	
2091	South Saami	vaerie	vaerie	pɨɛrjɛ	bïerje	pɨɛrjɛ	0.5	
7823	South Saami	goelke	goelke	βuʌptɛ	voepte	βuʌptɛ	0.5	
2068	South Saami	tjidtjie	tjidtjie	iɛtniɛ	ietnie	iɛtniɛ	0.5	
6567	South Saami	daajkedh	daajkedh	hɑːjpanidh	haajpanidh	hɑːjpanidh	0.5	
3550	South Saami	slijredh	slearodh	slampɛstidh	slampestidh	slampɛstidh	0.5454545454545454	
3551	South Saami	slijredh	slearodh	slampɛstidh	slampestidh	slampɛstidh	0.5454545454545454	
3535	South Saami	seedtedh	seedtedh	slampɛstidh	slampestidh	slampɛstidh	0.5454545454545454	
5812	South Saami	loejhmedh	loejhmedh	ʃɵahkɛdh	sjuahkedh	ʃɵahkɛdh	0.5555555555555556	
332	South Saami	måekies	måekies	noɒkɛ	nåake	noɒkɛ	0.5714285714285714	
7389	South Saami	mïnnedh	mïnnedh	jʉhtɛdh	juhtedh	jʉhtɛdh	0.5714285714285714	
2234	South Saami	spealadidh	spealadidh	lʉstɛdalːɛdh	lustedalledh	lʉstɛdalːɛdh	0.5833333333333334	
2365	South Saami	dïemtjestehtedh	dïemtjestehtedh	βʉɛʧɛdh	vuetjedh	βʉɛt͡ʃɛdh	0.6	
6569	South Saami	gaatodh	gaatodh	hɑːjpanidh	haajpanidh	hɑːjpanidh	0.6	
9459	South Saami	bårredh	bårredh	pyœpmɛdidh	byöpmedidh	pyœpmɛdidh	0.6	
9712	South Saami	hajkedh	hajkedh	ruʌhtɛdh	roehtedh	ruʌhtɛdh	0.625	
2578	South Saami	knugkedh	knugkedh	tɑːɲɛdh	daanjedh	tɑːɲɛdh	0.625	
9713	South Saami	vaarredh	vaarredh	ruʌhtɛdh	roehtedh	ruʌhtɛdh	0.625	
3536	South Saami	sleengkedh	sleengkedh	slampɛstidh	slampestidh	slampɛstidh	0.6363636363636364	
2364	South Saami	dïelkestidh	dïelkestidh	βʉɛʧɛdh	vuetjedh	βʉɛt͡ʃɛdh	0.6363636363636364	
96	South Saami	tjamke	tjamke	karːɛ	garre	karːɛ	0.6666666666666666	
5622	South Saami	dahpedh	dahpedh	steːkːɛdh	steegkedh	steːkːɛdh	0.6666666666666666	
4144	South Saami	soekse	soekse	miɛtiɛ	mietie	miɛtiɛ	0.6666666666666666	
831	South Saami	mïelke	mïelke	puʌŋɛ	boenge	puʌŋɛ	0.6666666666666666	
688	South Saami	tjoehpedh	tjoehpedh	piɛʦkɛdh	bietskedh	piɛt͡skɛdh	0.6666666666666666	
6995	South Saami	vïjredh	vïjredh	peærhtudh	bearhtodh	peærhtudh	0.6666666666666666	
5826	South Saami	hojjedh	hojjedh	ʃɵahkɛdh	sjuahkedh	ʃɵahkɛdh	0.6666666666666666	
2963	South Saami	sjyjjehke	sjyjjehke	ɲalhkɛdihks	njalhkedihks	ɲalhkɛdihks	0.6666666666666666	
676	South Saami	tsïehkesjidh	tsïehkesjidh	ryœknɛhtidh	ryöknehtidh	ryœknɛhtidh	0.6666666666666666	
2245	South Saami	stååkedidh	stååkedidh	lʉstɛdalːɛdh	lustedalledh	lʉstɛdalːɛdh	0.6666666666666666	
7600	South Saami	utniehtidh	utniedidh	βøːrhkɛdh	vöörhkedh	βøːrhkɛdh	0.7	
4266	South Saami	bijjiedidh	bijjiedidh	lʉtɲɛdh	lutnjedh	lʉtɲɛdh	0.7	
6125	South Saami	lïeredh	lïeredh	øːhpɛhtidh	ööhpehtidh	øːhpɛhtidh	0.7	
1264	South Saami	plåamstere	plåamstere	rɨɛsɛɡɛ	rïesege	rɨɛsɛɡɛ	0.7	
