UraLex_Index	Language	UraLex_Form	UraLex_Value	NEL_Form	NEL_Value	NEL_Source_Form	LevenshteinDist	Accepted?
4881	Livonian	reʾbbi	reʾbbi	rɛˀbːi	re’bbi	rɛˀbːi	0.1666666666666667	x
4178	Livonian	àigast	àigast	ɑːiɡɑst	āigast	ɑːiɡɑst	0.1666666666666667	x
4510	Livonian	kùonda	kùonda	kuːondɑ	kūonda	kuːondɑ	0.1666666666666667	x
10125	Livonian	pišški	pišški	piʃki	piški	piʃki	0.1666666666666667	x
7068	Livonian	neìtst	neìtst	nɛitst	neitst	nɛitst	0.1666666666666667	x
3514	Livonian	ku̯olm	ku̯olm	kuolm	kuolm	kuolm	0.1666666666666667	x
9092	Livonian	puʾnni	puʾnni	punːi	punni	punːi	0.1666666666666667	x
9542	Livonian	pitkà	pitkà	pitkɑː	pitkā	pitkɑː	0.2	x
10149	Livonian	laigà	laigà	lɑiɡɑː	laigā	lɑiɡɑː	0.2	x
2657	Livonian	tībəz	tībəz	tiːbɨz	tībõz	tiːbɨz	0.2	x
9129	Livonian	maksà	maksà	mɑksɑː	maksā	mɑksɑː	0.2	x
5654	Livonian	kabàl	kabàl	kɑbɑːl	kabāl	kɑbɑːl	0.2	x
8925	Livonian	pùola	pùola	puːolɑ	pūola	puːolɑ	0.2	x
9809	Livonian	tabàr	tabàr	tɑbɑːr	tabār	tɑbɑːr	0.2	x
4204	Livonian	vīʾri	vīʾri	viːri	vīri	viːri	0.2	x
789	Livonian	koùvə	koùvə	kouvə	kouvõ	kouvə	0.2	x
4450	Livonian	kùora	kùora	kuːorɑ	kūora	kuːorɑ	0.2	x
393	Livonian	vats	vats	vɑtsɑː	vatsā	vɑtsɑː	0.2	x
2787	Livonian	loùlə	loùlə	loulə	loulõ	loulə	0.2	x
2504	Livonian	immər-goùtlimi	immər-goùtlimi	imːɨrɡoutlimi	immõrgoutlimi	imːɨrɡoutlimi	0.2142857142857143	x
2090	Livonian	mäʾg	mäʾg	mæɡ	mäg	mæɡ	0.25	x
7212	Livonian	līt	līt	liːti	līti	liːti	0.25	x
3415	Livonian	sǟʾl	sǟʾl	sæːˀl	sǟ’l	sæːˀl	0.25	x
2645	Livonian	meʾr	meʾr	mɛˀr	me’r	mɛˀr	0.25	x
2054	Livonian	jemà	jemà	jɛmɑː	jemā	jɛmɑː	0.25	x
5967	Livonian	loùl	loùl	loul	loul	loul	0.25	x
9069	Livonian	kurà	kurà	kurɑː	kurā	kurɑː	0.25	x
2283	Livonian	niʾm	niʾm	niˀm	ni’m	niˀm	0.25	x
9232	Livonian	veʾr	veʾr	vɛr	ver	vɛr	0.25	x
8982	Livonian	kūlə	kūlə	kuːloː	kūlō	kuːloː	0.25	x
8216	Livonian	kalà	kalà	kɑlɑː	kalā	kɑlɑː	0.25	x
1753	Livonian	mìez	(naìz-)mìez	miːɛz	mīez	miːɛz	0.25	x
8413	Livonian	nabà	nabà	nɑbɑː	nabā	nɑbɑː	0.25	x
5693	Livonian	mìez	mìez	miːɛz	mīez	miːɛz	0.25	x
3754	Livonian	nanà	nanà	nɑnɑː	nanā	nɑnɑː	0.25	x
1426	Livonian	täùž	täùž	tæuʒ	täuž	tæuʒ	0.25	x
5409	Livonian	pigà	pigà	piɡɑː	pigā	piɡɑː	0.25	x
7504	Livonian	kemm	kemm	kɛm	kem	kɛm	0.25	x
5209	Livonian	rištìŋg	rištìŋg	riʃtiːŋɡ	rištīng	riʃtiːŋɡ	0.2857142857142857	x
5418	Livonian	pakkànd	pakkànd	pɑkɑːnd	pakānd	pɑkɑːnd	0.2857142857142857	x
8501	Livonian	jammstə	jammstə	jɑmstə	jamstõ	jɑmstə	0.2857142857142857	x
5207	Livonian	rištìŋg	rištìŋg	riʃtiːŋɡ	rištīng	riʃtiːŋɡ	0.2857142857142857	x
657	Livonian	luʾggə	luʾggə	luˀɡːə	lu’ggõ	luˀɡːə	0.3333333333333333	x
3996	Livonian	pūʾstə	pūʾstə	puːˀstə	pū’stõ	puːˀstə	0.3333333333333333	x
1733	Livonian	ku	ku(i)	kui	kui	kui	0.3333333333333333	x
1323	Livonian	uʾd	uʾd	uˀd	u’d	uˀd	0.3333333333333333	x
9750	Livonian	tūʾgəd	tūʾgəd	tuːˀɡɨd	tū’gõd	tuːˀɡɨd	0.3333333333333333	x
7568	Livonian	jaʾggə	jaʾggə	jɑˀɡːə	ja’ggõ	jɑˀɡːə	0.3333333333333333	x
241	Livonian	lùoməz	lùoməz	luːomɨz	lūomõz	luːomɨz	0.3333333333333333	x
8392	Livonian	jùodə	jùodə	juːodə	jūodõ	juːodə	0.3333333333333333	x
752	Livonian	kùolə	kùolə	kuːolə	kūolõ	kuːolə	0.3333333333333333	x
1228	Livonian	jùokšə	jùokšə	juːokʃə	jūokšõ	juːokʃə	0.3333333333333333	x
6450	Livonian	pūʾdəz	pūʾdəz	puːˀdɨz	pū’dõz	puːˀdɨz	0.3333333333333333	x
9868	Livonian	siʾddə	siʾddə	siˀdːə	si’ddõ	siˀdːə	0.3333333333333333	x
6999	Livonian	jaktʹə	jaktʹə	jɑktə	jaktõ	jɑktə	0.3333333333333333	x
6541	Livonian	kaʾddə	kaʾddə	kɑdːə	kaddõ	kɑdːə	0.3333333333333333	x
5579	Livonian	naì	naì	nɑi	nai	nɑi	0.3333333333333333	x
7785	Livonian	ibùks	ibùks	ibuːkst	ibūkst	ibuːkst	0.3333333333333333	x
2752	Livonian	vaʾimə	vaʾimə	vɑˀimi	va’imi	vɑˀimi	0.3333333333333333	x
9689	Livonian	jùokšə	jùokšə	juːokʃə	jūokšõ	juːokʃə	0.3333333333333333	x
1680	Livonian	piʾddə	piʾddə	piˀdːə	pi’ddõ	piˀdːə	0.3333333333333333	x
311	Livonian	slikt	slikt	slikcːə	slikțõ	slikcːə	0.3333333333333333	x
959	Livonian	izà	izà	izɑː	izā	izɑː	0.3333333333333333	x
9004	Livonian	naʾgrə	naʾgrə	nɑˀɡrə	na’grõ	nɑˀɡrə	0.3333333333333333	x
1913	Livonian	teì	teì	tɛi	tei	tɛi	0.3333333333333333	x
4054	Livonian	naì	naì	nɑi	nai	nɑi	0.3333333333333333	x
8869	Livonian	äʾb	äʾb	æˀb	ä’b	æˀb	0.3333333333333333	x
9481	Livonian	jaʾmdə	jaʾmdə	jɑˀmdi	ja’mdi	jɑˀmdi	0.3333333333333333	x
9931	Livonian	nǣʾdə	nǣʾdə	næːdə	nǟdõ	næːdə	0.3333333333333333	x
3809	Livonian	pi̯eʾzzə	pi̯eʾzzə	piɛˀzːə	pie’zzõ	piɛˀzːə	0.375	x
7626	Livonian	svillppə	svillppə	sviʎpə	sviļpõ	sviʎpə	0.375	x
1494	Livonian	me̮lltsi	me̮lltsi	mɨltsi	mõltsi	mɨltsi	0.375	x
2302	Livonian	vi̯eʾddə	vi̯eʾddə	viɛˀdːə	vie’ddõ	viɛˀdːə	0.375	x
4301	Livonian	tagà	tagà	tɑɡɑːn	tagān	tɑɡɑːn	0.4	x
7415	Livonian	lǟʾdə	lǟʾdə	læːˀdə	lǟ’dõ	læːˀdə	0.4	x
5049	Livonian	järà lǟʾdə	järà lǟʾdə	jɑrɑːlæːˀdə	jarā lǟ’dõ	jɑrɑː læːˀdə	0.4	x
1362	Livonian	nēlʹa	nēlʹa	nɛːʎɑ	nēļa	nɛːʎɑ	0.4	x
9690	Livonian	aʾilə	aʾilə	ɑˀilə	a’ilõ	ɑˀilə	0.4	x
8688	Livonian	munà	munà	munɑːd	munād	munɑːd	0.4	x
9451	Livonian	sìedə	sìedə	siːɛdə	sīedõ	siːɛdə	0.4	x
7015	Livonian	kīttə	kīttə	kiːtə	kītõ	kiːtə	0.4	x
8742	Livonian	anndə	anndə	ɑndə	andõ	ɑndə	0.4	x
8448	Livonian	pīlə	pīlə	piːˀlə	pī’lõ	piːˀlə	0.4	x
10076	Livonian	vɔ̄ŕ	vɔ̄ŕ	vɔːrʲ	vǭŗ	vɔːrʲ	0.4	x
8791	Livonian	je̮vā	je̮vā	jɨvɑː	jõvā	jɨvɑː	0.4	x
5938	Livonian	kwodà	kwodà	kuodɑː	kuodā	kuodɑː	0.4	x
1261	Livonian	putʹk	putʹk(əz)	pusk	pusk	pusk	0.4	x
5110	Livonian	pūttə	pūttə	puːtə	pūtõ	puːtə	0.4	x
7331	Livonian	sūr-veʾlʹkki	sūr-veʾlʹkki	suːrvɛˀʎki	sūrve’ļki	suːrvɛˀʎki	0.4166666666666667	x
6105	Livonian	oppàttə	oppàttə	opɑːtə	opātõ	opɑːtə	0.4285714285714285	x
7086	Livonian	tē̮lza	tē̮l(d)za	tɨːlzɑ	tȭlza	tɨːlzɑ	0.4285714285714285	x
6652	Livonian	kiʾbdʹi	kiʾbdʹi	kiˀbɟi	ki’bḑi	kiˀbɟi	0.4285714285714285	x
4764	Livonian	kùoŕ	kùoŕ	kuːorʲ	kūoŗ	kuːorʲ	0.5	x
8892	Livonian	kēlʹ	kēlʹ	kɛːʎ	kēļ	kɛːʎ	0.5	x
6913	Livonian	jeì	jeì	jɛij	jeij	jɛij	0.5	x
9898	Livonian	jūŕ	jūŕ	juːrʲ	jūŗ	juːrʲ	0.5	x
9656	Livonian	laŋŋgə	laŋŋgə	lɑŋɡə	langõ	lɑŋɡə	0.5	x
4815	Livonian	koùgən	koùgən	kouɡi	kougi	kouɡi	0.5	x
687	Livonian	iʾedə	iʾedə	iːˀɛdə	ī’edõ	iːˀɛdə	0.5	x
10062	Livonian	sùol	sùol	suːoʎ	sūoļ	suːoʎ	0.5	x
490	Livonian	jeŋŋgə	jeŋŋgə	jɛŋɡə	jengõ	jɛŋɡə	0.5	x
2153	Livonian	leʾižgəl	leʾižgəl	lɛˀʒɡli	le’žgli	lɛˀʒɡli	0.5	x
9380	Livonian	ve̮ttə	ve̮ttə	vɨtːə	võttõ	vɨtːə	0.5	x
2122	Livonian	ɔ̄ʾdəz	ɔ̄ʾdəz	ɔːˀdɨz	ǭ’dõz	ɔːˀdɨz	0.5	x
2153	Livonian	leʾižgəl	leʾižgəl	lɛˀʒɡɨli	le’žgõli	lɛˀʒɡɨli	0.5	x
9962	Livonian	maʾgdi	maʾgdi	mɑˀɡɟə	ma’gḑõ	mɑˀɡɟə	0.5	x
436	Livonian	mɔ̄ŕa	mɔ̄ŕa	mɔːrʲɑ	mǭŗa	mɔːrʲɑ	0.5	x
887	Livonian	pe̮rrm	pe̮rrm	pɨrm	põrm	pɨrm	0.5	x
9788	Livonian	piʾń	piʾń	piɲ	piņ	piɲ	0.5	x
2694	Livonian	sìemt	sìemt	siːɛmɡɨz	sīemgõz	siːɛmɡɨz	0.5714285714285714	x
1261	Livonian	putʹk	putʹk(əz)	pucːkɨz	puțkõz	pucːkɨz	0.5714285714285714	x
6420	Livonian	uòməg	uòməg	uːomɨɡ	ūomõg	uːomɨɡ	0.6	x
3307	Livonian	voìgə	voìgə	vʊiɡə	vȯigõ	vʊiɡə	0.6	x
4733	Livonian	se̮nà	se̮nà	sɨnɑː	sõnā	sɨnɑː	0.6	x
8327	Livonian	eʾglə	eʾglə	ɛɡːiʎ	eggiļ	ɛɡːiʎ	0.6	x
2380	Livonian	je̮và	je̮và	jɨvɑː	jõvā	jɨvɑː	0.6	x
3533	Livonian	eìttə	eìttə	ɛitə	eitõ	ɛitə	0.6	x
10219	Livonian	tēʾdʹ	tēʾdʹ	tɛːɟ	tēḑ	tɛːɟ	0.6	x
16	Livonian	tuʾlʹ	tuʾlʹ	tuˀʎ	tu’ļ	tuˀʎ	0.6	x
1883	Livonian	lēʾdʹ	lēʾdʹ	lɛːɟ	lēḑ	lɛːɟ	0.6	x
620	Livonian	kīlma ~ kǖlma	kīlma ~ kǖlma	kiːlmɑ	kīlma	kiːlmɑ	0.6153846153846154	x
7752	Livonian	reppi ~ räppi	reppi ~ räppi	ræpːi	räppi	ræpːi	0.6153846153846154	x
1262	Livonian	pusk ~ pušk	pusk ~ pušk	pusk	pusk	pusk	0.6363636363636364	x
6511	Livonian	kurrli ~ kūrli	kurrli ~ kūrli	kurli	kurli	kurli	0.6428571428571429	x
6657	Livonian	kɔ̄raz	kɔ̄raz	kɑrːi	karri	kɑrːi	0.6666666666666666	x
3842	Livonian	meg ~ mēg	meg ~ mēg	mɛːɡ	mēg	mɛːɡ	0.6666666666666666	x
8012	Livonian	ikš ~ ükš	ikš ~ ükš	ikʃ	ikš	ikʃ	0.6666666666666666	x
1396	Livonian	killmə ~ küllmə	killmə ~ küllmə	kilmə	kilmõ	kilmə	0.6666666666666666	x
4423	Livonian	kim ~ küm	kim ~ küm	kim	kim	kim	0.6666666666666666	x
8947	Livonian	je̮ùgə	je̮ùgə	jɨuɡə	jõugõ	jɨuɡə	0.6666666666666666	x
9196	Livonian	nɔ̄ʾgə	nɔ̄ʾgə(z)	noːɡə	nōgõ	noːɡə	0.6666666666666666	x
1493	Livonian	ɔ̄lʹaz	ɔ̄lʹaz	oːʎɑz	ōļaz	oːʎɑz	0.6666666666666666	x
1611	Livonian	sidàm ~ südàm	sidàm ~ südàm	sidɑːm	sidām	sidɑːm	0.6923076923076923	x
8357	Livonian	muštà ~ mustà	muštà ~ mustà	mustɑː	mustā	mustɑː	0.6923076923076923	x
2340	Livonian	likkə ~ lükkə	likkə ~ lükkə	likːə	likkõ	likːə	0.6923076923076923	x
7972	Livonian	sūr ~ sūŕ	sūr ~ sūŕ	suːr	sūr	suːr	0.7	x
5175	Livonian	kaʾggəl ~ ka’gləz	kaʾggəl ~ ka’gləz	kɑˀɡːɨl	ka’ggõl	kɑˀɡːɨl	0.7058823529411765	x
7287	Livonian	siʾž ~ süʾž	siʾž ~ süʾž	siˀʒ	si’ž	siˀʒ	0.7272727272727273	x
6747	Livonian	gillgə ~ güllgə	gillgə ~ güllgə	ɡilɡə	gilgõ	ɡilɡə	0.7333333333333333	x
4683	Livonian	īʾdəks ~ ǖʾdəks	īʾdəks ~ ǖʾdəks	iːˀdɨks	ī’dõks	iːˀdɨks	0.7333333333333333	x
2879	Livonian	maʾggə ~ magàtə	maʾggə ~ magàtə	mɑˀɡːə	ma’ggõ	mɑˀɡːə	0.7333333333333333	x
1396	Livonian	killmə ~ küllmə	killmə ~ küllmə	jɛiɨkilmə	jeiõ kilmõ	jɛiɨ kilmə	0.7333333333333333	x
7873	Livonian	pitʹtʹki-kɔ̄r ~ pikkìs-kɔ̄r	pitʹtʹki-kɔ̄r ~ pikkìs-kɔ̄r	picːkiːzkɔːr	pițkīzkǭr	picːkiːzkɔːr	0.7407407407407407	x
7838	Livonian	pitʹtʹki-kɔ̄r ~ pikkìs-kɔ̄r	pitʹtʹki-kɔ̄r ~ pikkìs-kɔ̄r	picːkiːzkɔːr	pițkīzkǭr	picːkiːzkɔːr	0.7407407407407407	x
2987	Livonian	ùiska ~ ūśka	ùiska ~ ūśka	uːʃkɑ	ūška	uːʃkɑ	0.75	x
2054	Livonian	jemà	jemà	æːmɑ	ǟma	æːmɑ	0.75	x
3861	Livonian	kaʾižʹžʹi ~ kaʾžʹžʹi	kaʾižʹžʹi ~ kaʾžʹžʹi	kɑˀʒːi	ka’žži	kɑˀžːi	0.75	x
4840	Livonian	kwoŕŕə	kwoŕŕə	krɔːˀjə	krǭ’jõ	krɔːˀjə	0.75	x
1561	Livonian	ma	ma	minɑː	minā	minɑː	0.75	x
8295	Livonian	täʾm	täʾm	tɑ	ta	tɑ	0.75	x
2444	Livonian	joʾug ~ joʾg etc.	joʾug ~ joʾg etc.	joˀuɡ	jo’ug	joˀuɡ	0.7647058823529411	x
8236	Livonian	veiʾž ~ veʾžʹ	veiʾž ~ veʾžʹ	vɛʒ	vež	vɛʒ	0.7692307692307693	x
5898	Livonian	irrgə ~ ürrgə	irrgə ~ ürrgə	irɡə	irgõ	irɡə	0.7692307692307693	x
3377	Livonian	keʾiž ~ keʾžʹ	keʾiž ~ keʾžʹ	kɛˀʒ	ke’ž	kɛˀʒ	0.7692307692307693	x
563	Livonian	kīntš ~ kǖntš etc.	kīntš ~ kǖntš etc.	kiːɲtʃ	kīņtš	kiːɲtʃ	0.7777777777777778	x
4240	Livonian	teg ~ tēg etc.	teg ~ tēg etc.	tɛːɡ	tēg	tɛːɡ	0.7857142857142857	x
6618	Livonian	se̮zàr ~ sizàr	se̮zàr ~ sizàr	sɨzɑːr	sõzār	sɨzɑːr	0.7857142857142857	x
6389	Livonian	repptʹə ~ röpptʹə	repptʹə ~ röpptʹə	rɛpcːə	repțõ	rɛpcːə	0.8235294117647058	x
3038	Livonian	luʾm ~ luʾim etc.	luʾm ~ luʾim etc.	lum	lum	lum	0.8235294117647058	x
4487	Livonian	knoùsəl ~ knoùsəlʹ	knoùsəl ~ knoùsəlʹ	knouʃɨʎ	knoušõļ	knouʃɨʎ	0.8333333333333334	x
4087	Livonian	me̮tsà ~ mütsà etc.	me̮tsà ~ mütsà etc.	mɨtsɑː	mõtsā	mɨtsɑː	0.8421052631578947	x
2546	Livonian	ē̮rə ~ īrə etc.	ē̮rə ~ īrə etc.	ɨːrʲə	ȭŗõ	ɨːrʲə	0.875	x
6787	Livonian	se̮ʾu ~ süʾuv	se̮ʾu ~ süʾuv	sɨˀvːə	sõ’vvõ	sɨˀvːə	0.9230769230769231	x
7839	North Saami	arvẹdávgi	arvẹdávgi	ɑrɛveðaːvɡi	arvedávgi	ɑrɛveðaːvɡi	0.1	x
5828	North Saami	fuoikut	fuoikut	fʊɛjkih	fuoikit	fʊɛjkih	0.1428571428571428	x
1099	North Saami	doarrut	doarrut	tɔ̯ɑrːʊ	doarru	tɔ̯ɑrːʊ	0.1428571428571428	x
9936	North Saami	oaidnit	oaidnit	ɔ̯ɑidniːh	oaidnít	ɔ̯ɑidníh	0.1428571428571428	x
2552	North Saami	ruvˈvet	ruvˈvet	rʊvːeh	ruvvet	rʊvːeh	0.1428571428571428	x
316	North Saami	hēittot	hēittot	hejtːɔh	heittot	hejtːɔh	0.1428571428571428	x
9483	North Saami	asˈsái	asˈsái	ɑsːaːj	assái	ɑsːaːj	0.1666666666666667	x
5699	North Saami	almmái	almmái	ɔlmːaːj	olmmái	ɔlmːaːj	0.1666666666666667	x
229	North Saami	ealˈli	ealˈli	e̯ælːi	ealli	e̯ælːi	0.1666666666666667	x
6467	North Saami	buhtis	buhtis	pʊhtes	buhtes	pʊhtes	0.1666666666666667	x
5734	North Saami	duššẹ	duššẹ	tʊʃːe	dušše	tʊʃːe	0.1666666666666667	x
9517	North Saami	badjeváhkká	badjeváhkká	pɑcːevaːhkaːɑ	badjeváhkáa	pɑcːevaːhkaːɑ	0.1818181818181818	x
10124	North Saami	unˈni	unˈni	ʊnːi	unni	ʊnːi	0.2	x
6513	North Saami	bealjẹheapmẹ	bealjẹheapmẹ	pe̯æʎehe̯æpmi	bealjeheapmi	pe̯æʎehe̯æpmi	0.2142857142857143	x
3548	North Saami	suohpput	suohpput	sʊhpːeh	suhppet	sʊhpːeh	0.25	x
2756	North Saami	bastil	bastil	pɑstilih	bastilit	pɑstilih	0.25	x
9966	North Saami	njálggis	njálggis	ɲaːlɡkɑh	njálggat	ɲaːlɡkɑh	0.25	x
8361	North Saami	čáhppat	čáhppat	ʧaːhpːes	čáhppes	t͡ʃaːhpːes	0.2857142857142857	x
4210	North Saami	fiskat	fiskat	fiskes	fiskes	fiskes	0.3333333333333333	x
3358	North Saami	dot	dot	tɑh	dat	tɑh	0.3333333333333333	x
4306	North Saami	maŋŋin	maŋŋin	mɑŋil	maŋil	mɑŋil	0.3333333333333333	x
7865	North Saami	čáhcẹdávgi	arvẹdávgi	ɑrɛveðaːvɡi	arvedávgi	ɑrɛveðaːvɡi	0.4545454545454545	x
7864	North Saami	čáhcẹdávgi	arvẹdávgi	ɑrɛveðaːvɡi	arvedávgi	ɑrɛveðaːvɡi	0.4545454545454545	x
1326	North Saami	murku	murku	miɛrɑhkaː	mierká	miɛrɑhkaː	0.5	x
3326	North Saami	duot	duot	tɑh	dat	tɑh	0.5	x
8459	North Saami	čielgi	čielgi	se̯ælɛki	sealgi	se̯ælɛki	0.5	x
7096	North Saami	basttoheapme ~ bastteheapme	basttoheapme ~ bastteheapme	pɑstːɔhe̯æpme	basttoheapme	pɑstːɔhe̯æpme	0.5555555555555556	x
4291	North Saami	duohkin	duohkin	tʊ̯ɔkaːs	duogás	tʊ̯ɔkaːs	0.5714285714285714	x
2666	North Saami	soadjá ~ soadji	soadjá ~ soadji	sɔ̯ɑcːi	soadji	sɔ̯ɑcːi	0.6	x
8677	North Saami	manni ~ monni	manni ~ monni	mɔnːi	monni	mɔnːi	0.6153846153846154	x
5420	North Saami	fargga ~ farga	fargga ~ farga	fɑrɑkɑ	farga	fɑrɑkɑ	0.6428571428571429	x
1710	North Saami	mō	mō	mɔh	mot	mɔh	0.6666666666666666	x
4953	North Saami	bassit	bassit	paːhkːeh	báhkket	paːhkːeh	0.7142857142857143	x
6423	Skolt Saami	eeʹđääldõž	eeʹđääldõž	eːðʲaːldəʒ	ee´đääldõž	eːðʲaːldəʒ	0.1	x
9938	Skolt Saami	vueiʹnned	vueiʹnned	vuɛinːʲɛd	vuei´nned	vuɛinːʲɛd	0.1111111111111111	x
677	Skolt Saami	laʹsǩǩeed	laʹsǩǩeed	lɒsʲcc͡çʲeːd	la´sǩǩeed	lɒsʲcc͡çʲeːd	0.1111111111111111	x
9968	Skolt Saami	njääʹljes	njääʹljes	ɲaːʎʲɛs	njää´ljes	ɲaːʎʲɛs	0.1111111111111111	x
7022	Skolt Saami	ceäʹlǩǩed	ceäʹlǩǩed	ʦɛalʲcc͡çʲɛd	ceä´lǩǩed	t͡sɛalʲcc͡çʲɛd	0.1111111111111111	x
6469	Skolt Saami	puuʹttes	puuʹttes	puːtːʲɛs	puu´ttes	puːtːʲɛs	0.125	x
